slug	title	英化候補run
oretachi-no-fantasy-wa-mada-hajimaranai	オレたちのファンタジーはまだ始まらない!	ファンタジー→fantasy
orette-hero	俺ってヒーロー	ヒーロー→hero
orgel-garden	音匣ガーデン	ガーデン→garden
osaka-mad-family	大阪MADファミリー	ファミリー→family
osananajimi-girl	幼なじみガール	ガール→girl
osananajimi-wa-faiaaman	幼なじみはファイアーマン	ファイアーマン→fireman
oshare-majo-rabu-ando-berry	オシャレ魔女・ラブandベリー	・ラブ→love
oshinobi-prince-to-koisuru-shukujo	お忍びプリンスと恋する淑女	プリンス→prince
osu-super-akebono-seinikubu	押忍!!スーパーあけぼの精肉部	スーパー→super
otanko-nurse	おたんこナース	ナース→nurse
otasuke-chara-ni-tensei-shita-node-game-chishiki-de-musou-suru	お助けキャラに転生したので、ゲーム知識で無双する	ゲーム→game
otogi-adventure	おとぎアドベンチャー	アドベンチャー→adventure
otogi-no-kuni-no-ichigo-heroine-douwashuu	おとぎの国のいちごヒロイン童話集+	ヒロイン→heroine
otoko-kinsei-game-sekai-de-ore-ga-yarubeki-yuiitsu-no-koto	男子禁制ゲーム世界で俺がやるべき唯一のこと	ゲーム→game
otoko-koukousei-otome-game-no-akuyaku-reijou-ni-tensei-suru	男子高校生、乙女ゲームの悪役令嬢に転生する。	ゲーム→game
otoko-to-onna-no-super-kairaku-taizen	男と女のスーパー快楽大全	スーパー→super
otome-game-no-akuyaku-reijou-ni-tensei-shitakedo-follower-ga-fukyou-shiteta-chishiki-shika-nai	乙女ゲームの悪役令嬢に転生したけどフォロワーが布教してた知識しかない	ゲーム→game
otome-game-no-ateuma-akuyaku-reijou-wa-outaishi-denka-no-shiawase-o-negaimasu	乙女ゲームの当て馬悪役令嬢は、王太子殿下の幸せを願います!	ゲーム→game
otome-game-no-hametsu-flag-shika-nai-akuyaku-reijou-ni-tensei-shite-shimatta	乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…	ゲーム→game
otome-game-no-heroine-de-saikyou-survival-comic	乙女ゲームのヒロインで最強サバイバル@COMIC	ゲーム→game; ヒロイン→heroine
otome-game-no-mob-nanoni-naze-ka-oshi-ni-ai-o-sasayakarete-imasu	乙女ゲームのモブなのに、なぜか推しに愛を囁かれています!	ゲーム→game
otome-game-no-mobu-ni-tensei-shita-node-zenryoku-de-oshi-o-ouen-shimasu	乙女ゲームのモブに転生したので全力で推しを応援します!	ゲーム→game
otome-game-no-sekai-de-watashi-ga-akuyaku-reijou-sonna-no-okotowari-desu	乙女ゲームの世界で私が悪役令嬢!?そんなのお断りです!	ゲーム→game
otome-game-rokushuume-ootomoodo-ga-kiremashita	乙女ゲーム六周目、オートモードが切れました。	ゲーム→game
otome-game-yattemita	乙女ゲームやってみた。	ゲーム→game
otome-no-heart-mo-kane-shidai	オトメのハートも金しだい	ハート→heart
otomege-tensou-ore-ga-heroine-de-kyuuseishu	乙女ゲー転送、俺がヒロインで救世主!?	ヒロイン→heroine
otonari-san-game	お隣さんゲーム	ゲーム→game
otozure-nurse	おとずれナース	ナース→nurse
otsu-san-teihen-chiyushi-to-manamusume-no-henkyou-life	おっさん底辺治癒士と愛娘の辺境ライフ	ライフ→life
ou-sama-game-2002	王様ゲーム	ゲーム→game
ou-sama-game-kigen	王様ゲーム起源	ゲーム→game
ou-sama-game-rinjou	王様ゲーム臨場	ゲーム→game
ou-sama-game-shuukyoku	王様ゲーム終極	ゲーム→game
ou-sama-game-takagi-2006	王様★★ゲーム	ゲーム→game
ou-sama-game	王様ゲーム	ゲーム→game
ou-sama-no-hoomutaun	王様のホームタウン	ホームタウン→home-town
ou-sama-rankingu	王様ランキング	ランキング→ranking
ouji-ka-prince	皇子かプリンス	プリンス→prince
ouji-ni-dekiai-saretakunai-node-motopurinsesu-desu-dansou-shitsuji-ni-narimasu	王子に溺愛されたくないので元プリンセスですが男装執事になります!	プリンセス→princess
ouji-sama-game-kirishima-2012	王子様ゲーム	ゲーム→game
ouji-sama-game	王子様☆ゲーム	ゲーム→game
ouji-to-hero	王子とヒーロー	ヒーロー→hero
oukaryou-wars	欧華寮ウォーズ	ウォーズ→wars
outo-no-gakuen-ni-kyousei-renkou-sareta-saikyou-no-dragon-rider-wa-chou-ga-tsukuhodo-inakamono	王都の学園に強制連行された最強のドラゴンライダーは超が付くほど田舎者	ドラゴンライダー→dragon-rider
outo-no-ikidomari-cafe-kakurega	王都の行き止まりカフェ『隠れ家』	カフェ→cafe
owarai-team	お笑いチーム	チーム→team
oyayubi-kara-romance	親指からロマンス	ロマンス→romance
p-heart	P.ハート	ハート→heart
pakupaku-desuwa-tsuihousareta-sareta-ojousama	〈パクパクですわ〉追放されたお嬢様の『モンスターを食べるほど強くなる』スキルは、1食で1レベルアップする前代未聞の最強スキルでした。3日で人類最強になりましたわ～!	モンスター→monster
panic-monster-taifuu-daisekkin	パニック!モンスター台風大接近!	モンスター→monster
papa-to-kyonyuu-jk-to-game-jikkyou	パパと巨乳JKとゲーム実況	ゲーム→game
papuru	パープル	パープル→purple
paradise-2015	パラダイス	パラダイス→paradise
paradise-bird	パラダイスバード	パラダイスバード→paradise-bird
paradise-cafe	パラダイス・カフェ	パラダイス・カフェ→paradise-cafe
paradise-e-oideyo	パラダイスへおいでよ!	パラダイス→paradise
paradise-family	パラダイス・ファミリー	パラダイス・ファミリー→paradise-family
paradise-gakuen	パラダイス学園	パラダイス→paradise
paradise-he-ikou	パラダイスへ行こう	パラダイス→paradise
paradise-jinja	パラダイス神社	パラダイス→paradise
paradise-kangoku	パラダイス監獄	パラダイス→paradise
paradise-kyoushuujo	パラダイス教習所	パラダイス→paradise
paradise-ni-ikimasenka	パラダイスに行きませんか?	パラダイス→paradise
paradise-o-sagashite	パラダイスを探して	パラダイス→paradise
paradise-tsuushin	パラダイス通信	パラダイス→paradise
paradise	パラダイス	パラダイス→paradise
paraiso-road	ぱらいそロード	ロード→road
partner-1990	パートナー	パートナー→partner
partner-1993	パートナー	パートナー→partner
partner-1999	パートナー	パートナー→partner
partner-obana-2000	パートナー	パートナー→partner
passion-girls	パッション❤ガールズ	ガールズ→girls
pawahara-bishoujo-company	パワハラ美少女カンパニー	カンパニー→company
pawahara-genkai-yuusha-maougun-kara-koutaiguu-de-sukauto-dekiaisareru-yuusha-ranking-1-i-nanoni	パワハラ限界勇者、魔王軍から好待遇でスカウトされる～勇者ランキング1位なのに手取りがゴミ過ぎて生活できません～@comic	ランキング→ranking
pearl-garden	Pearlガーデン	ガーデン→garden
pen-to-house	ペンとハウス	ハウス→house
persian-blue	ペルシャン=ブルー	ブルー→blue
petanko-nurse	ぺたんこナース	ナース→nurse
phantasy-star-online-2-es-koi-yakan-galaxy	ファンタシースターオンライン2 es恋やかんギャラクシー	ギャラクシー→galaxy
photogenic-superstar	フォトジェニック☆スーパースター	スーパースター→super-star
piasu-no-rannaa	ピアスのランナー	ランナー→runner
pierrot-to-lion	ピエロとライオン	ライオン→lion
pink-chan-v	ピンクちゃんV	ピンク→pink
pink-choodai	ピンクちょーだい	ピンク→pink
pink-de-ikou	ピンクでいこう!	ピンク→pink
pink-de-pink	ピンクDEピンク	ピンク→pink
pink-na-kimi-ni-blue-na-boku	ピンクなきみにブルーなぼく	ピンク→pink; ブルー→blue
pink-no-bible	ピンクのバイブル	ピンク→pink
pink-no-curtain	ピンクのカーテン	ピンク→pink
pink-no-eleven	ピンクのイレブン	ピンク→pink
pink-no-heart	ぴんくのハート	ハート→heart
pink-no-keiyakusho-ni-sainshimasu	ピンクの契約書♂にサインします!	ピンク→pink
pink-no-ken	ピンクの拳	ピンク→pink
pink-no-oheya	ピンクのお部屋	ピンク→pink
pink-no-rabu-song	ピンクのラブソング	ピンク→pink
pink-no-ringo	ピンクの林檎	ピンク→pink
pink-no-shippo	ピンクのしっぽ	ピンク→pink
pink-no-usagi	ピンクのうさぎ	ピンク→pink
pink-reesuna-kare	ピンクレースな彼	ピンクレース→pink-race
pink-to-gray	ピンクとグレー	ピンク→pink
pink-to-habanero	ピンクとハバネロ	ピンク→pink
planet-girl	プラネットガール	プラネットガール→planet-girl
planet-guardian	プラネットガーディアン	プラネットガーディアン→planet-guardian
planet	プラネット	プラネット→planet
play-shita-oboe-mo-nai-game-teki-na-sekai-ni-mayoikondara	プレイした覚えもないゲーム的な世界に迷い込んだら	ゲーム→game
pocket-ippai-no-shiawase	ポケット一杯の幸せ	ポケット→pocket
pocket-kara-yume	ポケットから-夢	ポケット→pocket
pocket-monster-ekkusu-wai-pokemon-ryuuouden	ポケットモンスターX・Yポケモン竜王伝	ポケットモンスター→pocket-monster
pocket-monster-kin-gin-golden-boys	ポケットモンスター金・銀ゴールデンボーイズ	ポケットモンスター→pocket-monster
pocket-monster-xy-waihen	ポケットモンスターX・Y編	ポケットモンスター→pocket-monster
pocket-monster-zensho	ポケットモンスター全書	ポケットモンスター→pocket-monster
pocket-monsters-bw-good-partners	ポケットモンスターB・W	ポケットモンスター→pocket-monster
pocket-monsters-diamond-and-pearl	ポケットモンスター ダイヤモンドパール	ポケットモンスター→pocket-monster
pocket-monsters-r-burst	ポケットモンスターRéBURST	ポケットモンスター→pocket-monster
pocket-monsters-special-omega-ruby-alpha-sapphire	ポケットモンスターSPECIAL Ωルビー・αサファイア	ポケットモンスター→pocket-monster
pocket-monsters-special-sun-moon	ポケットモンスターSPECIALサン・ムーン	ポケットモンスター→pocket-monster
pocket-monsters-special-sword-shield	ポケットモンスターSPECIALソード・シールド	ポケットモンスター→pocket-monster
pocket-monsters-special-x-y	ポケットモンスターSPECIAL X・Y	ポケットモンスター→pocket-monster
pocket-monsters-special	ポケットモンスターSPECIAL	ポケットモンスター→pocket-monster
pocket-monsters	ポケットモンスター	ポケットモンスター→pocket-monster
pocket-ni-baiburuo	ポケットに聖書を	ポケット→pocket
pocket-no-naka-no-darling	ポケットの中のダーリン	ポケット→pocket
pocket-no-naka-no-kimi	ポケットの中の君	ポケット→pocket
pocket-no-naka-no-kiseki	ポケットの中の奇跡	ポケット→pocket
pocket-no-naka-no-kisetsu	ポケットの中の季節	ポケット→pocket
pocket-no-naka-no-uta	ポケットの中の唄	ポケット→pocket
pocket-park-2	ポケット・パーク	ポケット・パーク→pocket-park
pocket-park	ポケット❤パーク	ポケット→pocket; パーク→park
pocket-story	ポケットストーリー	ポケットストーリー→pocket-story
pokemon-heartgold-soulsilver	ポケットモンスターハートゴールド ソウシルバー	ポケットモンスターハートゴールド→pocket-monster-heart-gold
pokemon-special-scarlet-violet	ポケットモンスターSPECIALスカーレット・バイオレット	ポケットモンスター→pocket-monster
pokettomonsutaa-satoshi-to-gou-no-monogatari	ポケットモンスター～サトシとゴウの物語!～	ポケットモンスター→pocket-monster
pokettomonsutapipipi-adobencha	ポケットモンスターpipipi・アドベンチャ	ポケットモンスター→pocket-monster
poreporemori-no-monster	ポレポレ森のモンスター	モンスター→monster
prince-mermaid	プリンス・マーメイド	プリンス・マーメイド→prince-mermaid
prince-no-miwaku-no-propose	プリンスの魅惑のプロポーズ	プリンス→prince
prince-no-yuuutsu	プリンスの憂鬱	プリンス→prince
prince-party	プリンス☆パーティー	プリンス→prince
prince-to-eien-no-ai	プリンスと永遠の愛	プリンス→prince
prince-to-himitsu-no-seijo	プリンスと秘密の聖女	プリンス→prince
prince-to-kanaderu-ai-no-shirabe	プリンスと奏でる愛の調べ	プリンス→prince
prince	プリンス	プリンス→prince
princess-hakusho	プリンセス「白書」	プリンセス→princess
princess-hatenkou	プリンセス破天荒	プリンセス→princess
princess-in-tokyo	プリンセスin Tokyo	プリンセス→princess
princess-kun-to-naito-san	プリンセスくんとナイトさん	プリンセス→princess
princess-ni-kuchizuke-o	プリンセスにくちづけを	プリンセス→princess
princess-nightmare	プリンセスナイトメア	プリンセスナイトメア→princess-nightmare
princess-okaa-san	プリンセスお母さん	プリンセス→princess
princess-princess-aoki-2010	プリンセス♥プリンセス	プリンセス→princess
princess-princess	プリンセス・プリンセス	プリンセス・プリンセス→princess-princess
princess-shiyoukougun	プリンセス症候群	プリンセス→princess
princess-time	プリンセス待夢	プリンセス→princess
princess-to-mahou-no-kiss	プリンセスと魔法のキス	プリンセス→princess
