slug	title	our_author	src_author(種1/楽天)	誤ISBN数
love-no-jugyou	恋愛の授業	斉田エジワ	高橋ツバサ;髙橋ツバサ	3
love-symphony	恋愛しんふぉに～	テトメト	千氏夜	3
maboroshi-matane	まぼろしまたね	秋山シノ	糸ナツミ	3
machi-no-honya-no-goshoyama-san	まちの本屋の御書山さん	秋乃カカシ	イズミセラ	3
madara-rumble	マダラランブル	星海ユミ	イズミダフユキ	3
madk	MADK	墨佳遼	硯遼	3
madoken	マドケン	shiho	七積ロンチ	3
mahoutsukai-no-deshi-ga-warau-toki	魔法使いの弟子が笑う時。	雨水龍	金井千咲貴	3
maid-san-no-shitagi-wa-tokubetsu-desu	メイドさんの下着は特別です。	電柱棒	ミラクルル	3
mainichi-shine-shine-itte-kuru-imouto-ga-ore-ga-nete-iru-suki-ni-saiminjutsu-de-horesaseyou-to	毎日死ね死ね言ってくる義妹が、俺が寝てい	戦記暗転	ラング;田中ドリル	3
majutsu-yaburi-no-revenge-magia	魔術破りのリベンジ・マギア	tate	伊吹ノツ;子子子子子子子;宮社惣恭	3
maku-ga-oritara-bokura-wa-tsugai	幕が下りたら僕らは番	平安ジロー	ザラメ鮫	3
mamanaranu	魔々ならぬ	衣田ヌヌ	ユーキ	3
mamiya-san-to-isshokenmei	間宮さんといっしょ	千月サカキ	ガオシ	3
maou-dou	魔王道	キナツk;凩ハトバ	寒天;高岸カモ	3
maou-na-kachou-no-teshita-ni-narimashita	魔王な課長の手下になりました。	真敷ヒサメ	三浦ヒラク	3
maou-no-mama-ni-narundayo	魔王のママになるんだよ!	ツキボシリョウ	片岡トンチ	3
march	MARCH	(unknown)	アンドリューアイディン;ジョンルイス	3
mei-be-love	めいbe love	九重千花	イチカワ壱	3
miboujin-wa-ogenkijirushi	未亡人はお元気印	村祖俊一	如月次郎	3
midara-na-ao-chan-wa-benkyou-ga-dekinai-otonahen	淫らな青ちゃんは勉強ができないオトナ編	神田ハルカ	カワハラ恋	3
mikansei-pianisuto	未完成ピアニスト	ワタイ	筒井美雪	3
mikuni-san-no-bara-en	三國さんのバラ園	コウpub2023	澤枝スポコ	3
mimi-o-sumaseba	耳をすませば	宮崎駿;柊アオイ;近藤喜文	アニメージュ編集部	3
mitsuru-botsu-chan-wa-bocchi	光流坊ちゃんはぼっち	ウミハル	綾瀬レツ	3
mizudako-chan-kara-wa-nigerarenai	ミズダコちゃんからは逃げられない!	モウレノ	眼亀	3
mobile-suit-gundam-twilight-axis	機動戦士ガンダムTwilight AXI	高橋寛行	arkperformance;サンラ	3
mofumofu-no-kamisamasagashi	もふもふの神様さがし	新川権兵衛	タマキ	3
mokutekichi-ni-touchaku-shimashita	目的地に到着しました。	タケオキュージュウ	日本サパ協会;鮭noマリネ	3
mononoke-soul-food	モノノケソウルフード	草水敏	神崎タタミ	3
moshimo-kubiwa-ga-hazusetanaraba	もしも首輪がはずせたならば	髭乃慎士	トナミショウ	3
mukuwarenakatta-murabito-ee-kizoku-ni-hirowarete-dekiai-dekiaisareru-ue-ni-jitsu-wa-motte-ita	報われなかった村人A、貴族に拾われて溺愛	海産物	クモスズメ;三木ナズナ;柴乃櫂人	3
muni-no-ichigeki	無二の一撃	仲藤ヌイ	内藤光太郎	3
murder-murder	Murder murder	香穂	竹添裕史	3
museum	ミュージアム	山本ダバサ	巴亮介	3
mushi-musume	ムシムスメ	森由羅	安芸勘谷	3
mushijo	ムシジョ	virellanik	アニキ	3
mutant-turtles-classic-collection	ミュータントタートルズクラシックコレクシ	eastmankevinb;smit	ケビンイーストマン;ゲアハード;トム;トムスミス	3
naitobotchi	ナイトぼっち	オギノ	枩岡啓資	3
nakanomi	なかのみ	ウラノリツ	neo草野	3
nanakosantekina-nichijou-dash	菜々子さん的な日常DASH!!	三部敬	瓦敬助	3
nanami-minami-wa-kagayakitai	七海みなみは輝きたい	上機シホ	フライ;吉田バナ;屋久ユウキ	3
nankuru	なんくる	姫ナッツン	サダウオジ	3
nee-chan-to-ore-to-tokidoki-sensei	ねーちゃんとオレと、ときどき先生。	ワタイ	toモエ	3
nejikemono	ねじけもの	夜州	肋家竹一	3
neko-no-kiku-chan	猫の菊ちゃん	ボノコ	湊文	3
neko-no-okite	ネコの掟	斉藤ロクロ	目黒川ウナ	3
neko-no-te-datte-yaku-ni-tatsu	猫の手だって役に立つ	竹充ヒロ	nobel	3
neko-punch	ねこぱんち	小石川フニ	タラサワミチ	3
neko-to-chiyo	ねことちよ	伊月一	セラミック	3
nekojiru-y-udon	ねこぢるyうどん	山野一	ネコヂルy	3
nekomata-to-asagohan	ねこまたとあさごはん	石田リンネ	清水アイ	3
nekomimi-maid-to-shounen-ouji	猫耳メイドと少年王子	イツコ	サユコ	3
nekopan-nikki	猫パン日記	ヒゲノ筆	ヌラ次郎	3
nemuri-no-fuchi	ネムリノフチ	白井モモ吉	中村歩	3
nene-to-ikoku-no-mahoutsukai	ネネと異国の魔法使い	夏木美香	tsugumi	3
neru-joshi	ねるじょし	榎本ハイツ	酉川宇宙	3
nihonnorekishi	日本の歴史	笠原一男	児玉幸多;阿部高明;高埜利彦	3
nijiiro-game-maker	虹色ゲームメーカー	芋畑サリー	タカシ♂	3
nikokei-ikari-no-manga-deka	にこけい!怒りのマンガ刑事	四宮和	マクレーン	3
nitou-to-tazuka-no-nichijou	仁藤と田塚の日常	アオイユミ	砂糖ト塩	3
noblesse	NOBLESSE	渡邉ポポ	jehoson;jehosonホカ;kwangs	3
noichigo-shoujo-satsujin-jiken	野苺少女殺人事件	震電ミヒロ	江口侑輝	3
nomu-nara-omaera-to-konna-toki	呑むならお前らとこんな時	小坂ツン	タメ	3
non-chan-to-akari	のんちゃんとアカリ	サカメガネ	日日ネルコ	3
nyan-communication	にゃんこみゅにけーしょん	瞳チゴ	喜月カコ	3
oboreru-hibi-wa-kimi-no-sei	溺れる日々はきみのせい	半次	深澤ネジ	3
ohanashi-ni-narimasen	お話になりません	(unknown)	255	3
oishii-kankei	おいしい関係	槇村サトル	岩館真理子	3
oji-san-to-neko-to-shoujo	おじさんと猫と少女	西田拓矢	遊佐ハルカ	3
ojigao-chuugakusei-to-dougan-oji-chan	おじ顔中学生と童顔おじちゃん	(unknown)	ホシエダ	3
ojou-sama-wa-rabukome-no-shujinkou-ni-naritai	お嬢様はラブコメの主人公になりたい!	連城寺ノア	ワタリサエ	3
omega-ni-dake-wa-naritakunai	Ωにだけはなりたくない!!	一本木尊	潜エム	3
onee-kachou-tamaki-san	オネェ課長たまきさん	濃口kiki	高瀬雛	3
oni-no-mataoni-no-amo	鬼の又鬼のアモ	兎ロウト	多田乃伸明	3
oni-to-yoake	鬼と夜明け	ニドネ杉	イクタハナ	3
onmyou-jihen	陰陽事変	上機シホ	麻日隆	3
ookami-wa-hana-no-kaori	狼は花の馨り	桐乃マヒロ	リユマ加奈	3
ookami-wa-tantei-o-tabetai	オオカミは探偵を食べたい	アンギャマン	大村陽	3
ookisugite-kare-no-are-ga-sakitcho-shika-hairimasen	大きすぎて、 (彼のアレが) 先っちょし	サトル	藤原江奈	3
ootanisanchi-no-tenshi-sama	大谷さんちの天使様	野田大輔	鳥乃桐	3
ore-ga-ryousei-nante-mitomenai	俺が両性なんて認めない!	mb	カノンチヒロ	3
ore-no-kanbotsu-chikubi-ga-senpai-no-shitapi-de-tachimashita	俺の陥没ちくびが、先輩の舌ピで勃ちました	ヤマダコト	鳥丸太郎	3
ore-no-tame-dake-ni-naite	俺のためだけに鳴いて?	星乃ソマリ	城井ユキ	3
orenchi-no-kaibutsu	俺ン家の怪物	カエデミノル	ズミ子	3
osanai-fusai-wa-itonamitai	小山内夫妻はいとなみたい	ササキサキü	リーフィ	3
osaru-na-masaru-kun	おさるなまさるくん	鮪オーケストラ	長谷川清	3
oshiete-burajaa-sensei	教えてブラジャー先生	ニクヤ乾	新矢歩世	3
otokoun-ga-ii-rank-nanode-isekai-no-yamiochi-kami-sama-ni-metoraremashita	男運がEランクなので異世界の闇落ち神様に	burnscharles	悦若エツコ	3
otona-to-kodomo-anata-to-watashi	おとなとこども、あなたとわたし。	秋山シノ	糸ナツミ	3
otonari-no-yakuza	お隣のヤクザ	ヤマチ	吉田ニン	3
otori	オトリ	テラオカ現象	野生ノモギ	3
otoriyose-shimasshi	おとりよせしまっし!	田仲ミノル	チサコ	3
otsu-san-ga-zako-chara-ni-tensei-surumo-ippashi-o-mezasu	おっさんが雑魚キャラに転生するも、いっぱ	桃川ササミ	八月明久;月見ヒロッサン	3
overlord-koushiki-comic-a-ra-carte	オーバーロード公式コミックアラカルト	henselerthomas	so-bin;コンプエース編集部	3
oyaku-ni-tatsu-node-chi-o-kudasai	お役に立つので血をください	シンギョウガク	十五夜	3
paradox-live-stage-battle-comic	Paradox Live stage b	tera;エイベックスピクチャーズ株	avexpictures;naru	3
parallel-leap-syndrome	パラレルリープ・シンドローム	眠田瞼	タカハシノブユキ	3
paroyakyuu-news	パロ野球ニュース	ヤクミツル	ハタ山ハッチ	3
peak-out	ピークアウト	ウヒョ助	塚脇永久;渋川難波	3
peanut-butter-sandwich	ピーナッツバターサンドウィッチ	拝田久	ミツコ	3
pekin-reijin-show	燕京伶人抄	皇名月	皇ナツキ	3
persona-4-4-koma-kings	ペルソナ4 4コマKINGS	難波豊	アトラス;手塚拓也	3
pk-genius	P.K.ジーニアス	薬師寺敦子	桐谷将士;近田火日輝	3
platinum-jungle	プラチナジャングル	スズハラ篠	篠原正美(漫画家)	3
polarity-toumeiki	ポラリティ透明期	ポコタ	綾幡フイヱ	3
punyupunyu-yuusha-myamemyame	ぷにゅぷにゅ勇者ミャメミャメ	樫本学ヴ	カシモトマナヴ	3
pygmalion	ピグマリオン	山悠希	渡辺千紘	3
qp-angel	QPエンジェル	高嶋ヒロミ	南京グレ子	3
raibaa-diver-lover	ライバーダイバーラバー	柏葉ペス	鹿島初	3
raiden	らいでん	ウヒョ助	塚脇永久	3
raise-o-chikatte-tenseishitara-taihenna-kotoni-natta	来世を誓って転生したら大変なことになった	城キイコ	∞谷鳩	3
rappa	乱刃	樋野友行	空十雲	3
re-teen-mayu-no-naka-de-mou-ichido-10-dai-no-kimi-to-au	re:teen 繭の中でもう一度10代の	上原ヒビキ	伊達将範;大堀ユタカ	3
red-beryl-ni-sayonara	レッドべリルにさよなら	佐藤千鳥	ミチノクアタミ	3
redman	レッドマン	barberjohn;frankma	ゴンカロロペス;マットフランク;ロー;円谷	3
reki-yomi	レキヨミ	モァラス	柴田康平	3
rengoku-no-torisuagion	煉獄のトリスアギオン	三日月シズカ	シバノ番茶;瑞智士記	3
reo-shingo-2002	零王!	阿佐維シン	浅井信悟	3
reset	リセット	高橋ユキ	山本マユリ	3
restart	リスタート!	百乃モト	坂木原レム	3
ri-mahou-shoujo	Re:魔法少女	荒木ソライロ	シヨタコン	3
rika-san-kekkon-shite-kudasai	理香さん、結婚してください!	小原絹子	nomo	3
rin-chan-sansaara	りんちゃんさんさーら	オケイド	雅日野琥珀	3
robasutonesu	ロバストネス	角光	佐藤由幸	3
rojika-to-rakkasei	ロジカとラッカセイ	翠川稜	紀ノ目	3
rokujou-hitoma	六畳一魔	柏葉ペス	鹿島初	3
route-33	ルートサーティスリー～ROUTE 33～	初瀬白	ランドルフ	3
route	ルート	ヨシサト	秦和生	3
ryuu-no-nanakoku-to-minashigo-no-fana	竜の七国とみなしごのファナ	有馬慎太郎	田中清久	3
ryuu-to-itsuki	龍と樹	カスミリョウ;銀麦	ku-ba;吉上亮	3
ryuusei-sanka	流星傘下	omega2-d	ミナヅキアキラ	3
ryuusora-no-aces	龍空のエイシズ	片山誠	カタヤママコト	3
sachiko-ni-sachi-are	幸子に幸あれ	于彦舒	生春巻	3
safe-sex	セーフセックス	ノド山	岩浪レンジ;森モリ子	3
samugari-ni-yuki	寒がりに雪	炊田鳩子	吉近イチ	3
samurai-musou	サムライ無双	芽生pub2024	イサムヒトシ;キー太郎	3
saneka-no-yomeiri	サネカの嫁入り	百瀬渡	百世渡	3
sangatsu-wa-ore-sama-ni-narimasu	三月は俺様になります	re:	紺吉	3
sannensa	三年差	motteke	島崎無印	3
sasada-wa-tomodachi	佐々田は友達	サイ	スタニング沢村	3
sayonara-giulietta	さよならジュリエッタ	ニイサトル	道明宏明	3
seishun-away	青春アウェー	島袋ユミ	コータ	3
seishun-rabu-try	青春ラブ・トライ	北川康春	田辺真由美	3
seishun-soukanzu	青春相関図	和武ハザノ	三宮宏太;廣瀬俊	3
seito-to-koi-wa-dekimasen	生徒と恋はできません!	ラム屋	尾崎海老太郎	3
sengoku-guriddoman	戦国グリッドマン	サブリック	ssssgridman;田村ユウキ	3
senjou-no-inu	線上の犬	漣一弥	墨田モト	3
sensei-ni-doushitehoshiika-ittegoran	先生にどうしてほしいか言ってごらん?	三咲	白弓サン	3
sentirental-girl	センチレンタル少女	石神一威	蜷津直	3
seseragisou-no-kokoro-chan	せせらぎ荘のこころちゃん	吉沢雅	ソラアオ	3
shachiku-ni-shinigami-ga-tsuku-anken	社畜に死神が憑く案件	陽村空葉	クロタマ	3
shachiku-to-yuurei	社畜と幽霊	サカメガネ	日日ネルコ	3
shanai-bitch-chan-wa-kyou-mo-tokimeki-ga-tomerarenai	社内ビッチちゃんは今日もときめきが止めら	妹尾圭祐	秋ヒロナ	3
shiawase-torimingu	しあわせ鳥見んぐ	電柱棒	ワラビモチキナコ	3
shibabaa-to-mameshibata	柴ばあと豆柴太	hedricktim	ヤマモトヨウコ	3
shigo-no-sekai-demo-shinu-made-hataraku-hanashi	死後の世界でも死ぬまで働く話	シオダマリン	山口エイト	3
shiiku-shoujo	飼育少女	イシダナオキ	仲川麻子	3
shikabane-ryouiki	屍領域	サトル	大前貴史	3
shin-kasumin	新カスミン	厦門潤	アモイ潤	3
shinibitogatari	シニビトガタリ	鬼ノ仁	魅魑	3
shinitagari-no-eteruno	死にたがりのエテルノ	ポコタ	綾幡フイヱ	3
shinogigoroshi	シノギゴロシ	龍翠	イワヤ晃;山田一文	3
shinpan-no-meisu	審判のメイス	老眼	rohgun;富野由悠季;矢立肇	3
shinpi-no-sekai-eruhazaado	神秘の世界エルハザード	ツブラヒデトモ	竹書房	3
shogun-no-chi	将軍の血	flowerchild	今井ムジイ	3
shotenin-makoto-no-ban-san	書店員まことの晩餐	ジョポジョリン	サカキシン	3
shouan-to-hibi	しょうあんと日々。	藤野モヤム	桑佳アサ	3
shoujo-za-wairuzu	少女・ザ・ワイルズ	渡邉ポポ	hun;zhena	3
shoujotachi-wa-kouya-o-mezasu	少女たちは荒野を目指す	平ツクネ;甘露アメ	カヅチ;ミナトソフト;松竜	3
shuryou-no-yumeka	狩猟のユメカ	竹村優	古部亮	3
shuuen-no-majo-to-sekai-no-tabi	終焉の魔女と世界の旅	ツキボシリョウ	片岡トンチ	3
shuumatsu-torein-doko-e-iku	終末トレインどこへいく?	竹輪ツボミ	「終末トレインドコヘイク?」製作委員	3
siscon-onee-chan-to-kinishinai-imouto	シスコンお姉ちゃんと気にしない妹	的場リョウ	桐灰キネソ	3
six	シックス	桃田テツ	照井ニト	3
slayers-next-film-book	スレイヤーズNEXT フィルムブック	(unknown)	ドラゴンマガジン編集部	3
slow-jet-coaster	スロー・ジェットコースター	藍田	佐倉チカコ	3
smile-de-arukou	スマイルで歩こう!!	高橋モトコ	福田素子(漫画家)	3
sna-watashi-to-mna-sensei	Sな私とMな先生	大瑛ユキオ	シホノユウジ	3
sobakistan	サバキスタン	katia;terletskiĭvi	カティア;ビタリーテルレツキー;鈴木	3
sofii-rose-to-ibara-no-warlock	ソフィー・ローズと荊棘の人形師	永遠幸	エトオミユキ	3
soratobu-baiorin	宙飛ぶバイオリン	中馬孝博	三原和人	3
sore-wa-otona-no-jijou-desu	それは大人の事情です	ナガヤマ由貴	藤原エミ	3
soshite-boku-wa-tohou-ni-kureru	そして僕は途方に暮れる	カヤマユミ	加山弓	3
soukaigi	双界儀	霧嶋珠生	霧島珠樹	3
spotlight-miura-2021	スポットライト	三浦風	mbc;鳴海涼	3
standard-daytime	スタンダード・デイタイム	獸木野生	伸タマキ	3
star-road	スターロード	倉科遼	司敬	3
strange-academy	ストレンジ・アカデミー	ramoshumberto;youn	スコッティヤング;ハンベルトラモス	3
subarashikikana-jinsei-futatabi-tomorou	すばらしきかな人生-ふたたび友郎-	g3井田	北原雅紀;若狭星	3
subarashikikana-jinsei-masami	すばらしきかな人生-まさみ-	g3井田	若狭星;香川マサヒト	3
suit-ni-ai-o	戦士に愛を	明里モミジ	三浦秀雄	3
suki	好きだ。	春キャベツ	祈崎ヒナ汰	3
sukitte-itta-no-omae-darouga	好きって言ったのお前だろうが!	marie漫画家	梅田ミソ	3
sukumizu-uchuujin-ga-mina-san-ni-otsutae-shitai-koto-ga-arimasu	スク水宇宙人がみなさんにお伝えしたいこと	生方メグミ	ムウリアン	3
sunaakugari	スナーク狩り	大石普人	オオイシヒロト;宮部ミユキ	3
sundome-jieitai	すんどめ自衛隊	片山誠	カタヤママコト	3
supaidaaman-kizuna	スパイダーマン:絆	渡辺進;関井シモン	小林拙太;水野ハチ	3
tabi-to-gohan-to-shuumatsu-sekai	旅とごはんと終末世界	古町ユキ	文ノ梛	3
tachibanaya-hanjouki	橘屋繁盛記	高橋モトコ	福田素子(漫画家)	3
takane-no-hana-wa-midasaretai	高嶺の花は、乱されたい	右京アヤネ	左京亜也	3
takayukashiki-shoujo	高床式少女	帯屋ミドリ	滝川イヅミ	3
taneda-mikio-de-gozaimasu	〔○当〕タネダミキオでございます。	ウヒョ助	佐藤大吾;塚脇永久	3
tantei-no-shikigami	探偵の式神	紅城蒼	田辺ユガタ	3
tanuki-to-kitsune-to-satogurashi	たぬきときつねと里暮らし	小石川イオリ	クミチョウ	3
tasukete-dokutaa-dokuta	たすけて!ドクター・ドク太	三葦十夢	神内アキラ	3
tatsuki-ryou-senshuu	たつき諒選集	竜樹諒	タツキ諒	3
teal-blue-no-hairo	#ティールブルーの羽色	石川オレオ	河井アポロ	3
teddy-boy	テディ・ボーイ	ヤギザワ梨穂	源氏街子;碧磨アテネ;西園寺美里亜	3
telomere	テロメア	維邪之托刀	鶴川カキオ	3
tenchou-dame-zettai	てんちょう、ダメ、絶対	細堀ユカリ	柴ナツミ	3
tenshou-ero-elf-no-naka-no-hito-wa-29-sai-shojo-ol-desu	転生エロエルフの中の人は29歳処女OLで	清水シノ	蒼田カヤ	3
teramen	テラ麺	明日カカン	白井慶太	3
terumi-terumi-terumi	テルミ×テルミ×テルミ	佐木飛朗斗;徳田春生	岡田鯛	3
tetsu-no-ou	鉄の王	佐野隆	サノ隆	3
the-boulder	ザ・ボルダー	アマミネ	蜜浦ミノル	3
the-boys	ザ・ボーイズ	シンギョウガク	カルロスエズキエラ;ガースエニス;ジョンヒギンズ	3
the-hitman	ザ・ヒットマン!	松枝尚嗣	堀井覚司	3
the-spy-s-family	THE SPY’S FAMILY	松枝尚嗣	堀井覚司	3
