slug	title	authors	matched_title_core(著者の作品)	orig_status
razuueru-hosoki-special-manpuku-izakaya-gourmet	ラズウェル細木スペシャル満腹!居酒屋グルメ	ラズウェル細木	ラズウェル細木スペシャル満腹居酒屋グル	NOT_FOUND
razuueru-hosoki-special-sake-to-sakana-no-yomoyama-banashi	ラズウェル細木スペシャル酒と肴のよもやま話	ナグモ;ラズウェル細木;魚乃目三太	ラズウェル細木スペシャル満腹居酒屋グル	AUTHOR_MISMATCH
re-blue	Re:blue	加瀬マツリ	reblue1	NOT_FOUND
re-modeling	リモデリング	大野将磨	リモデリング2	AUTHOR_MISMATCH
re-modelling-r	リモデリング:R	大野将磨;平岡滉史	リモデリング2	NOT_FOUND
re-virgin	リヴァージン	モチ漫画家;飯田ヨネ	リヴァジン3	NOT_FOUND
re-zero-kara-hajimeru-isekai-seikatsu	Re: ゼロから始める異世界生活	水十草;長月達平	剣鬼恋歌reゼロカラ始メル異世界生活†真銘譚4	NOT_FOUND
rea-monster-sore-tada-no-gaichuu-desu-yo	レアモンスター?それ、ただの害虫ですよ	chippi;アリポン	レアモンスタソレ、タダノ害虫デスヨ3知ラヌ間ニダンジョン化シタ自宅デノ日常生活ガ配信サレテバズッタンデスガ	NOT_FOUND
ready-bravo	READY BRAVO	古谷野孝雄	readybravo3	NOT_FOUND
readymade-queen	レディーメイドクイーン	dodam-eo;kub	レディメイドクイン1	NOT_FOUND
real-propose	リアルプロポーズ	小藤マツ;広瀬ナツメ	リアルプロポズオ隣クントニセ婚年ノ差lovedays2	NOT_FOUND
realist-maou-ni-yoru-seiiki-naki-isekai-kaikaku	リアリスト魔王による聖域なき異世界改革	羽田遼亮;鈴木マナツ	リアリスト魔王ニヨル聖域ナキ異世界改革5	NOT_FOUND
rebellio-machina	リベリオ・マキナ	舘津テト	リベリオマキナ2	NOT_FOUND
record-daisuki-shougakusei-kakeru	レコード大好き小学生カケル	オオヒナタゴウ	レコド大好キ小学生カケル3	NOT_FOUND
red-hood	レッドフード	川口勇貴	レッドフド3	NOT_FOUND
red-list-keishichoukumitaisankapo	レッドリスト	神崎裕也	レッドリスト警視庁組対三課po	NOT_FOUND
red-list-zetsumetsushinkaron	レッドリスト	安生正;村瀬克俊	レッドリスト絶滅進化論2	NOT_FOUND
red-mudan	レッドムーダン	園沙那絵	レッドムダン3	NOT_FOUND
red-zone	RED ZONE	白石純	redzone2	NOT_FOUND
reigen	REIGEN	one	reigen霊級値max131ノ男	NOT_FOUND
reiguu-muko-life-o-mankitsu-shiyou-to-shitara-dekiai-route-ni-hairimashita	冷遇婿ライフを満喫しようとしたら、溺愛ルートに入りました!?	宝生悠亜;深凪雪花	冷遇婿ライフヲ満喫シヨウトシタラ、溺愛ルトニ入リマシタ3	NOT_FOUND
reijou-kishi-wa-tenseisha	令嬢騎士は転生者	煤海浬;紫水ユキコ	令嬢騎士ハ転生者前世聖女ハ救ッタ世界デ二度目ノ人生始メマス2	NOT_FOUND
reiketsu-ryuuou-heika-no-unmei-no-tsugai-rashii-desu-koukyuu-ni-hikikomorou-to-omoimasu	冷血竜皇陛下の「運命の番」らしいですが、後宮に引きこもろうと思います	ヤス;支倉文度	冷血竜皇陛下ノ「運命ノ番」ラシイデスガ、後宮ニ引キコモロウト思イマス幼竜ヲ愛デルノニ忙シイノデ皇后争イハゴ勝手ニドウゾ	NOT_FOUND
reiko-no-fuugi	麗子の風儀	ベキオ;鍋谷ヤカン	麗子ノ風儀悪役令嬢ト呼バレテイマスガ、タダノ貧乏娘デス	NOT_FOUND
reikoku-na-juujin-ouji-ni-migawari-de-totsuidara-tsugai-toshite-dekiai-saremashita	冷酷な獣人王子に身代わりで嫁いだら、番として溺愛されました	日乃チハヤ;星那シホリ	冷酷ナ獣人王子ニ身代ワリデ嫁イダラ、番トシテ溺愛サレマシタ2	NOT_FOUND
reikoku-na-ookami-koutei-no-keiyaku-hanayome	冷酷な狼皇帝の契約花嫁	ナナキハル;日乃チハヤ	冷酷ナ狼皇帝ノ契約花嫁「オ前ハ家族ジャナイ」ト捨テラレタ令嬢ガ、獣人国デ愛サレテ幸セニナルマデ1	NOT_FOUND
reimachi-ki-tan	霊街奇譚	泉ウラタ	霊街奇譚幽乃町12丁目探偵事務所1	NOT_FOUND
reinousha-ogata-katsumi-collection	霊能者緒方克巳コレクション	山本マユリ	霊能者緒方克巳シリズ	NOT_FOUND
reitetsu-hakushaku-wa-kegare-o-miru-maid-o-hanayome-ni-nozomu	冷徹伯爵は穢れを見るメイドを花嫁に望む	モトナオコ	冷徹伯爵ハ穢レヲ見ルメイドヲ花嫁ニ望ム生マレ変ワルナラ、アナタノソバニ1	NOT_FOUND
reitetsu-onzoushi-to-seiryaku-kekkon-shitara-dekiai-de-tokasarete-migomori-tsuma-ni-narimashita	冷徹御曹司と政略結婚したら、溺愛で溶かされて身ごもり妻になりました	ヒナノ琴莉;石本美穂	冷徹御曹司ト政略結婚シタラ、溺愛デ溶カサレテ身ゴモリ妻ニナリマシタ1	NOT_FOUND
reitetsu-shachou-no-shitsuai-propose	冷徹社長の執愛プロポーズ	アサギ千夜春;七星紗英	冷徹社長ノ執愛プロポズ花嫁契約ハ終ワッタハズデスガ2	NOT_FOUND
reitetsu-shachou-to-kozukuri-kon	冷徹社長と子づくり婚	音村紗恵子	冷徹社長ト子ヅクリ婚ホテル王ハ愛ノ証ガ欲シクテタマラナイ1	NOT_FOUND
reiwa-no-dara-san	令和のダラさん	トモツカ治臣	令和ノダラサン7	NOT_FOUND
rekishi-jinbutsu-den	歴史人物伝	三谷幸広;上下	ドラエモンノ社会科オモシロ攻略歴史人物伝	NOT_FOUND
rekishi-mentalist	歴史メンタリスト	ウルマナツコ;八守リョウ	歴史メンタリスト上	NOT_FOUND
rekishi-ni-nokoru-akujo-ni-naruzo	歴史に残る悪女になるぞ	保志アカリ;大木戸イズミ	歴史ニ残ル悪女ニナルゾ5悪役令嬢ニナルホド王子ノ溺愛ハ加速スルヨウデス	NOT_FOUND
rekishi-saiban	歴史裁判	有村雨;花形怜	歴史裁判1	NOT_FOUND
reliance	リライアンス	水谷フーカ	リライアンス1	NOT_FOUND
relic-underground	レリック/アンダーグラウンド	苺野シズク;藤原祐	レリックアンダグラウンド最強ノ“失セ物探シ”パティ、ダンジョンノ罪ヲ裁ク3	NOT_FOUND
remu	れむ	山本オサム	レムastraycat	NOT_FOUND
ren-chan-papa	連ちゃんパパ	アリマ猛	連チャンパパ2	NOT_FOUND
ren-soushi-ni-shojo-o-sasagu	漣蒼士に処女を捧ぐ	村上晶	漣蒼士ニ処女ヲ捧グサア、ジックリ愛デマショウカ6	NOT_FOUND
rengokujima	恋獄島	七色春日;九部玖凛	恋獄島極地恋愛	NOT_FOUND
renkashou	恋華抄	嵩梨ナオト	恋華抄《四神✕オメガバス》3	NOT_FOUND
renkinjutsu-iie-item-gousei-desu	錬金術?いいえ、アイテム合成です!	garneyron;水見悠助	錬金術イイエ、アイテム合成デス合成スキルデゴミノ山カラ超アイテムヲ無限錬成2	NOT_FOUND
renkote	れんコテ	柴田亜美	レンコテv系バンドマン×ヤンチャネコノ育猫奮闘記	NOT_FOUND
renseishi-aria-wa-kyou-mo-ganbarimasu	錬成師アリアは今日も頑張ります	エモ;日之影ソラ	錬成師アリアハ今日モ頑張リマス妹ニ成果ヲ横取リサレタ錬成師ノ幸セナセカンドライフ	NOT_FOUND
rental-105	レンタル105	山本棗	レンタル1052	NOT_FOUND
reo-to-mabu	レオとマブ	斎藤岬	レオトマブフタリハサラザンマイ	NOT_FOUND
repair	リ・ペア	如意自在	リペアコノ世界ハ持続可能デスカ	NOT_FOUND
replica-datte-koi-o-suru	レプリカだって、恋をする。	榛名丼;花田モモセ	レプリカダッテ、恋ヲスル1	NOT_FOUND
reset-no-nai-sekai-yori	リセットのない世界より	若菜七弓	リセットノナイ世界ヨリ1	NOT_FOUND
reset	リセット	高橋ユキ	リセット囚ワレノ全身整形	AUTHOR_MISMATCH
resu	レス	深海魚	レスヘタクソナノハオ互イサマデス	NOT_FOUND
retaitonaito	レタイトナイト	香山哲	レタイトナイト1	NOT_FOUND
rettou-shoku-no-saikyou-kenja	劣等職の最強賢者	猫猫猫;辻村七子	劣等職ノ最強賢者5底辺ノカラ余裕デ世界最強	NOT_FOUND
rettougan-no-tensei-majutsushi	劣等眼の転生魔術師	峠比呂	劣等眼ノ転生魔術師9虐ゲラレタ元勇者ハ未来ノ世界ヲ余裕デ生キ抜ク	NOT_FOUND
rettoujin-no-makentsukai	劣等人の魔剣使い	カノウ寛人;萩鵜アキ	劣等人ノ魔剣使イスキルボドヲ駆使シテ最強ニ至ル	NOT_FOUND
revival-2026	REVIVAL	diazanthony;七夢;岩崎訓;松森茂嘉;柿麻呂	revivalリバイバル帝国ノ復活vol	NOT_FOUND
revival	リバイバル	イナズマタカシ	リバイバル時ガ遡ル島	AUTHOR_MISMATCH
rhapsody-in-red	ラプソディ・イン・レッド	アミダムク	ラプソディインレッド2	NOT_FOUND
rhodanthe	ローダンセ	雪子	ロダンセ=rhodanthe主従百合アンソロジ	NOT_FOUND
rhythm-nation	リズムナシオン	マツモトトモ	リズムナシオン1	NOT_FOUND
ri-sukeban-deka	Re:スケバン刑事(デカ)	和田慎二;福井アシビ	時ヲカケルスケバン刑事3	NOT_FOUND
ri-zero-kara-hajimeru-isekai-seikatsu	Re:ゼロから始める異世界生活	(unknown);相川有;長月達平	剣鬼恋歌reゼロカラ始メル異世界生活†真銘譚4	NOT_FOUND
ribbon-no-kishi-missing-piishizu	リボンの騎士MISSING PIECES	手塚治虫	リボンノ騎士	NOT_FOUND
ribenjirabu	リベンジ・ラブ	チーニョ	リベンジラブ3	NOT_FOUND
ribidoozu	リビドーズ	笠原真樹	リビドズ7	NOT_FOUND
rien-saremashita-saikon-shimashita	離縁されました。再婚しました。	深ナズナ	離縁サレマシタ再婚シマシタ仮面侯爵ノ初恋下	NOT_FOUND
riezon	リエゾン	ヨンチャン;竹村優	リエゾンコドモノココロ診療所	NOT_FOUND
rika-no-shita-de	梨花の下で	杜康潤	梨花ノ下デ李白杜甫物語	NOT_FOUND
rikan-koukoku-hikikomori-zuichouhi-den	璃寛皇国ひきこもり瑞兆妃伝	シノノメスピコ;迫ミサキ	璃寛皇国ヒキコモリ瑞兆妃伝日々後宮ヲ抜ケ出シ、有能官吏ヤッテマス2	NOT_FOUND
rikon-kara-hajimemashou	離婚からはじめましょう	ウミヤマネコ;高田チサキ	離婚カラハジメマショウ極上社長ハオ見合イ妻ヲ逃サナイ2	NOT_FOUND
rin-to-hanasaku-majo-no-koi	凛と花朔く魔女の恋	紅蜜ユズ	凛ト花朔ク魔女ノ恋2巻	NOT_FOUND
ringo-tensei	林檎転生	ガトー;ルシカ	林檎転生禁断ノ果実ハ今日モコロコロト無双スル3	NOT_FOUND
ringoku-kara-kita-yome-ga-kawai-sugite-doushiyou	隣国から来た嫁が可愛すぎてどうしよう。	アザラシ県;サクラ青嵐	隣国カラ来タ嫁ガ可愛スギテドウシヨウ3	NOT_FOUND
ringoku-ni-koshiire-shita-joou-tsuki-mofumofu-jijo-desu-hontou-no-joou-wa-watashi-nandesu	隣国に輿入れした王女付きモフモフ侍女ですが、本当の王女は私なんです	中村世子;江本マシメサ	隣国ニ輿入レシタ王女付キモフモフ侍女デスガ、本当ノ王女ハ私ナンデス立場ト声ヲ奪ワレマシタガ、命ノ危機ニ晒サレテイルノデ傍観シマス	NOT_FOUND
rinjin-san-wa-osekkai-onee-san	隣人さんはおせっかいお姉さん	カパタロー	隣人サンハオセッカイオ姉サン1	NOT_FOUND
rinkane	りんかね	トメキチ	リンカネ3	NOT_FOUND
ririizu-complex	リリィズコンプレックス	館山ケータ	リリィズコンプレックス1	NOT_FOUND
rishi	日食	長池トモ子	日食大悪女呂后	NOT_FOUND
risou-no-kanojo	理想の彼女	モリマリモ	理想ノ彼女2	NOT_FOUND
risou-no-kekkon	理想の結婚	カスガミズホ	理想ノ結婚俺、犬トオ見合イシマス	NOT_FOUND
risoukyou-joshi-zukan	理想郷女子図鑑	山田シロ彦	理想郷女子図鑑私ノ結婚生活、トッテモ幸セデス2	NOT_FOUND
risu-ni-natte-shimatta-konyakusha-ga-kegirai-shiteita-hazu-no-watashi-ni-tasuke-o-motomete-kimashita	リスになってしまった婚約者が、毛嫌いしていたはずの私に助けを求めてきました。	咲宮イロハ;深見アキ	リスニナッテシマッタ婚約者ガ、毛嫌イシテイタハズノ私ニ助ケヲ求メテキマシタ1	NOT_FOUND
ritaiya-shita-ningyoushi-no-emuemuoo-kikou-chronicle-attomaaku-comic	リタイヤした人形師のMMO機巧叙事詩(クロニクル)@COMIC	イヅミヤオトハ;梶田昌義;玉梨ネコ	リタイヤシタ人形師ノmmo機巧叙事詩@comic第3巻	NOT_FOUND
rival-ten-no-onna-ni-kyoumi-nanka-neeyo	ライバル店の女に興味なんかねぇよ	トウモリ	ライバル店ノ女ニ興味ナンカネェヨ2	NOT_FOUND
roa	ロア	丘上アイ	ロア奈落ノヒロイン	NOT_FOUND
road-erumeroi-2-sei-no-file	ロード・エルメロイ2世の事件簿	東冬	ロドエルメロイ2世ノ事件簿=lordelmelloi2casefiles	NOT_FOUND
road-of-the-wedding	ロード・オブ・ザ・ウェディング	隅ジダオ	ロドオブザウェディング勇者ノ婚活	NOT_FOUND
roaming	Roaming	tamakijillian;三栖ヨコ;金原瑞人	roamingロミングvolume1	NOT_FOUND
roca	Roca	イシイヒサイチ	rocaコンプリト	NOT_FOUND
rock-and-roll	ロックンロール	mememe	ロックンロル上	NOT_FOUND
rock-in-soul	ロッキン・ソウル	芽々ノ圭	ロッキンソウル2	NOT_FOUND
rock-wa-lady-no-tashinami-deshite	ロックは淑女の嗜みでして	福田宏	ロックハ淑女ノ嗜ミデシテ2	NOT_FOUND
roguauto-shita-no-wa-buiaaruemuemuoo-ja-naku-honmono-no-isekai-deshita	ログアウトしたのはVRMMOじゃなく本物の異世界でした	トーワ	ログアウトシタノハvrmmoジャナク本物ノ異世界デシタ現実ニ戻ッテモステタスガ壊レテイル件2	NOT_FOUND
rokoko-no-kanmuri	ロココの冠	名香智子	ロココノ冠ブルボン王朝シリズ	NOT_FOUND
rokuhime-wa-kamigoei-ni-koi-o-suru	六姫は神護衛に恋をする	加古山寿;朱月十話	六姫ハ神護衛ニ恋ヲスル最強ノ守護騎士、転生シテ魔法学園ニ行ク	NOT_FOUND
rokunen-shitsuai	六年、執愛。	御井ミチル	六年、執愛年下神主ノ甘イ鎖ニ囚ワレテ下巻	NOT_FOUND
rokurei	ロクレイ	地主	ロクレイ天成市リンネ区役所第六感部助霊課活動記	NOT_FOUND
rokushiki-manmai-dash-dechihen	ろく式 万枚奪取でち編	市川ヒロシ	ロク式	NOT_FOUND
rokushin-gattai-god-mars	六神合体ゴットマーズ	横山光輝	六神合体ゴッドマズ	AUTHOR_MISMATCH
romance-no-kusuri-agemasu	ロマンスの薬あげます!	楳図カズオ	ナカヨシオリジナル版作品集ロマンスノ薬アゲマス	NOT_FOUND
romance-shousetsu-ni-trip-shitara-jijo-no-hazu-ga-outaishi-denka-ni-dekiai-dekiaisareru-koto-ni	ロマンス小説にトリップしたら侍女のはずが王太子殿下に溺愛されることになりました	フジサワサホ;三日月シズカ	ロマンス小説ニトリップシタラ侍女ノハズガ王太子殿下ニ溺愛サレルコトニナリマシタ1	NOT_FOUND
romantic-dark	ロマンティック・ダーク	渡辺カナ;白土夏海	ロマンティックダク1	NOT_FOUND
romantic-killer	ロマンティック・キラー	百瀬渡	ロマンティックキラ=romantickiller	NOT_FOUND
ronrinesu	ロンリネス	仲能健児	ロンリネス地球探査報告	NOT_FOUND
room-room-no-1301	るーむ!room no.1301	サッチ;新井輝	ルム	NOT_FOUND
room-tours	ルーム・ツアーズ	マツモトトモ	ルムツアズ2	NOT_FOUND
roorii-kon	Rolly♥婚	ムロゾノフスキー	rolly婚3	NOT_FOUND
roozen-maiden-aizouban	ローゼンメイデン愛蔵版	peach-pit	ロゼンメイデン	NOT_FOUND
roppongi-class	六本木クラス	kwangjin	六本木クラス8	NOT_FOUND
roronoa-zoro	ロロノア・ゾロ	尾田栄一郎	onepieceロロノアゾロ	NOT_FOUND
rou-no-naka-de-mezameta-akuyaku-reijou-wa-shinitakunai	牢の中で目覚めた悪役令嬢は死にたくない	ヤキイモホクホク;真夜中シンヤ	牢ノ中デ目覚メタ悪役令嬢ハ死ニタクナイ処刑ヲ回避シタラ、待ッテイタノハ溺愛デシタ	NOT_FOUND
rouhou-ore-no-iinazuke-ni-natta-jimiko-ie-dewa-kawaii-shika-nai	〈朗報〉俺の許嫁になった地味子、家では可愛いしかない。	氷高悠	俺ノ許嫁ニナッタ地味子、家デハ可愛イシカナイ3	NOT_FOUND
rouninsei-no-kanojo-to-super-de	浪人生の彼女とスーパーで	ヒロセミホ	浪人生ノ彼女トスパデ1	NOT_FOUND
rouninsei-to-eroi-yatsu	浪人生とエロい奴	ジョロリ	浪人生トエロイ奴3	NOT_FOUND
route-double	ルートダブル	イエティ;レジスタ;中澤工;日向モヤシ;月島トラ;月島総記;	ルトダブルbeforecrime*afterdays√after2巻	NOT_FOUND
royal-cinderella-mama	ロイヤル・シンデレラ・ママ	hiro者;スズネ凜	ロイヤルシンデレラママ天涯孤独ノ没落令嬢ハ冷徹皇帝ニ溺愛サレル1	NOT_FOUND
royal-teeraa	ロイヤルテーラー	野分ナカ実	ロイヤルテラ王宮ノ裁縫師4巻	NOT_FOUND
ruberia-oukoku-monogatari	ルベリア王国物語	紫音;螢子	ルベリア王国物語4従弟ノ尻拭イヲサセラレル羽目ニナッタ	NOT_FOUND
ruby-hyousetsu-teikoku-za-comic	RWBY氷雪帝国THE COMIC	スエカネクミコ	rwby氷雪帝国thecomic2	NOT_FOUND
ruby-onza-cake	ルビー・オンザ・ケーキ	森永ミキ	ルビオンザケキ人喰イ魔女ノ晩餐会	NOT_FOUND
ruchiru-kuootsu-no-taikan	ルチルクォーツの戴冠	エノキスルメ;桑名定理	ルチルクォツノ戴冠スレイント王ト英雄譚2	NOT_FOUND
ruirui-senki	累々戦記	雨宮ケント	累々戦記3	NOT_FOUND
rukkarie-no-kawarimono	ルッカリエの変わり者	上野綺士	ルッカリエノ変ワリ者1	NOT_FOUND
rukkusu-wai-o-erande-shimaimashita	ルックスYを選んでしまいました	バッド;中山有香里	ルックスyヲ選ンデシマイマシタヤリ込ンデイルゲムニ転生シタハズナノニ、未実装ノガチャデ攻略ヲスルコトニナッタ件	NOT_FOUND
ruri-dragon	ルリドラゴン	眞藤雅興	ルリドラゴン4	NOT_FOUND
ruri-no-houseki	瑠璃の宝石	渋谷圭一郎	瑠璃ノ宝石3	NOT_FOUND
ruru-hikaru	るるひかる	今村翠	ルルヒカル3	NOT_FOUND
ruruteru	るるてる	コキチ	ルルテル2ルル魔法学校ニオイデヨ	NOT_FOUND
rwby-official-manga-anthology	RWBY OFFICIAL MANGA ANTHOLOGY	roosterteethproductions	rwby	AUTHOR_MISMATCH
ryojou-mystery-file	旅情ミステリー事件簿	中西ユカ;内田康夫;稜敦水;西村京太郎	名探偵浅見光彦旅情ミステリコミックセレクション)	NOT_FOUND
ryou-kataomoi-na-futago-shimai	両片想いな双子姉妹	ハチコ	両片想イナ双子姉妹1	NOT_FOUND
ryoukataomoi-over-overkill	両片思いオーバーキル!	保住圭;御家カエル	両片思イオバキル2	NOT_FOUND
ryouma-ga-yuku	竜馬がゆく	司馬遼太郎;鈴ノ木ユウ	竜馬ガユク11	NOT_FOUND
ryouma-to-shinsengumi	龍馬と新撰組	石ノ森章太郎	龍馬ト新撰組日本ヲ洗濯イタシタク	NOT_FOUND
ryoumin-0-nin-start-no-henkyou-ryoushusama	領民0人スタートの辺境領主様	キンタ;風楼	領民0人スタトノ辺境領主様=thepopulationofthefrontierownerstartswith0.青ノディアスト蒼角ノ乙女	NOT_FOUND
ryousei-alpha	両性α	伊藤良	両性α上	NOT_FOUND
ryouseika	両性花	キラト瑠香	両性花5交ワル運命ノ番	NOT_FOUND
ryousoku-wa-koi-ni-amashi	寮則は恋に甘し	春宮アン	寮則ハ恋ニ甘シ現住所、男子寮ニツキ	NOT_FOUND
ryouta-wa-otouto-o-koroshita	良太は弟を殺した	名取歩	良太ハ弟ヲ殺シタ4	NOT_FOUND
ryuu-heika-no-okisaki-wa-okotowari-shitai	竜陛下のお妃はお断りしたい!	屋月トム伽;櫁屋涼	竜陛下ノオ妃ハオ断リシタイ竜陛下ハ10番目ノ側妃ヲ溺愛中	NOT_FOUND
ryuu-ni-kou	龍に恋う	コン炉;ユキジルシ	龍ニ恋ウ贄ノ乙女ノ幸福ナ身ノ上	NOT_FOUND
ryuu-no-miko-no-yomeiri	龍の巫女の嫁入り	三萩センヤ;霜月七夜	龍ノ巫女ノ嫁入リイラナイホウノ娘、ツガイノ帝国総司令ニ溺愛サレル	NOT_FOUND
ryuu-to-ayumu-nariagari-boukensha-dou	竜と歩む成り上がり冒険者道	カリカリウメ;岸本和葉	竜ト歩ム成リ上ガリ冒険者道用済ミトシテsランクパティカラ追放サレタ回復魔術師、捨テラレタ先デ最強ノ神竜ヲ復活サセテシマウ	NOT_FOUND
ryuuhitou	龍飛騰	義澄了	龍飛騰其之二飛竜	NOT_FOUND
ryuujin-no-rinjin	竜人の隣人	芦野ヒカガミ	竜人ノ隣人1	NOT_FOUND
ryuujin-no-saiaikon	龍神の最愛婚	アンティーク;宮之ミヤコ	龍神ノ最愛婚捨テラレタ姫巫女ノ幸福ナ嫁入リ	NOT_FOUND
ryuujin-to-iinazuke-no-akai-hana-jirushi	龍神と許嫁の赤い花印	クレハ;中野マヤ花	龍神ト許嫁ノ赤イ花印1	NOT_FOUND
ryuuketsu-megamiden	流血女神伝	窪中章乃;須賀シノブ	流血女神伝帝国ノ娘	NOT_FOUND
ryuukishi-senmon-gakkou	竜騎士専門学校	ホタティーノ	竜騎士専門学校2	NOT_FOUND
ryuuko-2023	龍子	エルド吉水	龍子ryuko	AUTHOR_MISMATCH
ryuuou-heika-no-gekirin-sama	竜王陛下の逆鱗サマ	カワノアキコ;シキミ彰	竜王陛下ノ逆鱗サマ本好キネズミ姫デスガ、ナゼカ竜王ノ最愛ニナリマシタ1巻	NOT_FOUND
ryuuou-ni-hirowarete-mahou-o-kiwameta-shounen-tsuihousareta-o-iiwatashita-kazoku-no-mae-de-ukkari	竜王に拾われて魔法を極めた少年、追放を言い渡した家族の前でうっかり無双してしまう	コハルンルン;采芽杏奈	竜王ニ拾ワレテ魔法ヲ極メタ少年、追放ヲ言イ渡シタ家族ノ前デウッカリ無双シテシマウ兄上タチガ僕ノ仲間ヲ攻撃スルナラ、徹底的ニヤリ返シマス	NOT_FOUND
ryuuou-no-kagehime	龍皇の影姫	大宙晃	龍皇ノ影姫2	NOT_FOUND
ryuuou-sama-kono-kekkon-wa-nakatta-koto-ni-shite-kudasai	竜王サマ、この結婚はなかったことにしてください!	ユノハラユノ;葛城阿高	竜王サマ、コノ結婚ハナカッタコトニシテクダサイ2	NOT_FOUND
ryuuou-sama-no-saikyou-kokka-senryaku	竜王様の最強国家戦略	藤本キシノ;虎戸リア	竜王様ノ最強国家戦略竜姫ヲ従エタ元王子ハスキルノ力デ反旗ヲ翻ス	NOT_FOUND
ryuusa-no-ori	龍鎖のオリ	cadet;アンティーク	龍鎖ノオリ心ノ中ノココロthisisthestoryofaboylostthesoundmindandthestoryhestarts	NOT_FOUND
ryuusamurai	竜侍	忠見周	竜侍1	NOT_FOUND
ryuusei-kyuushi	竜生九子	fujy;鐘森千花伊	竜生九子1九子登場	NOT_FOUND
ryuusei-sabou-monogatari	流星茶房物語	羽倉セイ	流星茶房物語2	NOT_FOUND
ryuusei	龍星	星野之宣	星野之宣短編集龍星	NOT_FOUND
s-o-v	S.O.V	number8;大友シュウマ	s.o.vサンオブバイオレンス	NOT_FOUND
s-plus	S+エスプラス	葉月メグミ	s	NOT_FOUND
sabaku-ni-furisosogu-ryuu-no-ame	砂漠に降りそそぐ龍の雨	summer	砂漠ニ降リソソグ龍ノ雨1	NOT_FOUND
sabiiro-no-armor-reimei	錆色のアーマ-黎明-	霜月カイリ	錆色ノアマ黎明1	NOT_FOUND
sabotage-summer	サボタージュ・サマー	天野茶玖	サボタジュサマ1	NOT_FOUND
sachi-roku	サチ録	茶ンタ	サチ録サチノ黙示録2	NOT_FOUND
sachi-to-yuuka	サチとユーカ	詩原ヒロ	サチトユカ3	NOT_FOUND
sadistic-na-shachou-to-elevator-ni-tojikomeraretara-naze-goseikon-ni-itatta-ken	サディスティックな社長とエレベーターに閉じ込められたら、なぜかご成婚にいたった件。	草野來;須貝アヤ	サディスティックナ社長トエレベタニ閉ジ込メラレタラ、ナゼカゴ成婚ニイタッタ件2	NOT_FOUND
saegusa-kyouju-no-subarashiki-kinruigaku-kyoushitsu	三枝教授のすばらしき菌類学教室	香日ユラ	三枝教授ノスバラシキ菌類学教室3	NOT_FOUND
saegusa-san-wa-megane-senpai-to-koi-o-egaku	三枝さんはメガネ先輩と恋を描く	セレビィ量産型	三枝サンハメガネ先輩ト恋ヲ描ク4	NOT_FOUND
saeki-san-no-black-cat	佐伯さん家のブラックキャット	ユウキレイ	佐伯サン家ノブラックキャット2	NOT_FOUND
saenai-boku-wa-kimi-no-hero	冴えない僕は、君のヒーロー	ノレ	冴エナイ僕ハ、君ノヒロ=i'mnotcoolbutyourhero	NOT_FOUND
saenai-kago-mochi-reijou-kokou-no-ouji-sama-ni-misomerareru	冴えない加護持ち令嬢、孤高の王子様に見初められる	gacchi;水守ミオ	冴エナイ加護持チ令嬢、孤高ノ王子様ニ見初メラレル美貌ノ妹ニ言イナリノ家族ヲ捨テタラ、真ノ能力ガ開花シマシタ	NOT_FOUND
sagami-san-wa-nisemono	相上さんはニセモノ	フドノフドウ	相上サンハニセモノ大嫌イナ幼ナジミニ抱カレマス	NOT_FOUND
sagara	サガラ	カワグチカイジ	サガラsノ同素体	NOT_FOUND
sagesumareta-reijou-wa-daini-no-jinsei-de-akogare-no-renkinjutsushi-no-michi-o-erabu	蔑まれた令嬢は、第二の人生で憧れの錬金術師の道を選ぶ	アロエ;赤野天道	蔑マレタ令嬢ハ、第二ノ人生デ憧レノ錬金術師ノ道ヲ選ブ夢ヲ叶エタ見習イ錬金術師ノ第一歩3	NOT_FOUND
sahashi-kun-no-ayakashi-hiyori	佐橋くんのあやかし日和	三卜二三	佐橋クンノアヤカシ日和2	NOT_FOUND
sahoko-quest	さほこクエスト	高山トシノリ	サホコクエスト陰キャ女子、紳士向ケ同人rpg世界デ勇者ニナル1	NOT_FOUND
saiai-no-onee-sama-ga-akuyaku-reijou-datta-no-de-shinario-ni-aragaimasu	最愛のお姉様が悪役令嬢だったので、神が定めた運命(シナリオ)に抗います@COMIC	コワタリヒロ;八緒アイラ	最愛ノオ姉様ガ悪役令嬢ダッタノデ、神ガ定メタ運命ニ抗イマス第1巻	NOT_FOUND
saiaikon	最愛婚	孝野トリコ;西ナナヲ	最愛婚私、ステキナ旦那サマニ出会イマシタ2	NOT_FOUND
saiaku-na-tensei-wa-konkai-de-bukkowasou-to-omoimasu	最悪な転生は今回でぶっ壊そうと思います	新彦	最悪ナ転生ハ今回デブッ壊ソウト思イマス3	NOT_FOUND
saiaku-no-avalon	災悪のアヴァロン	佐藤ゼロ;鳴沢明人	災悪ノアヴァロン3ゲム最弱ノ悪役デブニ転移シタケド、俺ダケ“ヤセレバ強クテニュゲム”ナ世界ダッタノデ、最速レベルアップ破滅フラグ回避デ影ノ英雄ヲ目指シマス	NOT_FOUND
saibai-cheat-de-saikyou-saien	栽培チートで最強菜園	九頭七尾	栽培チトデ最強菜園エ、タダノ家庭菜園デスケド	NOT_FOUND
