slug	title	authors	matched_title_core(著者の作品)	orig_status
ball-and-chain	ボールアンドチェイン	南q太	ボルアンドチェイン2	NOT_FOUND
banchou-kami-eshi-koitsu-desu	番長!神絵師コイツです!	キヨヤス理解	番長神絵師コイツデス2	NOT_FOUND
bandori-girls-band-party-event-diary	バンドリ!ガールズバンドパーティ!イベントダイアリー	craftegg;ブシロード;黒渕カシコ	バンドリガルズバンドパティroseliastage	NOT_FOUND
bandori-ittsu-maigoo-ame-ni-soyoide-hare-o-kou	BanG Dream!It's MyGO!!!!!雨にそよいで晴れを請う	ブシロード;ユアマ;灰渕ヨツジ	bangdreamit'smygo雨ニソヨイデ晴レヲ請ウ1カド付キ特装版	NOT_FOUND
bang-dream-ave-mujica-manuscriptus	BanG Dream!Ave Mujica-manuscriptus-	ブシロード;宏山ピンフ	bangdreamavemujicamanuscriptus2	NOT_FOUND
banji-kaichou-do-2025	万事快調	波木銅;破賀ミチル	万事快調下	AUTHOR_MISMATCH
banjou-no-himawari	盤上の向日葵	柚月裕子;雨群;飯島栄治	盤上ノ向日葵1	NOT_FOUND
bannou-jochuu-konii-ville	万能女中コニー・ヴィレ	百七花亭;黒コマリ	万能女中コニヴィレ2	NOT_FOUND
bannou-kaishain-sugata-kun	万能会社員菅田くん	山田シイタ	万能会社員菅田クン2	NOT_FOUND
bannou-murazukuri-cheat-de-otegaru-surooraifu	万能「村づくり」チートでお手軽スローライフ	アオキタクト;九頭七尾	万能「村ヅクリ」チトデオ手軽スロライフ村デスガ何カ	NOT_FOUND
bannou-yakushi-wa-zamaa-o-kuwadatenai	万能薬師はざまぁを企てない	山本マト;沙夜	万能薬師ハザマァヲ企テナイ辺境ノ地デ新薬作リニ励ンデイルノデ、アナタタチヲ相手ニスル暇ナドアリマセン2	NOT_FOUND
banou	バンオウ-盤王-	春夏冬画楽;綿引智也	バンオウ盤王7	NOT_FOUND
bara-na-mainichi	薔薇なまいにち	アイザワ遥	薔薇ナマイニチ3	NOT_FOUND
bara-no-mi-o-tabeta	薔薇の実を食べた?	サイトウチホ	恋物語3薔薇ノ実ヲ食ベタ	NOT_FOUND
bara-to-buta	薔薇と豚	伊藤イート	薔薇ト豚2	NOT_FOUND
bara-wa-shuraba-de-umareru	薔薇はシュラバで生まれる	笹生那実	薔薇ハシュラバデ生マレル70年代少女漫画アシスタント奮闘記	NOT_FOUND
batsu-hare	バツハレ	稲葉ミノリ	バツハレ3	NOT_FOUND
batsu	罰	柳内大樹	罰1	NOT_FOUND
batsuichi-kachou-to-koisuru-ouji	バツイチ課長と恋する王子.	藤吉メグミ;鹿嶋イソベ	バツイチ課長ト恋スル王子下	NOT_FOUND
batsutsu	バツッ!!	ヌマジリヨシミ	バツッ待機妻物語	NOT_FOUND
battle-healer-wa-shugyouchuu	異世界看護師は修行中!!	中村卯月	異世界看護師ハ修行中女子率90%ノ聖職者学園ニ入学シテシマッタ僕	NOT_FOUND
battle-royale-enforcers	バトル・ロワイアル-執行者たちエンフォーサーズ-	浅田有皆;高見広春	バトルロワイアル執行者タチエンフォサズ1	NOT_FOUND
batuque	バトゥーキ	迫稔雄	バトゥキ7	NOT_FOUND
baudelaire-no-neko	ボードレールの猫	生藤由美	ボドレルノ猫=lechatdebaudelaire	NOT_FOUND
bazure-alice	バズれアリス	ネコデル;富士伸太	バズレアリス1応援ヤ祈リガ力ニナルノデ動画配信ヤッテミマス	NOT_FOUND
beach-journey	ビーチジャーニー	中馬孝博	ビチジャニ3	NOT_FOUND
bear-face	ベアフェイス	狛犬ハヤト	ベアフェイス公安ヲ去ッタ男3	NOT_FOUND
beast-children	ビーストチルドレン	寺坂研人	ビストチルドレン3	NOT_FOUND
beast-of-man	Beast of Man	カボチャ	beastofmanデスメタル魔人伝地獄ノライブ拷問黙示録	NOT_FOUND
beat-motion	BEAT & MOTION	藤田直樹	beatmotion1	NOT_FOUND
beatrice	ベアトリーチェ	cierra;macherie	ベアトリチェ3	NOT_FOUND
behemoth-no-hanamuko	ベヒモスの花婿	47agdragon;月並甲介	ベヒモスノ花婿2	NOT_FOUND
beni-suzumetachi-no-shuumatsu	べにすずめたちの週末	村田順子	ベニスズメタチノ週末ベニスズメシリズ1	NOT_FOUND
benitsubaki	紅椿妃(べにつばき)	高橋拡那	紅椿妃3	NOT_FOUND
benriya-saitou-san-isekai-ni-iku	便利屋斎藤さん、異世界に行く	一智和智	便利屋斎藤サン、異世界ニ行ク12	NOT_FOUND
beru-pupee-no-supadari-konyaku	ベル・プペーのスパダリ婚約	セレン;朝霧アサキ	ベルプペノスパダリ婚約「好ミジャナイ」ト言ワレタ人形姫、我慢ヲヤメタラ皇子ガデレデレニナッタ実ニ愛イ	NOT_FOUND
bessekai-yuurei-o-yobu-shoujo	別世界 幽霊を呼ぶ少女	楳図カズオ	完全復刻版別世界幽霊ヲ呼ブ少女	NOT_FOUND
best-obu-puzzle-game-highschool	ベスト・オブ・パズルゲーム・はいすくーる	野間美由紀	ベストオブパズルゲム☆ハイスクル	NOT_FOUND
best-obu-tezuka-osamu	ベスト・オブ・手塚治虫	手塚治虫	ベストオブ手塚治虫)	NOT_FOUND
bestia	ベスティア	ミヤコカシワ;三田誠;有坂アコ	ベスティア=bestia	AUTHOR_MISMATCH
beyblade	ベイブレード	青木タカオ	爆転シュトベイブレド10	AUTHOR_MISMATCH
beyond-the-clouds	Beyond the Clouds	nicke	beyondtheclouds空カラ落チタ少女	NOT_FOUND
bidaisei-tsukiurami-en-no-kaidan	美大生・月浪縁の怪談	幹本ヤエ;白目黒	美大生月浪縁ノ怪談1	NOT_FOUND
bidan-no-dendou-dii-ekkusu	美男の殿堂DX	神葉理世	美男ノ殿堂	NOT_FOUND
bidan-no-dendou-zetto	美男の殿堂Z	神葉理世	美男ノ殿堂	NOT_FOUND
biieru-game-no-shujinkou-no-otouto-de-aru-koto-ni-kigatsukimashita	BLゲームの主人公の弟であることに気がつきました	加奈;花果唯	blゲムノ主人公ノ弟デアルコトニ気ガツキマシタ2	NOT_FOUND
bijin-de-okanemochi-no-kanojo-ga-hoshii-to-ittara-wake-ari-joshi-ga-yattekita-ken	「美人でお金持ちの彼女が欲しい」と言ったら、ワケあり女子がやってきた件。	ヱビノビスク;白鷺六羽	「美人デオ金持チノ彼女ガ欲シイ」ト言ッタラ、ワケアリ女子ガヤッテキタ件3	NOT_FOUND
bijin-na-imouto-to-watashi	美人な妹と、私	ユウキ;長沢智	美人ナ妹ト、私1	NOT_FOUND
bijo-to-kenja-to-mazin-no-ken	美女と賢者と魔人の剣	モティカ;片遊佐牽太	美女ト賢者ト魔人ノ剣2	NOT_FOUND
bikei-shisho-san-wa-zetsurin-nikutaiha-nurunuru-nanowa-mukimuki-no-sei-de-dekiai-saremashita	美形司書さんは絶倫肉体派	冬見六花;角霞ボタヲ	美形司書サンハ絶倫肉体派2ヌルヌルナノハムキムキノセイデ溺愛サレマシタ	NOT_FOUND
billion-racer	ビリオンレーサー	多田大我	ビリオンレサ5	NOT_FOUND
binbou-kizoku-noodo-no-bouken-tan	貧乏貴族ノードの冒険譚	エナミカツミ;瀬田u;黒川彰一	貧乏貴族ノドノ冒険譚nord'sadventure	NOT_FOUND
binbou-reijou-no-kanchigai-seijoden	貧乏令嬢の勘違い聖女伝	戦記暗転;遊行寺タマ	貧乏令嬢ノ勘違イ聖女伝オ金ノタメニ努力シテタラ、王族ハレムガ出来テイマシタ2巻	NOT_FOUND
binwan-hisho-ni-yuuwaku-saremashita	敏腕秘書に誘惑されました	伽月ルーコ;桜月ナナカ	敏腕秘書ニ誘惑サレマシタヒトリジャキスハデキナイ上巻	NOT_FOUND
binwan-joushi-to-oboreru-koi-pafuyuumu	敏腕上司と溺れる恋～Perfume～	白石サヨ;高島エリ	敏腕上司ト溺レル恋perfume1	NOT_FOUND
bird-black-maaketto	バード	山根和俊;青山広美	バドblackmarket	AUTHOR_MISMATCH
birdland-no-sara	バードランドの皿	勝田文	バドランドノ皿4	NOT_FOUND
biryuu-enshou-tan	美龍艶笑譚	ブラック木蓮	美龍艶笑譚自己肯定感ガ激低ナドラゴン級美少女魔王ヲ、勇者ガイチャラブデ退治スルオ話	NOT_FOUND
bishoujo-o-taberu	美少女を食べる	諸星大二郎	諸星大二郎劇場第3集美少女ヲ食ベル	NOT_FOUND
bishoujoka-shita-oji-san-dakedo-gachikoi-sarete-komattemasu	美少女化したおじさんだけど、ガチ恋されて困ってます	ナギト	美少女化シタオジサンダケド、ガチ恋サレテ困ッテマス5	NOT_FOUND
bishuu-gyakuten-sekai-no-chouzetsu-busaiku-ni-muriyari-yome-ni-hai-yorokonde	美醜逆転世界の超絶不細工に無理矢理嫁に「はいよろこんでぇ!!」	スズ;葵ハカス	美醜逆転世界ノ超絶不細工ニ無理矢理嫁ニ「ハイヨロコンデェ」2巻	NOT_FOUND
bishuu-gyakuten-sekai-no-kurerikku	美醜逆転世界のクレリック	マスダプラス;妹尾尻尾;音乃夏	美醜逆転世界ノクレリック1美醜ト貞操観念ガ逆転シタ異世界デ僧侶ニナリマシタ淫欲ノ呪イヲ解クタメニハレムパティデ『儀式』シマス	NOT_FOUND
bishuurou-ga-hanarenai	美周郎がはなれない	シチミ楼	美周郎ガハナレナイ上	NOT_FOUND
bite-maker-ousamanoomega	Bite Maker	杉山美和子	bitemaker王様ノω	NOT_FOUND
black-clover-gaiden-quartet-knights	ブラッククローバー外伝カルテットナイツ	田代弓矢;田畠裕基	ブラッククロバ27	NOT_FOUND
black-jack-missing-pieces	ブラック・ジャックMISSING PIECES	手塚治虫	ブラックジャック黒イ医師	NOT_FOUND
black-kokka-o-tsuihousareta-saretakedo-zenjidou-eirei-shoukan-ga-aru-kara-nanimo-komaranai	ブラック国家を追放されたけど〈全自動・英霊召喚〉があるから何も困らない。	コバシコ;六志麻アサ	ブラック国家ヲ追放サレタケドガアルカラ何モ困ラナイ最強クラスノ英霊1000体ガ知ラナイウチニ仕事ヲ片付ケテクレルシ、ミンナ優シクテ居心地イインデ、今サラ元ノ国ニハ戻リマセン	NOT_FOUND
black-lagoon-eda-initial-stage	ブラック・ラグーンエダイニシャルステージ	ヤマムラハジメ;広江礼威	ブラックラグン	NOT_FOUND
black-sheep	ブラックシープ	雅鳳ミャト	ブラックシプ4	NOT_FOUND
blade-bastard	ブレイド&バスタード	蝸牛クモ	ブレイドバスタド2	NOT_FOUND
blade-girl	ブレードガール	重松成美	ブレドガル片脚ノランナ	NOT_FOUND
blood-doom	ブラッド・ドゥーム	青木翔吾	ブラッドドゥム2	NOT_FOUND
blood-fire	BLOOD FIRE	sigama	bloodfire警視庁特別怪異対応班	NOT_FOUND
bloody-bride	ブラッディ・ブライド	池野恋	ブラッディブライド1吸血鬼ノ婚活	NOT_FOUND
bloody-horror	ブラッディ・ホラー	和田慎二	和田慎二傑作選ブラッディホラ	NOT_FOUND
bloody-i	ブラッディ・アイ	古賀慶;嵐山ノリ	ブラッディアイ晒サレテシネ	NOT_FOUND
bloody-monday-last-season	ブラッディ・マンデイ ラストシーズン	恵広史;樹林伸	ブラッディマンディver	NOT_FOUND
blue-archive-benriya-68-gyoumu-nisshi	ブルーアーカイブ便利屋68業務日誌	野際カエデ	ブルアカイブ便利屋68業務日誌4	NOT_FOUND
blue-blossom	ブルーブロッサム	カゼパナ	ブルブロッサム3	NOT_FOUND
blue-dot	BLUE DOT	堀翔一	bluedot3	NOT_FOUND
blue-fight	BLUE FIGHT	五褒美;樹林伸	bluefight蒼キ若者タチノブレイキングダウン	NOT_FOUND
blue-flight	ブルーフライト	ノノ子	ブルフライトグラハン女子物語	NOT_FOUND
blue-justice-koko-ni-ari	ブルージャスティスここにあり!	竹内スクネ;高幡隆盛	ブルジャスティスココニアリthecomic2	NOT_FOUND
blue-lock-full-color-selection	ブルーロックFULL COLOR SELECTION	ノ村優介;金城宗幸	ブルロック	NOT_FOUND
blues	ブルース	モンデンアキコ;桜木紫乃	ブルス下	NOT_FOUND
bna	BNA	アサノ	bnaビエヌエ	NOT_FOUND
bocchi-no-boku-ni-kyousei-kanojo-ga-yattekita	ぼっちの僕に強制彼女がやってきた	栗ノノカ	ボッチノ僕ニ強制彼女ガヤッテキタ5	NOT_FOUND
bodigaado-wa-ai-o-chikau	ボディガードは愛を誓う	氷栗優	ボディガドハ愛ヲ誓ウ豪華客船ハ危険ナ香リ	NOT_FOUND
bodo-kan	ボドカン!	東郷源;田口囁一;羽流木ハナイ	ボドカン女、囚人同士、監獄デナニモ起コラナイハズガナク03	NOT_FOUND
boku-ga-boku-o-wasureta-wake	ボクがボクを忘れた理由	田村由美	ボクガボクヲ忘レタ理由1	NOT_FOUND
boku-ga-cd-ni-natta-wake	ボクがCDになった理由	田村由美	ボクガcdニナッタ理由11	NOT_FOUND
boku-ga-gomi-o-suteta-wake	ボクがゴミを捨てた理由	田村由美	ボクガゴミヲ捨テタ理由1	NOT_FOUND
boku-ga-koi-suru-kozumikku-star	僕が恋するコズミックスター	縁山	僕ガ恋スルコズミックスタ1	NOT_FOUND
boku-ga-santa-ni-atta-wake	ボクがサンタに会った理由	田村由美	ボクガサンタニ会ッタ理由1	NOT_FOUND
boku-ga-tenshi-o-unda-wake	ボクが天使を産んだ理由	田村由美	ボクガ天使ヲ産ンダ理由1	NOT_FOUND
boku-no-diamond-star	僕のダイヤモンド・スター	セツオ	僕ノダイヤモンドスタ1	NOT_FOUND
boku-no-hanryo	ぼくの伴侶	ヘゲカモコ	ボクノ伴侶猫ト大佛次郎物語2	NOT_FOUND
boku-no-hero-academia-chiimuappu-mission	僕のヒーローアカデミアチームアップミッション	アキヤマ陽光;堀越耕平	僕ノヒロアカデミア23	NOT_FOUND
boku-no-ikezu-na-konyakusha	僕のいけずな婚約者	冬谷リク	僕ノイケズナ婚約者3	NOT_FOUND
boku-no-kanojo-wa-haru-o-uru	僕の彼女は春を売る	後藤ネギ	僕ノ彼女ハ春ヲ売ル3	NOT_FOUND
boku-no-kanojo-wa-sasuga-desu	僕の彼女はさすがです。	イノウエ空	僕ノ彼女ハサスガデス1	NOT_FOUND
boku-no-kawaii-musume-wa-futago-no-kenja	僕のかわいい娘は双子の賢者	メソポタミア;浅野五時	僕ノカワイイ娘ハ双子ノ賢者特技ガデバフノ底辺黒魔導士、育テタ双子ノ娘ガsランクノ大賢者ニナッテシマウ	NOT_FOUND
boku-no-koto-oshiteyo	僕のこと推してよ	瀬川アヤ	僕ノコト推シテヨ3	NOT_FOUND
boku-no-neechanteki-seikatsu	僕の姉ちゃん的生活	益田ミリ	ヤッパリ、僕ノ姉チャン	NOT_FOUND
boku-no-oku-san-wa-mahou-shoujo-kamoshirenai	ぼくの奥さんは魔法少女かもしれない	相川真霜	ボクノ奥サンハ魔法少女カモシレナイ第2巻	NOT_FOUND
boku-no-orion	僕のオリオン	川端志季	僕ノオリオン1	NOT_FOUND
boku-no-papa-to-papa-no-hanashi	ぼくのパパとパパの話	ロジ	ボクノパパトパパノ話2	NOT_FOUND
boku-no-satsujin-keikaku	僕の殺人計画	ヤガミ;真昼テク	僕ノ殺人計画2	NOT_FOUND
boku-no-sorushieeru	僕のソルシエール	夕希実久	僕ノソルシエル5	NOT_FOUND
boku-no-suki-na-hito-ga-suki-na-hito	ぼくの好きな人が好きな人	ツヅラ涼;葵セキナ	ボクノ好キナ人ガ好キナ人1	NOT_FOUND
boku-no-tomodachi	ぼくの友だち	南q太	南q太傑作短編集ボクノ友ダチ	NOT_FOUND
boku-star	僕×スター	肥谷圭介	僕×スタ8	NOT_FOUND
boku-to-ayakashi-no-365-nichi	僕とあやかしの365日	コロリヨ	僕トアヤカシノ365日3	NOT_FOUND
boku-to-doll-to-hourou-shoujo	僕とドールと放浪少女	小夏ユータ	僕トドルト放浪少女2	NOT_FOUND
boku-to-kowasareta-hatsukoi	ボクと壊された初恋	虹走	ボクト壊サレタ初恋ゲムニ、女子ニ、チャットニ夢中ダッタアノ頃	NOT_FOUND
boku-to-umi-kanojo	ぼくと海彼女	木崎アオコ	ボクト海彼女1	NOT_FOUND
boku-wa-chiisana-shotenin	僕は小さな書店員。	青山ハルノ	僕ハ小サナ書店員2	NOT_FOUND
boku-wa-haru-o-hisagu	僕は春をひさぐ	水谷緑	僕ハ春ヲヒサグ女風セラピストノ日常	NOT_FOUND
boku-wa-imasugu-zense-no-kioku-o-sutetai-akogare-no-inaka-wa-jingai-makyou-deshita-comic	僕は今すぐ前世の記憶を捨てたい。～憧れの田舎は人外魔境でした～@COMIC	大島ツムギ;星畑旭	僕ハ今スグ前世ノ記憶ヲ捨テタイ憧レノ田舎ハ人外魔境デシタ@comic第1巻	NOT_FOUND
boku-wa-onee-chan-no-omocha	僕はお姉ちゃんのおもちゃ	ヨシダモロヘ;柚木涼太	僕ハオ姉チャンノオモチャ2	NOT_FOUND
bokuden-to-yoshiteru	卜伝と義輝	トミ新蔵	卜伝ト義輝剣術抄	NOT_FOUND
bokura-niwa-bokura-no-kotoba-ga-aru	僕らには僕らの言葉がある	詠里	僕ラニハ僕ラノ言葉ガアル2	NOT_FOUND
bokura-no-chronostasis	ぼくらのクロノスタシス	大詩リエ	ボクラノクロノスタシス=ourchronostasis	NOT_FOUND
bokura-no-kagayaki	僕らの輝き	劔樹人	僕ラノ輝キハロヲタ人生賛歌	NOT_FOUND
bokura-no-ketsumei	ぼくらの血盟	カカズカズ	ボクラノ血盟1	NOT_FOUND
bokura-no-mikuro-na-shuumatsu	僕らのミクロな終末	丸木戸マキ	僕ラノミクロナ終末下	NOT_FOUND
bokura-no-natsu-ga-sakete-iku	ぼくらの夏が裂けていく	佐藤健太郎;岬ネオン	ボクラノ夏ガ裂ケテイク3	NOT_FOUND
bokura-no-sennen-to-kimi-ga-shinu-made-no-30-nichikan	僕らの千年と君が死ぬまでの30日間	nakedape	僕ラノ千年ト君ガ死ヌマデノ30日間2	NOT_FOUND
bokura-wa-minna	ぼくらはみんな	武内コズエ	ボクラハミンナシロトクロノ動物オ悩ミ相談係	NOT_FOUND
bokura-wa-sore-o-koete-yuku	僕らはそれを越えてゆく	中原裕	僕ラハソレヲ越エテユク天彦野球部グラフィティ	NOT_FOUND
bokura-wa-yuruku-ikite-iru	ボクらはゆるく生きている	ジュエキ太郎	ボクラハユルク生キテイル=ourlaidbacklife.ユルフワ昆虫図鑑	NOT_FOUND
bokusatsu-pink	撲殺ピンク	山本晃司	撲殺ピンク性犯罪者処刑人	NOT_FOUND
bonkotsu-shinpei-no-monster-life	凡骨新兵のモンスターライフ@COMIC	北島アズマ;橋広功	凡骨新兵ノモンスタライフ@comic第4巻	NOT_FOUND
border-66	ボーダー66	小森陽一;藤堂裕	ボダ66=bordersixtysix	NOT_FOUND
borderless-name	ボーダレスネーム	谷中分室	ボダレスネム=borderlessname	NOT_FOUND
boruto-two-blue-vortex	BORUTO-ボルト--TWO BLUE VORTEX-	岸本斉史;池本幹雄	boruto	NOT_FOUND
boss-renoma	ボスレノマ	瀬口忍	ボスレノマ「囚人リク」外伝	NOT_FOUND
botsuraku-reijou-nano-2-dai-ni-ouji-ni-kyuukon-sarete-imasu	没落令嬢なのに第2皇子に求婚されています	白井杏花	没落令嬢ナノニ第2皇子ニ求婚サレテイマス2	NOT_FOUND
botsuraku-reijou-no-okinimesuma-ma	没落令嬢のお気に召すまま	四葉夕卜;永倉早;藤実ナンナ	没落令嬢ノオ気ニ召スママ婚約破棄サレタノデ宝石鑑定士トシテ独立シマス	NOT_FOUND
botsuraku-ririn-wa-kyou-mo-koukyuu-kouryakuchuu	没落リリンは今日も後宮攻略中	奥村サトリ	没落リリンハ今日モ後宮攻略中1	NOT_FOUND
botsuraku-sunzen-desu-node-konyakusha-o-furikirou-to-omoimasu	没落寸前ですので、婚約者を振り切ろうと思います	夏目ミヤ;大宮アヤネ	没落寸前デスノデ、婚約者ヲ振リ切ロウト思イマス2	NOT_FOUND
botsuraku-yotei-no-kizoku-dakedo-hima-datta-kara-mahou-o-kiwamete-mita-comic	没落予定の貴族だけど、暇だったから魔法を極めてみた@COMIC	海産物;秋咲リオ	没落予定ノ貴族ダケド、暇ダッタカラ魔法ヲ極メテミタ@comic第3巻	NOT_FOUND
bottom	ボトム	内田春菊	ボトム男娼モント拾ワレ少年ノラ	NOT_FOUND
bou-kun-aruiwa-dekiai	暴君、あるいは溺愛	篠貴ヨウ;高田チサキ	暴君、アルイハ溺愛1	NOT_FOUND
bou-kun-na-ane-ni-suteraretara-koushaku-kakka-ni-hirowaremashita	暴君な姉に捨てられたら、公爵閣下に拾われました	片山絢森	暴君ナ姉ニ捨テラレタラ、公爵閣下ニ拾ワレマシタ3	NOT_FOUND
bou-kun-onzoushi-no-dekiai-moukou-kara-nigerarenai-unmei-mitai-desu	暴君御曹司の溺愛猛攻から逃げられない運命みたいです!?	上村秀子;高田チサキ	暴君御曹司ノ溺愛猛攻カラ逃ゲラレナイ運命ミタイデス1	NOT_FOUND
bouken-ni-wa-buki-ga-hitsuyou-da	冒険には、武器が必要だ!	窓口基	冒険ニハ、武器ガ必要ダコダワリルディノ鍛冶屋グラシ	NOT_FOUND
bouken-wa-norowareta-ato-de	冒険は呪われたあとで	鬼龍駿河	冒険ハ呪ワレタアトデ1	NOT_FOUND
boukenka-ni-narou	冒険家になろう!	栗山廉士	冒険家ニナロウスキルボドデダンジョン攻略	NOT_FOUND
boukensha-guild-no-bannou-adobaizaa	冒険者ギルドの万能アドバイザー	蒼津ウミヒト;虎戸リア	冒険者ギルドノ万能アドバイザ=adventurer'sguilduniversaladvisor勇者パティヲ追放サレタケド、愛弟子達ガ代ワリニ魔王討伐シテクレルソウデス	NOT_FOUND
boukensha-guild-no-cheat-keiei-kaikaku	冒険者ギルドのチート経営改革	duggangerry;一杉エーイチ	冒険者ギルドノチト経営改革魔神ニ育テラレタ事務青年、無自覚支援デ大繁盛	NOT_FOUND
boukensha-no-fuku-tsukurimasu	冒険者の服、作ります!	スケオ;甘沢林檎	冒険者ノ服、作リマス2異世界デハジメルデザイナ生活	NOT_FOUND
boukensha-party-o-tsuihousareta-sareta-kaifukushi-no-shoujo-o-hirotte-ikusei-shitara-masaka-no	冒険者パーティーを追放された回復士の少女を拾って育成したら、まさかの最強職業に転職!?	星クズシ;清露	冒険者パティヲ追放サレタ回復士ノ少女ヲ拾ッテ育成シタラ、マサカノ最強職業ニ転職オマケニ彼女ノ様子ガ何ヤラオカシクテ...	NOT_FOUND
boukensha-zettai-korosu-dungeon	冒険者絶対殺すダンジョン	道満晴明	冒険者絶対殺スダンジョン2	NOT_FOUND
boushokuki-no-ken	暴食妃の剣	メザシ;猫子	暴食妃ノ剣6	NOT_FOUND
boys-in-heaven	BOYS IN HEAVEN	オオヤ和美	boysinheaven1	NOT_FOUND
boys-love	Boys Love	毒液	boyslove3	AUTHOR_MISMATCH
broadcast	ブロードキャスト	クラノ;湊カナエ	ブロドキャスト=broadcast	NOT_FOUND
brother-jingi	ブラザー仁義	小沢トシオ	ブラザ仁義2	NOT_FOUND
brother-trap	ブラザー・トラップ	日向キョウ	ブラザトラップ1	NOT_FOUND
bubble-2022	バブル	肘原エルボ	バブル1	NOT_FOUND
bubble	バブル	kei;今村ksk	バブルチカノkei歌舞伎町血闘編5	NOT_FOUND
buchigire-reijou-wa-houfuku-o-chikaimashita	ブチ切れ令嬢は報復を誓いました。	オオノイモ;ハグレメタボ	ブチ切レ令嬢ハ報復ヲ誓イマシタ1魔導書ノ力デ祖国ヲ叩キ潰シマス	NOT_FOUND
buchou-kara-gikei-soshite-koibito	部長から義兄、そして恋人!?	ザワッコ	部長カラ義兄、ソシテ恋人5	NOT_FOUND
buddy-cat	BUDDY CAT	ブキヤマイチコ	buddycat1	NOT_FOUND
buddy-kon	バディ婚	黒之響	バディ婚オ前トヤリタイ10ノコト	NOT_FOUND
budou-to-sumire	ぶどうとスミレ	持田アキ	ブドウトスミレ2	NOT_FOUND
bug-ego	バグエゴ	one;設楽清人	バグエゴ3	NOT_FOUND
bui-doru-archive	Vドルあーかいぶ!	小森クヅユ	vドルアカイブ1	NOT_FOUND
bui	V-笑顔のために-	高瀬由香	v	NOT_FOUND
buiaaru-erogee-yattetara-isekai-ni-tensei-shita-node-bishoujo-maou-o-doreika-suru	VRエロゲーやってたら異世界に転生したので、美少女魔王を奴隷化する	(unknown);仁科朝丸	vrエロゲヤッテタラ異世界ニ転生シタノデ、美少女魔王ヲ奴隷化スルクロスアウトセイバ2	NOT_FOUND
bukimi-no-tani-no-roboko-san	ブキミの谷のロボ子さん	伊咲ウタ	ブキミノ谷ノロボ子サン=robokosaninuncannyvalley	NOT_FOUND
bullbuster	ブルバスター	ピクス;中尾浩之;伊丹ヒシオ	ブルバスタ01	NOT_FOUND
buna-no-mori-no-aria	ブナの森のアリア	秋鹿ユギリ	ブナノ森ノアリア第1巻	NOT_FOUND
bungo-unreal	BUNGO-unreal-	二宮裕次	bungo	NOT_FOUND
bungou-natsume-wa-ryourinin-ga-kirai	文豪ナツメは料理人が嫌い	久部緑郎;松本渚	文豪ナツメハ料理人ガ嫌イ2	NOT_FOUND
bungou-tantei-akutagawa-ryuunosuke-wa-suiri-suru	文豪探偵芥川龍之介は推理する	yog	文豪探偵芥川龍之介ハ推理スル2	NOT_FOUND
bunkabu-domo-no-tatakaikata	文化部どもの戦い方	梅星コメ	文化部ドモノ戦イ方2	NOT_FOUND
bunsuu-no-kakezan-warizan-ga-wakaru	分数の「かけ算・わり算」がわかる	タカヤ健二	ドラエモンノ算数オモシロ攻略分数ノ「カケ算ワリ算」ガワカル	NOT_FOUND
bura-koi	ブラ恋	餅月ハルカ	ブラ恋ヨセテアゲテモズレテル二人	NOT_FOUND
buramari	黒婚-ブラマリ-	藍川サキ	黒婚ブラマリ=blackmarriage	NOT_FOUND
burapato	ブラパト!	カッピー;大久保ヒロミ	ブラパトブランドパトロル本日モ異常ナシ2	NOT_FOUND
buredeyuuru-ke-no-musumetachi	ブレデュール家の娘たち	財賀アカネ	ブレデュル家ノ娘タチ=thedaughtersofthebredurfamily	NOT_FOUND
buri-chan-nikki	ブリちゃん日記	私屋カヲル	ブリチャン日記猫ナラ産ミタイ	NOT_FOUND
busamen-gachi-fighter-sss	ブサメンガチファイターSSS	ナガヤマ由貴;上月ヲサム	ブサメンガチファイタsss上巻	NOT_FOUND
busaneko-ni-kaerareta-kiyowa-reijou-desu-saikyou-no-gunjin-koushaku-ni-hirowarete-kizetsu-sunzen	ブサ猫に変えられた気弱令嬢ですが、最恐の軍人公爵に拾われて気絶寸前です	オオトリ;岡達英茉	ブサ猫ニ変エラレタ気弱令嬢デスガ、最恐ノ軍人公爵ニ拾ワレテ気絶寸前デス1	NOT_FOUND
bushinden	武神伝	空木オム;美紅	武神伝生贄ニ捧ゲラレタ俺ハ、神ニ拾ワレ武ヲ極メル2	NOT_FOUND
buta-kizoku-wa-mirai-o-kirihiraku-you-desu	豚貴族は未来を切り開くようです	大出リコ	豚貴族ハ未来ヲ切リ開クヨウデス3	NOT_FOUND
buta-no-liver-wa-kanetsu-shiro	豚のレバーは加熱しろ	ミナミpub2021;逆井卓馬	豚ノレバハ加熱シロ4	NOT_FOUND
butai-shoujo-kageki-revuyuu-sutaa-light	舞台少女☆歌劇レヴュースタァライト	キネマシトラス;ブシロード;綾杉ツバキ	舞台少女☆歌劇レヴュスタァライトthelive#2transition下巻	NOT_FOUND
butai-sode-no-kuchurie	舞台袖のクチュリエ	イシイユカ	舞台袖ノクチュリエ2	NOT_FOUND
butsu-girl	仏ガール	柚チエコ	仏ガル1	NOT_FOUND
buya-jitsuroku-andou-gumi	ブヤ 実録・安藤組	神田タケ志	ブヤ	NOT_FOUND
byakuda-no-hanamuko	白蛇のはなむこ	ヨシダモロヘ	白蛇ノハナムコ1	NOT_FOUND
