sid	title	signals	n_authors	confidence
103127	新婚初夜	巻内多作家	7	低(要確認)
103254	旅情ミステリー事件簿	巻内多作家	7	低(要確認)
104087	暴君の運命的プロポーズ	巻内多作家	7	低(要確認)
104965	東京無印女子物語	巻内多作家	7	低(要確認)
105447	極上♥ドS御曹司	巻内多作家	7	低(要確認)
105450	極上♥和服王子	巻内多作家	7	低(要確認)
105677	機動戦士ガンダムF90FF(ファステスト・フォーミュラ)	巻内多作家	7	低(要確認)
105845	欲情ヘンタイ彼氏	巻内多作家	7	低(要確認)
107035	浅見光彦ミステリースペシャル	巻内多作家	7	低(要確認)
107115	海の王者戦艦大和	巻内多作家	7	低(要確認)
107225	消えた埋蔵金伝説	巻内多作家	7	低(要確認)
107494	清純派アイドルの過激すぎる舞台裏	巻内多作家	7	低(要確認)
107667	溺愛ガテン男子	巻内多作家	7	低(要確認)
108010	激愛	巻内多作家	7	低(要確認)
108371	熟女禁断クラブ	巻内多作家	7	低(要確認)
108616	牛乳はモー毒?	巻内多作家	7	低(要確認)
108724	犬神家の一族	巻内多作家	7	低(要確認)
108821	独占欲	巻内多作家	7	低(要確認)
109794	男友達とHな関係❤	巻内多作家	7	低(要確認)
110358	白砂糖は魔薬!?	巻内多作家	7	低(要確認)
111446	禁断♥ドSお兄ちゃん	巻内多作家	7	低(要確認)
111447	禁断❤フェティッシュラブ	巻内多作家	7	低(要確認)
113277	美少女フルーツカクテル	巻内多作家	7	低(要確認)
113592	肉はあぶない?	巻内多作家	7	低(要確認)
113860	自衛隊、有事勃発!!	巻内多作家	7	低(要確認)
114622	萌えろ・S系制服男子!	巻内多作家	7	低(要確認)
115161	血液型別エロカレ!	巻内多作家	7	低(要確認)
115611	誘惑❤和服男子	巻内多作家	7	低(要確認)
115757	調教王子様	巻内多作家	7	低(要確認)
115854	警視庁十津川警部の事件簿＆鉄道ミステリーベストコミック	巻内多作家	7	低(要確認)
116308	超級!機動武闘伝Gガンダム 最終決戦編 STAGE 4	巻内多作家	7	低(要確認)
117114	野獣彼氏カタログ	巻内多作家	7	低(要確認)
120318	機動戦士ガンダムUCバンデシネ	巻内多作家	7	低(要確認)
120662	妖-呪いの事件簿-	巻内多作家	7	低(要確認)
120806	最高の彼と運命の出会いをする方法	巻内多作家	7	低(要確認)
120832	イラストレーターセッション 常夏の島に刃が踊る	巻内多作家	7	低(要確認)
121012	おねがいマイメロディ くるくるシャッフル!	巻内多作家	7	低(要確認)
121157	一等賞の愛	巻内多作家	7	低(要確認)
121391	MS SAGA	巻内多作家	7	低(要確認)
121413	まんがグリム童話	巻内多作家	7	低(要確認)
121463	地獄少女閻魔あいセレクション激こわストーリー	巻内多作家	7	低(要確認)
121598	迫り来る!!!!!20XX年地球水没の危機!!	編+巻内多作家	7	低(要確認)
121733	地獄少女 閻魔あいセレクション 激こわストーリー	巻内多作家	7	低(要確認)
122021	日本史サスペンス劇場	編+巻内多作家	7	低(要確認)
122024	2012年地球滅亡最終警告!!すでに滅亡までのカウントダウンは始まっている!	編+巻内多作家	7	低(要確認)
122191	コミック京都サスペンス傑作集	巻内多作家	7	低(要確認)
122675	ぜったいドキドキする本当にあったナイショの恋とH	巻内多作家	7	低(要確認)
122817	激闘!タイガー重戦車	巻内多作家	7	低(要確認)
122819	真珠湾奇襲!!	巻内多作家	7	低(要確認)
122919	日本の歴史	巻内多作家	7	低(要確認)
122950	Kiss in the dark	巻内多作家	7	低(要確認)
123087	プロ野球剛球エース9番勝負!!	巻内多作家	7	低(要確認)
123095	被疑者へのバラ	巻内多作家	7	低(要確認)
123121	ドラえもんの体育おもしろ攻略	巻内多作家	7	低(要確認)
124612	なんてったってグッドな男の子	巻内多作家	7	低(要確認)
124735	Project PAPO Resonance	巻内多作家	7	低(要確認)
124888	愛しの戦国武将boys	巻内多作家	7	低(要確認)
124917	この恋に涙する!	巻内多作家	7	低(要確認)
125064	戦国激女100人伝	巻内多作家	7	低(要確認)
125915	ぷち本当にあった愉快な話個人情報ダダもれSP	巻内多作家	7	低(要確認)
126205	ブラック・ジャックREAL 感動の医療体験談	巻内多作家	7	低(要確認)
126306	うちねこ一番!	巻内多作家	7	低(要確認)
126461	忍び寄る!驚異心霊スペシャル	巻内多作家	7	低(要確認)
126671	Sの誘惑、Mのドキドキ♥	巻内多作家	7	低(要確認)
126769	コミック乱セレクション忠魂義胆	巻内多作家	7	低(要確認)
127018	Sister's	巻内多作家	7	低(要確認)
127182	キスしたら恋人ですか?	巻内多作家	7	低(要確認)
127184	メガネ男子な彼。	巻内多作家	7	低(要確認)
127189	Love ＆ tears	巻内多作家	7	低(要確認)
127699	妄想鬼	巻内多作家	7	低(要確認)
127783	猫彼クール	巻内多作家	7	低(要確認)
127999	水晶宮	巻内多作家	7	低(要確認)
128239	100％感動の家族!	巻内多作家	7	低(要確認)
128242	いきなり最終回	巻内多作家	7	低(要確認)
128578	許されなくても愛したい!	巻内多作家	7	低(要確認)
128960	現代コミック	巻内多作家	7	低(要確認)
129020	好きです、この少女まんが。	巻内多作家	7	低(要確認)
129399	玄武抄	巻内多作家	7	低(要確認)
129400	珊瑚宮	巻内多作家	7	低(要確認)
129402	白虎抄	巻内多作家	7	低(要確認)
129408	青竜抄	巻内多作家	7	低(要確認)
129525	PLATINUM BOYS	巻内多作家	7	低(要確認)
129700	先生	巻内多作家	7	低(要確認)
129702	女の子は恋をすると妄想しちゃうんです。	巻内多作家	7	低(要確認)
129800	少年愛の美学EX	巻内多作家	7	低(要確認)
130161	10代の女の子の事件簿	巻内多作家	7	低(要確認)
130552	Alain M. Bergeron, Michel Quintin, Sampa	巻内多作家	7	低(要確認)
131097	DiABOLiK LOVERS	巻内多作家	7	低(要確認)
131178	Ebony and Irony	巻内多作家	7	低(要確認)
131260	Fate/Grand Order幕間の物語	巻内多作家	7	低(要確認)
131742	Kue (9)	巻内多作家	7	低(要確認)
131776	La Belle et la B「^」ete	巻内多作家	7	低(要確認)
131807	Le bouchon de cristal	巻内多作家	7	低(要確認)
131855	Little Lulu	巻内多作家	7	低(要確認)
132042	NEW 52 バットマン	巻内多作家	7	低(要確認)
132131	OYAJISM	巻内多作家	7	低(要確認)
132250	Princess Ai	巻内多作家	7	低(要確認)
132266	QP外伝ドラマスペシャル	巻内多作家	7	低(要確認)
132761	The idolm@ster million live! theater day	巻内多作家	7	低(要確認)
133899	いのちと向き合う仕事	巻内多作家	7	低(要確認)
133994	うたの☆プリンスさまっ♪Debut	巻内多作家	7	低(要確認)
134954	きみと壁ドン	巻内多作家	7	低(要確認)
136096	だらしない夫じゃなくて依存症でした	巻内多作家	7	低(要確認)
136129	ちっちゃいときからキミが好き	巻内多作家	7	低(要確認)
136602	なんてったって純愛一直線	巻内多作家	7	低(要確認)
137591	まんがこのミステリーが面白い!悲惨な事件SP	巻内多作家	7	低(要確認)
137599	まんがこのミステリーが面白い!犯罪心理SP	巻内多作家	7	低(要確認)
137604	まんがこのミステリーが面白い!秋の殺人トリックSP	巻内多作家	7	低(要確認)
137640	まんがグリム童話	巻内多作家	7	低(要確認)
138294	わたしだけの初恋	巻内多作家	7	低(要確認)
139032	インテリVSガテン	巻内多作家	7	低(要確認)
139166	ウルトラマン	巻内多作家	7	低(要確認)
139220	エグザムライ戦国G	巻内多作家	7	低(要確認)
139243	エッジ・オブ・スパイダーバース	巻内多作家	7	低(要確認)
139930	ガーディアンズ:チームアップ	巻内多作家	7	低(要確認)
140713	コミック HELP!	巻内多作家	7	低(要確認)
140855	コミック鉄道ミステリー傑作集	巻内多作家	7	低(要確認)
140857	コミック鉄道ミステリー傑作集	巻内多作家	7	低(要確認)
141170	サンドマン	巻内多作家	7	低(要確認)
141208	ザ・ミステリー	巻内多作家	7	低(要確認)
141209	ザ・ミステリー	巻内多作家	7	低(要確認)
142151	ソニック・ザ・ヘッジホッグ	巻内多作家	7	低(要確認)
142239	タブーの怪奇村伝説	巻内多作家	7	低(要確認)
142817	トランススイッチ	巻内多作家	7	低(要確認)
143422	ハツコイだった。	巻内多作家	7	低(要確認)
144338	ブラック・ジャックM	巻内多作家	7	低(要確認)
145947	ラブげっちゅ	巻内多作家	7	低(要確認)
146215	ルートダブル	巻内多作家	7	低(要確認)
147572	仕掛人藤枝梅安総集編アンコール	巻内多作家	7	低(要確認)
148319	僕と彼氏の恋の秘密	巻内多作家	7	低(要確認)
149138	制服男子を征服せよ	巻内多作家	7	低(要確認)
149477	十津川警部と名探偵たち	巻内多作家	7	低(要確認)
149874	名探偵コナン特別編	巻内多作家	7	低(要確認)
149875	名探偵コナン特別編	巻内多作家	7	低(要確認)
150185	咆哮!!大和・連合艦隊	巻内多作家	7	低(要確認)
150212	唄をうたひて	巻内多作家	7	低(要確認)
150523	地獄少女閻魔あいセレクション激こわストーリー	巻内多作家	7	低(要確認)
151043	大和、帰還セズ	巻内多作家	7	低(要確認)
151359	天華百剣-賊	巻内多作家	7	低(要確認)
151667	好きです、この少女まんが。	巻内多作家	7	低(要確認)
151722	妖	編+巻内多作家	7	低(要確認)
151723	妖	編+巻内多作家	7	低(要確認)
151728	妖 (あやかし)	編+巻内多作家	7	低(要確認)
151730	妖 (あやかし)	編+巻内多作家	7	低(要確認)
151896	姫のタブー伝説	巻内多作家	7	低(要確認)
152386	実録失われた秘宝	巻内多作家	7	低(要確認)
152799	山村美紗旅情サスペンスコミックセレクション	巻内多作家	7	低(要確認)
153304	影	巻内多作家	7	低(要確認)
153788	怪奇妖霊スペシャル	巻内多作家	7	低(要確認)
154215	恐怖と懊脳心霊戦慄セレクション	巻内多作家	7	低(要確認)
154427	悪役令嬢の流儀、教えてご覧にいれますわ!	巻内多作家	7	低(要確認)
154696	愛されすぎ花嫁	巻内多作家	7	低(要確認)
156200	星座別カレシ	巻内多作家	7	低(要確認)
156201	星座別カレシ	巻内多作家	7	低(要確認)
156236	星雲児	巻内多作家	7	低(要確認)
156471	最上の命医	巻内多作家	7	低(要確認)
156988	東野圭吾The BEST 怪しい人びと	巻内多作家	7	低(要確認)
157164	極上のミステリー	巻内多作家	7	低(要確認)
157335	機動戦士ガンダムF90FF	巻内多作家	7	低(要確認)
157570	武士の誇り	巻内多作家	7	低(要確認)
158064	沖縄戦と原爆投下	巻内多作家	7	低(要確認)
158470	源氏物語	巻内多作家	7	低(要確認)
158767	無双の剣	巻内多作家	7	低(要確認)
159519	琥珀宮	巻内多作家	7	低(要確認)
160957	禁じられた男と女	巻内多作家	7	低(要確認)
161210	秘密結社のヒミツ	巻内多作家	7	低(要確認)
161259	稲川淳二の超こわい話	巻内多作家	7	低(要確認)
161822	絶対恋愛ミステリー	巻内多作家	7	低(要確認)
162182	聊斎志異	巻内多作家	7	低(要確認)
162481	自衛隊超法規201X	巻内多作家	7	低(要確認)
162967	薄桜鬼巡恋華	巻内多作家	7	低(要確認)
163195	街	巻内多作家	7	低(要確認)
163196	街	巻内多作家	7	低(要確認)
163448	誘惑♡S系カレシ	巻内多作家	7	低(要確認)
163533	誰にも言えない(秘)	巻内多作家	7	低(要確認)
163774	赤川次郎三毛猫ホームズ	巻内多作家	7	低(要確認)
163777	赤川次郎三毛猫ホームズミステリー＆サスペンスセレクション	巻内多作家	7	低(要確認)
163779	赤川次郎三毛猫ホームズミステリー＆サスペンスセレクション コミック	巻内多作家	7	低(要確認)
163850	超級!機動武闘伝Gガンダム	巻内多作家	7	低(要確認)
163851	超級!機動武闘伝Gガンダム 新宿・東方不敗! STAGE 2	巻内多作家	7	低(要確認)
165224	離縁を申し出たら旦那様の執着愛が始まりました!?	巻内多作家	7	低(要確認)
165350	霊魂の叫び心霊妖異スペシャル	巻内多作家	7	低(要確認)
165826	鬼平犯科帳.	巻内多作家	7	低(要確認)
366	機動戦士ガンダムUC(ユニコーン)episode EX(エクストラ)2獅子の帰還	巻内多作家	6	低(要確認)
1686	大恐怖ホラー特選集	巻内多作家	6	低(要確認)
1782	本能	巻内多作家	6	低(要確認)
2615	ベストオブ劇画タカラヅカ	巻内多作家	6	低(要確認)
2657	キズナ	巻内多作家	6	低(要確認)
2930	だれにもナイショ!わたしのひみつ	巻内多作家	6	低(要確認)
2969	猫なんかよんでもこない。＆ねこきゅん!!	巻内多作家	6	低(要確認)
3237	トイレの花子さん	巻内多作家	6	低(要確認)
3240	悪夢の館へようこそ	巻内多作家	6	低(要確認)
3295	そば屋幻庵	巻内多作家	6	低(要確認)
3668	まんが家さんになれるまんが	巻内多作家	6	低(要確認)
3669	シンデレラは闇に墜ちる	巻内多作家	6	低(要確認)
3973	人に伝える仕事	巻内多作家	6	低(要確認)
3992	さとう輝釣り奮戦記激釣り大物スペシャル	巻内多作家	6	低(要確認)
4394	航空特攻作戦	巻内多作家	6	低(要確認)
5331	泣姫	巻内多作家	6	低(要確認)
5341	被虐の運命に縛られ悶える6人のプリンセス	巻内多作家	6	低(要確認)
5371	詐欺師	巻内多作家	6	低(要確認)
5527	呪われた心霊ゲーム	巻内多作家	6	低(要確認)
5969	地獄の迷宮	巻内多作家	6	低(要確認)
7543	社長×絶倫	巻内多作家	6	低(要確認)
8001	キセキのヒロシマ	巻内多作家	6	低(要確認)
8555	泣きたい時に読む本	巻内多作家	6	低(要確認)
8804	いつでもワンコといっしょ	巻内多作家	6	低(要確認)
8812	押し入れおじょうさん	巻内多作家	6	低(要確認)
12618	ロミジュリ式	巻内多作家	6	低(要確認)
12954	男と女の交差点	巻内多作家	6	低(要確認)
14180	口だけ女	巻内多作家	6	低(要確認)
14769	美少年飼育法	巻内多作家	6	低(要確認)
15678	血塗られた発禁本	巻内多作家	6	低(要確認)
22635	呪いの藁人形	巻内多作家	6	低(要確認)
22801	泣きたい夜の感動愛	巻内多作家	6	低(要確認)
25713	ウチらの恋バナ!	巻内多作家	6	低(要確認)
25784	コミック夏樹静子ミステリー	巻内多作家	6	低(要確認)
25827	ヒミツの恋コレクション	巻内多作家	6	低(要確認)
26363	Girl's talk	巻内多作家	6	低(要確認)
26369	セツナイコイ	巻内多作家	6	低(要確認)
27530	アニマギア	巻内多作家	6	低(要確認)
33221	The 幕末	巻内多作家	6	低(要確認)
33709	もっとも淫靡で残酷な6人の姫君	巻内多作家	6	低(要確認)
34112	ドラえもん科学ワールド	編+巻内多作家	6	低(要確認)
35961	シンデレラ流	巻内多作家	6	低(要確認)
36096	官能劇画大全書	巻内多作家	6	低(要確認)
36542	恋シタイ	巻内多作家	6	低(要確認)
36544	片想いと両想いのあいだ。	巻内多作家	6	低(要確認)
40068	この恋に必死です!	巻内多作家	6	低(要確認)
41259	友だち地獄 本当にヤバイホラーストーリー	巻内多作家	6	低(要確認)
43216	剣客商売	巻内多作家	6	低(要確認)
43594	宮沢賢治・漫画館	巻内多作家	6	低(要確認)
43967	極あま❤恋するファンタジー	巻内多作家	6	低(要確認)
47206	バイオレンスジャック	巻内多作家	6	低(要確認)
47675	溺愛幼なじみとキスのち×××	巻内多作家	6	低(要確認)
48970	米	巻内多作家	6	低(要確認)
50163	キミにあえた奇跡	巻内多作家	6	低(要確認)
55458	コミック日本の名城	巻内多作家	6	低(要確認)
56611	ネイルちゃんと深爪さん。	巻内多作家	6	低(要確認)
56735	新機動戦記ガンダムW BLIND TARGET	巻内多作家	6	低(要確認)
57078	29歳、溺れるケモノな恋。	巻内多作家	6	低(要確認)
57230	40歳のハローワーク	巻内多作家	6	低(要確認)
57498	AMNESIA	巻内多作家	6	低(要確認)
57538	AVX:アベンジャーズ VS X-MENアルファ＆オメガ	巻内多作家	6	低(要確認)
58056	COMICチェリームーン	巻内多作家	6	低(要確認)
59439	K RETURN OF KINGS	巻内多作家	6	低(要確認)
59465	KING KONG	巻内多作家	6	低(要確認)
59547	Kto v tereme zhiv「E」et?	巻内多作家	6	低(要確認)
59970	Make love to you	巻内多作家	6	低(要確認)
60651	Ra「E」ika	巻内多作家	6	低(要確認)
60787	SF新世紀レンズマン	巻内多作家	6	低(要確認)
60898	STAR WARS	巻内多作家	6	低(要確認)
60900	STAR WARS	巻内多作家	6	低(要確認)
62826	あの日起きたこと 東日本大震災 ストーリー311	巻内多作家	6	低(要確認)
63692	うたの☆プリンスさまっ♪ マジLOVE2000％	巻内多作家	6	低(要確認)
64642	お兄ちゃんとナイショの関係	巻内多作家	6	低(要確認)
66374	ご奉仕したいオトコ	巻内多作家	6	低(要確認)
68740	なめよん	巻内多作家	6	低(要確認)
69615	ひとりぼっちのわたし	巻内多作家	6	低(要確認)
69948	ふぞろいなセフレたち	巻内多作家	6	低(要確認)
70928	まんがで読む 徒然草・おくのほそ道	巻内多作家	6	低(要確認)
70945	まんがのくに どうぶつのまき	巻内多作家	6	低(要確認)
70946	まんがのくに のりもののまき	巻内多作家	6	低(要確認)
70975	まんがグリム童話	巻内多作家	6	低(要確認)
73045	アラサー女子のレンカツ	巻内多作家	6	低(要確認)
73814	ウマ娘シンデレラグレイ	巻内多作家	6	低(要確認)
73840	ウルトラマン	巻内多作家	6	低(要確認)
74317	オシオキの時間	巻内多作家	6	低(要確認)
75133	ガサラキ	巻内多作家	6	低(要確認)
75244	ガンダムマガジン名作集	巻内多作家	6	低(要確認)
75247	ガンダム短編集	巻内多作家	6	低(要確認)
75804	ギャップ男子	巻内多作家	6	低(要確認)
75805	ギャップ男子図鑑	巻内多作家	6	低(要確認)
76324	ケダモノ彼氏vs傲慢ダーリン	巻内多作家	6	低(要確認)
76325	ケダモノ御曹司×極Sスーツ男子	巻内多作家	6	低(要確認)
78512	スパイダーマン:ウィズ・グレート・パワー	巻内多作家	6	低(要確認)
78513	スパイダーマン:エレクション・デイ	巻内多作家	6	低(要確認)
79148	ソニック・ザ・ヘッジホッグ	巻内多作家	6	低(要確認)
80607	ドS先生の偏愛教室	巻内多作家	6	低(要確認)
80610	ドS制服カレシ図鑑	巻内多作家	6	低(要確認)
80625	ドS男子vs.甘かわ男子どっちもいただきます!	巻内多作家	6	低(要確認)
80627	ドS眼鏡のフラチな誘惑	巻内多作家	6	低(要確認)
81154	ニューアベンジャーズ:コレクティブ	巻内多作家	6	低(要確認)
82016	バットマン:デス・イン・ザ・ファミリー	巻内多作家	6	低(要確認)
83308	フルメタル・パニック!アナザーΣ	巻内多作家	6	低(要確認)
84751	マニアック彼氏の異常な愛情	巻内多作家	6	低(要確認)
85204	マンガ法律の抜け穴	巻内多作家	6	低(要確認)
85317	マーベルゾンビーズ	巻内多作家	6	低(要確認)
85411	ミダラな恋のはじめかた	巻内多作家	6	低(要確認)
85861	モテないし…そうだ、執事を召喚しよう。	巻内多作家	6	低(要確認)
87056	レッドマン	巻内多作家	6	低(要確認)
87184	ロジ・コミックス	巻内多作家	6	低(要確認)
87597	ワールド・ウォー・ハルク	巻内多作家	6	低(要確認)
88780	乱して和服暴君	巻内多作家	6	低(要確認)
89792	作家なカレシとヒミツの溺愛関係	巻内多作家	6	低(要確認)
90195	借りぐらしのアリエッティ	編+巻内多作家	6	低(要確認)
90834	先生、教えて?	巻内多作家	6	低(要確認)
90856	先生と恋愛はじめました。	巻内多作家	6	低(要確認)
91206	再会恋愛	巻内多作家	6	低(要確認)
92257	十津川警部ミステリースペシャル	巻内多作家	6	低(要確認)
92960	名探偵コナン特別編	巻内多作家	6	低(要確認)
93444	和・礼法	巻内多作家	6	低(要確認)
94187	売姫	巻内多作家	6	低(要確認)
94825	大奥残酷史	巻内多作家	6	低(要確認)
95697	女の子のしくみ99	巻内多作家	6	低(要確認)
97676	少女達の怪談	巻内多作家	6	低(要確認)
99255	御曹司様の求愛キス	巻内多作家	6	低(要確認)
100025	怪談	巻内多作家	6	低(要確認)
100148	恋するハニカミ!	巻内多作家	6	低(要確認)
100786	恋愛遺伝子シンドローム	巻内多作家	6	低(要確認)
102089	戦国BASARA烈伝	巻内多作家	6	低(要確認)
102124	戦国武将列伝 ベストコレクション	巻内多作家	6	低(要確認)
102797	放課後大恋愛!	巻内多作家	6	低(要確認)
102804	放課後恐怖ノート	巻内多作家	6	低(要確認)
103173	新機動戦記ガンダムW Endless Waltz敗者たちの栄光	巻内多作家	6	低(要確認)
103253	旅情ミステリースペシャル	巻内多作家	6	低(要確認)
103472	旦那様と今夜も両想い	巻内多作家	6	低(要確認)
104733	本日、お仕事後に抱かれたい。	巻内多作家	6	低(要確認)
105280	桐島、部活やめるってよ	巻内多作家	6	低(要確認)
105457	極上センセイ	巻内多作家	6	低(要確認)
105699	機動戦士ガンダムSEED DESTINY	巻内多作家	6	低(要確認)
105732	機動戦士ガンダム外伝ザ・ブルー・ディスティニー	巻内多作家	6	低(要確認)
105832	欲情❤けだものオフィス	巻内多作家	6	低(要確認)
105833	欲情❤オレ様社長	巻内多作家	6	低(要確認)
105836	欲情❤制服カレシ	巻内多作家	6	低(要確認)
106005	歯 デンジャラス	巻内多作家	6	低(要確認)
107564	湯けむり美肌騒動	巻内多作家	6	低(要確認)
107644	溺愛♥ウエディング	巻内多作家	6	低(要確認)
107646	溺愛♥制服エリート	巻内多作家	6	低(要確認)
107647	溺愛❤カレシ	巻内多作家	6	低(要確認)
107648	溺愛❤ダンナ様	巻内多作家	6	低(要確認)
107677	溺愛ハネムーン	巻内多作家	6	低(要確認)
107681	溺愛プロポーズ君に誓う愛の言葉	巻内多作家	6	低(要確認)
107783	漫画の百貨店	巻内多作家	6	低(要確認)
108097	火星探険	巻内多作家	6	低(要確認)
108453	熱風海陸ブシロードSIDE:SUOU	巻内多作家	6	低(要確認)
110190	発情♥幼なじみ	巻内多作家	6	低(要確認)
110654	相姦姫 許されざる肉欲に誘われて	巻内多作家	6	低(要確認)
111433	禁じられた学校怪談	巻内多作家	6	低(要確認)
111445	禁断 複数ラブ	巻内多作家	6	低(要確認)
112528	純愛100パーセント	巻内多作家	6	低(要確認)
113059	縛愛	巻内多作家	6	低(要確認)
113614	肉食紳士	巻内多作家	6	低(要確認)
113892	舞-HiME	巻内多作家	6	低(要確認)
114511	草食男子vs肉食男子	巻内多作家	6	低(要確認)
115035	蜜愛婚	巻内多作家	6	低(要確認)
115855	警視庁捜査一課十津川警部＆トレインミステリーコミックセレクション	巻内多作家	6	低(要確認)
115930	貞子	巻内多作家	6	低(要確認)
116159	赤川次郎ミステリー 花嫁シリーズセレクション	巻内多作家	6	低(要確認)
116578	近キョリ蜜愛	巻内多作家	6	低(要確認)
117109	野獣シークと蕩ける蜜夜	巻内多作家	6	低(要確認)
118144	零戦	巻内多作家	6	低(要確認)
120114	黒王子の言いなりになりたい	巻内多作家	6	低(要確認)
120319	機動戦士ガンダムUCバンデシネEpisode:0	巻内多作家	6	低(要確認)
120784	新武者ガンダム超機動大将軍	巻内多作家	6	低(要確認)
120927	地獄少女 閻魔あいセレクション 激こわストーリー	巻内多作家	6	低(要確認)
121079	コミック乱ツインズセレクション	巻内多作家	6	低(要確認)
121091	朱雀抄	巻内多作家	6	低(要確認)
121159	ドラえもんの体育おもしろ攻略 水泳が楽しくできる	巻内多作家	6	低(要確認)
121341	らぶらぶ❤ちぇんじ	巻内多作家	6	低(要確認)
121416	禁断の愛に溺れた6人の処女	巻内多作家	6	低(要確認)
121509	Co❤LEMON	巻内多作家	6	低(要確認)
121822	絶品美味いもんスペシャル	巻内多作家	6	低(要確認)
122192	京都サスペンス名探偵キャサリンの事件簿&ミステリーベストコミックEX	巻内多作家	6	低(要確認)
122343	泣きたいほど好きな人。	巻内多作家	6	低(要確認)
122344	100％極甘彼氏!	巻内多作家	6	低(要確認)
122347	涙100万粒の泣けちゃう恋	巻内多作家	6	低(要確認)
122375	出会いと別離	巻内多作家	6	低(要確認)
122404	森の兄妹 底のない町	巻内多作家	6	低(要確認)
122435	B級グルメ食堂スペシャル	巻内多作家	6	低(要確認)
122622	死神はささやく	巻内多作家	6	低(要確認)
122676	デザートセレクション 10分でモテ子になる6つの方法	巻内多作家	6	低(要確認)
122693	新・残酷の眠るグリム童話	巻内多作家	6	低(要確認)
122730	帝国陸軍激闘録	巻内多作家	6	低(要確認)
122815	日米航空決戦	巻内多作家	6	低(要確認)
122818	特攻!!戦艦大和	巻内多作家	6	低(要確認)
122909	覇道を目指した武将たち大戦国	巻内多作家	6	低(要確認)
122916	まんがグリム童話	巻内多作家	6	低(要確認)
122997	NHKその時歴史が動いた	巻内多作家	6	低(要確認)
123132	8マンvs(バーサス)サイボーグ009	巻内多作家	6	低(要確認)
123169	魅惑の王子様	巻内多作家	6	低(要確認)
123702	まおゆう魔王勇者	巻内多作家	6	低(要確認)
123859	千のKISSに濡れて	巻内多作家	6	低(要確認)
123959	太平洋航空戦記	巻内多作家	6	低(要確認)
123966	零戦風雲録	巻内多作家	6	低(要確認)
124099	一式戦「隼」	巻内多作家	6	低(要確認)
124114	猛獣王S	巻内多作家	6	低(要確認)
124240	浅見光彦ミステリー＆旅情サスペンス	巻内多作家	6	低(要確認)
124688	放課後、制服を脱いで。	巻内多作家	6	低(要確認)
124974	ミステリー館	巻内多作家	6	低(要確認)
125181	熱風海陸ブシロードSIDE:SUOU	巻内多作家	6	低(要確認)
125252	スペクトルマンヒーローズ	巻内多作家	6	低(要確認)
125537	片恋カタログ	巻内多作家	6	低(要確認)
125688	S系カレシ図鑑!	巻内多作家	6	低(要確認)
125690	アニマル・ラブ	巻内多作家	6	低(要確認)
125906	ぷち本当にあった愉快な話 総決算!笑激!!投稿天国SP	巻内多作家	6	低(要確認)
126225	戦国乱世	巻内多作家	6	低(要確認)
126419	LOVE BEAST	巻内多作家	6	低(要確認)
126725	99万粒の涙	巻内多作家	6	低(要確認)
126765	コミック乱セレクション千鍛万錬	巻内多作家	6	低(要確認)
126766	コミック乱セレクション堅忍果決	巻内多作家	6	低(要確認)
126767	コミック乱セレクション天空海闊	巻内多作家	6	低(要確認)
126768	コミック乱セレクション射石飲羽	巻内多作家	6	低(要確認)
126770	コミック乱セレクション精励恪勤	巻内多作家	6	低(要確認)
126771	コミック乱セレクション聡明剛毅	巻内多作家	6	低(要確認)
126772	コミック乱セレクション英姿颯爽	巻内多作家	6	低(要確認)
126773	コミック乱セレクション速戦即決	巻内多作家	6	低(要確認)
126774	コミック乱セレクション銅頭鉄額	巻内多作家	6	低(要確認)
126830	二代目雲盗り暫平	巻内多作家	6	低(要確認)
126843	新影狩りコレクション	巻内多作家	6	低(要確認)
126952	好きです、この少女まんが。	巻内多作家	6	低(要確認)
127180	この恋に一途です。	巻内多作家	6	低(要確認)
127181	ほんとに本気の恋	巻内多作家	6	低(要確認)
127185	原色ツンデレ男子。ウブかわカレシ	巻内多作家	6	低(要確認)
127186	原色ツンデレ男子。純情カレシ	巻内多作家	6	低(要確認)
127190	コイバナ	巻内多作家	6	低(要確認)
127191	ヤバ恋	巻内多作家	6	低(要確認)
127219	日本の歴史	巻内多作家	6	低(要確認)
127509	一生に一度の本気愛	巻内多作家	6	低(要確認)
127511	原色ツンデレ男子。萌え・カレ	巻内多作家	6	低(要確認)
127645	戦国武将列伝ベストコレクション	巻内多作家	6	低(要確認)
127660	100万回のkiss	巻内多作家	6	低(要確認)
127716	PLATINUM BOYS	巻内多作家	6	低(要確認)
127805	ハッピーエンドな片想い	巻内多作家	6	低(要確認)
127920	CYBORG 009 CALL OF JUSTICE	巻内多作家	6	低(要確認)
127996	ブラック・ジャックM	巻内多作家	6	低(要確認)
127997	三毛猫ホームズの冒険	巻内多作家	6	低(要確認)
128000	水鏡抄	巻内多作家	6	低(要確認)
128231	蜜愛セレブ	巻内多作家	6	低(要確認)
128708	この恋を忘れない。	巻内多作家	6	低(要確認)
128709	こらえきれない涙	巻内多作家	6	低(要確認)
128744	ヒミツの発情期	巻内多作家	6	低(要確認)
128745	史上最強S系カレシ!	巻内多作家	6	低(要確認)
129027	ポケットモンスターSPECIAL	巻内多作家	6	低(要確認)
129108	泣きたいほど…純愛。	巻内多作家	6	低(要確認)
129140	MS SAGA	巻内多作家	6	低(要確認)
