sid	title	signals	n_authors	confidence
145531	メガ盛!本当にあった〔○生〕ムカつく先生と最悪な学校SP	巻内多作家	22	低(要確認)
145730	ヤバ盛!本当にあった〔○生〕ここだけの話極	巻内多作家	22	低(要確認)
145731	ヤバ盛!本当にあった〔○生〕ここだけの話極	巻内多作家	22	低(要確認)
145732	ヤバ盛!本当にあった〔○生〕ここだけの話極	巻内多作家	22	低(要確認)
145733	ヤバ盛!本当にあった〔○生〕ここだけの話極	巻内多作家	22	低(要確認)
145736	ヤバ盛!本当にあった〔○生〕ここだけの話極	巻内多作家	22	低(要確認)
158626	潜入せよ!!日本裏現場	巻内多作家	22	低(要確認)
158627	潜入（禁）スポット	巻内多作家	22	低(要確認)
158655	激盛!本当にあった〔○生〕ウザい患者とダメな病院SP	巻内多作家	22	低(要確認)
162732	芸能＆スポーツ危ないハプニング全真相	巻内多作家	22	低(要確認)
163225	裏ワザDX	巻内多作家	22	低(要確認)
163588	警察の正体	巻内多作家	22	低(要確認)
163845	超盛!本当にあった〔○生〕ここだけの話超	巻内多作家	22	低(要確認)
163847	超盛!本当にあった〔生〕ここだけの話超	巻内多作家	22	低(要確認)
70894	まんがお笑い芸人のタブー教えます	巻内多作家	21	低(要確認)
85732	メゾン・ド・ねこ	巻内多作家	21	低(要確認)
89242	人間を狂気に導いた悪魔のような犯罪者たち!!	巻内多作家	21	低(要確認)
125798	たまらないHな体験教えます	巻内多作家	21	低(要確認)
125907	ぷち本当にあった愉快な話 鬼ヤバ!!(裏)副業-バイト-SP	巻内多作家	21	低(要確認)
125955	本当にあった〔○生〕冬の読者投稿3大スクープSP	巻内多作家	21	低(要確認)
125956	本当にあった〔○生〕怖かった大列伝SP	巻内多作家	21	低(要確認)
126675	ばく盛!本当にあった〔○生〕ここだけの話祭	巻内多作家	21	低(要確認)
129663	鉄本	巻内多作家	21	低(要確認)
130177	11人の名探偵	巻内多作家	21	低(要確認)
130922	Collar me	巻内多作家	21	低(要確認)
133278	〔○生〕片付けられない女SP 読者投稿ベスト	巻内多作家	21	低(要確認)
136895	ばく盛!本当にあった〔○生〕ここだけの話祭	巻内多作家	21	低(要確認)
137254	ぷち本当にあった愉快な話絶叫!!心霊max	巻内多作家	21	低(要確認)
137577	まんが 世界は秘密で出来ている!	巻内多作家	21	低(要確認)
137672	まんが知ってはいけない人気スターヤバい話	巻内多作家	21	低(要確認)
138602	アニパロコミックス	巻内多作家	21	低(要確認)
139813	カレー漫	巻内多作家	21	低(要確認)
143876	パンプキン	巻内多作家	21	低(要確認)
155871	新世紀エヴァンゲリオンコミックトリビュート	編+巻内多作家	21	低(要確認)
156840	本当にあった〔○生〕春の読者投稿3大スクープSP	巻内多作家	21	低(要確認)
158624	潜入!ニッポンの裏現場24時!!	巻内多作家	21	低(要確認)
159061	特選満点めし	巻内多作家	21	低(要確認)
159062	特選満点めし	巻内多作家	21	低(要確認)
342	アニメ・マンガ・戦争	巻内多作家	20	低(要確認)
2372	清楚な彼女が肉食女子って本当ですか?	巻内多作家	20	低(要確認)
47631	感じる美少女これくしょん	巻内多作家	20	低(要確認)
47645	絶頂!ももいろガールズ性活指導中	巻内多作家	20	低(要確認)
61317	TV・芸能禁断の裏ネタ	巻内多作家	20	低(要確認)
71097	まんが芸能界の正体アイドル残酷物語	巻内多作家	20	低(要確認)
71264	みるきぃ・りっぷ	巻内多作家	20	低(要確認)
75971	クラスのアイドルが俺の彼女でゴメン	巻内多作家	20	低(要確認)
78141	スカートの中の秘密	巻内多作家	20	低(要確認)
84673	マジ美少女1000%	巻内多作家	20	低(要確認)
90056	俺の彼女たちが激しく求めてきて困るんだが	巻内多作家	20	低(要確認)
109610	生ムスメカノジョの発情方程式	巻内多作家	20	低(要確認)
111005	短篇集ヒミツキチ	巻内多作家	20	低(要確認)
121122	マジキュー4コマ ひぐらしのなく頃に	巻内多作家	20	低(要確認)
121215	スゴ盛!本当にあった〔○生〕ここだけの話極	巻内多作家	20	低(要確認)
121977	Hello! Harta	巻内多作家	20	低(要確認)
122095	赤川次郎ミステリー三毛猫ホームズと名探偵たち	巻内多作家	20	低(要確認)
123830	実録!裏社会に生きる男たち	巻内多作家	20	低(要確認)
124495	本当にあった〔○生〕ここだけの話超	巻内多作家	20	低(要確認)
124521	みんなの〔○秘〕エッチスペシャル!!本当にあった赤っ恥読者体験談!!	巻内多作家	20	低(要確認)
125891	〔○生〕妊娠出産スクープ読者投稿ベスト	巻内多作家	20	低(要確認)
125905	ぷち本当にあった愉快な話 激コワ!!心霊MAX	巻内多作家	20	低(要確認)
125910	ぷち本当にあった愉快な話マジ恐!心霊プレミアム	巻内多作家	20	低(要確認)
125944	メガ盛!本当にあった〔○生〕九死に一生体験SP	巻内多作家	20	低(要確認)
126678	メガ盛!本当にあった(生)すっぽん妊娠出産SP	巻内多作家	20	低(要確認)
127606	Party! 東日本大震災チャリティー漫画本	巻内多作家	20	低(要確認)
127840	コミックブレイド海賊本	巻内多作家	20	低(要確認)
128246	On blue	巻内多作家	20	低(要確認)
132790	The女装少年	巻内多作家	20	低(要確認)
133079	on BLUE	巻内多作家	20	低(要確認)
140756	コミック乱TWINSセレクション	巻内多作家	20	低(要確認)
141061	サスペンス＆ミステリーコミック本格セレクション	巻内多作家	20	低(要確認)
141062	サスペンス＆ミステリーコミック本格セレクション	巻内多作家	20	低(要確認)
143870	パンプキン	巻内多作家	20	低(要確認)
143871	パンプキン	巻内多作家	20	低(要確認)
145053	マジキュー4コマ Fate/hollow ataraxia	巻内多作家	20	低(要確認)
145054	マジキュー4コマ Fate/stay night	巻内多作家	20	低(要確認)
145055	マジキュー4コマ Fate/stay night	巻内多作家	20	低(要確認)
145057	マジキュー4コマ ひぐらしのなく頃に	巻内多作家	20	低(要確認)
145058	マジキュー4コマ ひぐらしのなく頃に	巻内多作家	20	低(要確認)
145060	マジキュー4コマ ひぐらしのなく頃に	巻内多作家	20	低(要確認)
146321	レモンキッズ	巻内多作家	20	低(要確認)
152375	実録!体験談刑務所の中	巻内多作家	20	低(要確認)
152377	実録!男たちの〔○裏〕調査ファイル	巻内多作家	20	低(要確認)
152391	実録怖い島	巻内多作家	20	低(要確認)
158656	激盛!本当にあった〔○生〕マジギレ悪徳業者SP	巻内多作家	20	低(要確認)
2371	性活指導・愛の生イキレッスン	巻内多作家	19	低(要確認)
18948	積極女子にヤラれたい!攻め女の痴態フルコース	巻内多作家	19	低(要確認)
19498	悩殺ボディ!豊満ムチムチのsexy美女が大集合!!	巻内多作家	19	低(要確認)
25461	Bisyoujyo no majiwari	巻内多作家	19	低(要確認)
55627	ぷるるんハーレム注意報っ!	巻内多作家	19	低(要確認)
65347	がーぱら!	巻内多作家	19	低(要確認)
72560	アイドル美少女マスター	巻内多作家	19	低(要確認)
76699	コミック怖すぎる!!恐怖体験総集編	巻内多作家	19	低(要確認)
90188	倒産したらこうなった	巻内多作家	19	低(要確認)
103080	新世紀エヴァンゲリオン鋼鉄のガールフレンド4コマギャグバトル	巻内多作家	19	低(要確認)
104184	最強アウトロー伝説	巻内多作家	19	低(要確認)
120823	THE鉄道漫画	巻内多作家	19	低(要確認)
121604	怪奇宴	巻内多作家	19	低(要確認)
122926	呪!ケータイ	巻内多作家	19	低(要確認)
125904	ぷち本当にあった愉快な話 死ぬかと思ったEX	巻内多作家	19	低(要確認)
125930	ぷち本当にあった愉快な話職場がブラックすぎるEX	巻内多作家	19	低(要確認)
127833	コミックFantasy	巻内多作家	19	低(要確認)
128367	Fellows!	巻内多作家	19	低(要確認)
129120	ひらり、	巻内多作家	19	低(要確認)
131200	Equal5周年限定小冊子	巻内多作家	19	低(要確認)
133783	いただき〔□／〕幸せごはん	巻内多作家	19	低(要確認)
136893	ばく盛!本当にあった〔○生〕ここだけの話祭	巻内多作家	19	低(要確認)
136932	ひぐらしのなく頃に4コマKINGDOM	巻内多作家	19	低(要確認)
137009	ひと晩1億!!裏ギャンブルに賭ける男たち	巻内多作家	19	低(要確認)
138284	わたし、視えるんです。	巻内多作家	19	低(要確認)
138603	アニパロ美姫	巻内多作家	19	低(要確認)
140754	コミック乱TWINSセレクション	巻内多作家	19	低(要確認)
