isbn13	date	publisher	series	volume	title	kana	creators	creators_roled
9784065387474	2025.3	講談社	KCx	7	王太子様、私今度こそあなたに殺されたくないんです! : 聖女に嵌められた貧乏令嬢、二度目は串刺し回避します! 7	オウタイシサマワタシコンドコソアナタニコロサレタクナインデス:セイジョニハメラレ	おしばなお/岡達, 英茉	おしばなお:漫画/岡達英茉:原作/先崎真琴:キャラクター原案
9784098728848	2025.3	小学館	ベツコミフラワーコミックススペシャル	1	王と后 = King and Queen. 1	オウトキサキ	芒, 其之一/小出, 真朱/深山, くのえ	芒其之一:作画/小出真朱:構成/深山くのえ:原作/笹原亜美:キャラクター原案
9784758086592	2025.3	一迅社	IDコミックス. Zero-sum comics	3	お母様の言うとおり! 3	オカアサマノイウトオリ!	うき太郎/ふみ, pub. 2023	うき太郎 コミック:/ふみ:原作
9784866697444	2025.3	Jパブリッシング	arca comics		押しかけサタンは恋をしらない	オシカケサタンワコイオシラナイ	星, かっぺ	星かっぺ:著
9784832296176	2025.3	芳文社	Manga time KR comics. Ki	1	押しかけ女房、コドモ付き! 1	オシカケニョウボウ、コドモツキ!	とめきち	とめきち:著
9784868120353	2025.3	ワニマガジン社	WANIMAGAZINE COMICS SPEC		処女の微熱	オトメノビネツ	百済児廿日 著	百済児廿日:著
9784065387207	2025.3	講談社	KCDX. 週刊少年マガジン	2	おやすみふみさん = Good night Fumi-san. 2	オヤスミフミサン	白石, 暦	白石暦:著
9784758028608	2025.3	一迅社	IDコミックス. Gateau comics		俺たち新婚なので	オレタチシンコンナノデ	白松	白松:
9784065389201	2025.3	講談社	ヤンマガKC	15	解雇された暗黒兵士〈30代〉のスローなセカンドライフ. 15	カイコサレタアンコクヘイシサンジュウダイノスローナセカンドライフ	岡沢, 六十四/るれくちぇ	岡沢六十四:原作/るれくちぇ:漫画/sage・ジョー:キャラクター原案
9784065389195	2025.3	講談社	ヤンマガKC	2	怪獣カムイ. 2	カイジュウカムイ	有馬, 慎太郎	有馬慎太郎:著
9784758028714	2025.3	一迅社	IDコミックス. Howl comics	1	カガミタタリ. 1	カガミタタリ	ウェルザード, 1979-/竹鶏, 三歩	ウェルザード:原作/竹鶏三歩:漫画
9784596723581	2025.3	ハーパーコリンズ・ジャパン	ハーレクインコミックス・パール ; サ11-13		片恋にさよならを	カタコイニサヨナラオ	さちみ, りほ/Child, Maureen	さちみりほ:著/モーリーン・チャイルド:原作
9784864425261	2025.3	東京漫画社	MARBLE COMICS		堅物同僚男子を抱いてみたら	カタブツドウリョウダンシオダイテミタラ	麻井, あらた	麻井あらた:著
9784800015556	2025.3	マッグガーデン	MGC. Web comic beat&#39;	1	かませ犬の王冠. 1	カマセイヌノレガリア	しなちく	しなちく:
9784295021179	2025.3	インプレス		3	カメラバカにつける薬. 3	カメラバカニツケルクスリ	飯田, ともき, 1984-	飯田ともき:著
9784065389416	2025.3	講談社	ヤンマガKC	2	カラミざかRe: : 転生したら坊主だったDT. 2	カラミザカリ:リボーンシタラボウズダッタディーティー	成龍, ハジメ/坂本, あかみ	成龍ハジメ:原作/坂本あかみ:漫画/桂あいり:原案
9784596723604	2025.3	ハーパーコリンズ・ジャパン	ハーレクインコミックス・クラウン ; フ7-08		貴公子と床磨きの乙女	キコウシトユカミガキノオトメ	藤田, 和子, 1957-/Crews, Caitlin	藤田和子:著/ケイトリン・クルーズ:原作
9784099431921	2025.3	小学館	Big superior comics spec	25	機動戦士ガンダムサンダーボルト. 25	キドウセンシガンダムサンダーボルト	太田垣, 康男, 1967-	太田垣康男:著
9784098633739	2025.3	小学館	BIG SUPERIOR COMICS SPEC	25	機動戦士ガンダムサンダーボルト 25	キドウセンシガンダムサンダーボルト	太田垣 康男/矢立 肇/富野 由悠季	太田垣 康男／著:/矢立 肇／原案:/富野 由悠季／原案:
9784344855663	2025.3	サイコロブックス	サイコロコミックス		君の隣にはいられない	キミノトナリニワイラレナイ	けーき 著	けーき:著
9784785978921	2025.3	少年画報社	ぐる漫		今日もお疲れ 乾杯ごはん : ちらし寿司でビール! : 思い出食堂特別編集	キョウモオツカレカンパイゴハン:チラシズシデビール!:オモイデショクドウトクベツ		
9784065388204	2025.3	講談社	KCx	2	嫌われ者の令嬢は、私が愛しましょう。～いまさら溺愛してきても、もう遅いです!～ = I will love the hated daughter.Even if you dote on her now.it&#39;s already to	キラワレモノノレイジョウワワタシガアイシマショウイマサラデキアイシテキテモモウオ	暮田, 呉子/藍原, ナツキ	暮田呉子:原作/藍原ナツキ:漫画
9784758028721	2025.3	一迅社	IDコミックス. Howl comics	1	綺麗な君に殺されたい。. 1	キレイナキミニコロサレタイ。	芦花公園/芳野, 嗣	芦花公園:原作/芳野嗣:漫画
9784065389256	2025.3	講談社	ヤンマガKC	9	ギャルにぱちゃんはせまられたい. 9	ギャルニパチャンワセマラレタイ	歌鳴リナ	歌鳴リナ:著
9784823608254	2025.3	ジーオーティー	GOT COMICS	4	ギャルママえぶりでぃ. 4	ギャルママエブリディ	黒斗 著	黒斗:著
9784065389812	2025.3	講談社	KC Kiss	7	クジャクのダンス、誰が見た? = Who saw the peacock dance in the jungle? 7	クジャクノダンスダレガミタ	浅見, 理都	浅見理都:著
9784867944547	2025.3	TOブックス	コロナ・コミックス	1	薬師ヒナタは癒したい～ブラック医術ギルドを追放されたポーション師は商業ギルドで才能を開花させる～@COMIC. 1	クスシヒナタワイヤシタイブラックイジュツギルドオツイホウサレタポーションシワショ	らむ屋/月ノ, みんと/瑛来, イチ	らむ屋:著/月ノみんと:原作/植田亮:キャラクター原案/瑛来イチ:構成
9784065391358	2025.3	講談社	KCDX	6	グラぱらっ! 6	グラパラッ	桂, あいり/西木田, 景志	桂あいり:原作/西木田景志:漫画
9784088431413	2025.4	集英社	マーガレットコミックス	6	アオハル荘へようこそ = WELCOME TO APARTMENT AOHARU. 6	アオハルソウエヨウコソ	水野, 美波	水野美波:著
9784081152421	2025.4	集英社	SJR	11	秋本治のナイス!なチョイスこち亀live!! : こちら葛飾区亀有公園前派出所. 11	アキモトオサムノナイス!ナチョイスコチカメlive!!:コチラカツシカクカメアリ	秋本, 治, 1952-	秋本治:著
9784049164473	2025.4	KADOKAWA	電撃コミックスNEXT ; N649-01	1	アクアリウムは踊らない = The Aquarium does not dance. 1	アクアリウムワオドラナイ	冬眠, 結	冬眠結:漫画/橙々:原作
9784065387467	2025.4	講談社	KCx	10	悪食令嬢と狂血公爵 : その魔物、私が美味しくいただきます! 10	アクジキレイジョウトキョウケツコウシャク:ソノマモノワタシガオイシクイタダキマス	水辺, チカ/星, 彼方	水辺チカ:漫画/星彼方:原作/ペペロン:キャラクター原案
9784046847843	2025.4	KADOKAWA	フロースコミック	2	悪女皇后の専属侍女 = THE VILLAINESS EMPRESS&#39;S ATTENDANT. 2	アクジョコウゴウノセンゾクジジョ	Antstudio/zzaribo/haeyeon	Antstudio, zzaribo:漫画/haeyeon:原作/Antstudio 脚色:
9784049163933	2025.4	KADOKAWA	電撃コミックスNEXT ; N568-03	3	悪人面したB級冒険者 = B-GRADE ADVENTURER WITH A BAD GUY FACE : 主人公とその幼馴染たちのパパになる. 3	アクニンズラシタビーキュウボウケンシャ	こげめ/えんじ	こげめ:著/えんじ:原作/ハラカズヒロ:キャラクター原案
9784049163919	2025.4	KADOKAWA	電撃コミックスNEXT ; N584-03	3	悪役御曹司の勘違い聖者生活 : 二度目の人生はやりたい放題したいだけなのに. 3	アクヤクオンゾウシノカンチガイセイジャセイカツ:ニドメノジンセイワヤリタイホウダ	戦上, まい子/木の芽	戦上まい子:漫画/木の芽:原作/へりがる:キャラクター原案
9784800015716	2025.4	マッグガーデン	MGC. Avarus series	2	悪役令嬢として破滅フラグは全てへし折ってあげますわ! : いろんな手段であらゆる不幸に「ざまぁ」します : アンソロジーコミック. 2	アクヤクレイジョウトシテハメツフラグワスベテヘシオッテアゲマスワ!:イロンナシュ		
9784838733217	2025.4	マガジンハウス	isekai f	2	悪役令嬢はスローライフをエンジョイしたい! : やっと婚約破棄されたのに、第二王子がめっちゃストーカーしてくるんですけど…. 2	アクヤクレイジョウワスローライフオエンジョイシタイ:ヤットコンヤクハキサレタノニ	梅星, あやめ/雨宮, れん	梅星あやめ:漫画/雨宮れん:原作
9784396701581	2025.4	アイプロダクション	Melt comics		あなたはかわいい人 : 脱力系アンニュイ女子、執着ワンコにとろとろに愛される	アナタワカワイイヒト:ダツリョクケイアンニュイジョシ、シュウチャクワンコニトロト	兎山, もなか/夜桜, 左京	兎山もなか:原作/夜桜左京:漫画
9784800015808	2025.4	マッグガーデン	Blade comics. Pixiv	4	姉になりたい義姉vs百合になりたい義妹. 4	アネニナリタイアネvsユリニナリタイイモウト	森, pub. 2023	森:
9784049164435	2025.4	KADOKAWA	電撃コミックスNEXT ; N620-02	2	アプリコットファズ = APRICOT FUZZ. 2	アプリコットファズ	なぎと	なぎと:著
9784838733200	2025.4	マガジンハウス		1	甘くて辛くて酸っぱい = SWEET,SPICY,SOUR. 1	アマクテカラクテスッパイ	はしゃ, 1992-	はしゃ:著
9784065392300	2025.4	講談社	ヤンマガKC	3	アマチュアビジランテ = Amateur Vigilante. 3	アマチュアビジランテ	浅村, 壮平/内藤, 光太郎	浅村壮平:原作/内藤光太郎:漫画
9784065392416	2025.4	講談社	ヤンマガKC	9	雨夜の月 = the moon on a rainy night. 9	アマヨノツキ	くずしろ	くずしろ:著
9784046846624	2025.4	KADOKAWA	フロースコミック	11	ある日、お姫様になってしまった件について = ONE DAY,ABOUT THE MATTER THAT HAS SUDDENLY BECOME A PRINCESS. 11	アルヒオヒメサマニナッテシマッタケンニツイテ	Spoon/Plutus	Spoon:漫画/Plutus:原作
9784049163674	2025.4	KADOKAWA	電撃コミックスNEXT ; N535-04	4	ある魔女が死ぬまで : 終わりの言葉と始まりの涙. 4	アルマジョガシヌマデ:オワリノコトバトハジマリノナミダ	雨霰, けぬ/坂	雨霰けぬ:漫画/坂:原作/コレフジ:キャラクター原案
9784774732947	2025.4	コスミック出版	Kyun comics. Spicy whip		淡雪の匂い	アワユキノニオイ	塔栄, のりこ/夏目, かつら	塔栄のりこ:原作/夏目かつら:
9784065392249	2025.4	講談社	ヤンマガKC	15	アンダーニンジャ. 15	アンダーニンジャ	花沢, 健吾	花沢健吾:著
9784065390580	2025.4	講談社	KCDX. 週刊少年マガジン	10	異世界ウォーキング = Walking in another world. 10	イセカイウォーキング	あるくひと/小川, 慧	あるくひと:原作/小川慧:漫画/ゆーにっと:キャラクター原案
9784868120384	2025.4	ワニマガジン社	WANIMAGAZINE COMICS SPEC		異世界バッドエンド	イセカイバッドエンド	おもち 著	おもち:著
9784757598102	2025.4	スクウェア・エニックス	ガンガンコミックスpixiv	1	犬田さん. 1	イヌタサン	まったく, モー助	まったくモー助:著
9784048114837	2025.4	KADOKAWA	MANGAバルCOMICS	1	嘘つき陛下が私に執着する理由 = WHY IS HIS LYING MAJESTY SO OBSESSED WITH ME? 1	ウソツキヘイカガワタシニシュウチャクスルリユウ	琴子/甘夏, みのり	琴子:原作/甘夏みのり:漫画
9784757598270	2025.4	スクウェア・エニックス	G fantasy comics	3	美しいばけもの. 3	ウツクシイバケモノ	山本, 夜子	山本夜子:著
9784800015891	2025.4	マッグガーデン	MGC. Avarus series	6	裏切られたので、王妃付き侍女にジョブチェンジ! 6	ウラギラレタノデ、オウヒツキジジョニジョブチェンジ!	雉間, ちまこ/青山, 克己	雉間ちまこ:原作/青山克己:漫画
9784866538655	2025.4	コアマガジン	メガストアコミックスシリーズ ; No.793	上	裏本. 上	ウラボン	裏筋侍 著	裏筋侍:著
9784866538662	2025.4	コアマガジン	メガストアコミックスシリーズ ; No.794	下	裏本. 下	ウラボン	裏筋侍 著	裏筋侍:著
9784048996785	2025.4	ブシロードワークス	ブシロードコミックス		麗しき令嬢には秘密がある : 魔性の女と言わないで : アンソロジーコミック	ウルワシキレイジョウニワヒミツガアル:マショウノオンナトイワナイデ:アンソロジー		
9784088552491	2025.4	集英社	集英社ガールズコミックス	1	運命だから諦めて? = It&#39;s fate,so don&#39;t give up on me! 1	ウンメイダカラアキラメテ	はちのじ	はちのじ:著
9784065392348	2025.4	講談社	KCDX	12	笑顔のたえない職場です。. 12	エガオノタエナイショクバデス	くずしろ	くずしろ:著
9784040758671	2025.4	KADOKAWA	ドラゴンコミックスエイジ	3	エクソシストは不浄に抗う. 3	エクソシストワミダラニアラガウ	中嶋, 祐介	中嶋祐介 [著]:
9784785979058	2025.4	少年画報社	YKコミックス	3	エルフとバイクと帝国地理調査員と = Elf and Bike and Imperial Geographic Surveyor and…. 3	エルフトバイクトテイコクチリチョウサイント	磯本, つよし	磯本つよし:著
9784040758640	2025.4	KADOKAWA	ドラゴンコミックスエイジ	3	王子様の友達 = A PRINCE OF A FRIEND. 3	オウジサマノトモダチ	すけろく	すけろく [著]:
9784065391969	2025.4	講談社	KCx	5	王妃様は離婚したい : 異世界から聖女様が来たので、もうお役御免ですわね? 5	オウヒサマワリコンシタイ:イセカイカラセイジョサマガキタノデモウオヤクゴメンデス	明夜, 明琉/亜和, 美央斗	明夜明琉:原作/亜和美央斗:漫画/漣ミサ:キャラクター原案
9784065384336	2025.4	講談社		13	OTOMO THE COMPLETE WORKS. 13	オオトモザコンプリートワークス	大友, 克洋, 1954-	大友克洋:著
9784065384343	2025.4	講談社		7	OTOMO THE COMPLETE WORKS. 7	オオトモザコンプリートワークス	大友, 克洋, 1954-	大友克洋:著
9784758086776	2025.4	一迅社	IDコミックス. Zero-sum comics	3	お飾り妻は冷酷旦那様と離縁したい! : 実は溺愛されていたなんて知りません : アンソロジーコミック. 3	オカザリズマワレイコクダンナサマトリエンシタイ!:ジツワデキアイサレテイタナンテ		
9784757598119	2025.4	スクウェア・エニックス	ガンガンコミックスpixiv	1	お飾りの皇妃?なにそれ天職です! 1	オカザリノコウヒ?ナニソレテンショクデス!	雪野, ゆきの/湯殿, さゆ	雪野ゆきの, ゆき哉:原作/湯殿さゆ:漫画
9784065391297	2025.4	講談社	KCx	1	お菓子の家の魔女はやり直したい = The witch of the HEXENHAUS wants to reset. 1	オカシノイエノマジョワヤリナオシタイ	瀬田, ハルヒ	瀬田ハルヒ:著
9784047383074	2025.4	KADOKAWA	BEAM COMIX		小川千雪の妄想録	オガワチユキノモウソウロク	ニシハラ, ハコ, 1985-	ニシハラハコ:著
9784757598010	2025.4	スクウェア・エニックス	ガンガンコミックスonline	1	幼なじみな君がたまらなく大好き! 1	オサナナジミナキミガタマラナクダイスキ!	夏目, あやの	夏目あやの:
9784757598003	2025.4	スクウェア・エニックス	ガンガンコミックスonline	1	推しセフ : 推し声優のセフレ沼. 1	オシセフ:オシセイユウノセフレヌマ	香穂	香穂:著
9784088431284	2025.4	集英社	マーガレットコミックス	6	推しにガチ恋しちゃったら. 6	オシニガチコイシチャッタラ	春江, ひかる	春江ひかる:著
9784065387320	2025.4	講談社	シリウスKC	17	お嬢様の僕. 17	オジョウサマノシモベ	田口, ホシノ	田口ホシノ:著
9784758086783	2025.4	一迅社	IDコミックス. Rex comics	4	おちこぼれ騎士団はスケベスキルで成り上がります. 4	オチコボレキシダンワスケベスキルデナリアガリマス	まもウィリアムズ	まもウィリアムズ:
9784040758756	2025.4	KADOKAWA	ドラゴンコミックスエイジ		お茶目な奥さんとの日常茶番事	オチャメナオクサントノニチジョウサハンジ	ぎばちゃん	ぎばちゃん [著]:
9784757598249	2025.4	スクウェア・エニックス	ビッグガンガンコミックス	4	お伽の匣のレト. 4	オトギノハコノレト	三部, 敬	三部けい:著
9784041161746	2025.4	KADOKAWA	角川コミックス・エース	3	男嫌いな美人姉妹を名前も告げずに助けたら一体どうなる? 3	オトコギライナビジンシマイオナマエモツゲズニタスケタライッタイドウナル	司馬, 淳子/みょん	司馬淳子:漫画/みょん:原作/ぎうにう 原作イラスト:
9784757598287	2025.4	スクウェア・エニックス	G fantasy comics	1	お隣さんは得体が知れない. 1	オトナリサンワエタイガシレナイ	雪山, 氷	雪山氷:著
9784757597815	2025.4	スクウェア・エニックス	ガンガンコミックスup!	2	お隣の天使様にいつの間にか駄目人間にされていた件 : after the rain. 2	オトナリノテンシサマニイツノマニカダメニンゲンニサレテイタケン:afterthe	佐伯さん/ぷよ	佐伯さん:原作/ぷよ:漫画
9784049163889	2025.4	KADOKAWA	電撃コミックスNEXT ; N522-04	4	お前妹じゃなくて許嫁だったのかよ!? = YOU WEREN&#39;T MY SISTER,BUT MY FIANCE!? 4	オマエイモウトジャナクテイイナズケダッタノカヨ	未来人A/湯猫子	未来人A:原作/湯猫子:漫画
9784785979041	2025.4	少年画報社	YKコミックス		お前の眼鏡は間違っている!	オマエノメガネワマチガッテイル	小野寺, 浩二	小野寺浩二:著
9784785979003	2025.4	少年画報社	ぐる漫	No. 81 (から揚げ弁当♪編)	思い出食堂. No. 81 (から揚げ弁当♪編)	オモイデショクドウ		
9784040758718	2025.4	KADOKAWA	ドラゴンコミックスエイジ	1	俺堕ちスレイブヒーローコレクション = OREOCHI SLAVEHERO COLLECTION. 1	オレオチスレイブヒーローコレクション	ゆっ栗栖	ゆっ栗栖 [著]:
9784344855861	2025.4	幻冬舎コミックス	Birz comics = バーズコミックス. 		俺がおまえに恋してやんよ	オレガオマエニコイシテヤンヨ	ARUKU	ARUKU:
9784757597808	2025.4	スクウェア・エニックス	ガンガンコミックスup!	1	俺だけステータスオープンできる件 : 俺だけステータス確認できる世界でチートスキルもS級アイテムも選び放題. 1	オレダケステータスオープンデキルケン:オレダケステータスカクニンデキルセカイデチ	茨木野, 1991-/梶井, 祐	茨木野:原作/梶井祐:漫画
9784049163803	2025.4	KADOKAWA	電撃コミックスNEXT ; N491-06	6	女鍛冶師はお人好しギルドに拾われました : 新天地でがんばる鍛冶師生活. 6	オンナカジシワオヒトヨシギルドニヒロワレマシタ:シンテンチデガンバルカジシセイカ	日之影, ソラ/百井, 一途	日之影ソラ:原作/みつなり都:キャラクターデザイン/百井一途:作画
9784049163926	2025.4	KADOKAWA	電撃コミックスNEXT ; N589-02	2	怪奇古物商マヨイギ. 2	カイキコブツショウマヨイギ	髙川, ヨ志ノリ	髙川ヨ志ノリ:著
9784047384217	2025.4	KADOKAWA	BEAM COMIX	上	怪獣を解剖する. 上	カイジュウオカイボウスル	サイトウ, マド	サイトウマド:著
9784047384224	2025.4	KADOKAWA	BEAM COMIX	下	怪獣を解剖する. 下	カイジュウオカイボウスル	サイトウ, マド	サイトウマド:著
9784048114882	2025.4	KADOKAWA	MANGAバルCOMICS	Vol.1	廻生の血盟者 = Librale of reincarnation. Vol.1	カイセイノリベリアル	エターナル14歳	エターナル14歳:漫画
9784047384279	2025.4	KADOKAWA	BEAM COMIX		解剖、幽霊、密室 = Anatomy,Ghost,Secret	カイボウユウレイミッシツ	サイトウ, マド	サイトウマド:著
9784757597990	2025.4	スクウェア・エニックス	ガンガンコミックスonline	1	帰りの会をはじめます。 : いじめ裁判開廷. 1	カエリノカイオハジメマス。:イジメサイバンカイテイ	君塚, 力/日丘, 円	君塚力:原作/日丘円:漫画
9784065391273	2025.4	講談社	シリウスKC	8	かくりよの宿飯 : あやかしお宿に嫁入りします。. 8	カクリヨノヤドメシ:アヤカシオヤドニヨメイリシマス	冬葉, つがる/友麻, 碧/泉乃, せん	冬葉つがる:漫画/友麻碧:原作/泉乃せん:構成/Laruha:キャラクター原案
9784592225270	2025.4	白泉社	花とゆめCOMICS		樫木先生は私を推している!?	カシノキセンセイワワタクシオオシテイル	ソノヘンノ高橋	ソノヘンノ高橋:著
9784800015815	2025.4	マッグガーデン	Mag Garden comics eden	1	家政婦のクマさん. 1	カセイフノクマサン	蟻子	蟻子:著
9784065391006	2025.4	講談社	講談社コミックス. 週刊少年マガジン	27	カッコウの許嫁. 27	カッコウノイイナズケ	吉河, 美希	吉河美希:著
9784065390993	2025.4	講談社	講談社コミックス. SHONEN MAGAZIN	40	彼女、お借りします. 40	カノジョオカリシマス	宮島, 礼吏	宮島礼吏:著
9784065388785	2025.4	講談社	講談社コミックスデラックス. 月刊少年マガジン	9	capeta. 9	カペタ	曽田, 正人, 1968-/冨山, 玖呂	曽田正人, 冨山玖呂:著
9784344855847	2025.4	幻冬舎コミックス	Birz comics = バーズコミックス	12	神の手違いで死んだらチートガン積みで異世界に放り込まれました. 12	カミノテチガイデシンダラチートガンツミデイセカイニホウリコマレマシタ	かくろう/石神, 一威	かくろう:原作/石神一威:作画
9784757598133	2025.4	スクウェア・エニックス	ガンガンコミックスBLiss	3	カメレオンはてのひらに恋をする。. 3	カメレオンワテノヒラニコイオスル。	厘, てく	厘てく:著
9784757598140	2025.4	スクウェア・エニックス	ガンガンコミックスBLiss	3	カメレオンはてのひらに恋をする。. 3	カメレオンワテノヒラニコイオスル。	厘, てく	厘てく:著
9784824202499	2025.4	一二三書房	ビアンココミックス	6	彼氏います。. 6	カレシイマス	PIBI	PIBI:著
9784047383654	2025.4	KADOKAWA		7	可愛い嘘のカワウソ. 7	カワイイウソノカワウソ	Lommy	Lommy:著
9784065391907	2025.4	講談社	講談社コミックス別冊フレンド	10	カワイイなんて聞いてない!! 10	カワイイナンテキイテナイ	春藤, なかば	春藤なかば:著
9784065381960	2025.4	講談社	モーニングKC	9	艦隊のシェフ = Chef of the Fleet. 9	カンタイノシェフ	池田, 邦彦, 1965-/萩原, 玲二, 1967-	池田邦彦:原作/萩原玲二:作画
9784824011763	2025.4	オーバーラップ	ガルドコミックス	1	勘違い結婚 = MISUNDERSTANDING MARRIAGE : 偽りの花嫁のはずが、なぜか竜王陛下に溺愛されてます!? 1	カンチガイケッコン	森下, りんご/絹莢, にえり	森下りんご:原作/絹莢にえり:漫画/m g:キャラクター原案
9784757598256	2025.4	スクウェア・エニックス	ビッグガンガンコミックス	2	学園潜水艦隊マーメイドガールズ. 2	ガクエンセンスイカンタイマーメイドガールズ	深見, 真, 1977-/刻夜, セイゴ	深見真:原作/刻夜セイゴ:作画
9784065387405	2025.4	講談社	シリウスKC	4	騎士王の食卓 = KING OF KNIGHTS DINING TABLE. 4	キシオウノショクタク	ゆづか, 正成	ゆづか正成:著
9784065388273	2025.4	講談社	講談社コミックスデラックス. 月刊少年マガジン	2	傷口と包帯 = Wound &amp; Bandage. 2	キズグチトホウタイ	七井, 海星	七井海星:著
9784758019767	2025.4	一迅社	ベビードール×comics	2	鬼畜殿下のはずなのに、夜伽の時間が甘すぎます…ッ! : アンソロジー. 2	キチクデンカノハズナノニ、ヨトギノジカンガアマスギマス…ッ!:アンソロジー		
9784344855854	2025.4	幻冬舎コミックス	Birz comics = バーズコミックス. 	9	キッズログ. 9	キッズログ	葉芝, 真己	葉芝真己:
9784065385043	2025.4	講談社	KCデラックス	1	君をひとりにしてあげない. 1	キミオヒトリニシテアゲナイ	駄犬, ひろし	駄犬ひろし:著
9784046073686	2025.4	KADOKAWA		2	君の名は。 = your name. : 韓国語バイリンガル版. 2	キミノナワ	新海, 誠, 1973-/琴音, らんまる	新海誠:原作/琴音らんまる:漫画/カンミング 解説:
9784046073693	2025.4	KADOKAWA		3	君の名は。 = your name. : 韓国語バイリンガル版. 3	キミノナワ	新海, 誠, 1973-/琴音, らんまる	新海誠:原作/琴音らんまる:漫画/カンミング 解説:
9784065388297	2025.4	講談社	講談社コミックス. monthly shonen	30	Q.E.D.iff : 証明終了. 30	キューイーディーイフ:ショウメイシュウリョウ	加藤, 元浩, 1966-	加藤元浩:著
9784910526782	2025.4	シュークリーム	ShuCream GW COMICS		今日が人生最後の日	キョウガジンセイサイゴノヒ	Lust, Ulli, 1967-/鵜田, 良江, 1970-	ウリ・ルスト:著/鵜田良江:訳
9784757597846	2025.4	スクウェア・エニックス	ガンガンコミックスup!	6	凶乱令嬢ニア・リストン : 病弱令嬢に転生した神殺しの武人の華麗なる無双録. 6	キョウランレイジョウニア・リストン:ビョウジャクレイジョウニテンセイシタカミゴロ	南野, 海風/古代, 甲	南野海風:原作/古代甲:漫画
9784757597907	2025.4	スクウェア・エニックス	ガンガンコミックス	2	切崎花梨は殺させない. 2	キリサキカリンワコロサセナイ	土日, 月/雨本, 明之	土日月:原作/雨本明之:漫画
9784087920994	2025.4	集英社		7	銀太郎さんお頼み申す. 7	ギンタロウサンオタノミモウス	東村, アキコ, 1975-	東村アキコ:著
9784861174728	2025.4	文苑堂	バベルコミックス		くぎづけはーと	クギズケハート	Flugel 著	Flugel:著
9784048114868	2025.4	KADOKAWA	MANGAバルCOMICS	01	くまぐらし. 01	クマグラシ	野田, 宏/若松, 卓宏, 1982-	野田宏:原作/若松卓宏:作画
9784041159361	2025.4	KADOKAWA	角川コミックス・エース	7	クラス最安値で売られた俺は、実は最強パラメーター. 7	クラスサイヤスネデウラレタオレワジツワサイキョウパラメーター	RYOMA/カンブリア爆発太郎	RYOMA:原作/カンブリア爆発太郎:漫画/黒井ススム:キャラクター原案
9784065391938	2025.4	講談社	KCデザート	2	鐵くんと最強の恋 = The strongest love with Kurogane-kun. 2	クロガネクントサイキョウノコイ	緒沢, 亜美	緒沢亜美:著
9784049163759	2025.4	KADOKAWA	電撃コミックスNEXT ; N619-02	2	ぐ～たら猫またとおせっかい男子. 2	グータラネコマタトオセッカイダンシ	室長, サオリ	室長サオリ:著
9784049163780	2025.4	KADOKAWA	電撃コミックスNEXT ; N608-02	2	グラン&amp;グルメ : 器用貧乏な転生勇者が始める辺境スローライフ. 2	グランアンドグルメ:キヨウビンボウナテンセイユウシャガハジメルヘンキョウスローラ	えりまし, 圭多/雛咲, 葉	えりまし圭多:原作/雛咲葉:作画/榊原瑞紀:キャラクターデザイン
9784344855830	2025.4	幻冬舎コミックス	Birz comics = バーズコミックス	1	グレイトデッドフル. 1	グレイトデッドフル	小林, ユミヲ	小林ユミヲ:
9784823608384	2025.4	ジーオーティー	GOT COMICS		群青モラトリアム	グンジョウモラトリアム	べってぃ 著	べってぃ:著
9784757597969	2025.4	スクウェア・エニックス	ガンガンコミックスonline	3	結婚しよう。離婚前提で。. 3	ケッコンシヨウ。リコンゼンテイデ。	咲口, 東	咲口東:著
9784575421378	2025.4	双葉社	モンスターコミックス	1	ゲーム知識で最強に成ったモブ兵士は、真の実力を隠したい. 1	ゲームチシキデサイキョウニナッタモブヘイシワシンノジツリョクオカクシタイ	二時, 八/岸本, 和葉	二時八:漫画/岸本和葉:原作/星らすく:キャラクター原案
9784049164596	2025.4	KADOKAWA	Dengeki Comics EX ; DE32	1	恋色の境界 = Border of Love Colors. 1	コイイロノキョウカイ	水山, めろ	水山めろ:漫画
9784344855748	2025.4	幻冬舎コミックス	Birz comics = バーズコミックス. 		恋よりさきに、キスをした	コイヨリサキニ、キスオシタ	崎谷, はるひ/街子, マドカ	崎谷はるひ:原作/街子マドカ:作画
9784065399026	2025.4	講談社			攻殻機動隊MESSED MESH AMBITIONS = MESSED MESH AMBITIONS THE GHOST IN THE SHELL	コウカクキドウタイメスドメッシュアンビションズ	M.M.A.編集室 編	M.M.A.編集室:編
9784048114820	2025.4	KADOKAWA	MANGAバルCOMICS	1	公爵家の愛されニセ幼女 = The beloved fake little girl of the Duke family. 1	コウシャクケノアイサレニセヨウジョ	琴子/ももやま	琴子:原作/ももやま:漫画
9784800015839	2025.4	マッグガーデン	MGC. Web comic beat&#39;	8	侯爵嫡男好色物語 : 異世界ハーレム英雄戦記. 8	コウシャクチャクナンコウショクモノガタリ:イセカイハーレムエイユウセンキ	AL/GEN	AL:原作/GEN:漫画
9784046846839	2025.4	KADOKAWA	fleur comics		焦がれた糸を結んでおやすみ	コガレタイトオムスンデオヤスミ	内海, ロング	内海ロング:著
9784046847263	2025.4	KADOKAWA			こぐまくんとハムさん	コグマクントハムサン	こぐま, ひかり	こぐまひかり:著
