isbn	db_slug	db_title	db_author	src_title(種1/楽天)	src_author
9784813760269	hayami-shachou-sono-kiss-no-wake-o-oshiete	速水社長、そのキスの理由(わけ)を教えて	勝川ユミ;藤本正二	速水社長、そのキスの理由(わけ)を教えて	シラカワイチ;紅カオル	AUTHOR_DIFF
9784813760306	hayami-shachou-sono-kiss-no-wake-o-oshiete	速水社長、そのキスの理由(わけ)を教えて	勝川ユミ;藤本正二	速水社長、そのキスの理由(わけ)を教えて	シラカワイチ;紅カオル	AUTHOR_DIFF
9784821137954	hayano-sensei-no-aijou-hyougen-ga-kyou-mo-okashii	早野先生の愛情表現が今日もおかしい	イチコ漫画家	早野先生の愛情表現が今日もおかしい	イチコ	AUTHOR_DIFF
9784821138739	hayano-sensei-no-aijou-hyougen-ga-kyou-mo-okashii	早野先生の愛情表現が今日もおかしい	イチコ漫画家	早野先生の愛情表現が今日もおかしい	イチコ	AUTHOR_DIFF
9784049129762	hayasegawa-kun-to-megami-na-onee-san	早瀬川君と女神なお姉さん	ユメノ	早瀬川君と女神なお姉さん = Hayas	チクワ	AUTHOR_DIFF
9784049133523	hayasegawa-kun-to-megami-na-onee-san	早瀬川君と女神なお姉さん	ユメノ	早瀬川君と女神なお姉さん = Hyase	チクワ	AUTHOR_DIFF
9784821139965	hayato-kun-to-saho-chan-wa-honjitsu-mo-ichaama	隼人くんと早穂ちゃんは本日もいちゃ甘。	ナツミ理奈	隼人くんと早穂ちゃんは本日もいちゃ甘。 	久遠アユム	AUTHOR_DIFF
9784821127634	hayato-kun-to-saho-chan-wa-honjitsu-mo-ichaama	隼人くんと早穂ちゃんは本日もいちゃ甘。	ナツミ理奈	隼人くんと早穂ちゃんは本日もいちゃ甘。 	久遠アユム	AUTHOR_DIFF
9784837970958	hayawakari-comic-sangokushi	早わかりコミック三國志	トミ新蔵	早わかりコミック三國志（上（〈覇権をめぐ	守屋洋;臣新蔵	AUTHOR_DIFF
9784837970965	hayawakari-comic-sangokushi	早わかりコミック三國志	トミ新蔵	早わかりコミック三國志（中（〈智略の激突	守屋洋;臣新蔵	AUTHOR_DIFF
9784837970972	hayawakari-comic-sangokushi	早わかりコミック三國志	トミ新蔵	早わかりコミック三國志（下（〈最後の死闘	守屋洋;臣新蔵	AUTHOR_DIFF
9784046808769	hazukashigariya-no-tsuma-to-shinkon-seikatsu-hajimemashita	恥ずかしがり屋の妻と新婚生活はじめました	的場リョウ	恥ずかしがり屋の妻と新婚生活はじめました	桐灰キネソ	AUTHOR_DIFF
9784046816122	hazukashigariya-no-tsuma-to-shinkon-seikatsu-hajimemashita	恥ずかしがり屋の妻と新婚生活はじめました	的場リョウ	恥ずかしがり屋の妻と新婚生活はじめました	桐灰キネソ	AUTHOR_DIFF
9784046824585	hazukashigariya-no-tsuma-to-shinkon-seikatsu-hajimemashita	恥ずかしがり屋の妻と新婚生活はじめました	的場リョウ	恥ずかしがり屋の妻と新婚生活はじめました	桐灰キネソ	AUTHOR_DIFF
9784046833709	hazukashigariya-no-tsuma-to-shinkon-seikatsu-hajimemashita	恥ずかしがり屋の妻と新婚生活はじめました	的場リョウ	恥ずかしがり屋の妻と新婚生活はじめました	桐灰キネソ	AUTHOR_DIFF
9784575853766	hazukashisou-na-kao-de-oppai-misete-moraitai	恥ずかしそうな顔でおっぱい見せてもらいた	河内和泉	恥ずかしそうな顔でおっぱい見せてもらいた	アンソロジー;カザマアヤミ	AUTHOR_DIFF
9784575854244	hazukashisou-na-kao-de-oppai-misete-moraitai	恥ずかしそうな顔でおっぱい見せてもらいた	河内和泉	恥ずかしそうな顔でおっぱい見せてもらいた	アンソロジー;ゴクゲツ	AUTHOR_DIFF
9784575854664	hazukashisou-na-kao-de-oppai-misete-moraitai	恥ずかしそうな顔でおっぱい見せてもらいた	河内和泉	恥ずかしそうな顔でおっぱい見せてもらいた	アンソロジー;モモシカ藤子	AUTHOR_DIFF
9784575855579	hazukashisou-na-kao-de-oppai-misete-moraitai	恥ずかしそうな顔でおっぱい見せてもらいた	河内和泉	恥ずかしそうな顔でおっぱい見せてもらいた	アトキ;アンソロジー	AUTHOR_DIFF
9784575856316	hazukashisou-na-kao-de-oppai-misete-moraitai	恥ずかしそうな顔でおっぱい見せてもらいた	河内和泉	恥ずかしそうな顔でおっぱい見せてもらいた	アンソロジー;秋津貴央	AUTHOR_DIFF
9784575856668	hazukashisou-na-kao-de-oppai-misete-moraitai	恥ずかしそうな顔でおっぱい見せてもらいた	河内和泉	恥ずかしそうな顔でおっぱい見せてもらいた	アキヅキ弥;アヤミ;ウスベニ桜子;カ	AUTHOR_DIFF
9784575857078	hazukashisou-na-kao-de-oppai-misete-moraitai	恥ずかしそうな顔でおっぱい見せてもらいた	河内和泉	恥ずかしそうな顔でおっぱい見せてもらいた	アンソロジー;出雲アユカ	AUTHOR_DIFF
9784575858891	hazukashisou-na-kao-de-oppai-misete-moraitai	恥ずかしそうな顔でおっぱい見せてもらいた	河内和泉	恥ずかしそうな顔でおっぱい見せてもらいた	アンソロジー;イクタタカノン	AUTHOR_DIFF
9784575859430	hazukashisou-na-kao-de-oppai-misete-moraitai	恥ずかしそうな顔でおっぱい見せてもらいた	河内和泉	恥ずかしそうな顔でおっぱい見せてもらいた	アンソロジー;モコヤマ仁	AUTHOR_DIFF
9784865544848	hazure-skill-mappingu-o-te-ni-shita-shounen-wa-saikyou-party-to-dungeon-ni-idomu	外れスキル〈地図化(マッピング)〉を手に	(unknown)	外れスキル〈地図化(マッピング)〉を手に	savan;雫綺一生;鴨野ウドン	AUTHOR_DIFF
9784865546286	hazure-skill-mappingu-o-te-ni-shita-shounen-wa-saikyou-party-to-dungeon-ni-idomu	外れスキル〈地図化(マッピング)〉を手に	(unknown)	外れスキル〈地図化(マッピング)〉を手に	savan;雫綺一生;鴨野ウドン	AUTHOR_DIFF
9784865548594	hazure-skill-mappingu-o-te-ni-shita-shounen-wa-saikyou-party-to-dungeon-ni-idomu	外れスキル〈地図化(マッピング)〉を手に	(unknown)	外れスキル〈地図化(マッピング)〉を手に	savan;雫綺一生;鴨野ウドン	AUTHOR_DIFF
9784812453445	heart-ni-goyoujin	ハートにご用心	内田カヲル	ハートにご用心	内田カオル	AUTHOR_DIFF
9784776746188	heart-no-alice	ハートのアリス	真敷ヒサメ	ハートのアリス	三浦ヒラク	AUTHOR_DIFF
9784776747505	heart-no-alice	ハートのアリス	真敷ヒサメ	ハートのアリス	三浦ヒラク	AUTHOR_DIFF
9784776749561	heart-no-alice	ハートのアリス	真敷ヒサメ	ハートのアリス	三浦ヒラク	AUTHOR_DIFF
9784063177169	heart-no-shoumei	ハートの証明	中村真理子	ハートの証明	中村真理子(漫画家)	AUTHOR_DIFF
9784396763312	heart-o-uchinomese	ハートを打ちのめせ!	ジョージ朝倉	ハ-トを打ちのめせ！	ジョ-ジ朝倉	AUTHOR_DIFF
9784257901068	heart-of-stone	ハートオブストーン	真行寺タツヤ	ハートオブストーン	富本タツヤ	AUTHOR_DIFF
9784091350725	heart	HEART	高田リエ	Heart	前田恵津子	AUTHOR_DIFF
9784908406966	heartstopper	ハートストッパー	osemanalice	ハートストッパー	アリスオズマン;牧野琴子	AUTHOR_DIFF
9784908406973	heartstopper	ハートストッパー	osemanalice	ハートストッパー	アリスオズマン;牧野琴子	AUTHOR_DIFF
9784908406980	heartstopper	ハートストッパー	osemanalice	ハートストッパー	アリスオズマン;牧野琴子	AUTHOR_DIFF
9784910352008	heartstopper	ハートストッパー	osemanalice	ハートストッパー	アリスオズマン;牧野琴子	AUTHOR_DIFF
9784910352770	heartstopper	ハートストッパー	osemanalice	ハートストッパー.	アリスオズマン;牧野琴子	AUTHOR_DIFF
9784882711766	heaven-2001	HEAVEN	王欣太	Heaven（1）	高群保	AUTHOR_DIFF
9784882712534	heaven-2001	HEAVEN	王欣太	Heaven（2）	高群保	AUTHOR_DIFF
9784253230834	heaven-eleven	HEAVENイレブン	大和田秀樹	Heavenイレブン（1）	大和田秀樹(漫画家)	AUTHOR_DIFF
9784253230841	heaven-eleven	HEAVENイレブン	大和田秀樹	Heavenイレブン（2）	大和田秀樹(漫画家)	AUTHOR_DIFF
9784253230858	heaven-eleven	HEAVENイレブン	大和田秀樹	Heavenイレブン（3）	大和田秀樹(漫画家)	AUTHOR_DIFF
9784253230865	heaven-eleven	HEAVENイレブン	大和田秀樹	Heavenイレブン（4）	大和田秀樹(漫画家)	AUTHOR_DIFF
9784253230872	heaven-eleven	HEAVENイレブン	大和田秀樹	Heavenイレブン（5）	大和田秀樹(漫画家)	AUTHOR_DIFF
9784098614639	heaven-no-tenbin	ヘブンの天秤	村崎ハネル	ヘブンの天秤 = Heaven's Ba	浄土ルル	AUTHOR_DIFF
9784098616015	heaven-no-tenbin	ヘブンの天秤	村崎ハネル	ヘブンの天秤 = Heaven's Ba	浄土ルル	AUTHOR_DIFF
9784098625468	heaven-no-tenbin	ヘブンの天秤	村崎ハネル	ヘブンの天秤 = Heaven's Ba	浄土ルル	AUTHOR_DIFF
9784098627097	heaven-no-tenbin	ヘブンの天秤	村崎ハネル	ヘブンの天秤	浄土ルル	AUTHOR_DIFF
9784408432632	hebi	蛇	楳図カズオ	蛇	井口カノン	AUTHOR_DIFF
9784861769184	hebigami-sama-to-nie-no-hanahime	蛇神さまと贄の花姫	akr	蛇神さまと贄の花姫	蓮水リク	AUTHOR_DIFF
9784867150139	hebigami-sama-to-nie-no-hanahime	蛇神さまと贄の花姫	akr	蛇神さまと贄の花姫	蓮水リク	AUTHOR_DIFF
9784867150238	hebigami-sama-to-nie-no-hanahime	蛇神さまと贄の花姫	akr	蛇神さまと贄の花姫	蓮水リク	AUTHOR_DIFF
9784867150429	hebigami-sama-to-nie-no-hanahime	蛇神さまと贄の花姫	akr	蛇神さまと贄の花姫	蓮水リク	AUTHOR_DIFF
9784867150740	hebigami-sama-to-nie-no-hanahime	蛇神さまと贄の花姫	akr	蛇神さまと贄の花姫	蓮水リク	AUTHOR_DIFF
9784867151006	hebigami-sama-to-nie-no-hanahime	蛇神さまと贄の花姫	akr	蛇神さまと贄の花姫	蓮水リク	AUTHOR_DIFF
9784867151112	hebigami-sama-to-nie-no-hanahime	蛇神さまと贄の花姫	akr	蛇神さまと贄の花姫	蓮水リク	AUTHOR_DIFF
9784867151273	hebigami-sama-to-nie-no-hanahime	蛇神さまと贄の花姫	akr	蛇神さまと贄の花姫	蓮水リク	AUTHOR_DIFF
9784867151365	hebigami-sama-to-nie-no-hanahime	蛇神さまと贄の花姫	akr	蛇神さまと贄の花姫	蓮水リク	AUTHOR_DIFF
9784867151518	hebigami-sama-to-nie-no-hanahime	蛇神さまと贄の花姫	akr	蛇神さまと贄の花姫	蓮水リク	AUTHOR_DIFF
9784065238035	hebio	ヘビオ	白樺鹿夜	ヘビオ : 寄宿舎人外ダヰアリー	モコ	AUTHOR_DIFF
9784065284674	hebio	ヘビオ	白樺鹿夜	ヘビオ : 寄宿舎人外ダヰアリー	モコ	AUTHOR_DIFF
9784592220893	heian-akashi-ayakashi-onmyouji	平安あかしあやかし陰陽師	コハクpub2021;星月渉	平安あかしあやかし陰陽師	コハク;沙月;遠藤遼	AUTHOR_DIFF
9784592220909	heian-akashi-ayakashi-onmyouji	平安あかしあやかし陰陽師	コハクpub2021;星月渉	平安あかしあやかし陰陽師	コハク;沙月;遠藤遼	AUTHOR_DIFF
9784091721129	heian-joururi-monogatari	平安情瑠璃物語	竹宮惠子	平安情瑠璃物語	竹宮恵子	AUTHOR_DIFF
9784122045286	heian-joururi-monogatari	平安情瑠璃物語	竹宮惠子	平安情瑠璃物語	竹宮恵子	AUTHOR_DIFF
9784775915318	heigenji	平原児	桑田二郎	平原児	桑田次郎	AUTHOR_DIFF
9784065138595	heilang	黒狼(ヘイラン)	ミヤコカック	黒狼(ヘイラン) = HEI-LANG	百地元	AUTHOR_DIFF
9784065155295	heilang	黒狼(ヘイラン)	ミヤコカック	黒狼(ヘイラン) = HEI-LANG	百地元	AUTHOR_DIFF
9784065178997	heilang	黒狼(ヘイラン)	ミヤコカック	黒狼(ヘイラン) = HEI-LANG	百地元	AUTHOR_DIFF
9784065352151	heisei-haizanhei-sumire-chan	平成敗残兵すみれちゃん	野田大輔	平成敗残兵すみれちゃん	里見u	AUTHOR_DIFF
9784065365403	heisei-haizanhei-sumire-chan	平成敗残兵すみれちゃん	野田大輔	平成敗残兵すみれちゃん	里見u	AUTHOR_DIFF
9784065379028	heisei-haizanhei-sumire-chan	平成敗残兵すみれちゃん	野田大輔	平成敗残兵すみれちゃん	里見u	AUTHOR_DIFF
9784065399491	heisei-haizanhei-sumire-chan	平成敗残兵すみれちゃん	野田大輔	平成敗残兵すみれちゃん	里見u	AUTHOR_DIFF
9784065408490	heisei-haizanhei-sumire-chan	平成敗残兵すみれちゃん	野田大輔	平成敗残兵すみれちゃん	里見u	AUTHOR_DIFF
9784065417584	heisei-haizanhei-sumire-chan	平成敗残兵すみれちゃん	野田大輔	平成敗残兵すみれちゃん	里見u	AUTHOR_DIFF
9784065428818	heisei-haizanhei-sumire-chan	平成敗残兵すみれちゃん	野田大輔	平成敗残兵すみれちゃん	里見u	AUTHOR_DIFF
9784867208113	heisei-namaiki-idol-sama-ga-zutto-tsuiteru	平成ナマイキアイドル様がずっと憑いてる	三嶋ショウ子	平成ナマイキアイドル様がずっと憑いてる	トメオニギリ	AUTHOR_DIFF
9784867208465	heisei-namaiki-idol-sama-ga-zutto-tsuiteru	平成ナマイキアイドル様がずっと憑いてる	三嶋ショウ子	平成ナマイキアイドル様がずっと憑いてる	トメオニギリ	AUTHOR_DIFF
9784197800193	heisei-ningen-hakurankai	平成人間博覧会	ドオクマン	平成人間博覧会	ドオクマンプロ	AUTHOR_DIFF
9784040642284	heisha-no-joushi-wa-motoyuusha	弊社の上司は元勇者	小手万里	弊社の上司は元勇者 = OUR BOSS	次見ヤヲラ	AUTHOR_DIFF
9784040649177	heisha-no-joushi-wa-motoyuusha	弊社の上司は元勇者	小手万里	弊社の上司は元勇者 = OUR BOSS	次見ヤヲラ	AUTHOR_DIFF
9784003277317	heishishuveikunobouken	兵士シュヴェイクの冒険	(unknown)	兵士シュヴェイクの冒険（1）	ヤロスラフハシェク;栗栖継	AUTHOR_DIFF
9784003277324	heishishuveikunobouken	兵士シュヴェイクの冒険	(unknown)	兵士シュヴェイクの冒険（2）	ヤロスラフハシェク;栗栖継	AUTHOR_DIFF
9784003277331	heishishuveikunobouken	兵士シュヴェイクの冒険	(unknown)	兵士シュヴェイクの冒険（3）	ヤロスラフハシェク;栗栖継	AUTHOR_DIFF
9784003277348	heishishuveikunobouken	兵士シュヴェイクの冒険	(unknown)	兵士シュヴェイクの冒険（4）	ヤロスラフハシェク;栗栖継	AUTHOR_DIFF
9784065363669	hellhound-2018	ヘルハウンド	安藤慈朗	ヘルハウンド（5）	皆川亮二	AUTHOR_DIFF
9784799740064	hello-morning-star	ハローモーニングスター	meco	ハローモーニングスター	倉橋トモ	AUTHOR_DIFF
9784799745984	hello-morning-star	ハローモーニングスター	meco	ハローモーニングスター	倉橋トモ	AUTHOR_DIFF
9784799762370	hello-morning-star	ハローモーニングスター	meco	ハローモーニングスター	倉橋トモ	AUTHOR_DIFF
9784063190601	hello-riko	ハロー!理子	篠崎マコト	ハロー！理子（1）	篠崎マコト(1952生)	AUTHOR_DIFF
9784063950052	hello	HELLO!!	冬樹久生	HELLO!!	shimoyamatakashi;宮	AUTHOR_DIFF
9784063950380	hello	HELLO!!	冬樹久生	HELLO!!	shimoyamatakashi;宮	AUTHOR_DIFF
9784088563350	help-fujiwara-2004	HELP!!	藤原規代	Help！！	瀬戸優菜	AUTHOR_DIFF
9784088907819	helvetica	helvetica	ヒノタ	helvetica	染井紬希;津木波シズカ	AUTHOR_DIFF
9784088908014	helvetica	helvetica	ヒノタ	helvetica	染井紬希;津木波シズカ	AUTHOR_DIFF
9784088908601	helvetica	helvetica	ヒノタ	helvetica	染井紬希;津木波シズカ	AUTHOR_DIFF
9784088908892	helvetica	helvetica	ヒノタ	helvetica	染井紬希;津木波シズカ	AUTHOR_DIFF
9784065329924	hengen-no-hanko	変幻の半狐	ニドネ杉	変幻の半狐	イクタハナ	AUTHOR_DIFF
9784065343364	hengen-no-hanko	変幻の半狐	ニドネ杉	変幻の半狐.	イクタハナ	AUTHOR_DIFF
9784065361887	hengen-no-hanko	変幻の半狐	ニドネ杉	変幻の半狐	イクタハナ	AUTHOR_DIFF
9784065381229	hengen-no-hanko	変幻の半狐	ニドネ杉	変幻の半狐	イクタハナ;育田花	AUTHOR_DIFF
9784063614701	henkano	ヘンカノ	大橋薫	ヘンカノ	大橋薫(漫画家)	AUTHOR_DIFF
9784391156782	henkyou-no-shishi-wa-ruriiro-no-bara-o-dekiai-suru	辺境の獅子は瑠璃色のバラを溺愛する	ナフセ;蛸八太二	辺境の獅子は瑠璃色のバラを溺愛する	マロ乃;三沢ケイ;宵マチ	AUTHOR_DIFF
9784391157802	henkyou-no-shishi-wa-ruriiro-no-bara-o-dekiai-suru	辺境の獅子は瑠璃色のバラを溺愛する	ナフセ;蛸八太二	辺境の獅子は瑠璃色のバラを溺愛する	マロ乃;三沢ケイ;宵マチ	AUTHOR_DIFF
9784391160574	henkyou-no-shishi-wa-ruriiro-no-bara-o-dekiai-suru	辺境の獅子は瑠璃色のバラを溺愛する	ナフセ;蛸八太二	辺境の獅子は瑠璃色のバラを溺愛する	マロ乃;三沢ケイ;宵マチ	AUTHOR_DIFF
9784845851201	henkyou-sakaba-burarinomi	辺境酒場ぶらり飲み	泉晴紀	辺境酒場ぶらり飲み	和泉晴紀;藤木tdc	AUTHOR_DIFF
9784257915614	hensoukyoku	変奏曲	増山ノリエ;竹宮惠子	変奏曲（2）	竹宮恵子	AUTHOR_DIFF
9784257915621	hensoukyoku	変奏曲	増山ノリエ;竹宮惠子	変奏曲（3）	竹宮恵子	AUTHOR_DIFF
9784120026720	hermes-no-michi	エルメスの道	竹宮惠子	エルメスの道	竹宮恵子	AUTHOR_DIFF
9784434238390	hero-datte-omae-o-dakitai	ヒーローだって…おまえを抱きたい。	春キャベツ	ヒーローだって…おまえを抱きたい。	祈崎ヒナ汰	AUTHOR_DIFF
9784434245091	hero-datte-omae-o-dakitai	ヒーローだって…おまえを抱きたい。	春キャベツ	ヒーローだって…おまえを抱きたい。	祈崎ヒナ汰	AUTHOR_DIFF
9784434253089	hero-datte-omae-o-dakitai	ヒーローだって…おまえを抱きたい。	春キャベツ	ヒーローだって…おまえを抱きたい。	祈崎ヒナ汰	AUTHOR_DIFF
9784098711796	hero-kun-ni-koishiterutsu	ヒーローくんに恋してるっ!	八街潤	ヒーローくんに恋してるっ!	如月ユキノ	AUTHOR_DIFF
9784098714643	hero-kun-ni-koishiterutsu	ヒーローくんに恋してるっ!	八街潤	ヒーローくんに恋してるっ!	如月ユキノ	AUTHOR_DIFF
9784063335392	heroes	Heroes	三宅乱丈;大山アツシ	Heroes（1）	森元サトル	AUTHOR_DIFF
9784063335453	heroes	Heroes	三宅乱丈;大山アツシ	Heroes（2）	徳光康之	AUTHOR_DIFF
9784063335477	heroes	Heroes	三宅乱丈;大山アツシ	Heroes（3）	数原マコト;田村高信	AUTHOR_DIFF
9784408432649	heroine	ヒロイン	函岬誉	ヒロイン	瀬口恵子	AUTHOR_DIFF
9784575411614	herscherik-aaru-tensei-ouji-no-eiyuu-tan	ハーシェリクR転生王子の英雄譚	伊恵中二;福嶋ユッカ	ハーシェリクR転生王子の英雄譚	アリ子;柚葵ユユ;楠ノビル	AUTHOR_DIFF
9784575413922	herscherik-aaru-tensei-ouji-no-eiyuu-tan	ハーシェリクR転生王子の英雄譚	伊恵中二;福嶋ユッカ	ハーシェリクR転生王子の英雄譚	アリ子;柚葵ユユ;楠ノビル	AUTHOR_DIFF
9784575410532	herscherik-tensei-ouji-no-eiyuu-tan	ハーシェリク転生王子の英雄譚	鈴紀オズク	ハーシェリク転生王子の英雄譚	アリ子;北国良人;楠ノビル	AUTHOR_DIFF
9784575410815	herscherik-tensei-ouji-no-eiyuu-tan	ハーシェリク転生王子の英雄譚	鈴紀オズク	ハーシェリク転生王子の英雄譚	アリ子;北国良人;楠ノビル	AUTHOR_DIFF
9784088711416	heruzu-warrior-maou	地獄戦士魔王	苅部誠	地獄戦士魔王（1）	刈部誠	AUTHOR_DIFF
9784088711423	heruzu-warrior-maou	地獄戦士魔王	苅部誠	地獄戦士魔王（2）	刈部誠	AUTHOR_DIFF
9784898151310	hetare-chicken	へたれチキン	川崎タカオ	へたれチキン	川崎タカオ(1975-)	AUTHOR_DIFF
9784046826824	hetare-onna-maou-no-irekawari	へたれ女魔王の入れかわり	津々巳アヤ	へたれ女魔王の入れかわり = The H	内水亜彩子	AUTHOR_DIFF
9784046833518	hetare-onna-maou-no-irekawari	へたれ女魔王の入れかわり	津々巳アヤ	へたれ女魔王の入れかわり	内水亜彩子	AUTHOR_DIFF
9784812458310	hey-doctor	ヘイ!ドクター	内田カヲル	ヘイ！ドクター	内田カオル	AUTHOR_DIFF
9784396791384	hi-izuru-tokoro-no-sunakku	日出処のスナック	ミズノ雪見	日出処のスナック	山元玲奈	AUTHOR_DIFF
9784396791575	hi-izuru-tokoro-no-sunakku	日出処のスナック	ミズノ雪見	日出処のスナック	山元玲奈	AUTHOR_DIFF
9784040684109	hi-no-ataranai-basho	日の当たらない場所	龍本ミオ	日の当たらない場所	タツモトミオ	AUTHOR_DIFF
9784040687179	hi-no-ataranai-basho	日の当たらない場所	龍本ミオ	日の当たらない場所	タツモトミオ	AUTHOR_DIFF
9784040694436	hi-no-ataranai-basho	日の当たらない場所	龍本ミオ	日の当たらない場所	タツモトミオ	AUTHOR_DIFF
9784829685808	hidamari-ga-kikoeru-koufukuron	ひだまりが聴こえる-幸福論-	茜田千	ひだまりが聴こえる-幸福論-	文乃ユキ	AUTHOR_DIFF
9784829685990	hidamari-ga-kikoeru-limit	ひだまりが聴こえる リミット	茜田千	ひだまりが聴こえる リミット	文乃ユキ	AUTHOR_DIFF
9784829686591	hidamari-ga-kikoeru-shunka-shuutou	ひだまりが聴こえる-春夏秋冬-	茜田千	ひだまりが聴こえる-春夏秋冬-	文乃ユキ	AUTHOR_DIFF
9784829686744	hidamari-ga-kikoeru-shunka-shuutou	ひだまりが聴こえる-春夏秋冬-	茜田千	ひだまりが聴こえる-春夏秋冬-	文乃ユキ	AUTHOR_DIFF
9784829686973	hidamari-ga-kikoeru-shunka-shuutou	ひだまりが聴こえる-春夏秋冬-	茜田千	ひだまりが聴こえる-春夏秋冬-	文乃ユキ	AUTHOR_DIFF
9784829687291	hidamari-ga-kikoeru-shunka-shuutou	ひだまりが聴こえる-春夏秋冬-	茜田千	ひだまりが聴こえる-春夏秋冬-	文乃ユキ	AUTHOR_DIFF
9784829685617	hidamari-ga-kikoeru	ひだまりが聴こえる	茜田千	ひだまりが聴こえる	文乃ユキ	AUTHOR_DIFF
9784829686157	hidamari-ga-kikoeru	ひだまりが聴こえる	茜田千	ひだまりが聴こえる : リミット	文乃ユキ	AUTHOR_DIFF
9784829686331	hidamari-ga-kikoeru	ひだまりが聴こえる	茜田千	ひだまりが聴こえる : リミット	文乃ユキ	AUTHOR_DIFF
9784910184029	hidarikiki-no-eren-nifuni-2020	左ききのエレン	カッピー	左ききのエレン	カッピー1985-	AUTHOR_DIFF
9784910184036	hidarikiki-no-eren-nifuni-2020	左ききのエレン	カッピー	左ききのエレン	カッピー1985-	AUTHOR_DIFF
9784910184043	hidarikiki-no-eren-nifuni-2020	左ききのエレン	カッピー	左ききのエレン	カッピー1985-	AUTHOR_DIFF
9784910184050	hidarikiki-no-eren-nifuni-2020	左ききのエレン	カッピー	左ききのエレン	カッピー1985-	AUTHOR_DIFF
9784910184067	hidarikiki-no-eren-nifuni-2020	左ききのエレン	カッピー	左ききのエレン	カッピー1985-	AUTHOR_DIFF
9784048526883	hideyoshi	秀吉	山岡荘八;横山光輝	秀吉（上）	堺屋太一	AUTHOR_DIFF
9784048526890	hideyoshi	秀吉	山岡荘八;横山光輝	秀吉（下）	堺屋太一;竹山洋	AUTHOR_DIFF
9784063826388	hierarchy-ni-oyogu-shinkaigyo-wa-yume-o-miru	ヒエラルキーに泳ぐ深海魚は夢を見る	山本中学	ヒエラルキーに泳ぐ深海魚は夢を見る	マクタ;池★沼太郎;池沼太郎	AUTHOR_DIFF
9784063826395	hierarchy-ni-oyogu-shinkaigyo-wa-yume-o-miru	ヒエラルキーに泳ぐ深海魚は夢を見る	山本中学	ヒエラルキーに泳ぐ深海魚は夢を見る	マクタ;池★沼太郎;池沼太郎	AUTHOR_DIFF
9784091854100	higanbana-no-joou	ヒガンバナの女王	岡児志太郎	ヒガンバナの女王	岡仁志太郎	AUTHOR_DIFF
9784403623271	higashi-no-mori-no-majo-no-niwa	東の森の魔女の庭	紺津名子	東の森の魔女の庭 = OUR PRECI	越田ウメ	AUTHOR_DIFF
9784403623462	higashi-no-mori-no-majo-no-niwa	東の森の魔女の庭	紺津名子	東の森の魔女の庭 = OUR PRECI	越田ウメ	AUTHOR_DIFF
9784403623622	higashi-no-mori-no-majo-no-niwa	東の森の魔女の庭	紺津名子	東の森の魔女の庭 = OUR PRECI	越田ウメ	AUTHOR_DIFF
9784403623769	higashi-no-mori-no-majo-no-niwa	東の森の魔女の庭	紺津名子	東の森の魔女の庭	越田ウメ	AUTHOR_DIFF
9784403623974	higashi-no-mori-no-majo-no-niwa	東の森の魔女の庭	紺津名子	東の森の魔女の庭	越田ウメ	AUTHOR_DIFF
9784051043605	high-speed-jessie	ハイスピードジェシー	斉藤英一郎;長谷川裕一	ハイスピード・ジェシー	長谷川裕一(漫画家)	AUTHOR_DIFF
9784088600536	high	High	渡辺未知;登坂恵里香	はいTime-風子と一北	耕野裕子	TORICHIGAE
9784537109153	higher-ground	ハイアーグラウンド	小幡文生	ハイアーグラウンド	小幡フミオ	AUTHOR_DIFF
9784537109306	higher-ground	ハイアーグラウンド	小幡文生	ハイアーグラウンド	小幡フミオ	AUTHOR_DIFF
9784537109849	higher-ground	ハイアーグラウンド	小幡文生	ハイアーグラウンド	小幡フミオ	AUTHOR_DIFF
9784758006323	higurashi-no-naku-koro-ni-itagaki-hako-senshuu	ひぐらしのなく頃に 板垣ハコ撰集	オンディ	ひぐらしのなく頃に 板垣ハコ撰集	07thexpansion;板垣ハコ	AUTHOR_DIFF
9784758005081	higurashi-no-naku-koro-ni-ki-tan-senshuu	ひぐらしのなく頃に 奇譚撰集	一迅社	ひぐらしのなく頃に 奇譚撰集	dmc編集部	AUTHOR_DIFF
9784758005449	higurashi-no-naku-koro-ni-ki-tan-senshuu	ひぐらしのなく頃に 奇譚撰集	一迅社	ひぐらしのなく頃に 奇譚撰集	dmc編集部	AUTHOR_DIFF
9784758005661	higurashi-no-naku-koro-ni-ki-tan-senshuu	ひぐらしのなく頃に 奇譚撰集	一迅社	ひぐらしのなく頃に 奇譚撰集	dmc編集部	AUTHOR_DIFF
9784758006118	higurashi-no-naku-koro-ni-ki-tan-senshuu	ひぐらしのなく頃に 奇譚撰集	一迅社	ひぐらしのなく頃に 奇譚撰集	dmc編集部	AUTHOR_DIFF
9784758004947	higurashi-no-naku-koro-ni-shinkitanshuu	ひぐらしのなく頃に 新奇譚集	一迅社	ひぐらしのなく頃に 新奇譚集	dmc編集部	AUTHOR_DIFF
9784758005036	higurashi-no-naku-koro-ni-shinkitanshuu	ひぐらしのなく頃に 新奇譚集	一迅社	ひぐらしのなく頃に 新奇譚集	dmc編集部	AUTHOR_DIFF
9784758005159	higurashi-no-naku-koro-ni-shinkitanshuu	ひぐらしのなく頃に 新奇譚集	一迅社	ひぐらしのなく頃に 新奇譚集	dmc編集部	AUTHOR_DIFF
