slug	title	tv	has_synopsis	genres	n_isbn	caption
shounen-pinchi	少年ピンチ	1	False	drama	1	
oka-chan-ga-yuku	岡ちゃんが行く!	1	False	sports,drama	1	
hiraga-gennai-kaikoku-shinsho	平賀源内・解国新書	1	False	historical	1	
shiawase-no-hikoukigumo	幸せのひこうき雲	1	False	romance,slice-of-life	1	
shiawase-bakudan-kotobuki-eno-michi	幸せバクダン寿への道	1	False	sports,comedy	1	
gen-meikyuu	幻迷宮	1	False	fantasy,mystery	1	
yuurei	幽霊	1	False	horror,drama	1	
sai-1998	彩	1	False	drama	1	
kare-to-kanojo-to-garterbelt	彼と彼女とガーターベルト	1	False	ecchi,romance	1	
goshujin-sama-no-iu-toori	御主人様の言うとおり	1	False	romance,drama	1	
ochazukenori	御茶漬海苔	1	False	horror	1	
nintou-homura-den	忍闘炎伝	1	False	historical,action,fantasy	1	
kyuusenpou-makoto-special	急戦法まことスペシャル	1	False	sports	1	
kaidan-kumo-no-kubi	怪談蜘蛛の首	1	False	horror,yokai	1	
koihime	恋姫	1	True	drama,romance	1	
renaiparanoia	恋愛パラノイア	1	False	romance,drama	1	
kanashii-hodo-otenki	悲しいほどお天気	1	False	drama,romance	1	
itoshii-hito-wa-nude-o-matou	愛しい人はヌードを纏う	1	False	romance,drama	1	
ai-no-kotoba	愛の言葉	1	False	romance,drama	1	
aishi	愛死	1	False	romance,drama	1	
kandou-ou-rendetsu	感動王列伝	1	False	drama	1	
dakishimete-hoshii	抱きしめてほしい	1	False	romance,drama	1	
houkago-sensen-ijou-ari	放課後戦線異状あり!	1	False	romance,school	1	
shin-ninja-mugeijou	新 忍者無芸帖	1	False	historical,comedy	1	
12-n-12-no-kekkon-monogatari	新12の結婚物語	1	False	romance,drama	1	
shinseiki-made-nannichi-da	新世紀まで何日だ?	1	False	comedy	1	
niiyama-takashi-tanpenshuu	新山たかし短編集	1	False	comedy,drama	1	
hinata-de-hirune	日向で昼寝	1	False	slice-of-life,romance	1	
higawari-yagami-land	日替わり矢上ランド	1	False	comedy	1	
hoshi-no-kirby-ukiuki-adventure	星のカービィ ウキウキ大冒険	1	False	comedy,adventure	1	
hoshi-wa-itsumo-tooku-de	星はいつも遠くで	1	False	romance	1	
haru-kuru-oni	春来る鬼	1	True	historical,supernatural	1	
haruiro-hodou	春色歩道	1	False	romance,drama	1	
kinou-mita-yume-1998	昨日みた夢	1	False	drama	1	
jikanya	時間屋	1	False	fantasy,drama	1	
haretaranetsu	晴れたらねっ	1	False	comedy	1	
manjushaka	曼珠沙華	1	False	drama,historical	1	
saiaku-no-josei	最悪の女性	1	False	drama,comedy	1	
mirai-san	未来さん	1	False	sci-fi,comedy	1	
tokyo-goodbye	東京グッドバイ	1	False	drama	1	
tokyo-sabotaaju	東京サボタージュ	1	False	drama	1	
momoko-ni-tsuite	桃子について	1	False	drama	1	
morizono-milk	森園みるく	1	False	romance,drama,ecchi	1	
gokuraku-sister	極楽シスター	1	False	ecchi	1	
gokuraku-houshinden	極楽封神伝	1	False	historical,fantasy,comedy	1	
rakuen-wa-nemuranai-1998	楽園は眠らない	1	False	fantasy,drama	1	
yokohama-mujirushi-shounen	横浜無印少年	1	False	drama,romance	1	
mobile-suit-gundam-emuesu-generation	機動戦士ガンダムMSジェネレーション	1	False	mecha,sci-fi,war	1	
kikou-gundan-nishi-he	機甲軍団、西ヘ!!	1	False	historical,action	1	
seigi-no-hakobune	正義の方舟	1	False	mystery	1	
shi-maneki-doll	死招き人形	1	False	horror,supernatural	1	
tonoike-no-hanayome	殿井家の花嫁	1	False	romance,drama	1	
mizu-no-naka-no-tsuki-1998	水の中の月	1	False	drama,romance	1	
mizushima-shinji	水島新司	1	False	sports,drama	1	
suishoudama-ni-kiite-mite	水晶玉に聞いてみて	1	False	fantasy,comedy	1	
suiyoubi-no-mori	水曜日の森	1	False	drama,fantasy	1	
suikyouka	水響花	1	False	drama,fantasy	1	
eien-no-hito	永遠の人	1	False	romance,drama	1	
edogawa-ranpo-no-oshie-to-tabisuru-otoko	江戸川乱歩の押絵と旅する男	1	False	mystery,fantasy	1	
naitemo-iiyo	泣いてもいいよ。	1	False	romance,drama	1	
umi-no-youna-sora-no-iro	海のような空の色	1	False	romance	1	
umi-meikyuu	海迷宮	1	False	fantasy,mystery	1	
kiyoki-ippyou-onegaishimasu	清き一票お願いします!!	1	False	comedy	1	
watanabesanchi-no-ikkagen	渡辺さん家の一家言	1	False	comedy,slice-of-life	1	
bakuretsu-meisou-bakitomadou	爆烈瞑想バキトマ道	1	False	comedy,action	1	
tokumei-research-200x	特命リサーチ200X	1	False	mystery,drama	1	
nekoteki-seikatsu-12-kagetsu	猫的生活12か月	1	False	comedy	1	
kohaku-no-yoru	琥珀の夜	1	False	ecchi	1	
garow	画・row	1	False	drama,slice-of-life	1	
hatanaka-jun	畑中純	1	False	drama	1	
soei-zankou	疎影殘香	1	False	historical,drama	1	
shirato-sanpei	白土三平	1	False	drama	1	
ishi-no-meiro	石の迷路	1	False	mystery,drama	1	
ishinomori-shoutarou	石ノ森章太郎	1	False	sci-fi	1	
kamikakushi	神かくし	1	True	horror,historical	1	
kindan-no-focus	禁断のフォーカス	1	False	mystery,drama	1	
watashi-ga-mite-iru	私が見ている	1	False	drama,mystery	1	
watashi-wa-shiranai	私は知らない	1	False	mystery,drama	1	
shishousetsu	私小説	1	True	drama	1	
shisetsu-shutchou-joshidaisei	私設出張女子大生	1	False	ecchi,drama	1	
himitsu-no-otoko	秘密の男子	1	False	romance	1	
himitsu-ha-barashitemo-ii	秘密はバラしてもいい	1	True	romance	1	
karappo-no-inochi	空っぽの命	1	False	drama	1	
sora-no-kuni-no-anata-e	空の国のあなたへ	1	False	romance	1	
junjou-robot-2gou	純情ロボット2号	1	False	comedy	1	
junai-local-gekijou	純愛ローカル劇場	1	False	romance,slice-of-life	1	
ryouran-no-tsuki-no-shita-de	繚乱の月の下で	1	False	fantasy,romance	1	
mimi-no-sanpo	耳の散歩	1	False	drama	1	
sento-triangle	聖三角形	1	False	mystery,horror	1	
mune-no-oku-no-rhythm-prism	胸の奥のリズム*プリズム	1	False	romance	1	
irokoi-guuwa	色恋寓話	1	False	romance	1	
hana-mo-arashi-mo	花も嵐も!	1	False	drama,school	1	
hanasake-otome	花咲け乙女!	1	False	romance,comedy	1	
age-no-teeraa	英次のテーラー	1	False	drama,slice-of-life	1	
hanarasen	華らせん	1	False	historical,drama	1	
baraka-shounen	薔薇科少年	1	False	romance,drama	1	
sansou-no-kamen	蠶叢の仮面	1	False	historical,fantasy	1	
chidamagi	血玉樹	1	False	horror,supernatural	1	
kinutani-yuu-sakuhinshuu	衣谷遊作品集	1	False	fantasy	1	
hadaka-no-joou-sama	裸の女王様	1	False	horror,drama	1	
hadashi-de-osanpo	裸足でお散歩	1	False	romance,comedy	1	
miagereba-tsuutenkaku	見上げれば通天閣	1	False	sports	1	
kotoba-no-majutsu	言葉ノ魔術	1	False	fantasy	1	
seiyaku-no-kishi	誓約の岸	1	False	drama,romance	1	
yuuwakusuru-adam	誘惑するアダム	1	False	bl,drama	1	
dareka-no-mune-de-naku-yoru-mo	誰かの胸で泣く夜も	1	False	romance,drama	1	
goudan-iwami-juutarou	豪談岩見重太郎	1	False	historical,action	1	
goudan-hidari-jingorou	豪談左甚五郎	1	False	historical	1	
goudan-raiden-tameemon	豪談雷電為右衛門	1	False	historical,sports	1	
chokin-suit-kyasshuman	貯金戦士キャッシュマン	1	True	action,sci-fi	1	
baiyakunin-kuzuryuu	買厄人九頭竜	1	False	historical,action	1	
akai-awai-yoru-ga-suki	赤い淡い夜がすき	1	False	drama	1	
akatsuka-fujio-1000-peeji	赤塚不二夫1000ページ	1	False	comedy,drama	1	
akaboshi-tamiko-no-kurukuru-pitsu	赤星たみこのくるくるピッ	1	False	comedy	1	
chao-chao	超-Chao	1	False	action,drama,supernatural	1	
chou-mazin-eiyuuden-wataru	超魔神英雄伝ワタル	1	False	adventure,fantasy	1	
meikyuu-no-juunin	迷宮の住人	1	False	fantasy	1	
sakadachi-yuurei	逆立ち幽霊	1	False	comedy,horror	1	
susume-bowwow-road	進めBow wow Road	1	False	comedy	1	
kako-eno-tabibito	過去への旅人	1	True	drama,mystery	1	
michi-no-nai-machi	道のない街	1	False	horror,supernatural,mystery	1	
harukanaru-mizu-no-oto	遥かなる水の音	1	False	drama,fantasy	1	
jam-paradise	邪夢パラダイス	1	False	fantasy,drama	1	
suya-no-ginji	酢屋の銀次	1	False	comedy	1	
yajin-okano-masayuki-monogatari	野人・岡野雅行物語	1	False	sports	1	
kin-no-tamago-gin-no-yubiwa	金の卵銀の指輪	1	False	romance,fantasy	1	
kanehira-gekijou	金平劇場	1	False	comedy	1	
bo-tan	釦	1	False	drama	1	
tekken-hashimoto-1998	鉄拳	1	True	action,adventure	1	
tetsumenkurosu	鉄面クロス	1	False	action	1	
kagami-no-kuni-no-kyurukyuru	鏡の国のキュルキュル	1	False	horror,fantasy	1	
yamiiro-no-hitsugi	闇色の柩	1	False	horror,mystery,sci-fi	1	
toushin-susanooo	闘神スサノオー	1	False	fantasy,action	1	
furitsumu-yuki	降りつむ雪	1	False	drama	1	
kagerou-nikki-kio-1998	陽炎日記	1	True	drama,romance	1	
kakurezato	隠れ里	1	False	fantasy,horror	1	
yuki-no-joou	雪の女王	1	False	drama,fantasy	1	
yuki-no-hanabira	雪の花びら	1	True	comedy	1	
dennou-oku-sama	電脳奥様	1	False	comedy	1	
aoi-kiku	青い菊	1	True	drama	1	
shizuka-no-umi	静かの海	1	False	drama,slice-of-life	1	
kao-dorobou	顔泥棒	1	False	horror,supernatural,mystery	1	
kazahana-no-uisupaa	風花のウィスパー	1	False	mystery,drama	1	
hien-dokuritsu-sentou-tai	飛燕独立戦闘隊	1	False	historical	1	
kubi-gensou	首幻想	1	False	horror,supernatural	1	
kubikiri-monjinchou	首斬り門人帳	1	False	historical,action	1	
takaguchi-satosumi	高口里純	1	False	drama	1	
koudo-kyuumei-kyuukyuu-center	高度救命救急センター	1	False	drama	1	
takahashi-ryouko	高橋亮子	1	False	drama	1	
takahashi-miyuki-selection	高橋美由紀selection	1	False	drama,fantasy	1	
kousoku-dorirudi	高速ドリルディ	1	False	action	1	
onikko	鬼っ子	1	False	yokai,drama	1	
majo-ryouri	魔女料理	1	False	fantasy,gourmet	1	
ma-shoujo	魔少女	1	False	horror	1	
mamonona-kanojotachi	魔物な彼女たち	1	True	horror	1	
maou-no-kodomotachi-konpuriito	魔王の子供達コンプリート	1	False	fantasy,comedy	1	
makai-no-izanai	魔界の誘い	1	False	fantasy,horror	1	
majutsukko-kaidou-kun	魔術っ子!海堂くん!!	1	True	comedy,fantasy	1	
majutsu-no-princess-hikita-tenkou	魔術のプリンセス引田天功	1	False	music	1	
gyojinsou-kara-ai-o-komete	魚人荘から愛をこめて	1	False	comedy,drama,slice-of-life	1	
kurokoshou-wa-tenshi-no-yume	黒胡椒は天使の夢	1	False	fantasy,comedy	1	
99-junjou-kakumei	'99純情革命	1	True	romance	1	
1-1-wa	1+1は?	1	False	romance,comedy	1	
11gatsu-no-kodomo	11月の子供	1	False	romance,drama	1	
12gatsu-kanojo-wa-omou	12月、彼女は思う	1	False	romance,drama	1	
1p-comic-dragon-quest-monsters	1Pコミックドラゴンクエストモンスターズ	1	False	comedy,fantasy	1	
21-twenty-one	21 TWENTY ONE	1	False	romance,drama	1	
2kumi-no-otomodachi	2組のお友達。	1	False	drama,slice-of-life	1	
3-ha-kirai	3は、キライ。	1	False	drama,romance	1	
3ji-no-oyatsu	3時のおやつ	1	False	comedy	1	
777	777	1	False	romance,drama	1	
aq-lovers	AQラヴァーズ!	1	False	romance	1	
ah-so-desune	Ah!soですね	1	False	comedy	1	
auto-aiming	Auto Aiming	1	False	drama	1	
biri-biri	BIRI☆BIRI	1	False	comedy	1	
blow-up-1999	BLOW UP!!	1	False	drama,music	1	
bounty-sword-double-edge	BOUNTY SWORD DOUBLE EDGE	1	False	fantasy,action	1	
blue-edge	Blue edge	1	False	action,sci-fi	1	
cool-1999	Cool!	1	True	sports	1	
crack-down-on	Crack down on	1	False	action,drama	1	
d-triangle	D-triangle	1	False	drama,sci-fi	1	
dive-man	DIVE MAN	1	False	sports,drama	1	
dumpers	Dumpers	1	False	drama,action	1	
fate	FATE	1	False	ecchi	1	
h2-r	H2→R	1	False	romance	1	
heartfull-pink	Heartfull pink	1	False	romance	1	
home-sweet-home-1999	Home sweet home	1	False	drama	1	
isola	Isola	1	False	horror,mystery	1	
koseiki-beast-sanjuushi-gaiden	KO世紀ビースト三獣士外伝	1	False	fantasy,action	1	
kiss-me-1999	Kiss me	1	False	romance	1	
kiss-of-life	Kiss of life	1	False	romance,drama	1	
makiko-1999	MAKIKO	1	False	drama	1	
mi-4	MI-4	1	False	action	1	
magic-channel	Magic channel	1	False	fantasy,comedy	1	
makin-purple	Makin' PURPLE	1	False	romance,drama	1	
my-boy-my-love	My boy×my love	1	True	romance	1	
my-dear	My dear	1	False	romance	1	
neutral-1999	NEUTRAL	1	False	fantasy	1	杉崎ゆきるファースト画集。
odamari-chiba-1999	ODAMARI	1	False	drama,ecchi,mystery	1	
ol-paradise	OLパラダイス	1	False	comedy	1	
ol-kyousoukyoku	OL狂騒曲	1	False	comedy	1	
only-if	ONLY IF	1	True	romance	1	
organ-box	Organ box	1	False	horror	1	
power-stone	POWER STONE	1	False	action,fantasy	1	
pretty-cat-s-show-time	PRETTY CAT'S SHoW TIME	1	False	romance,comedy	1	
percolation	Percolation	1	False	drama	1	
positive-girls	Positive girls!	1	False	comedy,school,slice-of-life	1	
queen-bee-1999	Queen Bee	1	True	drama,mystery	1	
rough-stone	ROUGH STONE	1	False	action	1	
rsr	RSR	1	False	action	1	
rumble-eyes	RUMBLE EYES	1	False	action	1	
ribbon	Ribbon	1	False	romance	1	
sd-gundam-g-generation-zero-4-koma-kings	SDガンダムGジェネレーション・ゼロ 4コマKINGS	1	False	comedy,sci-fi	1	
secret-heaven-1999	SECRET HEAVEN	1	True	comedy	1	
shook-up	SHOOK UP!	1	False	drama	1	
sora-no-haruka	SORAのHARUKA	1	False	romance	1	
star-ocean	STAR OCEAN	1	False	fantasy,sci-fi	1	
samurai-soldier-1999	Samurai soldier	1	False	war,historical,action	1	
school-reverse	School reverse	1	False	romance,school,fantasy	1	
st-valentine-no-bodyguard	St.バレンタインのボディーガード	1	True	romance	1	
twins	TWINS	1	False	drama,fantasy	1	
tarot-world	Tarot World	1	False	fantasy,supernatural	1	
za-nigao-show-selection	Theにがおショー!selection	1	False	essay,comedy	1	
tokyo-wars	Tokyo wars	1	False	war,action,drama	1	
truth-garden-shinjitsu-no-niwa	Truth garden 真実の庭	1	False	mystery	1	
ufo-mystery-osorubeki-purazunaa-no-zenbou	UFOミステリー恐るべきプラズナーの全貌	1	False	mystery,supernatural	1	
vietnam-war	Vietnam war	1	True	war,action,drama	1	
wai-wai-wai	WAI!WAI!WAI!	1	False	comedy,school	1	
zeno	ZENO	1	False	fantasy,action	1	
atashi-no-subete	あたしのすべて	1	False	drama	1	
anata-ga-paradise	あなたがパラダイス	1	True	romance	1	
anata-ni-sutekina-marriage	あなたに素敵なmarriage	1	False	romance	1	
ano-natsu-no-eien	あの夏の永遠	1	False	romance	1	
alice-doumei	ありす同盟	1	False	comedy,slice-of-life	1	
itsumo-tsuki-ga-miteita	いつも月が見ていた	1	False	romance	1	
itsumo-hana-no-youni	いつも花のように	1	False	romance	1	
ima-maku-ga-orosareru	いま幕が降ろされる	1	False	drama,mystery	1	
ukiyo-katari	うき世語り	1	False	historical,drama	1	
urawakahime	うらわか姫	1	False	comedy,slice-of-life	1	
angel-police	えんじぇるポリス	1	False	fantasy,comedy	1	
oen-no-koi	おえんの恋	1	False	historical,romance	1	
otogi-adventure	おとぎアドベンチャー	1	False	fantasy,adventure	1	
otogibanashi-tsuzuku	おとぎ話つづく	1	False	fantasy,drama	1	
obotchama-goranshin	お坊ちゃまご乱心	1	False	romance,comedy	1	
owarai-shounen-shoujo	お笑い少年少女	1	False	romance	1	
kanari-momotarou	かなり桃たろう	1	False	comedy	1	
kinou-no-yoru-wa	きのうの夜は	1	False	romance	1	
kimi-ga-dress-o-nugu-mae-ni	きみがドレスを脱ぐ前に	1	False	romance,drama	1	
kirinonakade	きりのなかで	1	False	drama	1	
kumi-chan-no-otsukai	くみちゃんのおつかい	1	False	comedy	1	
gedatsuman	げだつマン	1	True	comedy,sci-fi	1	
kokoni-ai-no-te-o	ここに愛の手を	1	True	horror,supernatural	1	
konna-otoko-ni-te-o-dasuna	こんな男に手を出すな!	1	False	romance	1	
konnyaku-samurai-soudouki	こんにゃく侍騒動記	1	False	historical,comedy	1	
gottsuan-momodai-ouenbu	ごっつぁん!!桃大応援部	1	False	comedy	1	
gochisou-sama	ご馳走さま!	1	False	comedy	1	
sakuranbo-ronri	さくらんぼ論理	1	False	romance,drama	1	
saboten-1999	さぼてん	1	False	comedy,slice-of-life	1	
sayonara-smoky-blue	さよならスモーキーブルー	1	False	drama,romance	1	
saredo-watashi-no-jinsei	されどワタシの人生	1	False	drama	1	
surippu-burajirian	すりっぷブラジリアン	1	False	comedy,school	1	
sonnano-aijanai	そんなの愛じゃない	1	False	romance,drama	1	
sonna-ai-no-aru-basho	そんな愛のある場所	1	False	romance	1	
zorozoro	ぞろぞろ	1	False	comedy	1	
taihen-moijii-chan	たいへんもいじーちゃん	1	False	comedy	1	
tadaima-kiseichuu	ただいま寄生中	1	False	action,comedy,sci-fi	1	
dairando	だいらんど	1	False	fantasy,comedy	1	
chiisana-non-chan	ちいさなのんちゃん	1	False	comedy	1	
change-za-idol	ちぇんじTHEアイドル	1	False	music,comedy	1	
chibikko-kaijuu-yadamon	ちびっこ怪獣ヤダモン	1	False	comedy,supernatural	1	
chuu-chuu-patrol	ちゅうちゅうパトロール	1	False	comedy	1	
choppiri-kiken-na-rabu-kouza	ちょっぴり危険なラブ講座	1	False	romance,comedy	1	
teinsagu-no-hana	てぃんさぐの花	1	False	drama,historical	1	
densetsu-no-otome	でんせつの乙女	1	False	fantasy,comedy	1	
tokimeki-bureen	ときめきブレーン	1	False	comedy	1	
toshie-no-koibito	としえの恋人	1	False	romance,drama	1	
tondemo-tonde-mosura	とんでもとんでモスラ!	1	False	adventure,sci-fi	1	
dosukoi-saibon	どすこい!サイぼん	1	False	comedy,sports	1	
dongara-sanjuushi	どんがら三銃士	1	False	comedy,action	1	
natsuyuki-hime	なつゆき姫	1	False	fantasy,drama	1	
nekonekone	ねこねこね	1	False	comedy	1	
hajimete-no-h	はじめてのH	1	False	ecchi,comedy	1	
hachimitsu-hakusho	はちみつ白書	1	False	romance,drama	1	
haruka-na-kaze-to-sora-no-nozomi	はるかな風と空ののぞみ	1	False	drama,fantasy	1	
hinagiku	ひな菊	1	False	drama	1	
hima-inu-pepper	ひまいぬペッパー!	1	False	comedy	1	
himitsu-kozuki-1999	ひみつ	1	True	drama,romance	1	
piyopiyo-fuufu	ぴよぴよフーフ	1	False	comedy	1	
finaare	ふぃなーれ!!	1	False	music,drama	1	
fushigi-na-jin-girl	ふしぎなジジ・ガール	1	False	romance	1	
fushigi-ayakashi-mimibukuro	ふしぎ奇かし耳袋	1	False	horror,supernatural	1	
purin-no-manma	ぷりんのまんま	1	False	comedy	1	
bokunotou-chan	ぼくのとうちゃん	1	False	drama,slice-of-life	1	
mine-dream	まいんどりーむ	1	False	drama	1	
makenai-kimochi	まけない気持ち	1	True	romance	1	
mariaaju-1999	まりあーじゅ	1	False	romance	1	
manga-ai-to-yokubou-no-anderusen-douwa	まんが愛と欲望のアンデルセン童話	1	False	fantasy,drama	1	
migawari-accidents	みがわりアクシデンツ	1	False	comedy,fantasy	1	
mizuho-chan-non-sutoppu	みずほちゃんNON STOP!	1	False	comedy,school	1	
megurikuruharu	めぐりくるはる	1	False	drama,slice-of-life	1	
mono-gyagu-kotama-kun	ものギャグコタマくん	1	False	comedy	1	
yurayura	ゆらゆら	1	True	drama,romance	1	
yuruyuru-oyaji	ゆるゆるオヤジ	1	False	comedy	1	
