isbn	month	title	author	publisher	type	integrate_to	method	holes	verified	status
9784434366871	2026-1	おーばーふろぉ. [8]	かいづか 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784758089036	2026-1	お飾り妻は冷酷旦那様と離縁したい! : 実は溺愛され			型2/3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784866539485	2026-1	おしりで性処理はセックスでは、ない	愉快田うちお 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784785981129	2026-1	おへんろちゃん! 2	近藤るるる 著		型1_統合	sid124698:おへんろちゃん!(1巻)	最長一致	-	-	ship
9784302110780	2026-1	家政婦の切ない契約	中村地里 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784785981020	2026-1	家政婦美幸のときめきレシピ. 2	華麗るう 著		型1_統合	sid152481:家政婦美幸のときめきレシピ(1巻)	完全題一致	-	-	ship
9784302110742	2026-1	家政婦はシンデレラ	佐々江典子 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784785981099	2026-1	株式会社神かくし. 10	片山陽介 著		型1_統合	sid157057:株式会社神かくし(7巻)	完全題一致	-	-	ship
9784867782095	2026-1	可愛いあなたを壊したい : 幼馴染キュートアグレッシ	上川きち		型1_統合	sid149754:可愛いあなたを壊したい(1巻)	最長一致	-	-	hold_確証(成年→geo or drop)
9784785981013	2026-1	キジトラ猫の小梅さん. 28	ほしのなつみ 著		型1_統合	sid75343:キジトラ猫の小梅さん(27巻)	完全題一致	-	-	ship
9784866539249	2026-1	君のえっちな弱点	旅口工路 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784785980900	2026-1	キリン. 第1巻	東本昌平 著		型1_統合	sid51539:キリン(43巻)	最長一致	-	-	ship
9784785980917	2026-1	キリン. 第2巻	東本昌平 著		型1_統合	sid51539:キリン(43巻)	最長一致	-	-	ship
9784785980924	2026-1	キリン. 第3巻	東本昌平 著		型1_統合	sid51539:キリン(43巻)	最長一致	-	-	ship
9784815502812	2026-1	キル・マイ・ボス	芥 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784048113700	2026-1	逆境に負けないチャーリー・ブラウン	チャールズ・M.・シュルツ 		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784868120865	2026-1	ギャルすこパコる	旅烏 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784823609879	2026-1	クズ女子が本気の恋に落ちるまで-NOiPA編-. 1	櫻井亜矢子 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784864957793	2026-1	来る日もねこめーわく. 1	竹本泉		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784910582672	2026-1	黒革と悪人	りりく旅行 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784758089043	2026-1	黒豹殿下、フェロモンがダダ漏れです! : 淫紋持ち神	猫田れお 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784799221273	2026-1	軍属麗奴ツバキ淫れ散る三戦華THE COMIC	からすま弐式 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784867782057	2026-1	結婚、のち恋愛。 : 冷徹御曹司と身代わり結婚. 3	蘇我空木 原作		型1_統合	sid161691:結婚、のち恋愛。(2巻)	最長一致	-	-	hold_確証(成年→geo or drop)
9784864957816	2026-1	獣様は恩返しで孕ませたい. 邪神編	立花ビスコ		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784785980979	2026-1	孤独モラトリアム. 2	佐倉イサミ 著		型1_統合	sid152166:孤独モラトリアム(1巻)	完全題一致	-	-	ship
9784821111435	2026-1	この度、公爵家の令嬢の婚約者となりました。しかし、噂	山﨑千裕 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784823609749	2026-1	極楽温泉物語	赤木リオ 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784868051480	2026-1	ゴトウ先生と古の角. 1	創玄兄弟 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784537173444	2026-1	ゴブリンアイランド. 2	埃太郎 漫画		型1_統合	sid140962:ゴブリンアイランド(1巻)	完全題一致	-	-	ship
9784049169140	2026-1	サーシャちゃんとクラスメイトオタクくん = Саша	はぐはぐ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784799221204	2026-1	最強魔王は無双してたのに : 女体化解除のカギは人助	ワス 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784537173406	2026-1	酒のほそ道 : 酒と肴の歳時記. 58	ラズウェル細木 著		型1_統合	sid7713:酒のほそ道(76巻)	最長一致	-	-	ship
9784823609978	2026-2	貴方の為に××されて…	唄飛鳥 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784823610004	2026-2	アモラルアイランド. 上	あるぷ 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784823609985	2026-2	S1女優の専属デカチンになるまで	悟道琥太郎 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784823609923	2026-2	堕ちちゃってもいいよね	鷹丸 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784866539591	2026-2	おっぱいたゆたゆ人妻さんの短編集	佐倉さくさく 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784785981280	2026-2	思い出食堂. No. 86 (ぶり大根編)			型2/3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784868051602	2026-2	俺がいないとすぐ××る儚木かすみ. 1	あきとかげ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784868051596	2026-2	気づいたら無双ゲームの悪役将軍だった件。 : 破滅ル	謙虚なサークル 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784391166774	2026-2	霧のプリーズラク = ТУМАННЫЙ ПРЙЗРА	淡田青 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784868051558	2026-2	くびしょい勇者. 3	ツナミノユウ 著		型1_統合	sid126430:くびしょい勇者(1巻)	完全題一致	-	-	ship
9784861174971	2026-2	恋は微熱を孕んで	ae 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784845868315	2026-2	コミック艶. Vol. 43			型2/3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784868051534	2026-2	ゴトウ先生と古の角. 2	創玄兄弟 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784074615056	2026-2	最後の講義完全版漫画家・文筆家・画家ヤマザキマリ :	ヤマザキマリ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784049211115	2026-3	愛の前に身分差など関係ありません! : わたくしは貴			型2/3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784046077684	2026-3	阿Q正伝	シイザクヤ 漫画		型1_統合	sid117756:阿Q正伝(1巻)	完全題一致	-	-	ship
9784800016980	2026-3	悪役令嬢として破滅フラグは全てへし折ってあげますわ!			型2/3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784823610134	2026-3	徒華ナイトメア	よしみず 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784591189146	2026-3	アニメコミックおしりたんてい. 20			型2/3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065429631	2026-3	アルスラーン戦記 24	荒川 弘／漫画		型1_統合	sid73131:アルスラーン戦記(39巻)	最長一致	-	-	ship
9784299076731	2026-3	暗鬼の日本史	瀧音能之 監修		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784799221419	2026-3	異世界女体化伝 : 欲望の末路	越後屋タケル 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784823610158	2026-3	幼なじみで恋人の彼女とシたいことぜんぶ. 2	たかしな浅妃 著		型1_統合	sid98626:幼なじみで恋人の彼女とシたいことぜん(1巻)	完全題一致	書影[調べる:楽天/Amazon]	-	要fill(埋めれば出せる)
9784046079565	2026-3	おでかけ子ザメ. 8	ペンギンボックス 作		型1_統合	sid134304:おでかけ子ザメ(6巻)	完全題一致	-	-	ship
9784861174995	2026-3	隠れビッチちゃんの日常	宏式 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784046856296	2026-3	気がつけば猫がいる	かわさきです。 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784868051718	2026-3	機動戦士ガンダムフラナガン・ブーン戦記. 6	大野木寛 ストーリー協力		型1_統合	sid126630:機動戦士ガンダムフラナガン・ブーン戦(1巻)	完全題一致	-	-	ship
9784866539683	2026-3	きみと、はじめて。	とりの唐揚 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784866539638	2026-3	キミはやさしく寝取られる : Perfect Edi	HG茶川 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784868120919	2026-3	ギャルとめっちゃ生ハメ中出しえっちするハナシ	西沢みずき 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784868051640	2026-3	GiNVA. 3	美樹ヌメ夫 著		型1_統合	sid131429:GiNVA(1巻)	完全題一致	-	-	ship
9784799221297	2026-3	くっ殺ヒロインズ. SP25			型2/3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784800713568	2026-3	クリスタはじめての漫画制作入門	まりむぅ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784785981389	2026-3	心の麺 : ラーメン・ソーメン・ナポリタン♪ : 思			型2/3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784098544837	2026-3	国境のエミーリャ = ПОГРАНИЧНИЦА ЗМ	池田邦彦 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784758099967	2026-6	愛日と花嫁 : 四季折々	渚アユム		型1_統合	sid155074:愛日と花嫁(3巻)	最長一致	-	-	ship
9784829687383	2026-6	青と碧. 2	ろじ 著		型1_統合	sid165383:青と碧(1巻)	完全題一致	-	-	ship
9784781625560	2026-6	アオハルくんは今日もスケベできない!?	ないとーまさ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784575862300	2026-6	赤髪エルフのお惣菜屋さん. 1	イトカツ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784088851167	2026-6	茜部先生は照れ知らず. 5	多治見尚哉 著		型1_統合	sid162801:茜部先生は照れ知らず(4巻)	完全題一致	-	-	ship
9784088850870	2026-6	あかね噺. 22	末永裕樹 原作		型1_統合	sid128921:あかね噺(11巻)	完全題一致	-	-	ship
9784575424348	2026-6	悪夢から目覚めた傲慢令嬢はやり直しを模索中. 11	上原誠 漫画		型1_統合	sid101033:悪夢から目覚めた傲慢令嬢はやり直しを(7巻)	完全題一致	-	-	ship
9784575424300	2026-6	悪役令嬢ってのはこうやるのよ. 1	檸羽 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784824206831	2026-6	悪役令嬢に転生したはずが、主人公よりも溺愛されてるみ	菜々 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784824206824	2026-6	悪役令嬢の遺言状. 2	巻村螢 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065440667	2026-6	悪役令嬢の四畳半. 4	岡野く仔 著		型1_統合	sid154423:悪役令嬢の四畳半(3巻)	完全題一致	-	-	ship
9784799221822	2026-6	悪役令嬢はもう全部が嫌になったので、記憶喪失のふりを	ゆずまんじゅう 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784823610752	2026-6	あこがれブレイキング	アシタ 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784785981990	2026-6	朝ごはん亭. 9	青菜ぱせり 著		型1_統合	sid104535:朝ごはん亭(8巻)	完全題一致	-	-	ship
9784088850542	2026-6	アスラの沙汰. 4	宇乃花空樹 著		型1_統合	sid138540:アスラの沙汰(3巻)	完全題一致	-	-	ship
9784758098878	2026-6	亜澄ちゃんと胡蝶ちゃん	あまね 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784092274648	2026-6	あたまがコんガらガっち劇場「きょうのよるごはんは29	ユーフラテス 作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784403624087	2026-6	艶漢. 21	尚月地 著		型1_統合	sid14795:艶漢(20巻)	完全題一致	-	-	ship
9784824016690	2026-6	アドリブから雷鳴	笹淵 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784299077769	2026-6	貴方様が「忘れてほしい」とおっしゃいましたので : 	庭師 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065438756	2026-6	あまのじゃく男子とベタ惚れ男子. 1	鴉月ルイ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784575424379	2026-6	アラサー魔術師のゆる～いハーレムライフ : ブラック	みんたろう 漫画		型1_統合	sid138703:アラサー魔術師のゆる～いハーレムライ(2巻)	最長一致	-	-	ship
9784845644445	2026-6	アリと巨人 : 手塚治虫ミッシング・ピーシズジュブナ	手塚治虫 著		型3_新規	新規ページ	題一致だが別社ガード	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784336078643	2026-6	ある結婚前の風景	エイドリアン・トミネ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784867782415	2026-6	あんたの相棒はオレなんで!	いけがみ小5		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784088850863	2026-6	UNDER DOCTOR. 1	谷本今日 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784824016645	2026-6	生贄姫の幸福 : 孤独な贄の少女は、魔物の王の花嫁と	雨咲はな 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784592721864	2026-6	イケボ配信者は俺狙い!? 7	あぺこ 著		型1_統合	sid138893:イケボ配信者は俺狙い!?(6巻)	最長一致	-	-	ship
9784065436042	2026-6	異世界グルメで成り上がり無双 : 山に追放されたので	夜桜ユノ 原作		型1_統合	sid159958:異世界グルメで成り上がり無双(3巻)	最長一致	-	-	ship
9784823610783	2026-6	異世界召喚ギャルズと魔王討伐パコハメ旅!	由雅なおは 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784575424386	2026-6	異世界商人 : スキル〈異世界渡航〉を駆使して、悠々	はも 漫画		型1_統合	sid160028:異世界商人(3巻)	最長一致	-	-	ship
9784199509728	2026-6	異世界で全裸勇者と呼ばないで. 5	森下真央		型1_統合	sid125817:異世界で全裸勇者と呼ばないで(4巻)	完全題一致	-	-	ship
9784867208977	2026-6	異世界では現代コスメが無敵でした. 2	真冬日 原作		型1_統合	sid159836:異世界では現代コスメが無敵でした(1巻)	完全題一致	-	-	ship
9784824016706	2026-6	至センパイのダメなとこ	三田ロジ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784832297227	2026-6	一畳間まんきつ暮らし! 5	ひさまくまこ 著		型1_統合	sid87824:一畳間まんきつ暮らし!(4巻)	最長一致	-	-	ship
9784434368325	2026-6	今まで馬鹿にされていた気弱令嬢に転生したら、とんでも	やきいもほくほく 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784868540113	2026-6	妹に婚約者を取られてこのたび醜悪公と押しつけられ婚す	篠宮しぐ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784866539928	2026-6	陰キャに優しい世界	黒川おとぎ 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065438817	2026-6	WIND BREAKER. 26	にいさとる 著		型1_統合	sid61613:WIND BREAKER(20巻)	完全題一致	-	-	ship
9784758099189	2026-6	泡沫のムジナ. 第3巻	会田小路ちょこぷでぃんぐ		型1_統合	sid158107:泡沫のムジナ(2巻)	最長一致	-	-	ship
9784107729453	2026-6	裏道不動産. 1	滝島一統 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784253013710	2026-6	売れ残りの奴隷エルフを拾ったので、娘にすることにした	遥透子 原作		型1_統合	sid150688:売れ残りの奴隷エルフを拾ったので、娘(2巻)	完全題一致	-	-	ship
9784253013802	2026-6	運送屋のおっさんがなぜか副業で絶対無敵剣士を務めるこ	朔夜コノハ 原作		型1_統合	sid128721:運送屋のおっさんがなぜか副業で絶対無(3巻)	完全題一致	-	-	ship
9784799221785	2026-6	ATMおじさん : 異世界でモテ期が止まらない! :	林達永 原作		型1_統合	sid130516:ATMおじさん(1巻)	最長一致	-	-	hold_確証(成年→geo or drop)
9784832297234	2026-6	江口さんちの純情サキュバス. Volume 2	工藤える 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784815631031	2026-6	S級冒険者が歩む道 : 追放された少年は真の能力『武	カネツキマサト 漫画		型1_統合	sid132660:S級冒険者が歩む道(2巻)	最長一致	-	-	ship
9784065438800	2026-6	Sランクパーティから解雇された〈呪具師〉 : 『呪い	LA軍 原作		型1_統合	sid132643:Sランクパーティから解雇された〈呪具(8巻)	最長一致	-	-	ship
9784823610707	2026-6	エッジバトル・マネーショット	いがよ賄 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784867169711	2026-6	エルフ先生と呼ばないで! 1	森みさき 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
