isbn	month	title	author	publisher	type	integrate_to	method	holes	verified	status
9784045000584	2026-5	いやはや熱海くん : Not easy days o	田沼朝 著		型3_新規	新規ページ	題一致だが別社ガード	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784866539751	2026-5	いろどりかぞく	すぎぢー 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784801989535	2026-5	嘘つきなキスで今日もバイバイ	あゆ河		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784098733835	2026-5	ウチに帰って婚活します. 4	逆巻詩音 著		型1_統合	sid139131:ウチに帰って婚活します(3巻)	完全題一致	-	-	ship
9784302118687	2026-5	初心な没落令嬢はクールな御曹司の甘すぎる恋愛指南で奪	友井美穂 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784302118700	2026-5	初心な没落令嬢はクールな御曹司の甘すぎる恋愛指南で奪	友井美穂 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784832297173	2026-5	海のみちるごはん. 1	花宮みぃ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784867871683	2026-5	海の向こう君のとなり	紫妲たかゆき 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784799777770	2026-5	ウラハラ・ドリーミング	淀川ゆお		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784253013413	2026-5	HP5ですけど自動治癒があれば死にません! 2	四葉夕卜 原作		型1_統合	sid131508:HP5ですけど自動治癒があれば死にま(1巻)	最長一致	-	-	ship
9784301005148	2026-5	英雄教室. 23	新木伸 原作		型1_統合	sid114460:英雄教室(21巻)	完全題一致	-	-	ship
9784785981914	2026-5	描季師. 2	鄭大河 著		型1_統合	sid155575:描季師(1巻)	完全題一致	-	-	ship
9784088850399	2026-5	悪祓士のキヨシくん. 8	臼井彰一 著		型1_統合	sid154510:悪祓士のキヨシくん(5巻)	完全題一致	-	-	ship
9784824206282	2026-5	SSS級スキル配布神官の辺境セカンドライフ : 左遷	天池のぞむ 原作		型1_統合	sid132479:SSS級スキル配布神官の辺境セカンド(1巻)	最長一致	-	-	ship
9784575424287	2026-5	S級パーティーから追放された狩人、実は世界最強 : 	カズミヤアキラ 漫画		型1_統合	sid121624:S級パーティーから追放された狩人、実(1巻)	最長一致	-	-	ship
9784403680540	2026-5	十二支色恋草子 : 外伝. 4	待緒イサミ		型1_統合	sid92225:十二支色恋草子(6巻)	最長一致	-	-	ship
9784801989610	2026-5	エルフさんの魔法料理店 : 妖精女王として転生したけ	夜塊織夢 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784823610486	2026-5	エロトラップダンジョン物語 : 夢見る冒険者達と呪わ	海山そぜ 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784799221617	2026-5	エロバラエティ : ドスケベ企画でハメられ公開大絶頂			型2/3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784868121053	2026-5	えろびいき	えこひいき 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784758490078	2026-5	エンペラーズ : 三国志. 1	赤名修 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784344857605	2026-5	王が猫になった. 2	森繁拓真		型1_統合	sid123569:王が猫になった(1巻)	完全題一致	-	-	ship
9784098733842	2026-5	王子と騎士は男装聖女が死ぬほど愛おしい. 2	みなとゆみ 著		型1_統合	sid159363:王子と騎士は男装聖女が死ぬほど愛おし(1巻)	完全題一致	-	-	ship
9784065434963	2026-5	王子の最恋. 2	いくたはな 著		型1_統合	sid159368:王子の最恋(1巻)	完全題一致	-	-	ship
9784046601414	2026-5	王女でしたがこっそり竜騎士団の専属薬師になりました!	宴 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784845871070	2026-5	大江戸ブラック・エンジェルズ. 松田登場編	平松伸二		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784592225812	2026-5	狼皇子と嘘つきな結婚. 5	音久無 著		型1_統合	sid124928:狼皇子と嘘つきな結婚(3巻)	完全題一致	-	-	ship
9784800017581	2026-5	狼侯爵と愛の霊薬. 1	橘千秋 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784302119226	2026-5	狼大公は偽物花嫁を逃がさない	御上ユノ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784845871681	2026-5	オークション・ハウス : 天目茶碗の底無き闇	叶精作 作画		型3_新規	新規ページ	題一致だが別社ガード	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(コンビニ疑い→drop)
9784046600615	2026-5	大崎さんと小森さん	犬山あむ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784045000638	2026-5	お飾り姫の溺愛計画. 1	野澤佑季恵 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065436349	2026-5	オカルトタイムズ. 2	いどんち 著		型1_統合	sid139456:オカルトタイムズ(1巻)	完全題一致	-	-	ship
9784867871676	2026-5	お狐様のお気に入り. 2	茉白あさひな 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784813034728	2026-5	おくびょうなディア : 百武先生の贅沢な悩み	秋雨るい 著		型1_統合	sid64039:おくびょうなディア(1巻)	最長一致	-	-	ship
9784301005278	2026-5	お酒と先輩彼女との甘々同居ラブコメは二十歳になってか	こばやJ 原作		型1_統合	sid134683:お酒と先輩彼女との甘々同居ラブコメは(1巻)	完全題一致	-	-	ship
9784575862218	2026-5	オサナナジミとカノジョと. 3	葵抄 著		型1_統合	sid139464:オサナナジミとカノジョと(2巻)	完全題一致	-	-	ship
9784065435922	2026-5	幼馴染とはラブコメにならない. 20	三簾真也 著		型1_統合	sid124996:幼馴染とはラブコメにならない(16巻)	完全題一致	-	-	ship
9784575862232	2026-5	押しかけギャルの中村さん. 8	おりはらさちこ 著		型1_統合	sid120514:押しかけギャルの中村さん(6巻)	完全題一致	-	-	ship
9784813765943	2026-5	推しがとなりで寝てまして. 03	青井よる 作画		型1_統合	sid155511:推しがとなりで寝てまして(2巻)	完全題一致	-	-	ship
9784199610790	2026-5	推し様の仰せのままに	水名瀬雅良 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065435939	2026-5	織田ちゃんと明智くん. 7	常盤ギヨ 著		型1_統合	sid161938:織田ちゃんと明智くん(5巻)	完全題一致	-	-	ship
9784867208915	2026-5	落ちこぼれ転移者、全てを奪うハッキングスキルで最強に	ヨネモンタケアキ 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784834265767	2026-5	落ちた林檎は恋を知る	ぴみちゃん 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784301005049	2026-5	おっさん冒険者ケインの善行. 16	風来山 原作		型1_統合	sid64199:おっさん冒険者ケインの善行(13巻)	完全題一致	-	-	ship
9784301004936	2026-5	おっさん冒険者の遅れた英雄譚 : 感謝の素振りを1日	深山鈴 原作		型1_統合	sid134288:おっさん冒険者の遅れた英雄譚(1巻)	最長一致	-	-	ship
9784088432656	2026-5	おとなの恋は、やぶさかにつき。. 6	たまこ 著		型1_統合	sid134319:おとなの恋は、やぶさかにつき。(2巻)	完全題一致	-	-	ship
9784801989757	2026-5	鬼と天国. 及	お吉川京子		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784845870998	2026-5	鬼平犯科帳. 65	さいとうたかを 著		型1_統合	sid165798:鬼平犯科帳(201巻)	完全題一致	-	-	ship
9784845871698	2026-5	鬼役 : 血路	橋本孤蔵 漫画		型1_統合	sid119152:鬼役(44巻)	最長一致	-	-	ship
9784823610448	2026-5	おねぇさんに喰われる。 : オフパコ相手は童貞好きの	渡薫 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784098545285	2026-5	お針子令嬢と氷の伯爵の白い結婚. 4	岩上翠 原作		型1_統合	sid134696:お針子令嬢と氷の伯爵の白い結婚(3巻)	完全題一致	-	-	ship
9784253013369	2026-5	おひ釣りさま. 15	とうじたつや 著		型1_統合	sid64407:おひ釣りさま(13巻)	完全題一致	-	-	ship
9784813765998	2026-5	オペラ座のシンデレラ : 王子様は極上御曹司. 1	えだじまさくら 作画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784800017598	2026-5	「お前を愛することはない」と言われたので「そうなの?	笛路 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784834265750	2026-5	おまえの吐息を奪っていった	早寝電灯 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784801989580	2026-5	およそ100年幽閉されていた魔術師夫婦は世界を巡る.	吉野茉莉 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784046854995	2026-5	オルターエゴ	アナ・C.サンチェス 著		型1_統合	sid139572:オルターエゴ(3巻)	完全題一致	-	-	ship
9784758098762	2026-5	俺がもっと褒めてあげる	駄々		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784046601759	2026-5	オレが私になるまで. 6	佐藤はつき 著		型1_統合	sid74582:オレが私になるまで(5巻)	完全題一致	-	-	ship
9784866698533	2026-5	俺様天使の恋愛プロセス	ほしの世界 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784088942148	2026-5	俺だけ不遇スキルの異世界召喚叛逆記 : 最弱スキル〈	すかいふぁーむ 原作		型1_統合	sid147977:俺だけ不遇スキルの異世界召喚叛逆記(6巻)	最長一致	-	-	ship
9784575862270	2026-5	俺ではない炎上. 2	浅倉秋成 原作		型1_統合	sid147985:俺ではない炎上(1巻)	完全題一致	-	-	ship
9784049211399	2026-5	俺の召喚魔法がおかしい。 : 雑魚すぎると追放された	近衛桜月 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784107729392	2026-5	女騎士とケモミミの子. 7	たーぼえんじん		型1_統合	sid151632:女騎士とケモミミの子(6巻)	完全題一致	-	-	ship
9784868121046	2026-5	おんなのこ。	すずしも 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784040763910	2026-5	Only Sense Online. 23	アロハ座長 原作		型1_統合	sid60303:Only Sense Online(19巻)	完全題一致	-	-	ship
9784049211412	2026-5	カードファイト!!ヴァンガードDivinez幻真覚醒	三越はるは 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784107729347	2026-5	怪異の介護. 1	コイケナツキ		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784048119238	2026-5	怪異部 : M県Y市の怪現象について. 3	さりい・B 著		型1_統合	sid153810:怪異部(2巻)	最長一致	-	-	ship
9784575862195	2026-5	怪怪ギギギギギ. 2	うぐいす祥子 著		型1_統合	sid126626:怪怪ギギギギギ(1巻)	完全題一致	-	-	ship
9784065436301	2026-5	灰仭巫覡. 8	大暮維人 著		型1_統合	sid128340:灰仭巫覡(6巻)	完全題一致	-	-	ship
9784832206182	2026-5	海賊×少女. 3	梶川卓郎		型1_統合	sid125627:海賊×少女(2巻)	完全題一致	-	-	ship
9784799221648	2026-5	快楽尋問でイキ地獄 : 別冊コミックアンリアル			型2/3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784098545858	2026-5	かくかまた. 4	くさかべゆうへい 著		型1_統合	sid134733:かくかまた(3巻)	完全題一致	-	-	ship
9784592166979	2026-5	描くなるうえは. 7	高畑弓 原作		型1_統合	sid125300:描くなるうえは(3巻)	完全題一致	-	-	ship
9784867871713	2026-5	隠れてないで出ておいで. 5	豆腐ピザ丸 著		型1_統合	sid165111:隠れてないで出ておいで(4巻)	完全題一致	-	-	ship
9784088851020	2026-5	カグラバチ. 11	外薗健 著		型1_統合	sid125266:カグラバチ(6巻)	完全題一致	-	-	ship
9784845871087	2026-5	影狩りアンコール. Vol. 2	さいとう・たかを		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784107729354	2026-5	景虎君はもどれない. 1	雪本愁二		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784758098526	2026-5	花燭の白. 11	高山しのぶ 著		型1_統合	sid41708:花燭の白(19巻)	完全題一致	-	-	ship
9784758098519	2026-5	花燭の白. 11	高山しのぶ 著		型1_統合	sid41708:花燭の白(19巻)	完全題一致	-	-	ship
9784048119474	2026-5	勝手に召喚したくせに「行き遅れだから聖女ではない」と	ぷにちゃん 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784832210301	2026-5	かつては最強無敵の勇者様 : 姫には内緒のレベルダウ	高津ケイタ		型1_統合	sid134772:かつては最強無敵の勇者様(2巻)	最長一致	-	-	ship
9784088850504	2026-5	金のなる森. 2	俵京平 著		型1_統合	sid164723:金のなる森(1巻)	完全題一致	-	-	ship
9784832210271	2026-5	彼女たちのツモる話. 1	安堂ミキオ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784253013437	2026-5	カブリダニ. 6	オオゾネサトシ 著		型1_統合	sid139728:カブリダニ(5巻)	完全題一致	-	-	ship
9784575999273	2026-5	鎌倉ものがたり. 魔界編	西岸良平		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784253013093	2026-5	神アプリクリミナルハンター. 3	栗原正尚 原作		型1_統合	sid160853:神アプリクリミナルハンター(2巻)	完全題一致	-	-	ship
9784832297159	2026-5	神絵師のおしごと. 2	有野金吾 著		型1_統合	sid160933:神絵師のおしごと(1巻)	完全題一致	-	-	ship
9784088941691	2026-5	カミキル-KAMI KILL-. 3	此元和津也		型1_統合	sid139735:カミキル-KAMI KILL-(2巻)	完全題一致	-	-	ship
9784592225805	2026-5	神さま学校の落ちこぼれ. 14	日向夏 原作		型1_統合	sid126994:神さま学校の落ちこぼれ(7巻)	完全題一致	-	-	ship
9784046601162	2026-5	かみさまキツネとサラリーマン. 3	ヤシン 著		型1_統合	sid134800:かみさまキツネとサラリーマン(2巻)	完全題一致	-	-	ship
9784301005018	2026-5	神達に拾われた男. 16	Roy 原作		型1_統合	sid111416:神達に拾われた男(12巻)	完全題一致	-	-	ship
9784815624507	2026-5	神の使いでのんびり異世界旅行 : 最強の体でスローラ	瀬戸内くらげ 漫画		型1_統合	sid160833:神の使いでのんびり異世界旅行(2巻)	最長一致	-	-	ship
9784785981778	2026-5	カメラ、はじめてもいいですか? 8	しろ 著		型1_統合	sid74925:カメラ、はじめてもいいですか?(6巻)	最長一致	-	-	ship
9784775530597	2026-5	カラダで覚えな俺の筆跡 : 幼なじみの書道家はなぞる	桜琴 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784046601087	2026-5	完全回避ヒーラーの軌跡. 14	倭ヒナ 著		型1_統合	sid152277:完全回避ヒーラーの軌跡(9巻)	完全題一致	-	-	ship
9784801989603	2026-5	勘当されたので探偵屋はじめます! : 実は亡国の女王	永瀬さらさ 原作		型1_統合	sid149370:勘当されたので探偵屋はじめます!(1巻)	最長一致	-	-	ship
9784253013451	2026-5	学園アイドルマスターGOLD RUSH. 6	猪ノ谷言葉 脚本・構成		型1_統合	sid152190:学園アイドルマスターgold rus(4巻)	完全題一致	-	-	ship
9784866698526	2026-5	崖っぷち令嬢は騎士様の求愛に気づかない. 1	山悠希 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784088850627	2026-5	ガチャンキイ. 2	下元朗 著		型1_統合	sid139864:ガチャンキイ(1巻)	完全題一致	-	-	ship
9784575862188	2026-5	眼下は昏い京王線です. 1	芦花公園 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784758098786	2026-5	キスが恋になるまで	水都あさひ		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784801989740	2026-5	キスでオチないスキャンダル	夏原サイケ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065436899	2026-5	傷モノの花嫁. 11	友麻碧 原作		型1_統合	sid148279:傷モノの花嫁(5巻)	完全題一致	-	-	ship
9784301004967	2026-5	貴族転生 : 外伝14歳ノアの無双旅行. 2	三木なずな 原作		型1_統合	sid116001:貴族転生(5巻)	最長一致	-	-	ship
9784301004950	2026-5	貴族転生 : 恵まれた生まれから最強の力を得る. 1	三木なずな 原作		型1_統合	sid116001:貴族転生(5巻)	最長一致	-	-	ship
9784799777480	2026-5	きっと神様も知らない	幕アケ		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784267024955	2026-5	きっと幸せの朝がくる	古川智映子		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784046079619	2026-5	きつねと一緒に暮らしたら	夏朱優衣 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784301005186	2026-5	「君を愛することはない」と言った氷の魔術師様の片思い	葉月秋水 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784088432625	2026-5	君を忘れる恋がしたい. 8	結木悠 著		型1_統合	sid125118:君を忘れる恋がしたい(6巻)	完全題一致	-	-	ship
9784065435632	2026-5	君が監督! 3	あじな優 著		型1_統合	sid149939:君が監督!(2巻)	最長一致	-	-	ship
9784065433867	2026-5	君と宇宙を歩くために. 6	泥ノ田犬彦 著		型1_統合	sid125273:君と宇宙を歩くために(4巻)	完全題一致	-	-	ship
9784861175060	2026-5	きみに堕ちる	箱れぇま 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784098544813	2026-5	君のキスが泣いている. 2	綾瀬湊 著		型1_統合	sid149998:君のキスが泣いている(1巻)	完全題一致	-	-	ship
9784868490333	2026-?	きみの心にさわりたい	綾人 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065435014	2026-5	君の瞳に堕ちる夜. 1	乃ノ々モノ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784758098588	2026-5	君はいつしか毒になる. 1	朝賀庵 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784403680557	2026-5	キャントバック	七瀬		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065434444	2026-5	吸血皇子と生贄花嫁. 2	マチバリ 原作		型1_統合	sid150082:吸血皇子と生贄花嫁(1巻)	完全題一致	-	-	ship
9784065434857	2026-5	吸血鬼へ嫁入る日 : 少女が冷酷夫に愛された記録. 	島田ちえ 著		型1_統合	sid150096:吸血鬼へ嫁入る日(3巻)	最長一致	-	-	ship
9784098733170	2026-5	99%サキュバスちゃん. 6	白石ユキ 著		型1_統合	sid124130:99%サキュバスちゃん(4巻)	完全題一致	-	-	hold_確証(成年→geo or drop)
9784253013581	2026-5	9番目のムサシ : ゴーストアンドグレイ. 21	髙橋美由紀 著		型1_統合	sid54276:9番目のムサシ(31巻)	最長一致	-	-	ship
9784832293281	2026-5	今日から恋と子育てはじめます. 2	黒木めぐみ 著		型1_統合	sid147497:今日から恋と子育てはじめます(1巻)	完全題一致	-	-	ship
9784040763989	2026-5	今日から僕は、彼女の××を解消する。. 1	コアヤアコ [著]		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784301005346	2026-5	京兼家の花嫁. 5	日野杏寿 著		型1_統合	sid120428:京兼家の花嫁(4巻)	完全題一致	-	-	ship
9784785981761	2026-5	今日はもう上がります. 2	オクショウ 原作		型1_統合	sid121613:今日はもう上がります(1巻)	完全題一致	-	-	ship
9784434374173	2026-5	禁欲シェアハウス. 1	早乙女戦狼		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065435694	2026-5	擬族. 3	堅貝 著		型1_統合	sid155611:擬族(2巻)	完全題一致	-	-	ship
9784065434154	2026-5	虐幸のくるちゃん. 1	木陰ひな田 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784823610455	2026-5	義理ですからっ	べんぞう 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
