isbn13	date	publisher	series	volume	title	kana	creators	creators_roled	creators_auth
9784758022545	2021.6	一迅社	IDコミックス. DNAメディアコミックス	Vol. 4	アズールレーンコミックアンソロジーbreaking!! Vol. 4	アズールレーンコミックアンソロジーbreaking!!			
9784591170618	2021.6	ポプラ社		3	アニメコミックもっと!まじめにふまじめかいけつゾロリ. 3	アニメコミックモットマジメニフマジメカイケツゾロリ			
9784821127955	2021.6	ぶんか社	Bunkasha comics		江戸前の絶品めし : 時代劇グルメまんが傑作選	エドマエノゼッピンメシ:ジダイゲキグルメマンガケッサクセン			
9784758069182	2021.6	一迅社	IDコミックス		お兄ちゃんはおしまい!公式アンソロジーコミック	オニイチャンワオシマイ!コウシキアンソロジーコミック			
9784785969233	2021.6	少年画報社	Comic ; 976. ぐる漫	No. 58 (ポテサラとアジフライ編)	思い出食堂. No. 58 (ポテサラとアジフライ編)	オモイデショクドウ			
9784093888202	2021.6	小学館			俺、つしまBOOK : 永久愛蔵版	オレツシマブック:エイキュウアイゾウバン	おぷうのきょうだい	おぷうのきょうだい:著	おぷうのきょうだい|001290451|オプウ ノ キョウダイ
9784575856064	2021.6	双葉社	ACTION COMICS		小林さんちのメイドラゴン公式ガイドブックメイドラ大全	コバヤシサンチノメイドラゴンコウシキガイドブックメイドラタイゼン	クール教信者	クール教信者:著	クール教信者|001108682|クールキョウ シンジャ
9784845863808	2021.6	リイド社	パーフェクト・メモワール	Vol. 15	コミック艶. Vol. 15	コミックエン			
9784821127979	2021.6	ぶんか社	Bunkasha comics	Vol. 29	ごはん日和. Vol. 29	ゴハンビヨリ			
9784799214992	2021.6	キルタイムコミュニケーション	二次元ドリームコミックス ; 638. 二次元コ		縮小化ヒロイン強制オナホール計画	シュクショウカヒロインキョウセイオナホールケイカク			
9784785969332	2021.7	少年画報社	Comic ; 986. ぐる漫	No. 5	アウトドアごはん. No. 5	アウトドアゴハン			
9784758036276	2021.7	一迅社	IDコミックス. Zero-sum comics	ざまぁ編	悪役令嬢ですが、幸せになってみせますわ! : アンソロジーコミック. ざまぁ編	アクヤクレイジョウデスガ、シアワセニナッテミセマスワ!:アンソロジーコミック			
9784785969417	2021.7	少年画報社	Comic ; 994. ぐる漫		味の大北海道展 : 毛がに・うに丼・ジンギスカン♪	アジノダイホッカイドウテン:ケガニ・ウニドンブリ・ジンギスカン♪			
9784758022682	2021.7	一迅社	IDコミックス. YH comics		アップルパルフェ : おねロリ百合アンソロジー	アップルパルフェ:オネロリユリアンソロジー			
9784865372182	2021.7	鉄人社	鉄人文庫		あなたの知らない超トンデモ漫画120 : バカ設定!作者暴走!黒歴史!	アナタノシラナイチョウトンデモマンガヒャクニジュウ:バカセッテイサクシャボウソウ	鉄人社	鉄人ノンフィクション編集部:編	鉄人社|01131572|テツジンシャ
9784591170526	2021.7	ポプラ社		8	アニメコミックおしりたんてい. 8	アニメコミックオシリタンテイ			
9784575316322	2021.7	双葉社			石川賢マンガ大全 = KEN ISHIKAWA MANGA CHRONICLE	イシカワケンマンガタイゼン	石川, 賢, 1948-2006/ダイナミックプロダクション	石川賢 原著:/ダイナミックプロダクション:監修	石川, 賢, 1948-2006|00101114|イシカワ, ケン, 1948-2006/ダイナミックプロダクション|00681982|ダイナミック プロダクション
9784815550578	2021.7	英和出版社	DAISY COMICS		受けをびしょびしょにしたいBL	ウケオビショビショニシタイビーエル			
9784909646422	2021.7	駒草出版株式会社ダンク出版事業部			うるしと漫画とワタシ : そのホリゾンタルな仕事	ウルシトマンガトワタシ:ソノホリゾンタルナシゴト	堀, 道広, 1975-/野村, 美丘, 1974-	堀道広:著/野村美丘 編集:	堀, 道広, 1975-|01083081|ホリ, ミチヒロ, 1975-/野村, 美丘, 1974-|001309533|ノムラ, ミック, 1974-
9784815501761	2021.7	メディアソフト	Charles Comics		XLサイズBL : 奥まで俺のカタチにしてあげる	エックスエルサイズビーエル:オクマデオレノカタチニシテアゲル			
9784758022699	2021.7	一迅社	IDコミックス. DNAメディアコミックス	Vol. 2	乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…コミックアンソロジー. Vol. 2	オトメゲームノハメツフラグシカナイアクヤクレイジョウニテンセイシテシマッタ…コミ			
9784396785277	2021.7	祥伝社		Vol. 53	On blue : boys love anthology for ultimate entertainment. Vol. 53	オンブルー:boysloveanthologyforultimateentert			
9784592212157	2021.7	白泉社	花とゆめCOMICSスペシャル		『かげきしょうじょ!!』公式ガイドブックオンステージ!	カゲキショウジョコウシキガイドブックオンステージ	斉木, 久美子	斉木久美子:著	斉木, 久美子|00730138|サイキ, クミコ
9784791629084	2021.7	西東社			キャラの魅力を最大限に引き出す!マンガキャラ配色の教科書 = MANGA CHARACTER COLOR SCHEME TEXTBOOK	キャラノミリョクオサイダイゲンニヒキダスマンガキャラハイショクノキョウカショ	桜井, 輝子	桜井輝子:著	桜井, 輝子|01187860|サクライ, テルコ
9784088920047	2021.7	集英社	ヤングジャンプコミックス		キングダム公式ガイドブック第3弾戦国七雄人物録	キングダムコウシキガイドブックダイサンダンセンゴクシチユウジンブツロク	原, 泰久, 1975-	原泰久:著	原, 泰久, 1975-|01045100|ハラ, ヤスヒサ, 1975-
9784758022583	2021.7	一迅社	IDコミックス. DNAメディアコミックス		原神コミックアンソロジー	ゲンシンコミックアンソロジー			
9784821168361	2021.7	ぶんか社	ぶんか社ムック. 本当にあった笑える話		凍える心霊&amp;絶叫体験	コゴエルシンレイ&amp;ゼッキョウタイケン			
9784758069274	2021.7	一迅社	IDコミックス. Rex comics	11	ゴブリンにエロいことされちゃうアンソロジーコミック. 11	ゴブリンニエロイコトサレチャウアンソロジーコミック			
9784785969646	2021.8	少年画報社	にゃんcomi		赤魂ねこぱんち : 恐 : オールよみきり : 夏限定	アカダマネコパンチ:オソレ:オールヨミキリ:ナツゲンテイ			
9784758022767	2021.8	一迅社	IDコミックス. DNAメディアコミックス	Vol. 5	アズールレーンコミックアンソロジーbreaking!! Vol. 5	アズールレーンコミックアンソロジーbreaking!!			
9784087927450	2021.8	集英社			&amp; Blast : 大暮維人画集	アンドブラスト:オオグレイトガシュウ	大, 暮維人	大暮維人:著	大, 暮維人|00417417|オオ, グレイト
9784620326924	2021.8	毎日新聞出版			おぼえていても、いなくても	オボエテイテモイナクテモ	蛭子, 能収, 1947-	蛭子能収:著	蛭子, 能収, 1947-|00130869|エビス, ヨシカズ, 1947-
9784785969660	2021.8	少年画報社	Comic ; 20. ぐる漫	No. 59 (チャーハンとオリンピック編)	思い出食堂 : 新作漫画よみきり. No. 59 (チャーハンとオリンピック編)	オモイデショクドウ:シンサクマンガヨミキリ			
9784821128198	2021.8	ぶんか社	Bunkasha comics	Vol. 25	俺流!絶品めし. Vol. 25	オレリュウ!ゼッピンメシ			
9784091990716	2021.8	小学館	SUNDAY GX COMICS SPECIAL		オンスロート = Onslaught : ブラック・ラグーンイラスト集	オンスロート	広江, 礼威	広江礼威:著	広江, 礼威|00351744|ヒロエ, レイ
9784295405900	2021.8	クロスメディア・パブリッシング			クソコンテンツを爆売れさせたハリウッド流マーケティング術	クソコンテンツオバクウレサセタハリウッドリュウマーケティングジュツ	外薗, 史明, 1987-/外園, 昌也, 1961-	外薗史明, 外薗昌也 [著]:	外薗, 史明, 1987-|031669760|ホカゾノ, フミアキ, 1987-/外園, 昌也, 1961-|00142525|ホカゾノ, マサヤ, 1961-
9784799215258	2021.8	キルタイムコミュニケーション	二次元ドリームコミックス ; 646	SP7	くっ殺ヒロインズ. SP7	クッコロヒロインズ			
9784785969653	2021.8	少年画報社	にゃんcomi		黒魂ねこぱんち : 怖 : オールよみきり : 夏限定	クロダマネコパンチ:コワイ:オールヨミキリ:ナツゲンテイ			
9784845863846	2021.8	リイド社	パーフェクト・メモワール	Vol. 16	コミック艶. Vol. 16	コミックエン			
9784821128341	2021.8	ぶんか社	Bunkasha comics	Vol. 30	ごはん日和. Vol. 30	ゴハンビヨリ			
9784785969868	2021.9	少年画報社	Comic ; 40. ぐる漫	No. 6	アウトドアごはん. No. 6	アウトドアゴハン			
9784865652086	2021.9	言視舎			アフター・コロナ時代のクリエイティブ・コンセプト・ガイド = CREATIVE CONCEPT GUIDE	アフターコロナジダイノクリエイティブコンセプトガイド	大石, けんいち	大石賢一:著	大石, けんいち|01022073|オオイシ, ケンイチ
9784785969790	2021.9	少年画報社	Comic ; 33. ぐる漫		思い出食堂Bランチ : 夕焼けライスカレー	オモイデショクドウBランチ:ユウヤケライスカレー			
9784801928244	2021.9	竹書房	バンブームック		女の心の闇	オンナノココロノヤミ			
9784867038055	2021.9	文友舎			怪獣8号防衛隊機密レポート	カイジュウハチゴウボウエイタイキミツレポート	JAKDF外部研究チーム	JAKDF外部研究チーム:著	JAKDF外部研究チーム|031701819|JAKDF ガイブ ケンキュウ チーム
9784253101080	2021.9	秋田書店	SHŌNEN CHAMPION FANBOOK		吸血鬼すぐ死ぬ公式ファンブック : 週刊バンパイアハンター特別増刊号	キュウケツキスグシヌコウシキファンブック:シュウカンバンパイアハンタートクベツゾ	盆ノ木, 至	盆ノ木至:著/週刊少年チャンピオン編集部:編	盆ノ木, 至|001221781|ボンノキ, イタル
9784757574434	2021.9	スクウェア・エニックス		3	黒執事 : 枢やな画集. 3	クロシツジ:トボソヤナガシュウ	枢, やな	枢やな:著	枢, やな|01049569|トボソ, ヤナ
9784334952709	2021.9	光文社			心をととのえるスヌーピー : 悩みが消えていく禅の言葉	ココロオトトノエルスヌーピー:ナヤミガキエテイクゼンノコトバ	枡野, 俊明, 1953-	チャールズ・M・シュルツ:著/谷川俊太郎:訳/枡野俊明:監修	枡野, 俊明, 1953-|00796676|マスノ, シュンミョウ, 1953-
9784198653606	2021.9	徳間書店			小島功画集功-koh	コジマコウガシュウコウ-koh	小島, 功, 1928-2015	小島功:著	小島, 功, 1928-2015|00036312|コジマ, コウ, 1928-2015
9784799215463	2021.9	キルタイムコミュニケーション	ブラックチェリーコミックス		触手姦メスに堕ちゆく男ども : BlackCherryアンソロジー	ショクシュカンメスニオチユクオトコドモ:ブラックチェリーアンソロジー			
9784758036634	2021.10	一迅社	IDコミックス. Zero-sum comics	ざまぁ編 2	悪役令嬢ですが、幸せになってみせますわ! : アンソロジーコミック. ざまぁ編 2	アクヤクレイジョウデスガ、シアワセニナッテミセマスワ!:アンソロジーコミック			
9784835458229	2021.10	復刊ドットコム	漫画原稿再生叢書	vol.2	あしたのジョー. vol.2	アシタノジョー	高森, 朝雄, 1936-1987/ちば, てつや, 1939-	高森朝雄:原作/ちばてつや:漫画	高森, 朝雄, 1936-1987|00120163|タカモリ, アサオ, 1936-1987/ちば, てつや, 1939-|00083986|チバ, テツヤ, 1939-
9784758023009	2021.10	一迅社	IDコミックス. DNAメディアコミックス	Vol. 6	アズールレーンコミックアンソロジーbreaking!! Vol. 6	アズールレーンコミックアンソロジーbreaking!!			
9784591171417	2021.10	ポプラ社		9	アニメコミックおしりたんてい. 9	アニメコミックオシリタンテイ			
9784758023023	2021.10	一迅社			ヲタクに恋は難しいofficial art works	オタクニコイワムズカシイオフィシャルアートワークス	ふじた	ふじた:著	ふじた|001201099|フジタ
9784785970000	2021.10	少年画報社	Comic ; 54. ぐる漫	No. 60 (肉じゃがの味編)	思い出食堂. No. 60 (肉じゃがの味編)	オモイデショクドウ			
9784821128358	2021.10	ぶんか社	Bunkasha comics	Vol. 26	俺流!絶品めし. Vol. 26	オレリュウ!ゼッピンメシ			
9784867300695	2021.10	英和出版社	EIWAMOOK		怪獣8号 : 日本を襲う脅威と防衛の系譜	カイジュウハチゴウ:ニホンオオソウキョウイトボウエイノケイフ			
