class	n	slugs	authors	nvols	isbn_overlap
DIFF_AUTHOR	2	love-and-peace,love-and-piisu	池谷理香子 || 蘇募ロウ	1,3	no
DIFF_AUTHOR	2	love-chuudoku-2012,love-chuudoku	克本かさね || 桜沢エリカ	1,1	no
DIFF_AUTHOR	2	love-dachi,rabudachi	牛乳リンダ || 有間しのぶ	2,1	no
DIFF_AUTHOR	2	love-koufukuron-2006,love-koufukuron	山口いづみ || 影木栄貴	1,1	no
DIFF_AUTHOR	2	love-lab-2004,love-lab-momoyuki-2005	すぎ恵美子 || 桃雪琴梨	1,1	no
DIFF_AUTHOR	2	love-master-a,love-master-x	橋本教子 || 安野モヨコ	2,8	no
DIFF_AUTHOR	2	love-monster-mio-2011,love-monster	三尾じゅん太 || 宮城理子	1,19	no
DIFF_AUTHOR	2	love-plus-manaka-days,love-plus	現津みかみ || 若宮弘明/瀬尾公治/櫻太助	2,2	no
DIFF_AUTHOR	2	love-potion,rabu-2-potion	刹奈 || 後藤羽矢子	1,2	no
DIFF_AUTHOR	2	love-senka-2010,love-senka	ミズタマ  || 庄司陽子	5,8	no
DIFF_AUTHOR	2	love-shousetsu-1992,love-shousetsu	原田梨花 || 深見じゅん	1,1	no
DIFF_AUTHOR	2	love-survival,odaiba-love-survival	杉山美和子 || 白沢まりも	1,2	no
DIFF_AUTHOR	2	love-z,s-love	やまさき拓味 || みつきかこ	9,2	no
DIFF_AUTHOR	2	lovely-sick-ohmine-2004,lovely-sick	大峰ショウコ || 寄田みゆき	3,2	no
DIFF_AUTHOR	2	lover-s-kiss,lovers-kiss	あさぎり夕 || 吉田秋生	1,3	no
DIFF_AUTHOR	2	lovers-7,t-t-lovers	犬上すくね || 曽我部修司/本間リョウタ	7,3	no
DIFF_AUTHOR	2	lucky-2008,lucky	村上かつら || 桑田乃梨子	1,1	no
DIFF_AUTHOR	2	ludwig-2sei,ruutovihi-2sei	氷栗優 || 水野英子	5,2	no
DIFF_AUTHOR	2	lunatic-kawaso-2001,lunatic	河惣益巳 || 東里桐子	1,1	no
DIFF_AUTHOR	2	macaroni,makaronitsuu	麻々原絵里依 || 鴨川つばめ	1,1	no
DIFF_AUTHOR	2	machibito-2017,machibito	石原まこちん || 碧也ぴんく	1,1	no
DIFF_AUTHOR	2	madammei,mei-be-love	武田京子 || 九重千花	2,3	no
DIFF_AUTHOR	2	made-in-nippon,nippon	秋里和国 || 橋本勝/ブレンダン・ダスウェル	6,1	no
DIFF_AUTHOR	2	madougushi-dariya-wa-utsumukanai-kei-2019,madougushi-dariya-wa-utsumukanai	釜田 || 住川惠	2,9	no
DIFF_AUTHOR	2	mahou-shoujo-ikusei-keikaku-f2p,mahou-shoujo-ikusei-keikaku	柚木涼太 || 江戸屋ぽち	4,2	no
DIFF_AUTHOR	2	mahou-shoujo-site-sept,mahou-shoujo-site	宗我部としのり || 佐藤健太郎	2,16	no
DIFF_AUTHOR	2	mahouka-koukou-no-yuutousei-2nd-season,mahouka-koukou-no-yuutousei	おだまさる || 森夕	6,11	no
DIFF_AUTHOR	2	mahoutsukai-no-deshi-2000,mahoutsukai-no-deshi	井浦秀夫 || 石ノ森章太郎	1,6	no
DIFF_AUTHOR	2	mahoutsukai-no-yakusoku-comic,mahoutsukai-no-yakusoku	都志見文太/coly/仲村柴太郎 || シノノメウタ	2,3	no
DIFF_AUTHOR	2	maihime-kurashina-2006,maihime	大石知征 || 山岸凉子	5,10	no
DIFF_AUTHOR	2	mainichi-ga-scandal-1983,mainichi-ga-scandal	樫みちよ || 湯沢直子	1,2	no
DIFF_AUTHOR	2	maji-de-watashi-ni-koishinasai-afterparty,shinken-de-watashi-ni-koishinasai	桂イチホ || 犬江しんすけ	5,6	no
DIFF_AUTHOR	2	majutsushi-oofen-hagure-tabi-max,majutsushi-oofen-haguretabi	沢田一 || 連	2,6	no
DIFF_AUTHOR	2	majuu-gari,majuugari	青木雅彦 || 葉月秋子	3,1	no
DIFF_AUTHOR	2	mamagoto-tsudzura-2021,mamagoto	つづら涼 || 松田洋子	3,3	no
DIFF_AUTHOR	2	mamonogatari-matsumoto-1993,mamonogatari	松本洋子 || 叶精作	1,30	no
DIFF_AUTHOR	2	manabiya-kojima-2009,manabiya	小島あきら || 水野トビオ	1,1	no
DIFF_AUTHOR	2	manekarezaru-kyaku-miki-2021,manekarezaru-kyaku	伊東七つ生/西尾潤 || 曽祢まさこ	4,2	no
DIFF_AUTHOR	2	manga-de-wakaru-fate-grand-order,manga-de-wakaru-magic-story	カマンベールはる坊 || アノアデザイン	4,2	no
DIFF_AUTHOR	2	manga-genji-monogatari-1987,manga-genji-monogatari	みはしまり || 岸田恋	3,4	no
DIFF_AUTHOR	2	manga-girishia-shinwa-1991,manga-girishia-shinwa	(unknown) || 里中満智子	4,8	no
DIFF_AUTHOR	2	manga-grimm-douwa-2003,manga-grimm-douwa	魔木子 || 竹崎真実	1,24	no
DIFF_AUTHOR	2	manga-kojiki-2012,manga-kojiki	石ノ森章太郎 || 阿部高明	1,1	no
DIFF_AUTHOR	2	manga-nippon-no-rekishi-1991,manga-nippon-no-rekishi	あおむら純 || 石ノ森章太郎	8,110	no
DIFF_AUTHOR	2	manga-sangokushi-2020,manga-sangokushi	石ノ森章太郎 || とみ新蔵	3,3	no
DIFF_AUTHOR	2	manga-zankoku-nippon-banashi-inagaki,manga-zankoku-nippon-banashi	稲垣みさお || まつざきあけみ	1,1	no
DIFF_AUTHOR	2	mangekyou-ken-2014,mangekyou	ケン月影 || 波津彬子	1,1	no
DIFF_AUTHOR	2	manimani-unita-2003,manimani	宇仁田ゆみ || 松浦聡彦	1,2	no
DIFF_AUTHOR	2	mankai-sakurako,sakurako	蒔野靖弘 || 根本テツヤ	1,4	no
DIFF_AUTHOR	2	maou-2099,maou	桜井寛 || 大須賀めぐみ	2,10	no
DIFF_AUTHOR	2	maou-sama-retry-r,maou-sama-retry	身ノ丈あまる || 緒方剛志	11,5	no
DIFF_AUTHOR	2	mariaaju-1999,mariaaju	すぎ恵美子 || オキモト・シュウ	1,26	no
DIFF_AUTHOR	2	marionette-1975,marionette	庄司陽子 || 愛田真夕美	1,13	no
DIFF_AUTHOR	2	marusei-2014,marusei	花見沢Q太郎 || さかめがね	3,8	no
DIFF_AUTHOR	2	mash-go,mash	米林昇輝 || 山田貴敏	2,17	no
DIFF_AUTHOR	2	mata-tabi,matatabi	市川ヒロシ || 小道迷子	1,1	no
DIFF_AUTHOR	2	matenrou-no-king,matenrou-no-yuki-oda	アリスン || 国友やすゆき	1,1	no
DIFF_AUTHOR	2	meitantei-conan-2005,meitantei-conan-tokubetsuhen-2016	阿部ゆたか/丸伝次郎 || 窪田一裕/太田勝	38,2	no
DIFF_AUTHOR	2	melty-lancer,melty-ransaa	かわもりみさき || 細雪純	1,1	no
DIFF_AUTHOR	2	mesh-ono-2010,mesh	小野直美 || 萩尾望都	2,10	no
DIFF_AUTHOR	2	message-aso-1987,message-hagio-2016	麻生歩 || 萩尾望都	1,2	no
DIFF_AUTHOR	2	metamorphose-1996,metamorphose	まつざきあけみ || 手塚治虫	1,2	no
DIFF_AUTHOR	2	miagete-goran,miagetegoran	草場道輝 || 岩館真理子	8,1	no
DIFF_AUTHOR	2	mics,sf-mix	東雲龍 || 手塚治虫	1,3	no
DIFF_AUTHOR	2	midnight-fox,midnight	久掛彦見 || 手塚治虫	2,9	no
DIFF_AUTHOR	2	midori-san-2009,midori-san	今日マチ子 || 秋月りす	1,1	no
DIFF_AUTHOR	2	milk-shake,milk	恵月ひまわり || 野原くろ	3,3	no
DIFF_AUTHOR	2	minakata-kumagusu-1996,minakata-kumagusu	みやぞえ郁雄 || 長谷邦夫	1,1	no
DIFF_AUTHOR	2	minamoto-no-yoshitsune-akiyama-2005,minamoto-no-yoshitsune	あきやま耕輝 || 堀江卓	2,5	no
DIFF_AUTHOR	2	mind-game-1990,mind-game-2004	椎名あゆみ || ロビン西	2,1	no
DIFF_AUTHOR	2	miseinen-j,miseinen	井上紀良 || 土田世紀	2,3	no
DIFF_AUTHOR	2	mister-zipangu,zipang	椎名高志 || かわぐちかいじ	12,65	no
DIFF_AUTHOR	2	mitsugetsu-2007,mitsugetsu	平井摩利 || 中村真理子	1,5	no
DIFF_AUTHOR	2	mitsumete-itai-1995,mitsumete-itai-hindenburg-1994	雨宮智子 || ひんでんブルグ	1,1	no
DIFF_AUTHOR	2	miyamoto-musashi-1985,miyamoto-musashi	神田たけ志/吉川英治 || 石ノ森章太郎	12,5	no
DIFF_AUTHOR	2	mizu-meikyuu,suimeikyuu	神谷悠 || 成毛厚子	1,10	no
DIFF_AUTHOR	2	mizu-no-naka-no-tsuki-1998,mizu-no-naka-no-tsuki	土田世紀 || 波津彬子	1,1	no
DIFF_AUTHOR	2	mobile-suit-gundam-gaiden-rebellion,mobile-suit-gundam-gaiden	夏元雅人/しな || 高山瑞穂	3,1	no
DIFF_AUTHOR	2	mobile-suit-gundam-gyakushuu-no-char-biyondo-za-time,mobile-suit-gundam-gyakushuu-no-char	久織ちまき || ときた洸一	2,1	no
DIFF_AUTHOR	2	moko-ni-omakase,sayoko-ni-omakase	久寿川なるお || さとう智子	4,3	no
DIFF_AUTHOR	2	monmon-akademii-1997,monmon-akademii	弘夢 || フルヤヒロム	3,4	no
DIFF_AUTHOR	2	monster-musume-no-oisha-san,monstermusume-no-oishasan-0	鉄巻とーます || 木村光博	2,2	no
DIFF_AUTHOR	2	monster-rendetsu-oreka-battle-2,monster-rendetsu-oreka-battle	石井敬士 || 山浦聡	2,7	no
DIFF_AUTHOR	2	montage-kikuchi-1998,montage	菊池久美子 || 渡辺潤	2,19	no
DIFF_AUTHOR	2	motto-ikitai-naka-2006,motto-ikitai	中祥人 || 安藤ゆき	2,2	no
DIFF_AUTHOR	2	mozart-sekiguchi-1983,mozart	関口シュン || 江田二三夫	1,1	no
DIFF_AUTHOR	2	muma-1987,muma	深見じゅん || 魔木子	1,1	no
DIFF_AUTHOR	2	musashi-2011,musashi	桑田二郎 || 川崎のぼる	3,12	no
DIFF_AUTHOR	2	musashi-2019,musashi-motomiya-1977	黒鉄ヒロシ || 本宮ひろ志	1,3	no
DIFF_AUTHOR	2	mushishi-2015,mushishi	芦奈野ひとし || 漆原友紀	1,10	no
DIFF_AUTHOR	2	muteki-no-hito-kizuki-2019,muteki-no-hito	きづきあきら || 甲斐谷忍	3,4	no
DIFF_AUTHOR	2	muteki-no-love-power,muteki-no-wing	河原和音 || 飯坂友佳子	2,1	no
DIFF_AUTHOR	2	muteki-no-venus-1993,muteki-no-venus	米沢りか || 椎名あゆみ	3,4	no
DIFF_AUTHOR	2	naiivu,naive	二宮ひかる || 志水三喜郎	3,5	no
DIFF_AUTHOR	2	nanba-mg5,number-7	小沢としお || 手塚治虫/辻真先	18,6	no
DIFF_AUTHOR	2	national-kid-maruo-1989,national-kid	丸尾末広 || 一峰大二	1,3	no
DIFF_AUTHOR	2	navagraha,navaguraha	ひいろ莎々 || 塩沢天人志	4,3	no
DIFF_AUTHOR	2	nefirimu-kusakabe-2008,nefirimu	草壁レイ || 花巻杏奈	1,2	no
DIFF_AUTHOR	2	neko-no-te-kashimasu,nekonotekashishimasu	さんりようこ || 入江紀子	1,1	no
DIFF_AUTHOR	2	neko-punch-pure,neko-punch	にしだかな || 小石川ふに	1,7	no
DIFF_AUTHOR	2	neko-tan-2025,neko-tan	かるかん/ZENZO || 大橋ツヨシ	2,3	no
DIFF_AUTHOR	2	nekojiru-udon,nekojiru-y-udon	ねこぢる || 山野一	3,3	no
DIFF_AUTHOR	2	nemuri-hime,nemurihime-age	佐々木柚奈 || おおや和美	3,9	no
DIFF_AUTHOR	2	nemuri-kiushirou,nemuri-kyoushirou	平野仁 || 柳川ヨシヒロ	1,10	no
DIFF_AUTHOR	2	neo-kiseijuu-f,neo-kiseijuu	中村明日美子 || 萩尾望都	1,1	no
DIFF_AUTHOR	2	neppuu-kairiku-bushilord-the-rising,neppuu-kairiku-bushiroodo-side-suou	藤真拓哉 || 細雪純/キネマシトラス	4,2	no
DIFF_AUTHOR	2	netemo-sametemo-2011,netemo-sametemo-koide-2006	陽気婢 || こいでみえこ	1,1	no
DIFF_AUTHOR	2	nicoichi,nikoichi	金田一蓮十郎 || あずまゆき	10,1	no
DIFF_AUTHOR	2	nijiiro-days-uchiuchi-2010,nijiiro-days	内々けやき || 水野美波	1,16	no
DIFF_AUTHOR	2	ningen-shikkaku-ito-2010,ningen-shikkaku	比古地朔弥 || 伊藤チカ/バラエティ・アートワークス	3,3	no
DIFF_AUTHOR	2	ningyo-ouji-ozaki-2016,ningyo-ouji	尾崎かおり || 吉原由起	1,1	no
DIFF_AUTHOR	2	nipponia-nippon-sugiura-1985,nipponia-nippon	杉浦日向子 || 吹山りこ	2,3	no
DIFF_AUTHOR	2	nokonoko-nishi-2015,nokonoko	西炯子 || 明治カナ子	1,2	no
DIFF_AUTHOR	2	nora-1993,nora-mikuriya-2000	入江紀子 || 御厨さと美	3,3	no
DIFF_AUTHOR	2	normandy-jouriku-sakusen-1995,normandy-jouriku-sakusen	小林源文 || 江波譲二	1,1	no
DIFF_AUTHOR	2	not-ready-sensei,sensei-2002	こだか和麻 || 岸大武郎	2,1	no
DIFF_AUTHOR	2	number-girl-2011,number-girl	桜井まちこ || 谷川ニコ	1,3	no
DIFF_AUTHOR	2	nurse-senka,the-nurse	小橋もと子 || 甲斐さゆみ	1,1	no
DIFF_AUTHOR	2	nurse-station-kozan-1990,nurse-station	田中つかさ || 島津郷子	5,32	no
DIFF_AUTHOR	2	odaijini-korita-1993,odaijini	クリストフ・クリタ || おおつぼマキ	1,4	no
DIFF_AUTHOR	2	oh-my-prince,prince	武藤啓 || 能條純一	3,3	no
DIFF_AUTHOR	2	oh-takarazuka,takarazuka	小野新二/武論尊 || 細川貂々	8,1	no
DIFF_AUTHOR	2	ohikkoshi-2007,ohikkoshi	山田ユギ || 沙村広明	1,1	no
DIFF_AUTHOR	2	oji-sama-lv-1,oji-sama-lv2-the-comic	桑原祐子 || 藤村あゆみ	2,1	no
DIFF_AUTHOR	2	ole,shiibui-ore	能田達規 || 上野春生	5,2	no
DIFF_AUTHOR	2	omega-j,omega	小林源文 || 松森正	1,3	no
DIFF_AUTHOR	2	omoikkiri-kirei-7-naru-7tsu-no-houhou,omoikkiri-kirei-8-naru-8tsu-no-houhou	寄田みゆき || みづき水脈	1,1	no
DIFF_AUTHOR	2	on-air-2009,on-air	イ・テウク || 池田さとみ	4,5	no
DIFF_AUTHOR	2	oni-iga-2,oni	伊賀和洋 || 伊賀一洋	2,10	no
DIFF_AUTHOR	2	onmitsu-kenshi,onmitsukenshi	かわのいちろう || 堀江卓	6,1	no
DIFF_AUTHOR	2	onna-no-ko-monogatari,onnanoko-monogatari	森脇真末味 || 岡本ゆり	12,1	no
DIFF_AUTHOR	2	onshuu-no-kanata-ni,onshuu-no-kanatani	二階堂正宏 || 倉科遼	1,2	no
DIFF_AUTHOR	2	ooesu-no-mahoutsukai,oz2-no-mahoutsukai	田中ててて || 岡田純子	6,1	no
DIFF_AUTHOR	2	ookami-to-koushinryou-spring-log,ookami-to-koushinryou	支倉凍砂/くがふたつ/UNO STUDIO || 小梅けいと	1,16	no
DIFF_AUTHOR	2	oretachi-ni-tsubasa-ha-nai,oretachi-ni-tsubasa-wa-nai-rhapsody-fledgling	日下皓 || うおぬまゆう	2,2	no
DIFF_AUTHOR	2	osananajimi-oritoka-2019,osananajimi-otani-2010	中嶋ゆか || 大谷じろう	1,1	no
DIFF_AUTHOR	2	othello-2009,othello	原のり子 || 池沢理美	1,7	no
DIFF_AUTHOR	2	otogizoushi-hanawa-1991,otogizoushi	花輪和一 || やまだ紫	1,2	no
DIFF_AUTHOR	2	otohime-bomb,otohime-connection	大橋薫 || おおや和美	1,3	no
DIFF_AUTHOR	2	otome-wa-boku-ni-koishiteru,otome-wa-onee-sama-ni-koishiteru	あらきかなお || ういらあくる	2,3	no
DIFF_AUTHOR	2	ou-sama-game-2002,ou-sama-game	Sachiyo || 連打一人	2,5	no
DIFF_AUTHOR	2	ougon-bat-yamane-2023,ougon-bat	山根和俊/ADKエモーションズ || 一峰大二	3,2	no
DIFF_AUTHOR	2	oumagatoki-1996,oumagatoki-2000	わたなべまさこ || まつざきあけみ	1,2	no
DIFF_AUTHOR	2	oushuu-hiraizumi-fujiwara-4-dai,oushuu-hiraizumi-fujiwara-4dai	林壮太 || ささきあつし	3,1	no
DIFF_AUTHOR	2	oyasuminasai-1993,oyasuminasai	池谷理香子 || 小田原ドラゴン	1,7	no
DIFF_AUTHOR	2	papillon-shimizu-1994,papillon	清水玲子 || 上田美和	2,7	no
DIFF_AUTHOR	2	papipu-pet,pet	姫野かげまる || 三宅乱丈	2,4	no
DIFF_AUTHOR	2	peace-yamada-1986,peace	やまだないと || 吉田まゆみ	1,2	no
DIFF_AUTHOR	2	peanuts-essence-1996,peanuts-essence	チャールズ・M.シュルツ || SchulzCharles Monroe	1,15	yes
DIFF_AUTHOR	2	perfect-world-fuwa-1999,perfect-world	不破慎理 || 有賀リエ	3,12	no
DIFF_AUTHOR	2	phaethon-yamagishi-1988,phaethon	山岸凉子 || 坂田靖子	1,2	no
DIFF_AUTHOR	2	piasu-first,piasu	永野あかね || 飯塚修子	1,1	no
DIFF_AUTHOR	2	picnic-yamada-2004,picnic	山田ユギ || 雁須磨子	1,1	no
DIFF_AUTHOR	2	pied-piper-yamagishi-1992,pied-piper	山岸凉子 || 浅田寅ヲ	2,6	no
DIFF_AUTHOR	2	piet,pieta	榛野なな恵 || 野妻まゆ美	2,3	no
DIFF_AUTHOR	2	pikaichi-koshiba-2001,pikaichi	こしばしげる || 三山のぼる	2,8	no
DIFF_AUTHOR	2	pikapika-brand-new-day,pikapika-days	依田沙江美 || やまかみ梨由	1,1	no
DIFF_AUTHOR	2	pinch,w-pinch	石神保 || 亜月亮	2,4	no
DIFF_AUTHOR	2	pink-connection,speed-connection	森園みるく || 池沢早人師	1,4	no
DIFF_AUTHOR	2	pink-pepper-okano-2009,pink-pepper	厦門潤 || 南Q太	1,2	no
DIFF_AUTHOR	2	plastic-girl-shiraishi-2009,plastic-girl	白石ユキ || 古屋兎丸	1,1	no
DIFF_AUTHOR	2	platinum-2007,platinum	かわすみひろし || 佐野まさき/わたなべ京	2,3	no
DIFF_AUTHOR	2	platonic-kiss,platonic	湊よりこ || 東宮千子	1,7	no
DIFF_AUTHOR	2	play-girl-k,playgirl	ひうらさとる || 秋本尚美	10,1	no
DIFF_AUTHOR	2	pochi-2018,school-kaunseraa-pochi	いしいひさいち || 大野潤子	1,4	no
DIFF_AUTHOR	2	police-station-rashoumon,rashoumon	中山昌亮 || 石川賢	9,2	no
DIFF_AUTHOR	2	pp-scramble,scramble-b	藤田和子 || にしむらともこ	3,4	no
DIFF_AUTHOR	2	pride-1989,pride	万里村奈加 || 一条ゆかり	5,19	no
DIFF_AUTHOR	2	private-lesson-saito-2018,private-lesson	氷栗優 || 内村月子	1,1	no
DIFF_AUTHOR	2	pro-golfer,puro-gorufuaa	内山まもる || 芳谷圭児	12,1	no
DIFF_AUTHOR	2	project-n,project-pos	明石英之 || 藤子不二雄Ⓐ	1,1	no
DIFF_AUTHOR	2	psycho-1993,psycho	田中雅人 || 寺館和子	2,3	no
DIFF_AUTHOR	2	pui-pui,puipui	さそうあきら || なもり	1,3	no
DIFF_AUTHOR	2	pureibooru-2,pureibooru	コージィ城倉 || ちばあきお	12,33	no
DIFF_AUTHOR	2	puzzle-sanbe-2007,puzzle	三部敬 || わたなべえみ	2,3	no
DIFF_AUTHOR	2	r-1782014,r-1782038	竹宮恵子∥ || 竹宮恵子	1,2	no
DIFF_AUTHOR	2	rakuen-wa-nemuranai-1998,rakuen-wa-nemuranai	あずみ椋 || 美村あきの	1,1	no
DIFF_AUTHOR	2	rakugaki-2,rakugaki	赤塚不二夫 || 粂田晃宏	1,8	no
DIFF_AUTHOR	2	ramen-daisuki-koizumi-san-narumi-2014,ramen-daisuki-koizumi-san	鳴見なる || なるみなる	11,14	no
DIFF_AUTHOR	2	re-zero-kara-hajimeru-isekai-seikatsu,ri-zero-kara-hajimeru-isekai-seikatsu	水十草 || (unknown)	3,12	no
DIFF_AUTHOR	2	ready-go-morimoto-1994,ready-go	森本里菜 || 吉井ユウ	1,2	no
DIFF_AUTHOR	2	red-1999,red-yamamoto-2007	小林博美 || 山本直樹	7,8	no
DIFF_AUTHOR	2	red-list-keishichoukumitaisankapo,red-list-zetsumetsushinkaron	神崎裕也 || 村瀬克俊	12,5	no
DIFF_AUTHOR	2	refrain-1988,refrain-1992	ささやななえこ || 岸裕子	1,1	no
DIFF_AUTHOR	2	reikan-shoujo-2016,reikan-shoujo	はざまもり || 成毛厚子	2,1	no
DIFF_AUTHOR	2	rental-magica-from-solomon,rental-magica	Makoto2号 || 成宮アキホ	2,5	no
DIFF_AUTHOR	2	repeat-after-me-fuwa-2010,repeat-after-me	不破慎理 || 田川ミ	1,2	no
DIFF_AUTHOR	2	reset-2009,reset	山本まゆり || 高橋ユキ	4,2	no
DIFF_AUTHOR	2	retoroge,retro-game	くさなぎゆうぎ || 日下一郎/橋本カヱ	2,3	no
DIFF_AUTHOR	2	revenge-h,sweet-sweet-revenge	仙道ますみ || 櫻井しゅしゅしゅ	12,2	no
DIFF_AUTHOR	2	revenger,ribenjaa	妃羅 || 下條よしあき	2,1	no
DIFF_AUTHOR	2	reversible,ribaashiburu	内山まもる || すえみつぢっか	2,1	no
DIFF_AUTHOR	2	ri-sukeban-deka,sukeban-deka-pretend	福井あしび || 細川真義	4,3	no
DIFF_AUTHOR	2	ring-1996,ring-suzuki-2005	永井幸二郎 || MEIMU	3,2	yes
DIFF_AUTHOR	2	rinjin-x,rinjin	楠本哲 || 畑中純	13,1	no
DIFF_AUTHOR	2	rising-1995,rising	東里桐子 || 藤田和子	5,29	no
DIFF_AUTHOR	2	rival-2015,rival	やまかみ梨由 || 柴山薫	1,14	no
DIFF_AUTHOR	2	rocket-man,rocketman	加藤元浩 || 水木しげる	15,1	no
DIFF_AUTHOR	2	rokudenashi-blues,rokudenashi	森田まさのり || 藤井みつる	67,1	no
DIFF_AUTHOR	2	romance-ozawa,romance	小沢真理 || 高見まこ	1,9	no
DIFF_AUTHOR	2	romeo-to-juliet-isakawa-2014,romeo-to-juliet	いさかわめぐみ || いがらしゆみこ	2,2	no
DIFF_AUTHOR	2	roodosutou-senki-1997,roodosutou-senki-haiiro-no-majo	おちよしひこ || たくま朋正	3,3	no
DIFF_AUTHOR	2	room-2013,room-room-no-1301	横山裕一 || さっち	1,2	no
DIFF_AUTHOR	2	room-share,roomshare	村生ミオ || 唯乃アキラ	4,2	no
DIFF_AUTHOR	2	roopure,rpl-roopure	大見武士 || 宗田豪	1,8	no
DIFF_AUTHOR	2	rouge-1998,rouge	立原あゆみ || 本田恵子	1,2	no
DIFF_AUTHOR	2	rough-diamond-2014,rough-diamond	緒方てい || 佐久間智代	3,3	no
DIFF_AUTHOR	2	rouman-girl-1997,rouman-girl	文月今日子 || 荻丸雅子	1,3	no
DIFF_AUTHOR	2	route-3,route	みなぎ得一 || ヨシサト	5,3	no
DIFF_AUTHOR	2	rumble-fish-1997,rumble-fish	山本隆一郎 || 川下寛次	1,3	no
DIFF_AUTHOR	2	ryuuko-2023,ryuuko	エルド吉水 || 千葉きよかず	2,9	no
DIFF_AUTHOR	2	sabikui-bisco-2,sabikui-bisco	河西哲郎/夏星創 || 高橋佑輔	3,4	no
DIFF_AUTHOR	2	saburoku-zushi,sushi	森下裕美 || 小林銅蟲	2,1	no
DIFF_AUTHOR	2	sahara-2014,sahara	高口里純 || 平野仁	1,16	no
DIFF_AUTHOR	2	sai-ren,siren	万乗大智 || 山崎紗也夏	1,7	no
DIFF_AUTHOR	2	saigo-no-ban-san-maita-2018,saigo-no-ban-san	まいた菜穂 || 碧ゆかこ	1,1	no
DIFF_AUTHOR	2	saigou-takamori-2004,saigou-takamori	石ノ森章太郎 || 横山まさみち	2,12	no
DIFF_AUTHOR	2	saikou-no-kekkon-500,saikou-no-kekkon-600	小沢真理 || 沖野ヨーコ	1,1	no
DIFF_AUTHOR	2	sakamoto-ryouma-sugita-1997,sakamoto-ryouma	黒鉄ヒロシ || 横山まさみち	2,5	no
DIFF_AUTHOR	2	sakura-2020,sakura-discord	フクシマハルカ || 増田英二	1,5	no
DIFF_AUTHOR	2	sakura-saku-2001,sakura-saku	中瀬アサキ || 咲坂伊緒	1,9	no
DIFF_AUTHOR	2	sakura-sakura-1998,sakura-sakura	倉多江美 || もりしげ	1,8	no
DIFF_AUTHOR	2	salome,sarome	板東いるか || 里中満智子	1,1	no
DIFF_AUTHOR	2	samurai-japan,the-samurai-2009	永井豪/ダイナミックプロダクション || あだちつよし/かどたひろし/井上紀良/笠太郎/高田靖彦/松森正/池上遼一/藤原さとし/あだちのりこ/宮崎克/飯嶋和一/木暮峰/辻真先/森橋ビンゴ	1,1	no
DIFF_AUTHOR	2	sanada-juuyuushi-2016,sanada-juuyuushi	岡村賢二 || 本宮ひろ志	2,9	no
DIFF_AUTHOR	2	sanctuary-ubukata-2010,sanctuary	野口賢 || 池上遼一	2,20	no
DIFF_AUTHOR	2	sandman,sandoman	柳下毅一郎/KiethSam/GaimanNeil/海法紀光/JonesKelly/JonesMalcolm/DringenbergMike || ニール・ゲイマン 原作	6,1	no
DIFF_AUTHOR	2	sangokushi-shokatsu-koumei-2002,sangokushi-shokatsu-koumei	石ノ森章太郎 || 久松文雄	2,4	no
DIFF_AUTHOR	2	sanshirou-no-jijou,sanshirou	きくち正太 || 大和正樹	20,1	no
DIFF_AUTHOR	2	sanshou-dayuu-takasebune,sanshou-dayuu	津原義明 || 坂丘のぼる/森平夏生/はるなやよい/虎影誠	1,1	no
DIFF_AUTHOR	2	saru-money-2013,sarumane	西条真二 || 吉田薫漫画家	1,7	no
DIFF_AUTHOR	2	sarutobi-sasuke-1995,sarutobi-sasuke	石ノ森章太郎 || 杉浦茂	3,4	no
DIFF_AUTHOR	2	sasshu,shashu	篠原烏童 || 木村直巳	1,2	no
DIFF_AUTHOR	2	sasuke-sasaki-2002,sasuke	佐々木崇 || 白土三平	35,35	no
DIFF_AUTHOR	2	sayonara-ganpeki-sensei,sayonara	一文字鈴 || 小池一夫 作	4,1	no
DIFF_AUTHOR	2	sayonara-no-wake-odagiri-1996,sayonara-no-wake	小田切ほたる || 里中満智子	1,2	no
DIFF_AUTHOR	2	scandal-8-ka-2-bun-no-1,scandal	槇村さとる || 成毛厚子	2,1	no
DIFF_AUTHOR	2	scarlet-2013,scarlet	河惣益巳 || 家田キリゼン	1,2	no
DIFF_AUTHOR	2	school-zone-ningiyau-2018,school-zone	ニンギヤウ || 犬木加奈子	3,3	no
DIFF_AUTHOR	2	second-virgin-2016,second-virgin	二宮ひかる || 尾崎衣良	1,1	no
DIFF_AUTHOR	2	secret-2010,secret-5	北沢バンビ || 都波みなと	1,2	no
DIFF_AUTHOR	2	seesaw-game-1989,seesaw-game	さそうあきら || 原秀則	1,2	no
DIFF_AUTHOR	2	seibetsu-aaru,seibetsu-ekkusu	新井祥 || みやざき明日香	1,2	no
DIFF_AUTHOR	2	seimaden-1984,seimaden	石川賢 || 氷栗優	4,17	no
DIFF_AUTHOR	2	seishun-scrap,seishun	内山敦司 || 国友やすゆき	2,18	no
DIFF_AUTHOR	2	sekirara-love-life,sekirara	みなみりょうこ || 桜木さゆみ	3,1	no
DIFF_AUTHOR	2	sen-no-hana-2003,sen-no-hana	依田沙江美 || 岸裕子	1,1	no
DIFF_AUTHOR	2	sen-no-rikyuu-kiyohara-2004,sen-no-rikyuu	清原なつの || 西村弘美	1,3	no
