title	kana_slug	v2_slug	new_slug	type	changed	flag
魔法少女201	maho-shojo-nihyakuichi	maho-shojo-nihyakuichi	maho-shojo-201	音読み→数字	CHANGED	
クロの戦記2	kuro-no-senki-tsu	kuro-no-senki-tsu	kuro-no-senki-2	英語読み付随→数字	CHANGED	
余命2ケ月の異世界健康法	yomei-nikagetsu-no-isekai-kenkoho	yomei-nikagetsu-no-isekai-kenkoho	yomei-2-kagetsu-no-isekai-kenkoho	音読み→数字(先頭分割)	CHANGED	
鉄鍋のジャン!!2nd	tetsunabe-no-jan-sekando	tetsunabe-no-jan-sekando	tetsunabe-no-jan-sekando	latin-mixed		latin混じり(別処理)
落ちこぼれ〈☆1〉魔法使いは、今日も無意識にチートを使う	ochikobore-hoshi-ichi-mahotsukai-wa-kyo-mo-muishiki-ni-chiito-wo-tsukau	ochikobore-hoshi-ichi-mahotsukai-wa-kyo-mo-muishiki-ni-chiito-wo-tsukau	ochikobore-hoshi-1-mahotsukai-wa-kyo-mo-muishiki-ni-chiito-wo-tsukau	音読み→数字	CHANGED	
15歳、今日から同棲はじめます。	jugosai-kyo-kara-dosei-hajimemasu	jugosai-kyo-kara-dosei-hajimemasu	15-sai-kyo-kara-dosei-hajimemasu	音読み→数字(先頭分割)	CHANGED	
学園1の美少女は××絵師の俺に惚れている!?	gakuen-ichi-no-bishojo-wa-eshi-no-ore-ni-horete-iru	gakuen-ichi-no-bishojo-wa-eshi-no-ore-ni-horete-iru	gakuen-1-no-bishojo-wa-eshi-no-ore-ni-horete-iru	音読み→数字	CHANGED	
10回婚約破棄された私が冷徹公爵様に溺愛されるなんて罠ですか?	jukkai-konyaku-haki-sareta-watashi-ga-reitetsu-koshaku-sama-ni-dekiai-sareru-nante-wana-desu-ka	jukkai-konyaku-haki-sareta-watashi-ga-reitetsu-koshaku-sama-ni-dekiai-sareru-nante-wana-desu-ka	10-kai-konyaku-haki-sareta-watashi-ga-reitetsu-koshakusama-ni-dekiai-sareru-nante-wana-desu-ka	音読み→数字(先頭分割)	CHANGED	
姫と女勇者が結ばれるための12の聖行為	hime-to-onna-yusha-ga-musubareru-tame-no-juni-no-sei-koi	hime-to-onna-yusha-ga-musubareru-tame-no-juni-no-sei-koi	hime-to-onna-yusha-ga-musubareru-tame-no-12-no-sei-koi	音読み→数字	CHANGED	
20時過ぎの報告会	nijujisugi-no-hokokukai	nijujisugi-no-hokokukai	20-jisugi-no-hokokukai	音読み→数字(先頭分割)	CHANGED	
おかしな2人	okashina-futari	okashina-futari	okashina-futari	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
姫島くん、あと20センチ!	himejima-kun-ato-nijutsu-senchi	himejima-kun-ato-nijutsu-senchi	himejimakun-ato-nijutsu-senchi	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
おとなの1ページ心理学	otona-no-ichi-peeshi-shinrigaku	otona-no-ichi-peeshi-shinrigaku	otona-no-1-peeshi-shinrigaku	音読み→数字	CHANGED	
シーバス1-2-3	shiibasu-wan-tsu-surii	shiibasu-wan-tsu-surii	shiibasu-1-2-3	英語読み付随→数字	CHANGED	
8歳から始める魔法学	hassai-kara-hajimeru-mahogaku	hassai-kara-hajimeru-mahogaku	8-sai-kara-hajimeru-mahogaku	音読み→数字(先頭分割)	CHANGED	
1/10の花嫁	jubunnoichi-no-hanayome	jubunnoichi-no-hanayome	10-bunnoichi-no-hanayome	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
領民0人スタートの辺境領主様	ryomin-zeronin-sutaato-no-henkyo-ryoshu-sama	ryomin-zeronin-sutaato-no-henkyo-ryoshu-sama	ryomin-0-nin-sutaato-no-henkyo-ryoshusama	音読み→数字(先頭分割)	CHANGED	
18禁のつくりかた	18kin-no-tsukurikata	18kin-no-tsukurikata	18kin-no-tsukurikata	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
鳥クラスタに捧ぐ鳥4コマ	tori-kurasuta-ni-sasagu-tori-yonkoma	tori-kurasuta-ni-sasagu-tori-yonkoma	tori-kurasuta-ni-sasagu-tori-4-koma	音読み→数字(先頭分割)	CHANGED	
鳥クラスタに捧ぐ鳥4コマ	tori-kurasuta-ni-sasagu-tori-yonkoma	tori-kurasuta-ni-sasagu-tori-yonkoma	tori-kurasuta-ni-sasagu-tori-4-koma	音読み→数字(先頭分割)	CHANGED	
ストⅡ 4コマ笑竜拳	suto-ni-yonkoma-shoryuken	suto-ni-yonkoma-shoryuken	suto-ni-4-koma-shoryuken	音読み→数字(先頭分割)	CHANGED	
転生してハイエルフになりましたが、スローライフは120年で飽きました	tensei-shite-hai-erufu-ni-narimashita-ga-suroraifu-wa-hyakunijunen-de-akimashita	tensei-shite-hai-erufu-ni-narimashita-ga-suroraifu-wa-hyakunijunen-de-akimashita	tensei-shite-hai-erufu-ni-narimashita-ga-suroraifu-wa-120-nen-de-akimashita	音読み→数字(先頭分割)	CHANGED	
転生してハイエルフになりましたが、スローライフは120年で飽きました	tensei-shite-hai-erufu-ni-narimashita-ga-suroraifu-wa-hyakunijunen-de-akimashita	tensei-shite-hai-erufu-ni-narimashita-ga-suroraifu-wa-hyakunijunen-de-akimashita	tensei-shite-hai-erufu-ni-narimashita-ga-suroraifu-wa-120-nen-de-akimashita	音読み→数字(先頭分割)	CHANGED	
ルートサーティスリー～ROUTE 33～	ruto-saatei-surii	ruto-saatei-surii	ruto-saatei-surii	latin-mixed		latin混じり(別処理)
遙かなる時空の中で5	haruka-naru-toki-no-naka-de-faibu	haruka-naru-toki-no-naka-de-faibu	haruka-naru-toki-no-naka-de-5	英語読み付随→数字	CHANGED	
解雇された暗黒兵士〈30代〉のスローなセカンドライフ	kaiko-sareta-ankoku-heishi-sanjudai-no-suro-na-sekando-raifu	kaiko-sareta-ankoku-heishi-sanjudai-no-suro-na-sekando-raifu	kaiko-sareta-ankoku-heishi-30-dai-no-suro-na-sekando-raifu	音読み→数字(先頭分割)	CHANGED	
4コマ妖怪ウォッチゲラゲラマンガ劇場	yonkoma-yokai-uotchi-geragera-manga-gekijo	yonkoma-yokai-uotchi-geragera-manga-gekijo	4-koma-yokai-uotchi-geragera-manga-gekijo	音読み→数字(先頭分割)	CHANGED	
1000万童貞	issenman-dotei	issenman-dotei	issenman-dotei	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
偏差値10の俺がい世界で知恵の勇者になれたワケ	hensachi-ju-no-ore-ga-isekai-de-chie-no-yusha-ni-nareta-wake	hensachi-ju-no-ore-ga-isekai-de-chie-no-yusha-ni-nareta-wake	hensachi-10-no-ore-ga-isekai-de-chie-no-yusha-ni-nareta-wake	音読み→数字	CHANGED	
残機×99	zanki-x-99	zanki-x-99	zanki-x-99	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
VS騎士ラムネ＆40炎	baasasu-naito-ramune-ando-shiju-faiyaa	baasasu-naito-ramune-ando-shiju-faiyaa	baasasu-naito-ramune-ando-shiju-faiyaa	latin-mixed		latin混じり(別処理)
日本語が話せないロシア人美少女転入生が頼れるのは、多言語マスターの俺1人	nihongo-ga-hanasenai-roshiajin-bishojo-tennyusei-ga-tayoreru-no-wa-tagengo-masutaa-no-ore-hitori	nihongo-ga-hanasenai-roshiajin-bishojo-tennyusei-ga-tayoreru-no-wa-tagengo-masutaa-no-ore-hitori	nihongo-ga-hanasenai-roshiajin-bishojo-tennyusei-ga-tayoreru-no-wa-tagengo-masutaa-no-ore-hitori	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
6のトリガー	roku-no-torigaa	roku-no-torigaa	6-no-torigaa	音読み→数字	CHANGED	
6センチの絆	rokusenchi-no-kizuna	rokusenchi-no-kizuna	6-senchi-no-kizuna	音読み→数字(先頭分割)	CHANGED	
86-エイティシックス	86-eiteishikkusu	86-eiteishikkusu	86-86	英語読み付随→数字	CHANGED	
U12(アンダートゥエルブ)	andaa-toerubu	andaa-toerubu	andaa-toerubu	latin-mixed		latin混じり(別処理)
懲役339年	choeki-339-nen	choeki-339-nen	choeki-339-nen	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1000の鼓動	1000-no-kodo	1000-no-kodo	1000-no-kodo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
39℃ショック	39doc-shokku	39doc-shokku	39doc-shokku	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
人魚姫2001	ningyohime-2001	ningyohime-2001	ningyohime-2001	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
8月31日のロングサマー	hachigatsu-sanjuichinichi-no-rongu-samaa	hachigatsu-sanjuichinichi-no-rongu-samaa	8-gatsu-31-nichi-no-rongu-samaa	音読み→数字(先頭分割)	CHANGED	
なぜ東堂院聖也16歳は彼女が出来ないのか?	naze-todoin-seiya-jurokusai-wa-kanojo-ga-dekinai-no-ka	naze-todoin-seiya-jurokusai-wa-kanojo-ga-dekinai-no-ka	naze-todoin-seiya-16-sai-wa-kanojo-ga-dekinai-no-ka	音読み→数字(先頭分割)	CHANGED	
16フィートの真夏	jurokufiito-no-manatsu	jurokufiito-no-manatsu	16-fiito-no-manatsu	音読み→数字(先頭分割)	CHANGED	
デジモンアドベンチャーVテイマー01	dejimon-adobenchaa-v-teimaa-01	dejimon-adobenchaa-v-teimaa-01	dejimon-adobenchaa-v-teimaa-01	latin-mixed		latin混じり(別処理)
F-1伝説	f1-densetsu	f1-densetsu	f1-densetsu	latin-mixed		latin混じり(別処理)
コンビニで君との5分間。	konbini-de-kimi-to-no-5funkan	konbini-de-kimi-to-no-5funkan	konbini-de-kimi-to-no-5funkan	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
10歳下の幼なじみに求婚されています	jussai-shita-no-osananajimi-ni-kyukon-sarete-imasu	jussai-shita-no-osananajimi-ni-kyukon-sarete-imasu	10-sai-shita-no-osananajimi-ni-kyukon-sarete-imasu	音読み→数字(先頭分割)	CHANGED	
那波18歳♂ママになりました	nanami-18sai-mama-ni-narimashita	nanami-18sai-mama-ni-narimashita	nanami-18sai-mama-ni-narimashita	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
おしかけ王子は2度おいしい	oshikake-oji-wa-nido-oishii	oshikake-oji-wa-nido-oishii	oshikake-oji-wa-2-do-oishii	音読み→数字(先頭分割)	CHANGED	
1日1回、果てるまで…	ichinichi-ikkai-hateru-made	ichinichi-ikkai-hateru-made	1-nichi-ikkai-hateru-made	音読み→数字(先頭分割)	CHANGED	
君が死ぬまであと100日	kimi-ga-shinu-made-ato-hyakunichi	kimi-ga-shinu-made-ato-hyakunichi	kimi-ga-shinu-made-ato-100-nichi	音読み→数字(先頭分割)	CHANGED	
恋愛フラグ0女子の迷走	renai-furagu-zero-joshi-no-meiso	renai-furagu-zero-joshi-no-meiso	renai-furagu-0-joshi-no-meiso	音読み→数字	CHANGED	
レベル0の魔王様、異世界で冒険者を始めます	reberu-0-no-mao-sama-isekai-de-bokensha-o-hajimemasu	reberu-0-no-mao-sama-isekai-de-bokensha-o-hajimemasu	reberu-0-no-mao-sama-isekai-de-bokensha-o-hajimemasu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
限界レベル1からの成り上がり	genkai-reberu-ichi-kara-no-nariagari	genkai-reberu-ichi-kara-no-nariagari	genkai-reberu-1-kara-no-nariagari	音読み→数字	CHANGED	
ループ7回目の悪役令嬢は、元敵国で自由気ままな花嫁生活を満喫する	rupu-nanakaime-no-akuyaku-reijo-wa-mototekikoku-de-jiyu-kimama-na-hanayome-seikatsu-o-mankitsu-suru	rupu-nanakaime-no-akuyaku-reijo-wa-mototekikoku-de-jiyu-kimama-na-hanayome-seikatsu-o-mankitsu-suru	rupu-7-kaime-no-akuyaku-reijo-wa-mototekikoku-de-jiyu-kimama-na-hanayome-seikatsu-o-mankitsu-suru	音読み→数字(先頭分割)	CHANGED	
マジンガーZ 2022	majingaa-zetto-nisen-nijuni	majingaa-zetto-nisen-nijuni	majingaa-zetto-nisen-nijuni	latin-mixed		latin混じり(別処理)
児童養護施設で育った俺がマンガ家になるまでの〈おおよそ〉8760日	jido-yogo-shisetsu-de-sodatta-ore-ga-mangaka-ni-naru-made-no-oyoso-hassennanahyakurokujunichi	jido-yogo-shisetsu-de-sodatta-ore-ga-mangaka-ni-naru-made-no-oyoso-hassennanahyakurokujunichi	jido-yogo-shisetsu-de-sodatta-ore-ga-mangaka-ni-naru-made-no-oyoso-8760-nichi	音読み→数字(先頭分割)	CHANGED	
クラスに彼女が2人いる。	kurasu-ni-kanojo-ga-futari-iru	kurasu-ni-kanojo-ga-futari-iru	kurasu-2-kanojo-ga-futari-iru	音読み→数字	CHANGED	
34歳・売れ残りの恋は逆プロポーズから	sanjuyonsai-urenokori-no-koi-wa-gyaku-puropozu-kara	sanjuyonsai-urenokori-no-koi-wa-gyaku-puropozu-kara	34-sai-urenokori-no-koi-wa-gyaku-puropozu-kara	音読み→数字(先頭分割)	CHANGED	
齢5000年の草食ドラゴン、いわれなき邪竜認定	yowai-5000nen-no-soshoku-doragon-iwarenaki-jaryu-nintei	yowai-5000nen-no-soshoku-doragon-iwarenaki-jaryu-nintei	yowai-5000nen-no-soshoku-doragon-iwarenaki-jaryu-nintei	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ミラーマン2D	miraaman-tsudii	miraaman-tsudii	miraaman-tsudii	latin-mixed		latin混じり(別処理)
起きたら20年後なんですけど!	okitara-nijunengo-nandesukedo	okitara-nijunengo-nandesukedo	okitara-20-nengo-nandesukedo	音読み→数字(先頭分割)	CHANGED	
午前2時まで君のもの	gozen-niji-made-kimi-no-mono	gozen-niji-made-kimi-no-mono	gozen-2-ji-made-kimi-no-mono	音読み→数字(先頭分割)	CHANGED	
鉄子の旅3代目	tetsuko-no-tabi-sandaime	tetsuko-no-tabi-sandaime	tetsuko-no-tabi-3-daime	音読み→数字(先頭分割)	CHANGED	
午後9時15分の演劇論	gogo-kuji-jugofun-no-engekiron	gogo-kuji-jugofun-no-engekiron	gogo-9-ji-15-fun-no-engekiron	音読み→数字(先頭分割)	CHANGED	
月50万もらっても生き甲斐のない隣のお姉さんに30万で雇われて「おかえり」って言うお仕事が楽しい	tsuki-gojuman-morattemo-ikigai-no-nai-tonari-no-onee-san-ni-sanjuman-de-yatowarete-okaeri-tte-iu-oshigoto-ga-tanoshii	tsuki-gojuman-morattemo-ikigai-no-nai-tonari-no-onee-san-ni-sanjuman-de-yatowarete-okaeri-tte-iu-oshigoto-ga-tanoshii	tsuki-50-man-morattemo-ikigai-no-nai-tonari-no-oneesan-ni-30-man-de-yatowarete-okaeri-tte-iu-oshigoto-ga-tanoshii	音読み→数字(先頭分割)	CHANGED	
14階の恋人	juyonkai-no-koibito	juyonkai-no-koibito	14-kai-no-koibito	音読み→数字(先頭分割)	CHANGED	
こいつら100%伝説	koitsura-hyakupaasento-densetsu	koitsura-hyakupaasento-densetsu	koitsura-100-paasento-densetsu	音読み→数字(先頭分割)	CHANGED	
6号警備	6go-keibi	6go-keibi	6go-keibi	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
29とJK	nijukyu-to-jieekee	nijukyu-to-jieekee	nijukyu-to-jieekee	latin-mixed		latin混じり(別処理)
24時間オチないkiss	24jikan-ochinai-kiss	24jikan-ochinai-kiss	24jikan-ochinai-kiss	latin-mixed		latin混じり(別処理)
スパイゲームA.D.1600	supai-geemu-eedii-senroppyaku	supai-geemu-eedii-senroppyaku	supai-geemu-eedii-senroppyaku	latin-mixed		latin混じり(別処理)
やんちゃギャルの安城さんたち高1編	yancha-gyaru-no-anjo-santachi-koichihen	yancha-gyaru-no-anjo-santachi-koichihen	yancha-gyaru-no-anjo-santachi-koichihen	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
まめ戦国BASARA4	mame-sengoku-basara-fo	mame-sengoku-basara-fo	mame-sengoku-basara-fo	latin-mixed		latin混じり(別処理)
25才ビッグベイビー	nijugosai-biggu-beibii	nijugosai-biggu-beibii	25-sai-biggu-beibii	音読み→数字(先頭分割)	CHANGED	
5秒でお前をイかせてやるよ	gobyo-de-omae-wo-ikasete-yaruyo	gobyo-de-omae-wo-ikasete-yaruyo	5-byo-de-omae-wo-ikasete-yaruyo	音読み→数字(先頭分割)	CHANGED	
煽り系ゲーム配信者〈20歳〉、配信の切り忘れによりいい人バレする。	aori-kei-geemu-haishinsha-hatachi-haishin-no-kiriwasure-ni-yori-iihito-bare-suru	aori-kei-geemu-haishinsha-hatachi-haishin-no-kiriwasure-ni-yori-iihito-bare-suru	aori-kei-geemu-haishinsha-hatachi-haishin-no-kiriwasure-ni-yori-iihito-bare-suru	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
25時、赤坂で	25ji-akasaka-de	25ji-akasaka-de	25ji-akasaka-de	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
アフター5はkissの雨	afutaa-5-wa-kiss-no-ame	afutaa-5-wa-kiss-no-ame	afutaa-5-wa-kiss-no-ame	latin-mixed		latin混じり(別処理)
ダンゲロス1969	dangerosu-ichikyurokukyu	dangerosu-ichikyurokukyu	dangerosu-ichikyurokukyu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
魔力0でも魔術狂いだったので、第二の人生では無双する	maryoku-zero-demo-majutsu-gurui-datta-node-daini-no-jinsei-dewa-muso-suru	maryoku-zero-demo-majutsu-gurui-datta-node-daini-no-jinsei-dewa-muso-suru	maryoku-0-demo-majutsu-gurui-datta-node-daini-no-jinsei-dewa-muso-suru	音読み→数字	CHANGED	
重神機パンドーラ0	jushinki-pandora-zero	jushinki-pandora-zero	jushinki-pandora-0	音読み→数字	CHANGED	
めざせ100歳!ミツみっちゃん介護日記	mezase-hyakusai-mitsumitsu-chan-kaigo-nikki	mezase-hyakusai-mitsumitsu-chan-kaigo-nikki	mezase-100-sai-mitsumitchan-kaigo-nikki	音読み→数字(先頭分割)	CHANGED	
1日1回エッチしなくちゃダメですか?	ichinichi-ikkai-etchi-shinakucha-dame-desuka	ichinichi-ikkai-etchi-shinakucha-dame-desuka	1-nichi-ikkai-etchi-shinakucha-dame-desuka	音読み→数字(先頭分割)	CHANGED	
篠崎先生と1日1回エッチしなくちゃダメですか?	shinozaki-sensei-to-1nichi-1kai-etchi-shinakucha-dame-desuka	shinozaki-sensei-to-1nichi-1kai-etchi-shinakucha-dame-desuka	shinozaki-sensei-to-1nichi-1kai-etchi-shinakucha-dame-desuka	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ダメ!あん!もう!再会0秒、ヤクザの××にされちゃいました	dame-an-mo-saikai-0byo-yakuza-no-xx-ni-sarechaimashita	dame-an-mo-saikai-0byo-yakuza-no-xx-ni-sarechaimashita	dame-an-mo-saikai-0byo-yakuza-no-xx-ni-sarechaimashita	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
銀耳3・4	inaru-3-4	inaru-3-4	inaru-3-4	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
探偵になるための893の方法	tantei-ni-naru-tame-no-893-no-hoho	tantei-ni-naru-tame-no-893-no-hoho	tantei-ni-naru-tame-no-893-no-hoho	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
0歳児スタートダッシュ物語	0saiji-sutaato-dasshu-monogatari	0saiji-sutaato-dasshu-monogatari	0saiji-sutaato-dasshu-monogatari	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
神様に加護2人分貰いました	kami-sama-ni-kago-futaribun-moraimashita	kami-sama-ni-kago-futaribun-moraimashita	kamisama-2-kago-futaribun-moraimashita	音読み→数字	CHANGED	
2ndハウス	2nd-hausu	2nd-hausu	2nd-hausu	latin-mixed		latin混じり(別処理)
4人はそれぞれウソをつく	yonin-wa-sorezore-uso-o-tsuku	yonin-wa-sorezore-uso-o-tsuku	yonin-wa-sorezore-uso-o-tsuku	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
25時のゴーストライター	25ji-no-gosuto-raitaa	25ji-no-gosuto-raitaa	25ji-no-gosuto-raitaa	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
実験地区13	jikken-chiku-ju-san	jikken-chiku-ju-san	jikken-chiku-13	音読み→数字	CHANGED	
7日間限定彼女	nanokakan-gentei-kanojo	nanokakan-gentei-kanojo	nanokakan-gentei-kanojo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
モスクワ2160	mosukuwa-nisen-hyakurokuju	mosukuwa-nisen-hyakurokuju	mosukuwa-2160	音読み→数字	CHANGED	
機動戦士ガンダムU.C.0096ラスト・サン	kido-senshi-gandamu-yushii-zerokyuroku-rasuto-san	kido-senshi-gandamu-yushii-zerokyuroku-rasuto-san	kido-senshi-gandamu-yushii-zerokyuroku-rasuto-san	latin-mixed		latin混じり(別処理)
ジタンヌ90	jitannu-naintei	jitannu-naintei	jitannu-90	英語読み付随→数字	CHANGED	
R15+じゃダメですか?	aaru-jugo-purasu-ja-dame-desu-ka	aaru-jugo-purasu-ja-dame-desu-ka	aaru-jugo-purasu-ja-dame-desu-ka	latin-mixed		latin混じり(別処理)
LV999の村人	reberu-kyuhyaku-kyujukyu-no-murabito	reberu-kyuhyaku-kyujukyu-no-murabito	reberu-kyuhyaku-kyujukyu-no-murabito	latin-mixed		latin混じり(別処理)
岩波文庫1927-1996解説総目録	iwanami-bunko-senkyuhyaku-nijushichi-senkyuhyaku-kujuroku-kaisetsu-somokuroku	iwanami-bunko-senkyuhyaku-nijushichi-senkyuhyaku-kujuroku-kaisetsu-somokuroku	iwanami-bunko-1927-1996-kaisetsu-somokuroku	音読み→数字	CHANGED	
18=80	juhachi-ikoru-hachiju	juhachi-ikoru-hachiju	18-ikoru-80	音読み→数字	CHANGED	
4000倍の男	yonsenbai-no-otoko	yonsenbai-no-otoko	4000-bai-no-otoko	音読み→数字(先頭分割)	CHANGED	
ぼくとミモザの75日	boku-to-mimoza-no-nanajugonichi	boku-to-mimoza-no-nanajugonichi	boku-to-mimoza-no-75-nichi	音読み→数字(先頭分割)	CHANGED	
公安部特異人種課56	koanbu-tokui-jinshuka-gojuroku	koanbu-tokui-jinshuka-gojuroku	koanbu-tokui-jinshuka-56	音読み→数字	CHANGED	
ボーイフレンド17	boifurendo-junana	boifurendo-junana	boifurendo-17	音読み→数字	CHANGED	
1と2	ichi-to-ni	ichi-to-ni	1-to-2	音読み→数字	CHANGED	
