slug	title	tv	need_synopsis	need_catch	genres	caption
miren-san-no-tsubo	ミレンさんの壺	1	1	1	drama,fantasy	"伝説の漫画家・岩泉舞、初の連載作品！ 

 未練を残さず死ねますか？

『岩泉舞作品集 MY LITTLE PLANET』で約30年ぶりに復活した“伝説”の漫画家、岩泉舞の初連載作品『ミレンさんの壺』を単行本化！

あの世とこの世の狭間に住む「壺師」の少女、ミレン。彼女の仕事は、不思議な壺の力を使い、浮かばれない魂を浄化することだった。少し不思議で心温まる、ファンタジー×ヒューマンドラマ！

人間とロボットの友情を描いた、傑作SF短編『ロボットを捨てに行く』の他、描き下ろしのおまけ漫画もたっぷり収録!!"
merosu-no-baka	メロスのバカ!	1	1	1	comedy	"あのメロスによる、ほぼ走らないお散歩記！ 

 「走る男」として日本一有名な男ーーメロス。
雨の日も、灼熱の夏も、コロナ禍もーー
これは、友のために走りつづけ…たりはせず、
全力で道草に励んだ、あるバカな男・メロスの
8年にわたる壮大な町歩きの記録である！

まともな人は毎日見落としている、町にあふれる「おもしろ」の
数々。むしろ、しょうもないものしか目に入らない妄想の達人・メロスが
それらをつぶさに拾い、世界の新しさ（とバカさ）を教えてくれる。

読むと少しバカになれる。新感覚お散歩漫画！
 

 【編集担当からのおすすめ情報】 
 愛猫エッセイ漫画『コロコロ毛玉日記』（朝日新聞出版）も大ヒット中の
ギャグの異才・中川いさみ氏。本作はビッグコミックオリジナル増刊号にて約8年にわたり
連載された漫画×写真の融合作品で「ゆるく、かわいく、笑えて、時に深い」という
中川いさみワールドが満開です。"
razuueru-hosoki-special-gochisou-izakaya-gourmet	ラズウェル細木スペシャルごちそう居酒屋グルメ	1	1	1	gourmet	"居酒屋漫画を代表するラズウェル細木の名作がてんこ盛りになった、とってもお得な廉価コミック！
「美味い話にゃ肴あり」の大人気シリーズ「大江戸酔庵」に加え、レアキャラな常連・飯塚さんをピックアップ！　さらに初々しいみんなの初登場シーンなど、酒の肴になること間違いなしの一冊！"
razuueru-hosoki-special-sake-to-sakana-no-yomoyama-banashi	ラズウェル細木スペシャル酒と肴のよもやま話	1	1	1	gourmet	"居酒屋漫画を代表するラズウェル細木の名作や、酒のおつまみグルメを描いた豪華作家陣てんこ盛りのとってもお得な廉価コミックアンソロジー！
「美味い話にゃ肴あり」の大人気シリーズはマスターイチオシの海の幸や揚げ物をウンチクを添えてまとめてご紹介！　そのほか、魚乃目三太がなどがお贈りするお酒によく合う定番から意外な一品も！　呑兵衛たちの話題になること間違いなしの一冊！"
sanninkon-azato-otoko-to-buaisou-ookami-ga-hageshi-sugite-mi-ga-mochimasen	三人婚	1	1	1	romance	彼氏とシェアメイトが浮気して急に住むところがなくなった乃絵実。会社の後輩・伊吹の口利きで、遼一がオーナーの一軒家に期間限定で三人で住むことに。居心地いい暮らしの中でタイプの違った2人に惹かれていくが、酔った勢いでまさかの事態に…!?
shu-kun-to-tabi-suru-ikutsuka-no-kokoroe	主君と旅する幾つかの心得	1	0	1	comedy,fantasy,sci-fi	"ヴィンテージ計算娘・ランパチカと主人・男爵メルガレッタ、
看板ならぬカバン娘・アルクの銀河を巡る様々な旅のカタチを読み切り連作形式で皆様もぜひご一緒に。
2024年9月刊"
kaigo-genba-reki-20-nen	介護現場歴20年。	1	1	1	drama,slice-of-life	"こんな方に向けて──。
●少しでも介護の仕事に興味を持っている方
●いま、ご家族の介護をされている方
●将来のことを考え、漠然と不安を感じている方　　など


お笑い芸人として活躍しながら、2023年介護福祉士の資格を取得した、安藤なつ（メイプル超合金）。伯父の家が介護施設を運営していたことで、幼少期から介護が身近にあり、“介護現場歴20年”という、異例の経歴を持つ。

「介護は、直接触れ合うことで得られるものがある」
「介護の楽しさや魅力を発信できたら……」
「介護の仕事は、決してきれいごとだけではない」

そんな彼女が、介護を通して、さまざまな方と出会い、触れ合うなかで、感じていた想いとは？　20年間の経験と介護への想いを綴った、コミックエッセイ。

＜目次＞
【Chapter1】伯父が運営する介護施設へ
対談コラム：介護福祉士×安藤なつ(1)

【Chapter2】初めての着替え任務
対談コラム：グループホームスタッフ×安藤なつ

【Chapter3】信頼と実績の夜間の訪問介護
対談コラム：デイサービススタッフ×安藤なつ

【Chapter4】ある日のおむつ交換
対談コラム：訪問介護スタッフ×安藤なつ

【Chapter5】M-1の前日まで続いた夜間勤務
対談コラム：地域包括センタースタッフ×安藤なつ

【Chapter6】介護福祉士の資格取得
対談コラム：介護福祉士×安藤なつ(2)
＞【Chapter1】伯父が運営する介護施設へ
対談コラム：介護福祉士×安藤なつ(1)

【Chapter2】初めての着替え任務
対談コラム：グループホームスタッフ×安藤なつ

【Chapt"
sennin-no-momo	仙人の桃	1	1	1	fantasy,drama	余白を楽しむ、大人のマンガ。奇妙でおかしな中国怪異の世界を描いた『仙人の壺』と『李白の月』を合本、新作描き下ろし作品を収録。
utsurundesu-future-kawauso-seven	伝染るんです。フューチャーかわうそセブン	1	1	1	comedy	"名作キャラ達の全編新作をフルカラーで！ 

 不条理ギャグの金字塔『伝染るんです。』の大人気キャラクター「かわうそ君」ほか
数々の人気キャラクターが令和のニッポンを縦横無尽！

東京新聞・朝刊紙面にて約3年にわたり掲載された時事4コマ漫画全200本に加えて、
WEB掲載分なども多数追加して全編カラーページにて収録！
コロナ前〜渦中〜その後の世相あれこれがひと目でわかる
ファン必携の永久保存本、ここに誕生！ 

 【編集担当からのおすすめ情報】 
 近年は「東京新聞」の顔としてすっかりおなじみとなった「かわうそ君」をはじめ、
「山崎先生」「かっぱ君」「しいたけ」「カブトムシの斉藤さん」ほか、
おなじみのメンバーが誌面狭しと騒いだりダダをこねたり嫉妬したりと大暴れ！
愛にあふれる、極めて欲張りな1冊ができました！

「コミック界の伝説」と呼ばれている『伝染るんです。』単行本の装丁をセルフリスペクトした
デザイナー・祖父江慎氏による遊び心いっぱいのデザインも見どころとなっております。

あふれんばかりの才能が詰まった超豪華本、ぜひとも紙の本でお手元に！"
ore-no-kirai-na-kyouikugakari	俺の嫌いな教育係	1	1	1	bl,romance	新入社員の伊藤の教育係は、社内の人気者で4年先輩の山本。いつも笑顔が絶えず伊藤にも親しげで、褒める度に頭を撫でてくる。「女みたいで可愛い」と言われてきた伊藤には、コンプレックスを刺激する存在だ。一度でいいから、この人の歪んだ顔が見てみたいーー好奇心から酔った山本と関係を持ったのに、呆然とした顔を見ても心は一向に晴れない。しかも一夜の過ちでは片づけられず、なぜか「今夜は素面で抱かせてほしい」と迫られて…!?
ijin-gahou-mitsumine-tooru	偉人画報三峯徹	1	1	1	comedy	"エロ漫画雑誌を読んでいた人なら読者ページで一度は見たことがあるという独特な
タッチの画のハガキ職人・三峯徹氏の輝かしい歴史と魅力をあますことなくご紹介！
三峯氏の投稿へのこだわり、情熱が感じられるサブカル最強の1冊！"
boku-to-yome-san-to-osake-no-kankei	僕と嫁さんとお酒の関係	1	1	1	comedy,romance	"下戸の望月平太にはお酒大好きな奥さんのりこさんがいる。
りこさんは呑むお酒の種類によって人格が変わってしまう
特殊な酒癖の持ち主で…!?仲良し夫婦のアルハラコメディ！"
fuyusugite-sakura	冬すぎて桜	1	1	1	bl,romance	"幼なじみBLの金字塔が、フルカラー完全翻訳版で待望の書籍化！

幼くして両親を亡くした澄春が、親友・悠真の家に引き取られたある日━━…。
「澄春と兄弟になるのは嫌」という悠真の一言から2人の間に溝が生まれ、
お互いに距離を置くようになってしまった。

それから時が経ち、高校生活最後の年。
同じクラスになった澄春と悠真は
ある出来事をきっかけに再び距離を縮めていく。

「つらいことがあったら、せめて俺にだけは話してくれ」

ずっと自分は嫌われていると思っていた澄春は、
悠真からの優しさに気づき始め…。
長い冬を経て、ようやく2人の想いが少しずつかみ合ってゆく──。

2人の雪解けを描いたSeason 1と本書限定の番外編を収録。"
kowareru-mae-ni-tabi-ni-deta	壊れる前に旅に出た	1	1	1	essay,adventure	"20代、夢をかなえてマンガ家デビュー。

30代、ルポマンガ家として樹海で自殺志願者を助けたり、特殊清掃をしてみたり。

40代、自身の生い立ちをつづったエッセイコミック「酔うと化け物になる父がつらい」「宗教2世な私たち〜神様のいる家で育ちました〜」が話題になったり、パートナーと別れたり……。

そして気がつけば、もう50歳ーーー。

「全部投げ出して、どこかに行きたい」

とはいえ、仕事をすべてやめるわけにもいかない作者が選んだのは、数日間の人里離れた現実逃避のような旅。

ひと気の少ない道の駅で一晩を明かしたり、山のてっぺんのキャンプ場で車中泊をしてみたり、連絡をとっていなかった親族をたずねてみたりーーー。

読後、静かに気力がわいてくる、逃避行エッセイ！"
tenchi-kyuusei-shinwa-girl	天地救世♥神話ガール	1	1	1	comedy,fantasy,romance	"恋愛こそ至高！ 肉食系おねいさん・稲田 姫(いなだ ひめ)。明日は王子様のように完璧な婚約者・山田さんとの結婚式♡ まさに人生の絶頂！ バラ色街道を突き進んでいた……が、家に迷い込んだ子犬(？)を助けたらいつの間にか周りは一面の銀世界に…!?
突然目の前に現れた神話風な男子…「我が名はスサノオ！ 巫女殿に呪われた高天原を救ってほしい！」とか言っているけど……私、これからどうなっちゃうの〜!?"
yousei-gakusha-no-natsu-jikan	妖精学者の夏時間	1	1	1	fantasy	"『足洗邸の住人たち。』の、みなぎ得一最新作!!
異世界と現実世界が混じり合った世界ーー。
召喚した妖精を使って怪異と戦う妖精学者は、新たな妖精の勧誘のために案内人・ギリー・ドゥーの手引きでグレートブリテン島を訪れていた。
しかし、最初に遭遇したのはスコットランド最凶の邪妖精でーー。
足洗邸での最終決戦直前、最強戦力“時計男”の知られざる足跡とは!?
連載時原稿に加え新規描き下ろし分16ページを加え、初単行本化!!

※本作は青年作品となります。"
kodomo-ga-hoshii-ka-wakarimasen	子どもが欲しいかわかりません	1	1	1	drama	"結婚するしない、子どもを産む産まない。生き方の選択は自由で、しあわせの形は人それぞれだけれど、女性の体の出産タイムリミットは変わらない中、子どもの有無について考える、価値観をゆさぶる意欲作！

【あらすじ】
ごくフツーの家庭で育ち、仕事は頑張れば頑張るほどいいものだと思って働きづめていた主人公・青木カナコは、マッチングアプリで出会ったエンジニアのリョウと結婚し、平穏な夫婦生活を送っていた。だがーー。夫とはレスだったけど妊活をはじめたマリカ、産後3カ月で職場復帰した元バリキャリのサキ、彼はいるが結婚にはこだわらず推し活を謳歌するハルミ。30代後半に差し掛かり、ライフステージが次々と変わっていく友人たちを目の当たりにし、カナコは戸惑う。「私って子どもが欲しいんだっけ？」 若い頃は、結婚して当然のようにいつか自分にも訪れると思っていた妊娠と出産だったが、真剣に向き合わぬまま「高齢出産」と言われる年齢になっていた。なぜなら、そもそもカナコは心から「子どもが欲しい」と思ったことがなかったのだ。自分は欠陥人間なのだろうか？もし子どもを授かれたとしても、&quot;ちゃんとした母親&quot;になれるのか？ 母親になって後悔しないだろうか。これまで積み上げてきたキャリアは？　右往左往しながらも、カナコが出した答えとはーー？"
izakaya-maruyo	居酒屋まるよ	1	1	1	gourmet,slice-of-life	"気立てのいい女将が一人でやっている、居酒屋まるよ。
そこには疲れたサラリーマン、女房を亡くしてしまったダンナ、トレーダー、子どもの入社祝いなどなど…
いろいろなお客さんが、おいしい料理とお酒と、女将さんとのふれあいを求めてやってくる。
第1話
冷や奴＆真鱈のさつま揚げ

第2話
大根きしめん

第3話
アジの梅干し和えなめろう

第4話
エビとブロッコリーとタラコのサラダ

第5話
豚トマ

第6話
サクとろカツ丼

第7話
いわしの明太ロール

第8話
イカの塩辛＆イクラの醤油漬け

第9話
にんにくシジミ汁

第10話
牛スジとインゲンの和風煮物

第11話
温野菜サラダ＆
枝豆ソースのアスパラ豆腐

第12話
和とフレンチ、スワップ料理

第13話
たたきマグロのヅケ丼

第14話
素ラーメン

第15話
ローストビーフステーキ

第16話
猛暑カレー

第17話
カットサラミ＆
モッツァレラのフルーツサラダ


第18話
スライスキュウリと冷麺

第19話
チーズ明太だし巻卵＆
チーズインロール焼きなす

第20話
鶏口ローストチキン＆
午後テールスープ

第21話
イカゴボウ炒め"
kyozou	巨象	1	1	1	drama	"ネオ漫画家、横山裕一の新刊は、2000 年〜2023 年の間に、あらゆる媒体、美術館プロジェクトで発表された作品をまとめた短編集。北斎漫画のオマージュ作品『巨象』をはじめ、 赤塚不二夫漫画へのオマージュ『ニューバカボン』、広島市現代美術館「世界が妙だ　立石大河亞＋横山裕一の漫画と絵画」展に合わせて制作されたもの、雑誌媒体のための描き下ろしなど、目的・内容が多岐にわたる34 作品を収録。
自身のための作品でないので、「依頼内容」との化学変化も楽しめるものになっています。"
koi-wa-ahare-ni	恋はあはれに!	1	1	1	comedy,romance,supernatural	"【内容紹介】
文学部の大学生・逢月一哉の下に突如現れたのは、源氏物語でお馴染みの“紫式部”！ なぜか二人の同居を始まる中、隣の部屋に住む華乃梢が気になってることがバレ、一哉は紫式部から恋愛の指南を受けることに…!?

【担当編集のおすすめポイント】
・日本最古の恋愛小説家と言われている、かの有名な“紫式部”と一緒に恋愛と文学を学んでいくドタバタラブコメディ！
・登場する偉人は紫式部だけではございません！紫式部といえば、もちろん清少納言!!さらに恋愛心理小説の祖とされるラファイエット夫人も登場!!!
・登場するキャラクターは全員が恋愛ベタ。そんなキャラクターたちのために恋愛マスターな過去の女流作家がためになるアドバイスを！時代を超えた女流作家たちの恋愛代理戦争は必見です!!
・もちろん歴史の小ネタも盛りだくさん！平安ネタから仏文学ネタまで、読んでいるだけで意外とためになる知識も身に着いちゃいます♪
・主人公を取り合う個性豊かなヒロインたちも見逃せません！テンプレなツンデレヒロイン、ヤンデレお嬢様、二面性を持つダウナー系。お気に入りのヒロインをぜひ推してください♪
・著者が得意とするコミカルな掛け合いは本作でも健在です！現代に慣れていない過去の偉人たちの慌てぶりや、なぜか偉人たち以上にぶっ飛んでいるヒロインたち。ユニークすぎる登場キャラクターたちによるドタバタ劇をお楽しみください♪

【収録話数】
第一帖 恋と和歌
第二帖 講義と薫物
第三帖 お嬢様と貴族
第四帖 ショコラと餅餤
第五帖 カフェと達人"
kyouryuu-to-kappa-no-iru-toshoshitsu	恐竜とカッパのいる図書室	1	0	1	slice-of-life	卸町香歩と薬師堂カオリは高校2年のクラスメイト。二人は心の距離感に悩みながらも徐々に打ち解けていく…ハートウォームな物語。
akuyaku-reijou-to-gokudou-pii	悪役令嬢と極道P	1	1	1	fantasy,romance	"ルミエール王国の公爵家の娘・クラウディアは母・エリザベスの死の間際、この世界が乙女ゲームの世界であること、母が異世界からの転生者であること、そして自分がやがて悪役令嬢となり破滅してしまう未来について知らされる。破滅フラグを回避するために王立魔法学園に入学することを禁じられ、政略結婚させられることになったクラウディアは「魔法のカード」を盗み出し、「悪魔」の力を使い己の運命を変えることを願う。悪魔の力に翻弄されるクラウディアの前に現れたのはハチと名乗る異世界からやってきた「ヤクザ」だった!?
第1話
第2話
第3話
第4話
第5話
描き下ろし"
horenai-hanayome-boonasu-torakku	惚れない花嫁-ボーナストラック-	1	1	1	romance	"100万部超の大ヒット作、激甘最新刊！ 

 仕事はクールで完璧、家では超愛妻家。
結婚生活3年目にして留まるところを知らない夫の考太郎の愛に包まれる希。
だからそろそろ“アノこと”考えてもいいんじゃない？

多忙を極めたふたりの記念日の危機や考太郎に訪れる最大の転機。
なかなか言えない、希が抱える不安…
だけどどんなことがあってもこの完璧夫の前ではオールクリアでしょ！？
大人気“ない嫁”シリーズ待望の第6弾！

☆Contents☆
惚れない花嫁ーボーナストラックー
・極甘家族計画編
・花も嵐も夫婦道編
・プレッシャーアニバーサリー編
・馴れ初めはR指定編
・最高の間取り編
・パーフェクトチョイス編 

 【編集担当からのおすすめ情報】 
 完結した“ない嫁”シリーズ、まさかの最新刊です☆
プチコミック別冊付録『プチプチコミック』で不定期連載してくださっていたアフターストーリー集をまとめました。
本編と変わらず糖度高めでお送りします！"
warui-otoko-nakamura-2024	惡い男	1	0	1	drama,mind-game,romance	過去10年余りに及び、様々な雑誌で著者が描き溜めたボーイズラブ作品をまとめた傑作短編集。収録作品：「春の画」「夏と冬のであう場所」「ぼくのすきなにいちゃん」「ヘンタイ」「ボーイズラブ」「温室の果実」「惡い男」(描き下ろし)
tezuka-osamu-no-rekishi-kyoushitsu	手塚治虫の歴史教室	1	1	1	historical	"騎馬民族征服王朝説にヒントを得た『火の鳥・黎明編』、
古代の遺跡・酒船石の謎に迫る『三つ目がとおる』、
国号「日本」が成立した背景を読み解く『火の鳥・太陽編』、
ヒットラーにユダヤ人の血が流れていたという秘密文書をもとに展開される『アドルフに告ぐ』……
古代史から近現代史まで手塚治虫の歴史観がにじみ出る漫画7本を収録。
さらに手塚治虫が挑んだ推理は現代の歴史学からはどのように見えるのか。『古事記』研究の第一人者・三浦佑之の解説で、手塚漫画の魅力をより味わえる一冊になっている。
火の鳥・黎明編より…………………………5
　解説●構想のもとになった「騎馬民族征服王朝説」。
　　　　 一世を風靡した仮説はどんな内容だったのか。　58

三つ目がとおる「酒船石奇談」……………63 
　 解説●謎の遺跡「酒船石」の使い道はいまだ解明されず。
　　　　 石造文化が花開いた時代の大がかりな施設の一部とも。93

火の鳥・太陽編より…………………………99
　　解説●国号「日本」を大海人皇子が決定した宗教的背景。
　　　　　仏教崇拝と太陽神信仰の関係はどうなったのか？　140

弁慶……………………………………………………145 
　　解説●なぜ義経でなく弁慶だったのか？
　　　　 軽いタッチの作品から垣間見える手塚治虫の歴史観。 170

後藤又兵衛………………………………………173
　　解説●戦国武将の一人でありながら、庶民に愛された豪傑。
　　　　　講談の英雄にまつりあげられた背景とは？　221

風之進がんばる………………………………………223
　解説●近藤勇から山岡鉄舟まで剣の達"
motazaru-otoko	持たざる男	1	1	1	bl,romance	"恋愛ポンコツ・和久井久嗣は恋に落ちるか？

モテるくせに恋愛に興味がないインテリアコーディネーターの和久井。
ヘアスタイリストの美しい青年・隈田から熱烈に求愛されるも、それにピンと来ないくらいの恋愛ポンコツ。
しかし青年が思いがけないトラウマを抱えていることを知り、面倒見の良さが爆発して…！？　
牧の仕事上のパートナー・和久井のこれまで明かされなかったプライベートを大公開！！"
motteta-tokoro-de-nani-ni-naru	持ってたところで何になる?	1	1	1	comedy	価値があるから集めるわけじゃない。捨てるんだったら持っときたい。謎のモノたちが増殖する日々を描いた、ビンボーな漫画家の私小説的コミックエッセイ。プロ・コレクターのとみさわ昭仁氏が解説を寄稿。持っとく写真館付き。
hibi-bentou-okawari	日日べんとうおかわり	1	1	1	gourmet,slice-of-life	黄理子が長年大切にしてきた日課は、毎朝、自分の体調にあわせて米を炊き、お弁当をつめること。いろんな日があるけど、一日一日を大切に。それは生活サイクルが変わっても、ともに暮らす人が出来ても一緒。そんな黄理子の最近の水曜日は、ある人のお弁当をつくることから始まって…。
ashita-e	明日へ	1	1	1	drama	北海道は日高地方。作家の乾一磨こと、乾亨の家では、母・翔子さんの子育ても一段落。そんな時、双子の片割れの舞が何やら話があると言って帰ってきて…!?　表題作の他、「翔子の娘」「夢見るもの、流れ行くもの」「愛しきもの 風に乗せて」を収録。北の大地から贈る、愛と感動のメッセージ!!
hoshiboshi-no-shihaisha	星々の支配者	1	1	1	sci-fi	"『無限大の日々』『人類圏』などに続く、鬼才・八木ナガハルのSF作品集第6弾!!

「惑星スカラブラエ」「地中式太陽光発電所」「非思考ゲーム」「地球文書」ほか、宇宙と世界の神秘に迫る前代未聞のSFコミック満載！！　漫画だから表現できるSFのかたちがここにある。（全8作収録）
「惑星スカラブラエ」
「第2の入り口」
「地中式太陽光発電所」
「非思考ゲーム」
「保護領域」
「雑草のごとくに」
「敗北する権利をやろう」
「地球文書」"
shouwa-aruaru-wa-reiwa-nashi-nashi	昭和あるあるは令和なしなし!?	1	1	1	essay,comedy	"昭和と令和、
変わったのはコンプライアンス意識だけじゃなかった！

日常も学んだことも、いつの間にかこんなに変化していた。

***
contents

さよなら、危険で楽しかった遊具たち
公園

短ラン・ボンタン・ロンスカはいずこ…
制服

パソコンの「保存」マーク、あれって何？
身近なマーク

そのアニメ、ブルーレイで買わなくて大丈夫？
電子化　

スポ根が過ぎると体を壊します
トレーニング

人の気持ちに寄り添えるようになりました
病名

惑星じゃなくなったの、知ってた？
冥王星

名前が変わり過ぎてて、お前はダレだ？
表記

ゴジラ立ちじゃないティラノ…
恐竜

昔ながらも、ふわとろも
料理

あのひと手間は全部ムダだった!?
調理　

「犬公方」が「インテリ名君」に昇格
歴史上の偉人　

筆記体はもう、覚えなくていいらしい…
英語教育　

震えて入った腰洗い槽
学校のプール　

***
攻めすぎの昭和、真実があやふやだった昭和、
ーーそれはそれで面白い!?
描き下ろしも満載！"
mitoubun	未等分	1	1	1	fantasy	『戦隊大失格』『五等分の花嫁』著者・春場ねぎ初の短編集！　人間関係がわかるアプリを手にしたら？　男なのに魔法少女になってしまったら？　世界を救うことに飽きてしまったら？　二次元にしか興味がない吸血鬼に攫われたら？　家庭教師の教え子が同級生の五つ子だったら？？　単行本化を待ち望む声を多数いただいていた読み切り版『五等分の花嫁』を含め、五等分以前の珠玉の名品たちを完全収録！
hiiragi-buchou-no-panst-line	柊部長のパンストライン	1	1	1	comedy,ecchi,romance	"柊部長のスベスベでテカテカでサラサラなパンストをヌルヌルにするのは僕しかいない！
社内では厳格でツンツン、プライバートではデレデレなギャップ萌えの
柊部長と部下の石井がフェチズム全開で綴るオフィスラブコメ！堂々完結！"
mizuki-shigeru-gensenshuu-i	水木しげる厳選集異	1	1	1	horror	"ずっと一緒にいたくなる。

「水木先生が描く存在は、
自分たちが生きる現実の世界に嘘くさい
デコレーションを盛り付けることなど決してしない、
自分にとってかけがえのない漫画世界の同志たちだった。」
ーーヤマザキマリ／漫画家（編者解説より）


【内容紹介】
「わたしも水木しげるになりたい」──。作者とその生み出したキャラクターたちをこよなく愛する漫画家・ヤマザキマリが、広大無比な作品群からマイ・フェイバリットを厳選。代表作「河童の三平」「のんのんばあ」掌中の逸品から『ガロ』以降の諧謔と飄逸に富んだ傑作短編まで、選者ならではの視点で選び抜かれた、異境に遊ぶ奇譚集。水木ワールドとの出会いと愛を語る選者解説を付す。
一番病
コケカキイキイ
きつねの座布団の巻
屁道
猫の町
アマゾン大明神
イボ神さま
ぬっぺふほふ
霊形手術
終電車の女

編者解説　ヤマザキマリ"
mangetsu-ni-koi-o-shite	満月に恋をして	1	1	1	mystery,romance	"満月の夜に起こる連続殺人事件。
蒼井奈留はその最初の被害者であり、
今も意識不明の親友のために一人で犯人捜しを始める。
手がかりは偶然事件現場で見かけた妖しい男の姿。
遂にその人物は謎多き有名なファンタジー小説家・天根だと突き止めるが、
風変りな天根に翻弄されつつ、
犯人かもしれない彼に惹かれていくのを止められなくて──…。


【収録作品】
満月に恋をして
麗しのエスメラルダ♡エトランゼ"
manga-shiawase-nara-te-o-tatakou-tanjou-monogatari	漫画幸せなら手をたたこう誕生物語	1	1	1	drama	手をたたく。音を出す。それは誰かの耳に届くー。戦争体験や異国の地での苦悶の日々の先に見つけたひと筋の光。戦争ではなく、平和への誓いを込めた歌が生まれた。
nekomachi-kippu	猫町切符	1	1	1	supernatural	"ある日突然、地球に襲来した宇宙人。天狗、猫又、化け狸、異国の神や悪魔まで、異界から来た妖異に鬼太郎が挑む！

〈収録作品〉UFO宇宙突撃隊／タイムマシン／ロケットハウス／竹やぶの小人／火星人現わる／エンバン実験／不思議な家／猫町切符／宇宙人落下／ムーン大王／狸ばやし／メキシコの石／かくれ蓑／終末株式会社／海坊主／奪衣婆／透明人間／悪魔博士／二人狸／わんたん妖怪／影くい猫／死人列車／つきもの

巻頭カラー口絵を掲載。"
isekai-matchingu-guild-shi-awase-na-isekai-tensei-goteian-shimasu	異世界マッチングギルド	1	1	1	drama,fantasy,isekai	"【異世界でチート…しないことだってある!!!?ブラックヒューマン異世界ドラマ!!!】

あなたは、
こんな噂を
ご存じだろうかーー…？

「深夜0時0分ちょうどに死ぬと
　誰でも異世界転生できる」

この噂は、
事実であるーー。

…異世界転生すれば、
チート能力で無双できる…！！
でも、それって本当…？？

実力派コンビが描き切る、
人間の「欲望」と「愚かさ」を抉った全8話のオムニバス!!! 
”ブラックヒューマン異世界ドラマ”!!!!"
isekai-doujin-katsudouki	異世界同人活動記	1	1	1	ecchi,fantasy	"エロ同人漫画を描き上げた瞬間、無理がたたったのかあの世へと召された主人公。
だが、気がつくとそこは「あの世」ではなく、やりこんでいたRPGゲームの中の世界で、
美女ふたりが切り盛りする「魔法薬学館」のお手伝いキャラとして転生していた!?
現状は把握したものの、よくある特別なスキルは何もない…。
だが、もしやと思って試してみると、現世で磨いた「絵を描く能力」は持ってきていた！
描いたエロイラストを、こっちの世界の人は芸術作品扱いしてくれて…？
【第1話】
【第2話】
【第3話】
【第4話】
【第5話】
【第6話】
【第7話】"
byoutou-fuufu	病棟夫婦	1	1	1	drama	"同じ病気、同じ病棟。共に入院生活を送る富永夫婦。
いつだって隣にはあなたがいた。健やかな時も病める時もーー。
 
生きる事と死ぬ事、家族とは、夫婦とは。
長い長い闘病の果てに見える景色と感動。
平凡な夫婦の平凡な旅路が、読む人の心を激しく抉る。
 
原作・エッセイで数々の話題作を送り続ける宮川サトシが
満を持して放つ渾身のヒューマンドラマが遂に登場。"
hitsuji-ga-kin-no-hoshi-o-tobu	羊が金の星をとぶ	1	1	1	drama	"女ふたり、生きづらさも、愛しさも。 

 『その女、ジルバ』の有間しのぶ最新作!!

幼馴染の“しえる“と“トッキー”。
育った環境も性格も違うけど、親友だった。

数年後OLとポールダンサーになって再会し
いっしょに暮らし始める。

女の子ふたり、
強く優しい花道を進む。

Girl meets Girl !!
読切連作短編集。

「その女、ジルバ」の番外編〈バクレンのお真(ま)知(ち)、仁義の美脚〉も収録！ 

 【編集担当からのおすすめ情報】 
 今を生きる女の子たちへーー

不器用でも、一生懸命に生きることに
大切なものが宿っていくーー
優しさ溢れる、心に寄り添う物語です。
第1話 羊が金の星をとぶ………… 003
第2話 仔羊ソワレ………… 033
第3話 銀河コロッケ………… 057
第4話 Noberry Forest………… 081
第5話 ここは彼方のはじまり………… 105
第6話 Love&Peace Piece………… 137 
第7話 ふふふDiary…………163
「その女、ジルバ」番外編 〈バクレンのお真(ま)知(ち)、仁義の美脚〉………… 177"
tora-to-edelweiss	虎とエーデルワイス	1	1	1	gourmet	"優しい二人のハートフルグルメコメディー 

 安藤歩はいつも締め切りに追われる漫画家。
そんな彼を支えるのは、同居人の後藤涼平。
料理の得意な彼は、安藤の為に料理を振る舞う。
仕事柄不規則な終了時間でも、温かい物がたべられるようにと、炊飯器でポトフを作ったり…漫画家の彼に合わせ献立を考える。 
漫画という面白い仕事に肉薄し、それを支える温かいご飯を描く。
優しい二人が紡ぐ、ハートフルグルメコメディー！ 

 【編集担当からのおすすめ情報】 
 おいしそうなご飯の描写はもちろん。料理を通して描かれる、2人の絆に注目です！"
semi-houshi	蝉法師	1	1	1	drama	"地上に出れば消えると知ってのこの命、咲かせるために唱えよう！

稀代の人外絵師が、蝉の一生を独自の解釈で漫画にする。
個人誌として発行し、即完売となった表題作に、尼蝉法師（雌）視点の物語と、ほかの昆虫類との交流を描く短編描き下ろしを加え書籍化。

声優・三木眞一郎氏も激賞！"
nigeru-ee	逃げるA	1	1	1	drama	"「いつだって、彼は無責任」

29歳の編集者・あやかは、マッチングアプリで知り合った男性と割りった関係を楽しんでいる。ある日出会った会社役員の安藤は、その中でもとびきり良い”物件”だと思ったけれど、実は既婚者だった。だけど、あやかとの関係を持つ時に、安藤は避妊すらしようとせず……。　　　　　　　　　　　　　　　　　　　　　　

「読後、胸がすく！！！！」文春オンライン掲載時に大反響を呼んだ、アプリ不倫から始まる、ある男性の転落の物語"
