isbn13	date	publisher	series	volume	title	kana	creators	creators_roled	creators_auth
9784799216415	2022.5	キルタイムコミュニケーション	二次元ドリームコミックス ; 676	SP10	くっ殺ヒロインズ. SP10	クッコロヒロインズ			
9784758037389	2022.5	一迅社	IDコミックス. Zero-sum comics	2	婚約破棄されましたが、幸せに暮らしておりますわ! : アンソロジーコミック. 2	コンヤクハキサレマシタガ、シアワセニクラシテオリマスワ!:アンソロジーコミック			
9784799216439	2022.5	キルタイムコミュニケーション	二次元ドリームコミックス ; 678. 二次元コ		触手部屋 : 正義のヒロイン肉獄陵辱でメス堕ちアクメ	ショクシュベヤ:セイギノヒロインニクゴクリョウジョクデメスオチアクメ			
9784758023832	2022.6	一迅社	IDコミックス. DNAメディアコミックス	Vol. 8	アズールレーンコミックアンソロジーbreaking!! Vol. 8	アズールレーンコミックアンソロジーbreaking!!			
9784309980423	2022.6	河出書房新社	KAWADEムック		伊藤理佐 : 総特集 : おんなの人生、濃縮還元。	イトウリサ:ソウトクシュウ:オンナノジンセイノウシュクカンゲン			
9784253101349	2022.6	秋田書店			王家の紋章イラスト集 = Crest of the Royal Family Illustration collection	オウケノモンショウイラストシュウ	細川, 知栄子	細川智栄子, 芙～みん:著	細川, 知栄子|00100245|ホソカワ, チエコ
9784785971434	2022.6	少年画報社	Comic ; 198. ぐる漫	2022特別編	思い出食堂 : 別館. 2022特別編	オモイデショクドウ:ベッカン			
9784785971489	2022.6	少年画報社	Comic ; 204. ぐる漫	No. 64 (ひき肉入りオムレツ♨編)	思い出食堂. No. 64 (ひき肉入りオムレツ♨編)	オモイデショクドウ			
9784838755424	2022.6	マガジンハウス	マガジンハウスムック		合本マンガが好きで好きで好きでたまらない	ガッポンマンガガスキデスキデスキデタマラナイ			
9784763139894	2022.6	サンマーク出版			今日もわたしをひとり占め : テレ東の漫画家真船佳奈の	キョウモワタシオヒトリジメ:テレトウノマンガカマフネカナノ	真船, 佳奈, 1989-	真船佳奈:著	真船, 佳奈, 1989-|001276114|マフネ, カナ, 1989-
9784800012050	2022.6	マッグガーデン			くゆり : 唐々煙画集	クユリ:カラカラケムリガシュウ	唐々煙	唐々煙:著	唐々煙|01092453|カラカラケムリ
9784041127520	2022.6	KADOKAWA	角川文庫 ; み55-1		ゲゲゲの娘日記	ゲゲゲノムスメニッキ	水木, 悦子	水木悦子 [著]:	水木, 悦子|01136138|ミズキ, エツコ
9784799757710	2022.6	リブレ	BBC DX = ビーボーイコミックスデラックス		恋した相手が男だった : BLアンソロジー	コイシタアイテガオトコダッタ:BLアンソロジー			
9784845864089	2022.6	リイド社	パーフェクト・メモワール	Vol. 21	コミック艶. Vol. 21	コミックエン			
9784821129744	2022.6	ぶんか社	Bunkasha comics	Vol. 35	ごはん日和. Vol. 35	ゴハンビヨリ			
9784344039759	2022.6	幻冬舎			「少年マガジン」編集部で伝説のマンガ最強の教科書 : 感情を揺さぶる表現は、こう描け!	ショウネンマガジンヘンシュウブデデンセツノマンガサイキョウノキョウカショ:カンジ	石井, 徹, 1958-	石井徹:著	石井, 徹, 1958-|032327958|イシイ, トオル, 1958-
9784785971564	2022.7	少年画報社	Comic ; 212. ぐる漫	No. 9	アウトドアごはん. No. 9	アウトドアゴハン			
9784591174357	2022.7	ポプラ社		12	アニメコミックおしりたんてい. 12	アニメコミックオシリタンテイ			
9784591174647	2022.7	ポプラ社		12	アニメコミックおしりたんてい. 12	アニメコミックオシリタンテイ			
9784107725097	2022.7	新潮社	BUNCH COMICS	8	Artiste 8	アルティスト	さもえど 太郎	さもえど 太郎／著:	
9784845117697	2022.7	旬報社			うつには祖母がよく効きます	ウツニワソボガヨクキキマス	こうの, みさと, 1992-	こうのみさと:著	こうの, みさと, 1992-|031967598|コウノ, ミサト, 1992-
9784821168477	2022.7	ぶんか社	ぶんか社ムック		怪奇!真夏の恐怖体験 : 本当にあった笑える話	カイキ!マナツノキョウフタイケン:ホントウニアッタワラエルハナシ			
9784785971779	2022.7	少年画報社	Comic ; 223. ぐる漫		喫茶店懐かしいナポリタン : 思い出食堂特別編集	キッサテンナツカシイナポリタン:オモイデショクドウトクベツヘンシュウ			
9784757580008	2022.7	スクウェア・エニックス		4	黒執事 = Black Butler : 枢やな画集. 4	クロシツジ	枢, やな	枢やな:著	枢, やな|01049569|トボソ, ヤナ
9784758069878	2022.7	一迅社	IDコミックス. Rex comics	14	ゴブリンにエロいことされちゃうアンソロジーコミック. 14	ゴブリンニエロイコトサレチャウアンソロジーコミック			
9784845919147	2022.7	フィルムアート社			仕事でも、仕事じゃなくても : 漫画とよしながふみ	シゴトデモシゴトジャナクテモ:マンガトヨシナガフミ	よしなが, ふみ, 1971-/山本, 文子, 1971-	よしながふみ:著/山本文子 聞き手:	よしなが, ふみ, 1971-|00540925|ヨシナガ, フミ, 1971-/山本, 文子, 1971-|01046348|ヤマモト, フミコ, 1971-
9784065287637	2022.7	星海社	星海社新書 ; 228		「週刊少年マガジン」はどのようにマンガの歴史を築き上げてきたのか? : 1959-2009	シュウカンショウネンマガジンワドノヨウニマンガノレキシオキズキアゲテキタノカ:セ	伊藤, 和弘, 1967-	伊藤和弘:著	伊藤, 和弘, 1967-|001221067|イトウ, カズヒロ, 1967-
9784758037754	2022.8	一迅社	IDコミックス. Zero-sum comics	7	悪役令嬢ですが、幸せになってみせますわ! : アンソロジーコミック. 7	アクヤクレイジョウデスガ、シアワセニナッテミセマスワ!:アンソロジーコミック			
9784768316566	2022.8	玄光社			魚乃目三太のマンガめし画帖 : 幸福ゴハンのきのう・きょう・あした	ウオノメサンタノマンガメシガチョウ:コウフクゴハンノキノウキョウアシタ	魚乃目, 三太, 1975-	魚乃目三太:著	魚乃目, 三太, 1975-|01115375|ウオノメ, 3タ, 1975-
9784785971908	2022.8	少年画報社	Comic ; 236. ぐる漫	大盛りカツ丼編	思い出食堂Bランチ : 特別編集. 大盛りカツ丼編	オモイデショクドウBランチ:トクベツヘンシュウ			
9784785971960	2022.8	少年画報社	Comic ; 242. ぐる漫	No. 65 (そうめんと夏休み編)	思い出食堂. No. 65 (そうめんと夏休み編)	オモイデショクドウ			
9784821129775	2022.8	ぶんか社	Bunkasha comics	Vol. 31	俺流!絶品めし. Vol. 31	オレリュウ!ゼッピンメシ			
9784480438386	2022.8	筑摩書房	ちくま文庫 ; た38-4		貸本屋とマンガの棚	カシホンヤトマンガノタナ	高野, 慎三, 1940-	高野慎三:著	高野, 慎三, 1940-|00190152|タカノ, シンゾウ, 1940-
9784480017512	2022.8	筑摩書房	筑摩選書 ; 0234		鬼滅の社会学 : 家族愛・武士道から〈侠の精神〉の復権まで	キメツノシャカイガク:カゾクアイブシドウカラキョウノセイシンノフッケンマデ	井上, 芳保, 1956-	井上芳保:著	井上, 芳保, 1956-|00911207|イノウエ, ヨシヤス, 1956-
9784799216682	2022.8	キルタイムコミュニケーション	二次元ドリームコミックス ; 684	SP11	くっ殺ヒロインズ. SP11	クッコロヒロインズ			
9784802155793	2022.8	エックスワン	メディアパルムック	Vol.17	コミケplus. Vol.17	コミケプラス			
9784845864119	2022.8	リイド社	パーフェクト・メモワール	Vol. 22	コミック艶. Vol. 22	コミックエン			
9784821154012	2022.8	ぶんか社	Bunkasha comics	Vol. 36	ごはん日和. Vol. 36	ゴハンビヨリ			
9784758017800	2022.8	一迅社			最強かわいいアイツ〈♂〉にドキドキさせられちゃうアンソロジー : 女装男子・男の娘アンソロジー	サイキョウカワイイアイツニドキドキサセラレチャウアンソロジー:ジョソウダンシオト			
9784785972264	2022.9	少年画報社	Comic ; 272. ぐる漫	No. 10	アウトドアごはん. No. 10	アウトドアゴハン			
9784821154173	2022.9	ぶんか社	Bunkasha comics		あなたが体験した怖い話 : 真夏の最凶心霊譚	アナタガタイケンシタコワイハナシ:マナツノサイキョウシンレイタン			
9784758037877	2022.9	一迅社	IDコミックス. Zero-sum comics		あやかし旦那様の愛しの花嫁 : お前は永遠に俺のもの : アンソロジーコミック	アヤカシダンナサマノイトシノハナヨメ:オマエワエイエンニオレノモノ:アンソロジー			
9784891998639	[2022.9]	一二三書房	NOVA COMICS		異世界ダンジョンはエロトラップだらけ!アンソロジー	イセカイダンジョンワエロトラップダラケアンソロジー			
9784799216798	2022.9	キルタイムコミュニケーション	アンリアルコミックス ; 287	9	カラーコミックコレクション : 別冊コミックアンリアル. 9	カラーコミックコレクション:ベッサツコミックアンリアル			
9784054068551	2022.9	学研プラス	学研の図鑑 ; 48		キン肉マン技	キンニクマンワザ	ゆでたまご/学研プラス	ゆでたまご:監修/学研図鑑編集室 編集・制作:	ゆでたまご|00346999|ユデタマゴ/学研プラス|001214003|ガッケン プラス
9784910019161	2022.9	クラーケンコミックス			金色のガッシュ!!と雷句誠原画展 : official visual book	コンジキノガッシュ!!トライクマコトゲンガテン:officialvisualbo	雷句, 誠	雷句誠:著	雷句, 誠|00844342|ライク, マコト
9784591175149	2022.10	ポプラ社		13	アニメコミックおしりたんてい. 13	アニメコミックオシリタンテイ			
9784785972400	2022.10	少年画報社	Comic ; 286. ぐる漫	No. 66 (お好み焼き編)	思い出食堂. No. 66 (お好み焼き編)	オモイデショクドウ			
9784821154029	2022.10	ぶんか社	Bunkasha comics	Vol. 32	俺流!絶品めし. Vol. 32	オレリュウ!ゼッピンメシ			
9784091990778	2022.10	小学館			機動戦士ガンダムサンダーボルト太田垣康男ARTWORKS	キドウセンシガンダムサンダーボルトオオタガキヤスオアートワークス	太田垣, 康男, 1967-	矢立肇, 富野由悠季:原案/太田垣康男:著	太田垣, 康男, 1967-|00724791|オオタガキ, ヤスオ, 1967-
9784098614493	2022.10	小学館	BIG SUPERIOR COMICS SPEC	20	機動戦士ガンダムサンダーボルト 20	キドウセンシガンダムサンダーボルト	太田垣 康男/矢立 肇/富野 由悠季	太田垣 康男／著:/矢立 肇／原案:/富野 由悠季／原案:	
9784309631578	2022.10	河出書房新社	河出新書 ; 056		コミカライズ魂 : 『仮面ライダー』に始まる児童マンガ史	コミカライズダマシイ:カメンライダーニハジマルジドウマンガシ	すがや, みつる, 1950-	すがやみつる:著	すがや, みつる, 1950-|00120097|スガヤ, ミツル, 1950-
9784845864157	2022.10	リイド社	パーフェクト・メモワール	Vol. 23	コミック艶. Vol. 23	コミックエン			
9784758038010	2022.10	一迅社	IDコミックス. Zero-sum comics	3	婚約破棄されましたが、幸せに暮らしておりますわ! : アンソロジーコミック. 3	コンヤクハキサレマシタガ、シアワセニクラシテオリマスワ!:アンソロジーコミック			
9784821154418	2022.10	ぶんか社	Bunkasha comics	Vol. 37	ごはん日和. Vol. 37	ゴハンビヨリ			
9784253106863	2022.10	秋田書店		1	酒井美羽の少女まんが戦記 = MIWA SAKAI&#39;S SHŌJO MANGA WAR CHRONICLES. 1	サカイミワノショウジョマンガセンキ	酒井, 美羽, 1956-	酒井美羽:著	酒井, 美羽, 1956-|00161085|サカイ, ミワ, 1956-
9784862808738	2022.10	総合法令出版			桜木花道に学ぶ&quot;超&quot;非常識な生き方48	サクラギハナミチニマナブチョウヒジョウシキナイキカタヨンジュウハチ	遠越, 段, 1954-	遠越段:著	遠越, 段, 1954-|01207673|トオゴシ, ダン, 1954-
9784785972660	2022.11	少年画報社	Comic ; 313. ぐる漫		悪魔の食べ物 : スタミナラーメン、激カラムーチョ、ドーナツ : 真夜中のガーリックライス	アクマノタベモノ:スタミナラーメン、ゲキカラムーチョ、ドーナツ:マヨナカノガーリ			
9784800012715	2022.11	マッグガーデン	MGC. Avarus series	2	悪役令嬢にハッピーエンドの祝福を! : アンソロジーコミック. 2	アクヤクレイジョウニハッピーエンドノシュクフクオ!:アンソロジーコミック			
9784891998967	[2022.11]	一二三書房	NOVA COMICS		エロすぎチートで異世界ハーレム♪ : コミックアンソロジー	エロスギチートデイセカイハーレム:コミックアンソロジー			
9784065286975	2022.11	講談社		23	OTOMO THE COMPLETE WORKS. 23	オオトモザコンプリートワークス	大友, 克洋, 1954-	大友克洋:著	大友, 克洋, 1954-|00133891|オオトモ, カツヒロ, 1954-
9784785972561	2022.11	少年画報社	Comic ; 303. ぐる漫		おつまみと季節の料理 : 和庵のひと肴 : 鶏鍋、舞茸の天ぷら、餃子	オツマミトキセツノリョウリ:ワアンノヒトサカナ:トリナベ、マイタケノテンプラ、ギ			
9784781621319	2022.11	イースト・プレス			香山哲のプロジェクト発酵記	カヤマテツノプロジェクトハッコウキ	香山, 哲	香山哲:著	香山, 哲|01214686|カヤマ, テツ
9784758038102	2022.11	一迅社	IDコミックス. Zero-sum comics		鬼畜王子に無理やり調教されておかしくなりそうです…! : アンソロジーコミック	キチクオウジニムリヤリチョウキョウサレテオカシクナリソウデス…!:アンソロジーコ			
9784799216965	2022.11	キルタイムコミュニケーション	二次元ドリームコミックス ; 690	SP12	くっ殺ヒロインズ. SP12	クッコロヒロインズ			
9784065290088	2022.11	講談社			CHRONICLE of DREAMS : いままでの全部	クロニクルオブドリームス:イママデノゼンブ	宮崎, 夏次系, 1987-	宮崎夏次系:著	宮崎, 夏次系, 1987-|001122055|ミヤザキ, ナツジケイ, 1987-
9784758024044	2022.12	一迅社	IDコミックス. DNAメディアコミックス	Vol. 6	アークナイツコミックアンソロジー. Vol. 6	アークナイツコミックアンソロジー			
9784758038270	2022.12	一迅社	IDコミックス. Zero-sum comics		悪役令嬢が婚約破棄されたので、いまから俺が幸せにします。 : アンソロジーコミック	アクヤクレイジョウガコンヤクハキサレタノデ、イマカラオレガシアワセニシマス。:ア			
9784575459272	2022.12	双葉社	双葉社スーパームック		癒された!懐かしの猫マンガ : 完全保存版 : 伝説の猫24作品が大集結! : 1960～2000&#39;s	イヤサレタナツカシノネコマンガ:カンゼンホゾンバン:デンセツノネコニジュウヨンサ			
9784799217191	2022.12	キルタイムコミュニケーション	二次元ドリームコミックス ; 697. 二次元コ		淫紋悪堕ち : 快楽によって正義を裏切る美少女たち	インモンアクオチ:カイラクニヨッテセイギオウラギルビショウジョタチ			
9784785972806	2022.12	少年画報社	Comic ; 327. ぐる漫	No. 67 (人生最後のグラタン編)	思い出食堂. No. 67 (人生最後のグラタン編)	オモイデショクドウ			
9784821154456	2022.12	ぶんか社	Bunkasha comics	Vol. 33	俺流!絶品めし. Vol. 33	オレリュウ!ゼッピンメシ			
9784088925592	2022.12	集英社	ヤングジャンプコミックス		かぐや様は告らせたい秀知院学園卒業パーティー～かぐや様は祝われたい～ : ラスト公式ファンブック	カグヤサマワコクラセタイシュウチインガクエンソツギョウパーティーカグヤサマワイワ	赤坂, アカ	赤坂アカ:著	赤坂, アカ|001165556|アカサカ, アカ
9784253101097	2022.12	秋田書店	SHŌNEN CHAMPION FANBOOK	2	吸血鬼すぐ死ぬ公式ファンブック : 週刊バンパイアハンター特別増刊号. 2	キュウケツキスグシヌコウシキファンブック:シュウカンバンパイアハンタートクベツゾ	盆ノ木, 至	盆ノ木至:著/週刊少年チャンピオン編集部:編	盆ノ木, 至|001221781|ボンノキ, イタル
9784800012388	2022.12	マッグガーデン			銀の音咲く月の庭炎は夜の森にて雪 : 杉浦志保画集	ギンノオトサクツキノニワホノオワヨルノモリニテユキ:スギウラシホガシュウ	杉浦, 志保	杉浦志保:著	杉浦, 志保|00479312|スギウラ, シホ
9784866536620	2022.12	コアマガジン			戀 : 吉尾アキラ画業10周年記念ファンブック	コイ:ヨシオアキラガギョウジッシュウネンキネンファンブック	吉尾, アキラ	吉尾アキラ:著	吉尾, アキラ|001151435|ヨシオ, アキラ
9784299037374	2022.12	宝島社		2023	このマンガがすごい! 2023	コノマンガガスゴイ	宝島社	『このマンガがすごい!』編集部:編	宝島社|00292152|タカラジマシャ
9784802156189	2022.12	エックスワン	メディアパルムック	Vol.18	コミケPlus. Vol.18	コミケプラス			
