title	a_romaji	a_id	key
Help!	Series: Dareka Ni Nita Hito 	180134	qid:Q11386613|name:Help!
スプリング・ボード	Seishun Espirit Series: Spring Board	185676	qid:Q11386613|name:スプリング・ボード
Check!!	Anisaki Yuna Kessakushuu	38187	qid:Q11388090|name:Check!!
27歳のニューガン・ダイアリー	27-sai no Nyuugan Diary: Boku no Michikan ga N	125255	qid:Q11395229|name:27歳のニューガン・ダイアリー|sub:ボクの美紀ちゃんが乳がんになった話
ヴィジランテ	Vigilante: Boku no Hero Academia ILLEGALS	97842	qid:Q11396673|name:ヴィジランテ
82億食の奇跡	Project X Chousenshatachi: 82 Oku Shoku no Kis	45193	qid:Q11399093|name:82億食の奇跡
戦国驍刃デュラハン	Sengoku Gyouha Dullahan: Kagen no Keishousha	79837	qid:Q11399228|name:戦国驍刃デュラハン
キスからはじまる異世界ハーレム	Kiss kara Hajimaru Isekai Harem: Ipputasai no 	181240	qid:Q11399941|name:キスからはじまる異世界ハーレム
マリーマリーマリー	Marry Marry Marry	196814	qid:Q11400442|name:マリーマリーマリー
ワルキューレ	YOSHIWARA NIGHT: Valkyrie	192340	qid:Q11405238|name:ワルキューレ
野獣執事のイケナイ躾け	Machigaete, Do S Shihainin ni Kawaremashita: U	105600	qid:Q11405623|name:野獣執事のイケナイ躾け
くれよん・でいず	Crayon Days: Daikirai na Aitsu	63325	qid:Q11405867|name:くれよん・でいず
プロレススーパースター列伝	Pro-Wres Superstar Retsuden: Hulk Hogan	34431	qid:Q11409752|name:プロレススーパースター列伝
FAKE	Hajirai Break	55426	qid:Q11411411|name:FAKE
ブラック・ジャック創作秘話	Black Jack Sousaku Hiwa: Tezuka Osamu no Shigo	143873	qid:Q11413191|name:ブラック・ジャック創作秘話
ルーザーズ	Losers: Nihon Hatsu no Shuukan Seinen Manga-sh	112281	qid:Q11413191|name:ルーザーズ
セシール気分	Cecil Kibun	195798	qid:Q11413524|name:セシール気分
イフリート	Ifrit: Danzai no Enjin	41950	qid:Q11413929|name:イフリート
ラブリー・レッスン	Lovely Lesson	39839	qid:Q11418276|name:ラブリー・レッスン
Magic	Konkai wa Goen Arimashita, to Iu Koto de.	166470	qid:Q11424848|name:Magic|sub:競技カラテドー漫画
陰の実力者になりたくて!	Kage no Jitsuryokusha ni Naritakute!: Master o	179256	qid:Q11425602|name:陰の実力者になりたくて!
ボディトーク	Body Talk ~Junai Yuugi~	44321	qid:Q11427895|name:ボディトーク
ロードス島戦記-英雄騎士伝-	Lodoss Tousenki: Eiyuu Kishiden	31619	qid:Q11429931|name:ロードス島戦記-英雄騎士伝-
機動戦士ガンダム戦記	Kidou Senshi Gundam Senki: Lost War Chronicles	30353	qid:Q11429931|name:機動戦士ガンダム戦記
ヒーローガール×ヒーラーボーイ	Hero Girl x Healer Boy: Touch or Death	127336	qid:Q11432186|name:ヒーローガール×ヒーラーボーイ|sub:TOUCH or DEATH
限界超えの天賦は、転生者にしか扱えない	Genkai Koe no Skill wa Tenseisha ni Shika Atsu	124427	qid:Q11436461|name:限界超えの天賦は、転生者にしか扱えない|sub:オーバーリミット・スキルホルダー
ダンス・マカブル	Dance Macabre: Seiyou Ankoku Shoushi	69893	qid:Q11438857|name:ダンス・マカブル|sub:西洋暗黒小史
トリニティセブン	Trinity Seven: Liese Chronicle	102811	qid:Q11444957|name:トリニティセブン
愚愚れ!信楽さん	Gugure! Shigaraki-san: Gugure! Kokkuri-san Shi	116151	qid:Q11451835|name:愚愚れ!信楽さん
Are you enemy?	Angelic Conversation	40570	qid:Q11454794|name:Are you enemy?
ラバーズ、ソウルズ	Lovers, Souls Kanzenban	30903	qid:Q11454794|name:ラバーズ、ソウルズ
1千万の恋人	1 Senman no Koibito: Ai wo Takarakuji de Kau O	95944	qid:Q11455707|name:1千万の恋人
フューチャー・イズ・ワイルド	Future Is Wild Comic Version: Kyoi no Shinka o	112714	qid:Q11460640|name:フューチャー・イズ・ワイルド
リアルプロポーズ	Real Propose: Otonari-kun to Nise Konnen no Sa	201611	qid:Q11463550|name:リアルプロポーズ
ブレイブ・ストーリー	Brave Story: Shinsetsu	30159	qid:Q11464147|name:ブレイブ・ストーリー
カフェオレはエリクサー	Café Au Lait wa Elixir: Kissaten no Jouren Kya	161745	qid:Q11468145|name:カフェオレはエリクサー|sub:喫茶店の常連客が世界を救う。どうやら私は錬金術師ら
にゃーの恩返し	Nyaa no Ongaeshi: Futari to Ichibiki no Uchi G	209575	qid:Q11468186|name:にゃーの恩返し
おねがい	Shy Girl	56517	qid:Q11470669|name:おねがい
世界の果てには君と二人で	Saishuu Heiki Kanojo Gaiden: Sekai no Hate ni 	55388	qid:Q1147974|name:世界の果てには君と二人で
ヘルバスター	Hell Buster: Jigoku wo Karu Mono	116120	qid:Q11479927|name:ヘルバスター
ストーカー	Suspence Eyes	149047	qid:Q11489301|name:ストーカー
アリス微熱38℃	Alice Binetsu 38°C: We are Tsubasa Ga Oka D.C.	76540	qid:Q11490500|name:アリス微熱38℃
アナトゥール星伝	Annatour Seiden	115384	qid:Q11497486|name:アナトゥール星伝
グランドワーフ	Grand Dwarf: Machi Kou Shokunin, Takumi no Waz	166683	qid:Q11500262|name:グランドワーフ
グランドワーフ	Grand Dwarf: Machi Kou Shokunin, Takumi no Waz	166683	qid:Q11500262|name:グランドワーフ|sub:町工職人、匠の技で異世界無双
Howling	Zoophilia Syndrome	37906	qid:Q11505152|name:Howling
束縛インフィニティ	Sokubaku Infinity: Nawashi ni Karame Eraremasu	135796	qid:Q11511606|name:束縛インフィニティ
ヴァルダ	Varda: Meikyuu no Kifujin	197905	qid:Q11517120|name:ヴァルダ
ドラゴノーツ	Dragonaut -The Resonance	33204	qid:Q11518078|name:ドラゴノーツ
ライネージサーガ	Lineage Saga: Koukoku o Tsugu Mono	41174	qid:Q11518923|name:ライネージサーガ
スーパーマリオランド2 6つの金貨	Super Mario Land 2: 6-tsu no Kinka	139168	qid:Q11520170|name:スーパーマリオランド2 6つの金貨
サイコ×パスト	Psycho x Past: Ryouki Satsujin Sennyuu Sousa	161351	qid:Q11520635|name:サイコ×パスト
トルネコの大冒険2	Torneco no Daibouken 2: Fushigi no Dungeon	46881	qid:Q11522664|name:トルネコの大冒険2
1夫5妻	1 Otto 5 Tsuma: Boku ga Moteru Riyuu	113314	qid:Q11523385|name:1夫5妻
ルームシェア	Room Share	46298	qid:Q11523385|name:ルームシェア
ボーイズラブ!	Boys Love	93334	qid:Q11530825|name:ボーイズラブ!
黒きレ・ヴォルゥ	Kuroki le voleur - Kamen no Kaitou Shoujo	72389	qid:Q11531311|name:黒きレ・ヴォルゥ
星屑の英雄	Mobile Suit Gundam 0083: Hero of Stardust	43420	qid:Q11531743|name:星屑の英雄
甘く危険なナンパ刑事+今日から俺は!!	Kyou kara Ore wa!! Yuusha Sagawa to Ano Futari	107421	qid:Q1153258|name:甘く危険なナンパ刑事+今日から俺は!!
Pure	Shiawase ni Naritai	119256	qid:Q11535017|name:Pure
ショコラ	Chocolate: Maid Cafe	38068	qid:Q11537170|name:ショコラ
バスタブに乗った兄弟	Bathtub ni Notta Kyoudai: Chikyuu Suibotsu Ki	104843	qid:Q11537760|name:バスタブに乗った兄弟|sub:地球水没記
ヴェネチア風琴	Venezia Fuukin	161822	qid:Q11539587|name:ヴェネチア風琴
TOMORROW	Ashita, Kare no Bed de.	65677	qid:Q11539842|name:TOMORROW
ラスボスたちの隠し仔	Last Boss-tachi no Kakushi Ko: Maoujou ni Tens	182266	qid:Q11539990|name:ラスボスたちの隠し仔
メイドをねらえ!	Maid wo Nerae!: Nakabayashi Kouchou no Yabou	37338	qid:Q11540979|name:メイドをねらえ!
デス・チェイサー	Death Chaser: Shinigami wo Oe!  	135453	qid:Q11543980|name:デス・チェイサー
Road runner	Super Mario Brothers	144753	qid:Q11544888|name:Road runner
少年リーダム	Shounen Readom: Yuujou, Doryoku, Shouri no Uta	154223	qid:Q11544888|name:少年リーダム
先生と一緒に寝て?	Sensei to Issho ni Nete?	57657	qid:Q11549176|name:先生と一緒に寝て?
恋ひうた	Koi Uta: Izumishiki Buibun	159156	qid:Q11550941|name:恋ひうた
ロックマン	Rockman	157634	qid:Q11551540|name:ロックマン
ロックマン6	Rockman	157634	qid:Q11551540|name:ロックマン6
ロックマン7	Rockman	157634	qid:Q11551540|name:ロックマン7
機動戦士ガンダム0080	Kidou Senshi Gundam 0080 Pocket no Naka no Sen	53869	qid:Q11551540|name:機動戦士ガンダム0080
ゴブリンスレイヤー	Goblin Slayer: Brand New Day	101863	qid:Q11552301|name:ゴブリンスレイヤー|sub:ブランニュー・デイ
すき❤はに	Scandalous Honey	45248	qid:Q11553336|name:すき❤はに
遠つ迷い路	Mogamike Hibun Toutsu Mayoiji	201511	qid:Q11553925|name:遠つ迷い路
ダークハンター	Dark Hunter: Houkago no Futari	172147	qid:Q11558002|name:ダークハンター
じゃあまたね	Jaa Mata ne Kanzenban	150381	qid:Q11560486|name:じゃあまたね
ポケモン不思議のダンジョン	Pocket Monsters Fushigi no Dungeon: Ginji no K	31693	qid:Q11564503|name:ポケモン不思議のダンジョン
わらってごらん	Gatarou-sensei Arigatou Itsumo Omoshiroi Manga	164118	qid:Q11565543|name:わらってごらん
トロンにコブン	4-koma Manga Show Stadium: Tron ni Kobun	74829	qid:Q11566929|name:トロンにコブン
ローリターン	Low Return: Toshiue no Imouto	68949	qid:Q11567009|name:ローリターン
蒼穹のファフナー	Soukyuu no Fafner: Dead Aggressor	50540	qid:Q11573470|name:蒼穹のファフナー
チェンジH	Change H pink	47123	qid:Q11574300|name:チェンジH
ザ☆ドラえもんズ	Doraemon Game Comic: The☆Doraemons	92308	qid:Q11575990|name:ザ☆ドラえもんズ
異世界ワンターンキル姉さん	Isekai One Turn Kill Nee-san: Ane Douhan no Is	117851	qid:Q11576308|name:異世界ワンターンキル姉さん
姉ログ	Ane Log: Moyako Neesan no Tomaranai Monologue	74617	qid:Q11576308|name:姉ログ
黒狼王と白銀の贄姫	Kokurou Ou to Shirogane no Niehime: Henkyou no	200574	qid:Q11579827|name:黒狼王と白銀の贄姫
ワインガールズ	Wine Gijinka Manga: Wine Girls	115962	qid:Q11583352|name:ワインガールズ
スマグラー	Smuggler	30529	qid:Q11583610|name:スマグラー
コーセルテルの竜術士	Corseltel no Ryuujitsushi	37844	qid:Q11585198|name:コーセルテルの竜術士
東京喰種 (トーキョーグール)	Tokyo Ghoul: Joker	136489	qid:Q11586892|name:東京喰種 (トーキョーグール)
東京喰種:re	Tokyo Ghoul: Jack	85522	qid:Q11586892|name:東京喰種:re
チェンジザワールド	Change the World: Kyou Kara Satsujinki	102177	qid:Q11589660|name:チェンジザワールド|sub:今日から殺人鬼
レッドリスト	Red List: Keishichou Sotai Sanka PO	133385	qid:Q11589660|name:レッドリスト|sub:警視庁組対三課PO
スイミング	Getsu, Sui, Kin wa Swimming	55086	qid:Q11593762|name:スイミング
東京アリス	Tokyo Alice: Fuu no wo Kaimono Nikki	46186	qid:Q11596354|name:東京アリス
ハニー＆ハニー	Honey & Honey: Onnanoko Doushi no Love Couple	34585	qid:Q11598817|name:ハニー＆ハニー
ファイアーエムブレム	Fire Emblem: Ankokuryuu to Hikari no Ken	31306	qid:Q11603403|name:ファイアーエムブレム
ボーイスカート	Boy Skirt 4-koma	98410	qid:Q11603618|name:ボーイスカート
やっぱり、それでいい。	Sorede Ii.: Jibun wo Mitomete Raku ni Naru Tai	210357	qid:Q11606008|name:やっぱり、それでいい。|sub:人の話を聞くストレスが自分の癒しに変わる方法
夫婦・パートナー関係もそれでいい。	Sorede Ii.: Jibun wo Mitomete Raku ni Naru Tai	210357	qid:Q11606008|name:夫婦・パートナー関係もそれでいい。
魔法戦士リウイ	Mahou Senshi Louie: Kouen no Bastard	34128	qid:Q11606185|name:魔法戦士リウイ
乙女は祈る	Otome wa Inoru Himitsu no Dormitory	86092	qid:Q11606240|name:乙女は祈る
ダンジョン島で宿屋をやろう!	Dungeon Tou de Yadoya wo Yarou! Souzou Mahou w	148026	qid:Q11606583|name:ダンジョン島で宿屋をやろう!
月とメープルシロップ	Tsuki to Maple Syrup: Sensei to no Koi wa Mits	112990	qid:Q11620057|name:月とメープルシロップ
ラブカレ	Love Kare Gokujou Men's Dokuhon!  BLACK	198514	qid:Q11620790|name:ラブカレ
殺戮のクインデッド	Satsuriku no Queen Dead: Nananin no Onna Shike	162562	qid:Q11620822|name:殺戮のクインデッド|sub:7人の女死刑囚
新世界ビルダーズ!	Shin Sekai Builders: Class 24 "Karada" de Ikin	183330	qid:Q11620822|name:新世界ビルダーズ!
キス、絶交、キス	Kiss Zekkou Kiss	34154	qid:Q11622982|name:キス、絶交、キス
Blue	5-ji kara Honban!	89406	qid:Q11624100|name:Blue
ベクター・ケースファイル	Vector Case File - Inaho no Konchuuki	46994	qid:Q11624967|name:ベクター・ケースファイル
バージンブラッド	Virgin Blood: Hiiro no Bansan	85358	qid:Q11625733|name:バージンブラッド
エプロンプレイ	Apron Play: Miboujin Shokudou Hanjouki	115693	qid:Q11627593|name:エプロンプレイ
サイボーイ	Cyboy: Kaizou Shounen	40946	qid:Q11628245|name:サイボーイ
アニウッド大通り	Aniwood Oodori: Anime Kantoku Ikka Monogatari 	129129	qid:Q11631091|name:アニウッド大通り
スマイル・イメージ	Sue & Ha Story: Smile Image	167320	qid:Q11632786|name:スマイル・イメージ
チートイーター	Cheat Eater Isekai Shoukan Kotogotoku Horobube	150308	qid:Q11635346|name:チートイーター|sub:異世界召喚尽く滅ぶべし
禍つヴァールハイト	Magatsu Wahrheit: Hitotsu kiri no Madousho	136857	qid:Q11640394|name:禍つヴァールハイト|sub:ひとつきりの魔導書
ファントムブレイブ	Phantom Brave: Ivoire Monogatari	98493	qid:Q11641774|name:ファントムブレイブ
MAKOTO	Bakumatsu Roman Ibun	93066	qid:Q11643425|name:MAKOTO
アトリエで飼われる私	Atelier de Kawareru Watashi no Karada - Sensei	190459	qid:Q11643775|name:アトリエで飼われる私
ホスピめし	Hospi Meshi: Minna no Gohan	119979	qid:Q11645365|name:ホスピめし
オールナイトライブ	All Night Live	191970	qid:Q11648445|name:オールナイトライブ
新装版ブリザードアクセル	Blizzard Axel	160943	qid:Q11648718|name:新装版ブリザードアクセル
熱愛プリンス	Netsuai Prince: Onii-chan wa Kimi ga Suki	102586	qid:Q11661588|name:熱愛プリンス
商人スキルで魔王城の攻略を目指す	Shounin Skill de Maou-jou no Kouryaku wo Mezas	183929	qid:Q11664602|name:商人スキルで魔王城の攻略を目指す
ドクターM	Doctor M: Dark Angel IV	200165	qid:Q11665645|name:ドクターM
メイクドクター	Makeup Doctor Keshou Shinryoushi Kagami Youko	200179	qid:Q11665645|name:メイクドクター
ユーディーのアトリエ	Judie no Atelier: Mou Hitotsu no Kioku	199997	qid:Q11665988|name:ユーディーのアトリエ
赤いピアノ線	Kumi to Morio no Love Melody	158546	qid:Q11668955|name:赤いピアノ線
ゴルドオ	Goldo: Gokudo Golfer	164113	qid:Q11671221|name:ゴルドオ
スティグマタ	Stigmata: Seikon Sousa	94427	qid:Q11671495|name:スティグマタ
ヘレン・ケラー	Helen Keller - Kurayami kara Hikaru o Nagekake	173452	qid:Q11671970|name:ヘレン・ケラー
ゾン100	Zom 100: Zombie ni Naru Made ni Shitai 100 no 	104660	qid:Q11672111|name:ゾン100
ブギーポップ・デュアル	Boogiepop Dual: Makeinu-tachi no Circus	30708	qid:Q11673127|name:ブギーポップ・デュアル
イキ死ニ	Ikishini: Reiwa Shoujo Kyouki Tan	131738	qid:Q11674171|name:イキ死ニ|sub:令和少女狂奇譚
蝶か犯か	Chouka-han ka: Gokudou-sama Afurete Afurete Na	115489	qid:Q11675023|name:蝶か犯か|sub:極道様溢れて溢れて泣かせたい
新世紀アイドル伝説 彼方セブンチェンジ	Shinseiki Idol Densetsu: Kanata Seven Change	47119	qid:Q11677543|name:新世紀アイドル伝説 彼方セブンチェンジ
真夜中のジュエル	Motto Motto Mayonaka no Jewel	53703	qid:Q11677649|name:真夜中のジュエル
たいがー&どらごん	Tiger & Dragon: Osananajimi 3-nin no Otawamure	144669	qid:Q116936815|name:たいがー&どらごん
ちょっとまて野球部!	Chotto Mate Yakyuubu! - Kenritsu Shingen Kouko	87282	qid:Q118696802|name:ちょっとまて野球部!
ギャル転生	Gyaru Tensei: Isekai Seikatsu Majidarui	101528	qid:Q118727268|name:ギャル転生|sub:異世界生活マジだるい
鉄腕バーディー	Tetsuwan Birdy	40909	qid:Q1207548|name:鉄腕バーディー
二周目チートの転生魔導士	Nishuume Cheat no Tensei Madoushi: Saikyou ga 	134529	qid:Q121355303|name:二周目チートの転生魔導士|sub:最強が1000年後に転生したら、人生余裕すぎま
じょしラク!	Joshi Luck!: 2 Years Later	97539	qid:Q1229355|name:じょしラク!
じょしラク!2 Years Later	Joshi Luck!: 2 Years Later - Haruka no Nukegak	151446	qid:Q1229355|name:じょしラク!2 Years Later
ブレイクハンズ	BREAK-HANDS: Inheritor of the Star Stone	49067	qid:Q123290866|name:ブレイクハンズ
ブラ恋	Bra Koi: Yosete Agete mo Zureteru Futari	196961	qid:Q126005758|name:ブラ恋|sub:よせてあげてもズレてる二人
クロスバトラーズ	Cross Battlers: Cyber Blue the Last Stand	91425	qid:Q1319232|name:クロスバトラーズ
サイバーブルー	Cyber Blue: Ushinawareta Kodomo-tachi	54525	qid:Q1319232|name:サイバーブルー
ファインダー	Finder: Kyoto Jogakuin Monogatari	121132	qid:Q1321466|name:ファインダー
Box	Etsuran Kinshi	144337	qid:Q1332841|name:Box|sub:暗い箱
ベスティア	Ryuugetsushou	36055	qid:Q1332841|name:ベスティア
バスタード	BASTARD!!: Ankoku no Hakaishin	30611	qid:Q1343976|name:バスタード
李さん一家 海辺の叙景	Ri-san Ikka/Umibe no Jokei	210377	qid:Q1353888|name:李さん一家 海辺の叙景
冒険には、武器が必要だ!	Bouken ni wa, Buki ga Hitsuyou da!: Kodawari R	182951	qid:Q136004682|name:冒険には、武器が必要だ!
ルパン三世	Lupin III Superstar	137372	qid:Q1370780|name:ルパン三世
スカルマン	Skullman: THE SKULL MAN	30528	qid:Q1626187|name:スカルマン
響け!ユーフォニアム	Hibike! Euphonium: Kitauji Koukou Suisougakubu	86133	qid:Q16263656|name:響け!ユーフォニアム
恋愛3次元デビュー	Renai 3-jigen Debut: 30-sai Otaku Mangaka, Kek	88340	qid:Q16265154|name:恋愛3次元デビュー
スパングル	Spangle Shinsouban	198894	qid:Q1658164|name:スパングル
でぃおてぃまにゅある	Diety Manual: Kamisama-tachi no Renai Daikou	98996	qid:Q17129767|name:でぃおてぃまにゅある|sub:神様たちの恋愛代行
クレオパトラ	Cleopatra: Egypt wo Mamoru Tame nara Joufu ni 	140468	qid:Q17130149|name:クレオパトラ
ラブカレ	Love Kare: Gokujou Men's Dokuhon!	198500	qid:Q17158819|name:ラブカレ
ラブカレ 極上メンズ読本!	Love Kare: Gokujou Men Dokuhon! Gold	65583	qid:Q17158819|name:ラブカレ 極上メンズ読本!
サイドキック	Side=Kick: Kichijouji Keisatsusho Seikatsu Anz	189729	qid:Q17158949|name:サイドキック
ミルク搾りハンターの異世界搾乳記	Milk-shibori Hunter no Isekai Sakunyuuki: Nouk	181247	qid:Q17160444|name:ミルク搾りハンターの異世界搾乳記
叛逆のニジガサキ	Love Live! Nijigasaki Gakuen School Idol Douko	179454	qid:Q17161228|name:叛逆のニジガサキ
ホブゴブリン	Hobgoblin: Majo to Futari	102980	qid:Q17161397|name:ホブゴブリン
ハード＆ルーズ	Hard & Loose: Shiritsu Tantei Toki Shouzou Tro	92070	qid:Q1721423|name:ハード＆ルーズ
ヒーローズ・カムバック	3.11 wo Wasurenai Tame ni Heroes Comeback	88271	qid:Q1721423|name:ヒーローズ・カムバック
白兎と獣の王子	Niehime to Kemono no Ou Spin-off: Shiro Usagi 	153338	qid:Q17220221|name:白兎と獣の王子|sub:贄姫と獣の王スピンオフ
極彩色東京卍リベンジャーズ	Tokyo卍Revengers: Baji Keisuke Kara no Tegami 	151997	qid:Q17221115|name:極彩色東京卍リベンジャーズ
ATRAIL	ĀTRAIL: Nisekai-teki Nichijou to Senmetsu Elem	86509	qid:Q17224076|name:ATRAIL
ルー=ガルー	Loups=Garous: Kihi Subeki Ookami	91619	qid:Q17224076|name:ルー=ガルー
After school	Shishunki wa Hatsujouki	37545	qid:Q17231448|name:After school
パーマン	Perman	142779	qid:Q17572|name:パーマン
アイアンナイト	Iron Knight	85222	qid:Q18228448|name:アイアンナイト
シェリル	Sheryl: Kiss in the Galaxy	50077	qid:Q18336946|name:シェリル
wish	Otokonoko Onnanoko	47138	qid:Q1851836|name:wish
エンジニール	Engineer: Tetsudou ni Idonda Otokotachi	198916	qid:Q18817348|name:エンジニール
シナモン	Cinnamon: Jingai x Ningen Yuri Anthology	118378	qid:Q18818317|name:シナモン
アドルフに告ぐ	Adolf ni Tsugu	31695	qid:Q193300|name:アドルフに告ぐ
アポロの歌	Apollo no Uta	31410	qid:Q193300|name:アポロの歌
エンゼルの丘	Angel no Oka	52195	qid:Q193300|name:エンゼルの丘
ガムガムパンチ	Gum Gum Punch	52249	qid:Q193300|name:ガムガムパンチ
キャプテンKen	Captain Ken	51405	qid:Q193300|name:キャプテンKen
ザ・クレーター	The Crater	45516	qid:Q193300|name:ザ・クレーター
ジャングル大帝	Jungle Taitei	31771	qid:Q193300|name:ジャングル大帝
ジャングル大帝レオ	Jungle Taitei	146952	qid:Q193300|name:ジャングル大帝レオ
ジャングル魔境	Jungle Makyou	151341	qid:Q193300|name:ジャングル魔境
シュマリ	Shumari	52273	qid:Q193300|name:シュマリ
ノーマン	Norman	94706	qid:Q193300|name:ノーマン
ばるぼら	Barbara	35402	qid:Q193300|name:ばるぼら
バンパイヤ	Vampire	44304	qid:Q193300|name:バンパイヤ
ブッダ	Buddha	31111	qid:Q193300|name:ブッダ
ブラック・ジャック	Black Jack	31600	qid:Q193300|name:ブラック・ジャック
メトロポリス	Metropolis	31436	qid:Q193300|name:メトロポリス
ユニコ	Unico	47240	qid:Q193300|name:ユニコ
リボンの騎士	Ribbon no Kishi	92207	qid:Q193300|name:リボンの騎士
ロストワールド	Lost World Shikaban	180281	qid:Q193300|name:ロストワールド
ロック冒険記	Rock Boukenki	52267	qid:Q193300|name:ロック冒険記
三つ目がとおる	Mitsume ga Tooru	40798	qid:Q193300|name:三つ目がとおる
白いパイロット	Shiroi Pilot	113423	qid:Q193300|name:白いパイロット
3×3 eyes	3x3 EYES: Kiseki no Yami no Keiyakusha	109520	qid:Q1970474|name:3×3 eyes
3×3 EYES	3x3 EYES: Kiseki no Yami no Keiyakusha	109520	qid:Q1970474|name:3×3 EYES
ブルーシード	Aokushimitama Blue Seed	31540	qid:Q1970474|name:ブルーシード
アングラ・キッズ	Underground Kids: Gakuen Onmitsu Torimono	35314	qid:Q20040452|name:アングラ・キッズ
カリスマ	Charisma: Charisma na Karera wa Charisma House	156132	qid:Q20042291|name:カリスマ
Days	Koibito no Nedan	41111	qid:Q2077268|name:Days
ハード＆ルーズ	Hard & Loose: Shiritsu Tantei Toki Shouzou Tro	92070	qid:Q2077268|name:ハード＆ルーズ
ロンリネス	Chikyuu Tansa Houkoku Loneliness	181278	qid:Q2077268|name:ロンリネス|sub:地球探査報告
Dr.スランプ	Chotto dake Kaettekita Dr. Slump	94626	qid:Q208582|name:Dr.スランプ
ドラゴンボール	Dragon Ball: Episode of Bardock	56373	qid:Q208582|name:ドラゴンボール
ありすorありす	Alice or Alice: Siscon Niisan to Futago no Imo	94446	qid:Q210767|name:ありすorありす
シンデレラ流	Cinderella Ryuu: 16 Virgin Road  	132498	qid:Q211099|name:シンデレラ流
お米ちゃん。	Haiguusha Series: Okome-chan.	34272	qid:Q2178375|name:お米ちゃん。
ポケモンカードゲームやろうぜ～っ!	Pokémon Card Game Yarouze! "Ichigeki" vs "Reng	142659	qid:Q22124346|name:ポケモンカードゲームやろうぜ～っ!
エステル	Esther: Afurete Kuneru Mono	178744	qid:Q22125076|name:エステル
口裂け女あらわる!	Kuchisake Onna Arawaru!: Shouwa Kaiki Densetsu	161024	qid:Q22125825|name:口裂け女あらわる!
今世は悪女で生き延びます!	Konse wa Akujo de Ikinobimasu!: Tamanokoshi wa	209716	qid:Q22127111|name:今世は悪女で生き延びます!
カーニヴァル 番外編 明日の約束	Karneval Bangaihen: Ashita no Yakusoku	81253	qid:Q22128066|name:カーニヴァル 番外編 明日の約束
ファイアーエムブレム	Fire Emblem: Hikari wo Tsugumono	41713	qid:Q22128420|name:ファイアーエムブレム
神の名は	Kami no Na wa: Hinomoto Shinwa Ibun	41227	qid:Q2232808|name:神の名は
クローズzero	Crows Zero II: Suzuran x Housen	74447	qid:Q2279877|name:クローズzero
クローズ外伝	Crows Gaiden	56203	qid:Q2279877|name:クローズ外伝
クローズ外伝鳳仙花	Crows Gaiden Housenka: the beginning of HOUSEN	129029	qid:Q2279877|name:クローズ外伝鳳仙花
Fullmetal alchemist	Hagane no Renkinjutsushi: Prototype	62409	qid:Q230962|name:Fullmetal alchemist
FULLMETAL ALCHEMIST	Hagane no Renkinjutsushi 11.5: Tabidachi no Ma	166142	qid:Q230962|name:FULLMETAL ALCHEMIST
アイドリッシュセブンTRIGGER	IDOLiSH7: TRIGGER - before The Radiant Glory	113444	qid:Q232660|name:アイドリッシュセブンTRIGGER
転生貴族、鑑定スキルで成り上がる	Tensei Kizoku Kantei Skill de Nariagaru: Jakus	121753	qid:Q24036631|name:転生貴族、鑑定スキルで成り上がる
ブルーロック	ANOTHER Blue Lock: EPISODE Harajuku	196690	qid:Q24036704|name:ブルーロック
カッコウの許嫁.	Kakkou no Iinazuke	112024	qid:Q2448778|name:カッコウの許嫁.
チア☆ダン	Cheer☆Dance: Joshikousei ga Cheer Dance de Zen	200714	qid:Q24873996|name:チア☆ダン
恋空ららら	Koizora LaLaLa: Sora ga Boku ni Warau kara	97053	qid:Q24873996|name:恋空ららら
オペラ座で待ってて	Saitou Chiho: The Best Selection	115975	qid:Q2526458|name:オペラ座で待ってて
子爵ヴァルモン	Shishaku Valmont: Kiken na Kankei	55204	qid:Q2526458|name:子爵ヴァルモン
カフカ	Hakushaku Cain Series	30885	qid:Q253412|name:カフカ
女王エリザベス	Elizabeth: Kuni to Kekkon Shita Joou	147507	qid:Q256425|name:女王エリザベス
11人いる!	11-nin Iru!	48752	qid:Q265061|name:11人いる!
ゴールデンライラック	Bara no Kabin	172161	qid:Q265061|name:ゴールデンライラック
ポーの一族	Poe no Ichizoku	34305	qid:Q265061|name:ポーの一族
ポーの一族	Poe no Ichizoku: Himitsu no Hanazono	120563	qid:Q265061|name:ポーの一族|sub:プレミアムエディション
モザイク・ラセン	Mosaic Rasen	39172	qid:Q265061|name:モザイク・ラセン
青い鳥-ブルーバード-	Aoi Tori: Bluebird	39159	qid:Q265061|name:青い鳥-ブルーバード-
夏への扉	Natsu e no Tobira	34056	qid:Q268789|name:夏への扉
サファイア	Sapphire: Ribbon no Kishi	35372	qid:Q271250|name:サファイア
Switch	Glamorous	83675	qid:Q277940|name:Switch
神曲のグリモワール	Shinkyoku no Grimoire: PANDRA saga 2nd story	81481	qid:Q27917556|name:神曲のグリモワール
雷光神姫アイギスマギア	Raikou Shinki Igis Magia: PANDRA saga 3rd igni	117611	qid:Q27917556|name:雷光神姫アイギスマギア
ラストコンチネント	Last Continent	151453	qid:Q2829038|name:ラストコンチネント
ロードス島戦記	Lodoss-tou Senki: Pharis no Seijo	31621	qid:Q2829038|name:ロードス島戦記
エロコメ	Erotic Comedy	83859	qid:Q28687870|name:エロコメ
Pandora Hearts	Gilbert in Wonderland	54518	qid:Q290896|name:Pandora Hearts
