title	a_romaji	a_id	key
プリンセスくんとナイトさん	Princess-kun to Knight-san: Saikyou ni Kawaii 	172749	name:よこざわ|name:プリンセスくんとナイトさん|sub:最強にカワイイ後輩が、彼氏なワケ
勇者パーティを追い出された器用貧乏	Yuusha Party wo Oidasareta Kiyoubinbou: Party 	146878	name:よねぞう|name:勇者パーティを追い出された器用貧乏
ロードス島戦記	Lodoss Tousenki: Eiyuu Kishiden	31619	name:よねやませつこ|name:ロードス島戦記
リエゾン	Liaison: Kodomo no Kokoro Shinryoujo	116538	name:ヨンチャン|name:リエゾン
異世界カード無双	Isekai Card Musou: Majingoroshi no F-Rank Bouk	199315	name:りーん|name:異世界カード無双|sub:魔神殺しのFランク冒険者
ダンジョンエルフ	Dungeon Elf: Dungeon ni Takarabako ga Aru no w	180156	name:リバー・スラン|name:ダンジョンエルフ
大人はイジメをやめられない	Otona wa Ijime wo Yamerarenai: Jakusha no Seiz	202669	name:りほぴよ|name:大人はイジメをやめられない
永遠を誓うギリシア	Boss no Propose: Eien wo Chikau Greece	91707	name:リン・グレアム|name:永遠を誓うギリシア
金色のコルダ	Kiniro no Corda: Daigakusei-hen	107148	name:ルビー・パーティー|name:金色のコルダ
フェチップル	Fechippuru: Bokura no Junsui na Koi	106474	name:るり原ズラチー|name:フェチップル|sub:僕らの純粋な恋
ドグマ戦記	Shirokishi Monogatari Episode.0: Dogma Senki	41677	name:レベルファイブ|name:ドグマ戦記
隣国に輿入れした王女付きモフモフ侍女ですが、本当の王女は私なんです	Ringoku ni Koshi Ire Shita Oujo Tsuki Mofumofu	204610	name:わか|name:隣国に輿入れした王女付きモフモフ侍女ですが、本当の王女は私なんです|sub:立場と声を奪われま
スライム転生。	Slime Tensei.: Daikenja ga Youjo Elf ni Dakish	110942	name:わらびもちきなこ|name:スライム転生。|sub:大賢者が養女エルフに抱きしめられてます
異世界最強の嫁ですが、夜の戦いは俺の方が強いようです	Isekai Saikyou no Yome desu ga, Yoru no Tataka	161499	name:をん|name:異世界最強の嫁ですが、夜の戦いは俺の方が強いようです|sub:知略を活かして成り上がるハーレム
神のみぞ知るセカイ	Magical☆Star Kanon 100%	79127	name:安斎秀|name:神のみぞ知るセカイ
第五皇女の成り上がり!	Dai go Koujo no Nariagari! Suterare Koujo, Kou	208516	name:安崎羽美|name:第五皇女の成り上がり!
プ女と野獣	Pujo to Yajuu: JK ga Heel Wrestler ni Koishita	107249	name:安曇ゆうひ|name:プ女と野獣
まおーえる!	MaOL!: Shachiku OL to Isekai Saikyou Maou Irek	189240	name:闇儀式カルト|name:まおーえる!|sub:社畜OLと異世界最強魔王入れ替わり生活
俺、勇者じゃないですから。	Ore, Yuusha Janai desu kara. VR Sekai no Chout	188498	name:伊咲ウタ|name:俺、勇者じゃないですから。
白の魔法の売り子さん	Shiro no Mahou no Uriko-san: Isekai no Onnanok	130546	name:伊織ハル|name:白の魔法の売り子さん|sub:異世界の女の子と仲良くなる方法
マイネリーベ	Meine Liebe: Eien Naru Traumerei	33268	name:伊沢玲|name:マイネリーベ
王国へ続く道	Oukoku e Tsuzuku Michi: Dorei Kenshi no Nariag	119708	name:伊藤寿規|name:王国へ続く道
サイレント・ウィッチ	Secrets of the Silent Witch -another- Kekkai n	187880	name:依空まつり|name:サイレント・ウィッチ
イバラード物語	Iblard Monogatari: Laputa no Aru Fuukei	104790	name:井上直久|name:イバラード物語
記憶喪失の侯爵様に溺愛されています	Kioku Soushitsu no Koushaku-sama ni Dekiai Sar	119496	name:一花夜|name:記憶喪失の侯爵様に溺愛されています|sub:これは偽りの幸福ですか?
実は私、溺愛されてました!?	Jitsu wa Watashi, Dekiai Saretemashita!?: Sait	207265	name:一城れもん|name:実は私、溺愛されてました!?
町人Aは悪役令嬢をどうしても救いたい	Chounin A wa Akuyaku Reijou wo Doushite mo Suk	142144	name:一色孝太郎|name:町人Aは悪役令嬢をどうしても救いたい
町人Aは悪役令嬢をどうしても救いたい	Chounin A wa Akuyaku Reijou wo Doushite mo Suk	142144	name:一色孝太郎|name:町人Aは悪役令嬢をどうしても救いたい|sub:どぶと空と氷の姫君
無能才女は悪女になりたい	Munou Saijo wa Akujo ni Naritai: Gimai no Miga	174721	name:一分咲|name:無能才女は悪女になりたい
東京カンナビス特区	Tokyo Cannabis Tokku: Daimaou to Yobareta Otok	148672	name:稲井雄人|name:東京カンナビス特区|sub:大麻王と呼ばれた男
エリアの騎士	Area no Kishi Gaiden: Enokou Early Days	90232	name:稲富健|name:エリアの騎士
1日1回、果てるまで…	1-Nichi 1-Kai, Hateru made... Ueta Zetsurin Oj	134557	name:稲本いねこ|name:1日1回、果てるまで…|sub:飢えた絶倫オジサマは私を貪り尽くす
高校生WEB作家のモテ生活	Koukousei WEB Sakka no Mote Seikatsu: "Anta ga	147596	name:茨木野|name:高校生WEB作家のモテ生活|sub:「あんたが神作家なわけないでしょ」と僕を振った幼馴染が後
辺境の薬師、都でSランク冒険者となる	Henkyou no Kusushi, Miyako de S Rank Boukensha	168258	name:茨木野|name:辺境の薬師、都でSランク冒険者となる|sub:英雄村の少年がチート薬で無自覚無双
不遇職〈鑑定士〉が実は最強だった	Fuguushoku [Kanteishi] ga Jitsuwa Saikyou Datt	122180	name:茨木野1991-|name:不遇職〈鑑定士〉が実は最強だった
週に一度クラスメイトを買う話	Shuuniichido Classmate wo Kau Hanashi: Futari 	177399	name:右腹|name:週に一度クラスメイトを買う話
誰が喚んだの!?	Dare ga Yonda no!?: Isekai to Game Tsukuri to 	111553	name:宇都宮つみれ|name:誰が喚んだの!?|sub:異世界とゲーム作りとリクルート召還
永年雇用は可能でしょうか	Einen Koyou wa Kanou Deshou ka: Buaisou Mukuch	152218	name:烏羽雨|name:永年雇用は可能でしょうか
お前のすべてを抱き尽くす	Omae no Subete wo Daki Tsukusu: Kousai 0-nichi	122966	name:羽柴みず|name:お前のすべてを抱き尽くす|sub:交際0日、いきなり結婚!?
プチミニョン	Petit Mignon: Juujin Omegaverse	126221	name:羽純ハナ|name:プチミニョン|sub:獣人おめがばーす
レムナント	Remnant: Juujin Omegaverse	100222	name:羽純ハナ|name:レムナント
有能エンジニアにはウラの顔がある	Yuunou Engineer ni wa Ura no Kao ga Aru: Watas	210796	name:碓水まよ|name:有能エンジニアにはウラの顔がある|sub:私を開発する溺愛ステップ
激マン! キューティーハニー編	Gekiman! Cutie Honey-hen	194157	name:永井豪＆ダイナミックプロ|name:激マン! キューティーハニー編
お探しの初恋相手はたぶん私です、とはとても言えない。	Osagashi no Hatsukoi Aite wa Tabun Watashi des	147795	name:永野水貴|name:お探しの初恋相手はたぶん私です、とはとても言えない。|sub:逃亡した元聖女、もふもふをこ
プロポーズ大作戦	Proposal Dai Sakusen	75141	name:遠藤さや|name:プロポーズ大作戦
ねぇ、もういっそつき合っちゃう?	Nee, Mou Isso Tsukiacchau? Osananajimi no Bish	145928	name:塩かずのこ|name:ねぇ、もういっそつき合っちゃう?|sub:幼馴染の美少女に頼まれて、カモフラ彼氏はじめま
無口な公爵令嬢と冷徹な皇帝	Mukuchina Koushaku Reijou to Reitetsuna Koutei	138649	name:押川いい|name:無口な公爵令嬢と冷徹な皇帝|sub:前世拾った子供が皇帝になっていました
PEAK	Gaku: Minna no Yama	43358	name:横山秀夫|name:PEAK
魔法戦士リウイ	Mahou Senshi Louie: Kouen no Bastard	34128	name:横田守|name:魔法戦士リウイ
黄金バット	Ougon Bat: Taishou Dokuro Kitan	158678	name:黄金バット企画|name:黄金バット|sub:大正髑髏奇譚
スキルがなければレベルを上げる	Skill ga Nakereba Level wo Ageru: 99 ga Counte	168271	name:岡沢六十四|name:スキルがなければレベルを上げる|sub:99がカンストの世界でレベル800万からスタート
おもひでぽろぽろ	Omoide Poro Poro	48010	name:岡本蛍|name:おもひでぽろぽろ
異世界転生スラム街からの成り上がり	Isekai Tensei Slum-gai kara no Nariagari: Sais	186788	name:沖史慈宴|name:異世界転生スラム街からの成り上がり|sub:採取や猟をしてご飯食べてスローライフするんだ
竜陛下のお妃はお断りしたい!	Ryuu Heika no Okisaki wa Okotowari Shitai!: Ry	209123	name:屋月トム伽|name:竜陛下のお妃はお断りしたい!
竜陛下のお妃はお断りしたい!	Ryuu Heika no Okisaki wa Okotowari Shitai!: Ry	209123	name:屋月トム伽|name:竜陛下のお妃はお断りしたい!|sub:竜陛下は10番目の側妃を溺愛中
実力主義に拾われた鑑定士	Jitsuryoku Shugi ni Hirowareta Kanteishi: Dore	209253	name:桶乃かもく|name:実力主義に拾われた鑑定士|sub:奴隷扱いだった母国を捨てて、敵国の英雄はじめました
コンサルナイン	Consult Nine: Sayoko no Gyakuten Produce 	145938	name:音羽さおり|name:コンサルナイン|sub:小夜子の逆転プロデュース
もっと抵抗してくれよ	Motto Teikou shite Kure yo: Sawayaka Ouji no Y	144795	name:音海ちさ|name:もっと抵抗してくれよ|sub:爽やか王子の歪んだ性癖
私は悪役令嬢なんかじゃないっ!!	Watashi wa Akuyaku Reijou Nanka ja Nai!!: Yami	110731	name:音無砂月|name:私は悪役令嬢なんかじゃないっ!!|sub:闇使いだからって必ずしも悪役だと思うなよ
国王陛下と甘い夜	Koukou Heika to Amai Yoru: Niizuma wa Danna-sa	209615	name:伽月るーこ|name:国王陛下と甘い夜
敏腕秘書に誘惑されました	Binwan Hisho ni Yuuwaku Saremashita: Hitori ja	204312	name:伽月るーこ|name:敏腕秘書に誘惑されました
お前に抱かれるなんて聞いてない!	Omae ni Dakareru Nante Kiitenai!: Hamatta Otok	126704	name:夏原サイケ|name:お前に抱かれるなんて聞いてない!|sub:ハマった男はAV男優
進藤くんは取り扱い注意。	Shindou-kun wa Toriatsukai Chuui. Kouhai ga Se	181917	name:夏生ツナオ|name:進藤くんは取り扱い注意。|sub:後輩が性的すぎて困ってます!?
隠れ星は心を繋いで	Kakureboshi wa Kokoro wo Tsunaide: Konyaku wo 	202667	name:花散ここ|name:隠れ星は心を繋いで|sub:婚約を解消した後の、美味しいご飯と恋のお話
タナトスの栞	Thanatos no Shiori: Renzoku Satsujinki to Bung	132036	name:花星舞|name:タナトスの栞
ジーンメタリカ	Gene Metallica - Kikou Shoujo wa Kizutsukanai 	87043	name:海冬レイジ|name:ジーンメタリカ
灼熱の魔女様の楽しい温泉領地経営	Shakunetsu no Majo-sama no Tanoshii Onsen Ryou	173864	name:海野アロイ|name:灼熱の魔女様の楽しい温泉領地経営|sub:魔力ゼロで辺境に追放されましたが、災厄級のあた
マーディスト	Murdist: Shikeishuu Kazami Tazuru	135646	name:灰染せんり|name:マーディスト|sub:死刑囚・風見多鶴
紅茶の魔女の優雅なる宮廷生活	Koucha no Majo no Yuuga Naru Kyuutei Seikatsu:	149652	name:蛙田アメコ|name:紅茶の魔女の優雅なる宮廷生活|sub:チートをひた隠す最弱魔導師の窓際ライフ
#ラストオーダー	#Last Order: Saigo no Sentaku	110158	name:角光|name:#ラストオーダー
レーヴェ物語	Sora no Kiseki Gaiden: Loewe Monogatari	96693	name:楽時たらひ|name:レーヴェ物語
機動戦士ガンダムMS BOYS	Kidou Senshi Gundam MS BOYS: Bokutachi no Zeon	93628	name:乾直由|name:機動戦士ガンダムMS BOYS
仮初め寵妃のプライド	Karisome Chouhi no Pride: Kouguu ni Saku Hana 	136770	name:環|name:仮初め寵妃のプライド|sub:皇宮に咲く花は未来を希う
服飾師ルチアはあきらめない	Fukushoku-shi Lucia wa Akiramenai: Kyou kara H	172414	name:甘岸久弥|name:服飾師ルチアはあきらめない|sub:今日から始める幸服計画
魔導具師ダリヤはうつむかない	Madougushi Dahlia wa Utsumukanai: Dahliya Wilt	110392	name:甘岸久弥|name:魔導具師ダリヤはうつむかない
転生令嬢はまるっとすべてお見通し!	Tensei Reijou wa Marutto Subete wo Mitoushi!: 	211003	name:貴里みち|name:転生令嬢はまるっとすべてお見通し!
ダークサイド・ブルース	Darkside Blues	30340	name:菊地秀行|name:ダークサイド・ブルース
遊☆戯☆王OCG(オフィシャルカードゲーム)STORIES	Yu☆Gi☆Oh OCG STORIES: Sentouhime-hen	147786	name:吉田伸|name:遊☆戯☆王OCG(オフィシャルカードゲーム)STORIES
遊☆戯☆王アーク・ファイブ	Yu☆Gi☆Oh! Arc-V	91641	name:吉田伸|name:遊☆戯☆王アーク・ファイブ
モントリヒト	Mondlicht: Tsuki no Tsubasa	41620	name:橘由宇|name:モントリヒト
隠れ才女は全然めげない	Kakure Saijo wa Zenzen Megenai: Gibo to Gimai 	188482	name:宮之みやこ|name:隠れ才女は全然めげない
ブレイブ・ストーリー	Brave Story: Shinsetsu	30159	name:宮部みゆき|name:ブレイブ・ストーリー
Indulgence hotel	Tandeki Hotel: 5-Nen Buri no Saikai, Dakaretar	212396	name:弓槻みあ|name:Indulgence hotel
フェンリル騎士隊のたぐいまれなるモフモフ事情	Fenrir Kishitai no Tagui Marenaru Mofumofu Jij	154871	name:牛野こも|name:フェンリル騎士隊のたぐいまれなるモフモフ事情|sub:異動先の上司が犬でした
アイゼンフリューゲル	Eisen Flügel: Dangan no Uta yo Ryuu ni Todoite	95973	name:虚淵玄|name:アイゼンフリューゲル
ルー=ガルー	Loups=Garous: Kihi Subeki Ookami	91619	name:京極夏彦|name:ルー=ガルー
サキュバス・リップ	Succubus Lip: Fukushuu no Kuchizuke	193045	name:橋浦健太|name:サキュバス・リップ
オーライ!	All Right!	122239	name:橋本スズヒラ|name:オーライ!
ドクターゼロス	Doctor Zelos: Sports Gekai Nonami Yashiro no J	136621	name:橋本スズヒラ|name:ドクターゼロス
2.5次元の誘惑	2.5 Jigen no Ririsa Bangai-hen 5	187522	name:橋本悠|name:2.5次元の誘惑
フロンティアダイアリー	Frontier Diary: Motokizoku no Isekai Henkyo Se	110827	name:狂zip|name:フロンティアダイアリー|sub:元貴族の異世界辺境生活日記
エア・ギア	Air Gear - Trick:358	96661	name:玉手峰人|name:エア・ギア
スタンバイ・キス	Standby Kiss: Ore no Senzoku Secret xx	119125	name:筋|name:スタンバイ・キス
アンの世界地図	Anne no Sekai Chizu: It's a Small World	187545	name:吟鳥子|name:アンの世界地図
妖刀に魅入られしスケルトン	Youtou ni Miirareshi Skeleton: Meikyuu wo Shih	139478	name:銀翼のぞみ|name:妖刀に魅入られしスケルトン
妖刀に魅入られしスケルトン	Youtou ni Miirareshi Skeleton: Meikyuu wo Shih	139478	name:銀翼のぞみ|name:妖刀に魅入られしスケルトン|sub:迷宮を支配し、無敵の軍勢を率いる《最強》の剣魔王
栽培チートで最強菜園	Saibai Cheat de Saikyou Saien: E, Tada no Kate	169153	name:九頭七尾|name:栽培チートで最強菜園
栽培チートで最強菜園	Saibai Cheat de Saikyou Saien: E, Tada no Kate	169153	name:九頭七尾|name:栽培チートで最強菜園|sub:え、ただの家庭菜園ですけど?
プルコギ	The Yakiniku People Bulgogi	77344	name:具光然|name:プルコギ
魔力0で最強の大賢者	Maryoku 0 de Saikyou no Daikenja: Soreha Mahou	135545	name:空地大乃|name:魔力0で最強の大賢者|sub:それは魔法ではない、物理だ!
山を渡る	Yama wo Wataru: Santamadai Gakuburoku	120383	name:空木哲生|name:山を渡る|sub:三多摩大岳部録
ロード・オブ・ザ・ウェディング	Road of the Wedding: Yuusha no Konkatsu	173175	name:隅ジダオ|name:ロード・オブ・ザ・ウェディング
テイルズ・オブ・クレストリア	Tales of Crestoria: Togabito no Saika	160037	name:熊谷純|name:テイルズ・オブ・クレストリア
Nocturne	Yasoukyoku	32741	name:栗橋伸祐|name:Nocturne
イルゲネス	Ilegenes: Giyoku no Koukyoukyoku	53036	name:桑原水菜|name:イルゲネス
縁の下のチカラモチャー	Ennoshita no Chikara Mocha: Maou Toubatsu Shit	146121	name:桑島黎音|name:縁の下のチカラモチャー
コープスパーティーcemetery 0	Corpse Party Cemetery 0: Kaibyaku no Ars Morie	73939	name:祁答院慎|name:コープスパーティーcemetery 0
超世界転生エグゾドライブ	Chou Sekai Tensei Exo-Drive: Gekito! Isekai Ze	134375	name:珪素|name:超世界転生エグゾドライブ
魔導具師ダリヤはうつむかない	Madougushi Dahlia wa Utsumukanai: Kyou Kara Ji	110308	name:景|name:魔導具師ダリヤはうつむかない|sub:今日から自由な職人ライフ
モーレツ宇宙海賊	Mouretsu Pirates: Abyss of Hyperspace	90889	name:劇場版モーレツ宇宙海賊製作委員会|name:モーレツ宇宙海賊
淑女の鑑やめました。	Shukujo no Kagami Yamemashita. Toki wo Gyakkou	196910	name:月戸|name:淑女の鑑やめました。|sub:時を逆行した公爵令嬢は、わがままな妹に振り回されないよう性格悪く
ルートダブル	Root Double: Before Crime＊After Days √After	79761	name:月島総記|name:ルートダブル
魔王様の街づくり!	Maou-sama no Machizukuri!: Saikyou no Dungeon 	102732	name:月夜涙|name:魔王様の街づくり!
狼への嫁入り	Ookami e no Yomeiri: Ishu Konintan	113593	name:犬居葉菜|name:狼への嫁入り|sub:異種婚姻譚
極妻はお断り	Gokutsuma wa Okotowari: Yakuza no Wakagashira 	194772	name:犬田かんこ|name:極妻はお断り
ギャルメイドと悪役令嬢	Gal Maid to Akuyaku Reijou: Ojoo-sama no Happy	175451	name:鍵穴|name:ギャルメイドと悪役令嬢
チェーザレ	Cesare: Hakai no Souzousha	31067	name:原基晶|name:チェーザレ
チェーザレ	Cesare: Hakai no Souzousha Tokubetsu-hen, Futa	175109	name:原基晶|name:チェーザレ|sub:破壊の創造者
新人アダルトライターの調査報告	Shinjin Adult Writer no Chousa Houkoku: Kuriku	141515	name:玄野さわ|name:新人アダルトライターの調査報告|sub:クリクリしちゃ、だめ…っ
聖女ヴィクトリアの考察	Seijo Victoria no Kousatsu Auresta Shinden Mon	196798	name:古知屋|name:聖女ヴィクトリアの考察
贄の聖女と救済の契り	Nie no Seijo to Kyuusai no Chigiri Furyou Maho	196950	name:戸浦|name:贄の聖女と救済の契り
魔法使いで引きこもり?	Mahoutsukai de Hikikomori?: Mofumofu Igai to m	117348	name:戸部淑|name:魔法使いで引きこもり?|sub:モフモフ以外とも心を通わせよう物語
紳士、或イハ猛獣。	Shinshi, arui wa Moujuu: Fugou ni Ubawareta Ot	121547	name:虎井シグマ|name:紳士、或イハ猛獣。|sub:富豪に奪われた乙女の純潔
シャドウ・アサシンズ・ワールド	Shadow Assassins World: Kage wa Usui kedo, Sai	194168	name:五色安未|name:シャドウ・アサシンズ・ワールド
異世界NTR(ネトラレ)	Isekai NTR: Shinyuu no Onna wo Saikyou Skill d	115042	name:五里蘭堂|name:異世界NTR(ネトラレ)|sub:親友のオンナを最強スキルで堕とす方法
俺は知らないうちに学校一の美少女を口説いていたらしい	Ore wa Shiranai Uchi ni Gakkou Ichi no Bishouj	146028	name:午前の緑茶|name:俺は知らないうちに学校一の美少女を口説いていたらしい|sub:バイト先の相談相手に俺の想
ザ・サード	The Third: Aoi Hitomi no Shoujo	34310	name:後藤なお|name:ザ・サード
ナースのチカラ	Nurse no Chikara: Watashitachi ni dekiru koto 	133169	name:広田奈都美|name:ナースのチカラ|sub:私たちにできること訪問看護物語
ゾンビランドサガ外伝	Zombie Land Saga Gaiden: The First Zombie	132552	name:広報広聴課ゾンビ係|name:ゾンビランドサガ外伝|sub:ザ・ファースト・ゾンビィ
99回断罪されたループ令嬢ですが今世は「超絶愛されモード」ですって!?	99-kai Danzai sareta Loop Reijou desu ga Konse	181644	name:甲斐ろはる|name:99回断罪されたループ令嬢ですが今世は「超絶愛されモード」ですって!?
シャングリラフロンティア	Shangri-La Frontier: Kusoge Hunter, Kami ge ni	122063	name:硬梨菜|name:シャングリラフロンティア|sub:クソゲーハンター、神ゲーに挑まんとす
アンサングシンデレラ	Unsung Cinderella: Byouin Yakusaishi Aoi Midor	105477	name:荒井ママレ|name:アンサングシンデレラ|sub:病院薬剤師葵みどり
僕はすべてを知っている	Boku wa Subete wo Shitteiru	194458	name:高久尚子|name:僕はすべてを知っている
おら、嫁っこさ行くだ!	Ora, Yomekko sa Iku da!: Cosplay JK no Himitsu	121685	name:高橋コウ|name:おら、嫁っこさ行くだ!|sub:コスプレJKの秘密の愛情
コードギアス反逆のルルーシュ外伝	Code Geass: Hangyaku no Lelouch Gaiden: Shiro 	126220	name:高橋びすい|name:コードギアス反逆のルルーシュ外伝
ハイヤートライヴ	Higher Tribe: Ichiban no Sanmyaku	132328	name:高橋構造|name:ハイヤートライヴ|sub:破滅の山脈
29歳・地味局の突然なモテ期	29-Sai Jimikyoku no Totsuzen na Moteki: Toshis	207539	name:高山ねむ子|name:29歳・地味局の突然なモテ期|sub:年下後輩とオフィスで抜かず3発
神曲奏界ポリフォニカ	Shinkyoku Soukai Polyphonica - Eternal White	50718	name:高殿円|name:神曲奏界ポリフォニカ
BOY×BOY	BOY x BOY: Shiritsu Kouryou Gakuin Seishinryou	180006	name:高野克巳|name:BOY×BOY
エンバーミング	Embalming: THE ANOTHER TALE OF FRANKENSTEIN	33099	name:黒崎薫|name:エンバーミング
オレを満たして、勝利の女神様	Ore wo Mitashite, Shouri no Megami-sama: Dekia	146057	name:黒柴パン|name:オレを満たして、勝利の女神様|sub:溺愛彼氏のヘビー級えっち
神代部長は飢えている。	Kamishiro Buchou wa Ueteiru.: Dekiai Sugiru Se	212024	name:黒之響|name:神代部長は飢えている。
異世界仕立て屋ソフィア	Isekai Shitateya Sofia: Binbou Reijou, Gendai 	195929	name:今仲華月|name:異世界仕立て屋ソフィア
ワイルドえっちで意識トんじゃう!	Wild Ecchi De Ishiki Tonjau! Otonari-san wa Ko	151127	name:紺子ゆきめ|name:ワイルドえっちで意識トんじゃう!|sub:お隣さんはコワモテ溺愛野獣
迷宮メトロ	Meikyuu Metro: Mezametara Saikyou Shoku Datta 	149399	name:佐々木ラスト|name:迷宮メトロ|sub:目覚めたら最強職だったのでシマリスを連れて新世界を歩く
スーパーマリオくん	Super Mario-kun Gekijou: Yoshi New Island	144342	name:佐々木多利爾|name:スーパーマリオくん
転生アイドルとドルオタの騎士	Tensei Idol to Doruota no Kishi	163576	name:佐久本あゆ|name:転生アイドルとドルオタの騎士
天空の異世界ビストロ店	Tenkuu no Isekai Bistro Ten: Kanban Musume Sor	184264	name:佐倉涼|name:天空の異世界ビストロ店
合コン相手は肉食警官!?	Goukon Aite wa Nikushoku Keikan!?: 26-sai Shoj	115737	name:佐鳥百|name:合コン相手は肉食警官!?
災悪のアヴァロン	Saiaku no Avalon: Game Saijaku no Akuyaku Debu	170106	name:佐藤ゼロ|name:災悪のアヴァロン
注文の多い魔法使い	Chuumon no Ooi Mahoutsukai: Keiyaku Hanayome w	204859	name:佐藤もぶ|name:注文の多い魔法使い
高校生WEB作家のモテ生活	Koukousei WEB Sakka no Mote Seikatsu: "Anta ga	147596	name:佐藤勇|name:高校生WEB作家のモテ生活
ロバストネス	Robustness: Road To Olympia	154396	name:佐藤由幸|name:ロバストネス
TS悪役令嬢神様転生善人追放配信RTA	TS Akuyaku Reijou Kamisama Tensei Zennin Tsuih	187487	name:佐遊樹|name:TS悪役令嬢神様転生善人追放配信RTA|sub:嫌われ追放エンドを目指してるのに最強無双ロー
進撃の巨人 悔いなき選択	Shingeki no Kyojin: Before the Fall Prologue	91593	name:砂阿久雁|name:進撃の巨人 悔いなき選択
エネ夫デスゲーム	Eneo Death Game: Naraku no Soko no Fuufu-tachi	164022	name:最上蛍|name:エネ夫デスゲーム|sub:奈落の底の夫婦たち
ロードス島戦記	Lodoss-tou Senki: Honoo no Majin	31622	name:斎藤亜弓|name:ロードス島戦記
サマーウォーズ	Summer Wars	47091	name:細田守|name:サマーウォーズ
魔宮バビロン	Makai Toshi Hunter Series: Makyuu Babylon	50382	name:細馬信一|name:魔宮バビロン
教師の俺らはシてもいいでしょ?	Kyoushi no Orera wa Shite mo Ii desho?: Majime	192776	name:菜花|name:教師の俺らはシてもいいでしょ?
リスタート!	Restart! 34-sai Game Director no Tsuyokute New	132598	name:坂木原レム|name:リスタート!
ラスボス、やめてみた	Last Boss, Yametemita: Shujinkou ni Taosareta 	132501	name:坂木持丸|name:ラスボス、やめてみた|sub:主人公に倒されたふりして自由に生きてみた
世界最強の魔女、始めました	Sekai Saikyou no Majo, Hajimemashita: Watashi 	176270	name:坂木持丸|name:世界最強の魔女、始めました
世界最強の魔女、始めました	Sekai Saikyou no Majo, Hajimemashita: Watashi 	176270	name:坂木持丸|name:世界最強の魔女、始めました|sub:私だけ『攻略サイト』を見れる世界で自由に生きます
神曲奏界ポリフォニカ	Shinkyoku Soukai Polyphonica: Cardinal Crimson	50271	name:榊一郎|name:神曲奏界ポリフォニカ
転生先が気弱すぎる伯爵夫人だった	Tensei-saki ga Kiyowa Sugiru Hakushaku Fujin D	150042	name:桜あげは|name:転生先が気弱すぎる伯爵夫人だった|sub:前世最強魔女は快適生活を送りたい
成金令嬢の幸せな結婚	Narikin Reijou no Shiawase na Kekkon: Kin no M	203310	name:桜花舞|name:成金令嬢の幸せな結婚|sub:金の亡者と罵られた令嬢は父親に売られて辺境の豚公爵と幸せになる
砂糖菓子の弾丸は撃ちぬけない	Satougashi no Dangan wa Uchinukenai: A Lollypo	44127	name:桜庭一樹|name:砂糖菓子の弾丸は撃ちぬけない
黒崎くんは独占したがる	Kurosaki-kun wa Dokusen Shitagaru: Hajimete no	172338	name:桜田霊子|name:黒崎くんは独占したがる
黒崎くんは独占したがる	Kurosaki-kun wa Dokusen Shitagaru: Hajimete no	172338	name:桜田霊子|name:黒崎くんは独占したがる|sub:はじめての恋は甘すぎて.
セカンドバージン・セカンドライフ	Second Virgin, Second Life: Batsu Nochi, Sefu 	197806	name:鯖井ばる|name:セカンドバージン・セカンドライフ
王子様に溺愛されて困ってます	Ouji-sama ni Dekiai Sarete Komattemasu: Tensei	144908	name:三浦ひらく|name:王子様に溺愛されて困ってます|sub:転生ヒロイン、乙女ゲーム奮闘記
DOUBLE	Shounen Zanzou: Boy's Next Door	211667	name:三浦実子|name:DOUBLE
ほっといて下さい	Hottoite Kudasai: Juuma to Cheat Life Tanoshim	180086	name:三園七詩|name:ほっといて下さい
失業賢者の成り上がり	Shitsugyou Kenja no Nariagari: Kirawareta Sain	120811	name:三河ごーすと|name:失業賢者の成り上がり
マジックユーザー	Magic User: TRPG de Sodateta Mahoutsukai wa Is	116831	name:三河宗平|name:マジックユーザー|sub:TRPGで育てた魔法使いは異世界でも最強だった。
学園騎士のレベルアップ!	Gakuen Kishi no Level Up! Level 1000 Koe no Te	158981	name:三上康明|name:学園騎士のレベルアップ!
独身貴族は異世界を謳歌する	Dokushin Kizoku wa Isekai wo Ouka suru: Kekkon	176600	name:三登いつき|name:独身貴族は異世界を謳歌する|sub:結婚しない男の優雅なおひとりさまライフ
異世界で上前はねて生きていく	Isekai de Uwamae Hanete Ikiteiku: Saisei Mahou	186849	name:三弥カズトモ|name:異世界で上前はねて生きていく|sub:再生魔法使いのゆるふわ人材派遣生活
我輩は猫魔導師である	Wagahai wa Neko Madoushi de Aru: Kijitora Luke	207773	name:三國大和|name:我輩は猫魔導師である
最速無双のB級魔法使い	Saisoku Musou no B-kyuu Mahou Tsukai: Ippatsu 	117962	name:山浦柊|name:最速無双のB級魔法使い|sub:一発撃たれる前に千発撃ち返す!
バジリスク	Basilisk: Kouga Ninpouchou	30221	name:山田風太郎|name:バジリスク
バジリスク	Basilisk: Kouga Ninpouchou	30221	name:山田風太郎|name:バジリスク|sub:甲賀忍法帖
冤罪令嬢は信じたい	Enzai Reijou wa Shinjitai: Ginpatsu no Fukitsu	198259	name:山夜みい|name:冤罪令嬢は信じたい
難攻不落の魔王城へようこそ	Nankoufuraku no Maou-jou e Youkoso: Debuff wa 	127224	name:蚕堂j1|name:難攻不落の魔王城へようこそ|sub:デバフは不要と勇者パーティーを追い出された黒魔導士、魔
